run_timestamp,synth_data_sha256,script_sha256,note
2026-08-28 18:24:21 -03,4f1c5e3040d3f151672751058c7d12b4dba0213fa16f2380e62e96958877eb30,c02b9643cb22d14da5354bdfa36167ad6af3b61bbbdc2cd07fea3da42bae7057,India pseudo-treated from 2009; Brazil excluded from donors; no tar_make() executed.
