iso3c,estimate,rmspe_pre,status,error
ALB,-0.12579234973585493,0.1378526327367086,estimated,
ARE,0.09068383013789305,0.09318913989553705,estimated,
ARG,-0.22345307174674228,0.048165191727639695,estimated,
AUT,-0.08607682221288834,0.054923240524447345,estimated,
AZE,-0.14887597751949344,0.07695811188925614,estimated,
BGD,0.04577281863244797,0.10099721981009747,estimated,
BGR,-0.011794129187086501,0.05245917129288601,estimated,
BHR,-0.09456520591703062,0.11989654671241455,estimated,
BLR,0.08782766618123349,0.17637364781002124,estimated,
BOL,0.3522050645508506,0.06390578023694987,estimated,
BRB,0.1280973915691246,0.06191457709140579,estimated,
BTN,-0.033216088627035435,0.09075286966612929,estimated,
BWA,-0.008733729515581348,0.07072651460165454,estimated,
CAN,0.25489744394655567,0.09132932071030005,estimated,
CIV,-0.010421392176787883,0.11586440153888342,estimated,
COL,0.12770514035428093,0.08826227920666486,estimated,
COM,-0.02621288224432671,0.07924194964058967,estimated,
CPV,-0.017066991328832423,0.0789138393496684,estimated,
CRI,-0.07998062450381974,0.0912455436362389,estimated,
CYP,-0.05922298137035944,0.06642611541432686,estimated,
CZE,0.04810701976402263,0.04473751396737658,estimated,
DEU,0.1076898249753309,0.08385519001324414,estimated,
DNK,-0.020562848516813333,0.043084988691258416,estimated,
DOM,-0.09813416797538645,0.1430311002271763,estimated,
DZA,-0.06011706373407297,0.1571992638696853,estimated,
ECU,0.21114355138893906,0.06570347649665795,estimated,
EGY,-0.1117896456398944,0.19877560418694537,estimated,
ESP,-0.028628823864623964,0.03857197162290577,estimated,
EST,0.026988591472821274,0.03387199358166997,estimated,
FIN,-0.03255605294517086,0.05270814014885554,estimated,
FJI,-0.16732101873611716,0.1747715547706031,estimated,
FRA,-0.11108018115708128,0.06114584264304484,estimated,
GAB,0.20764661797896494,0.05918379288072172,estimated,
GBR,-0.01521660042352845,0.07081285039129923,estimated,
GEO,0.07496254298278207,0.11649591035893708,estimated,
GHA,-0.05736234558490276,0.08886368417863832,estimated,
GIN,-0.01426122107202573,0.07142214803334482,estimated,
GRC,-0.3215880410547683,0.039572205684236604,estimated,
GTM,-0.10691471280503644,0.06309111320152745,estimated,
GUY,-0.013669931586677411,0.04251316690258946,estimated,
HRV,-0.007175388112719326,0.05531603878234212,estimated,
HTI,-0.12831901573758867,0.23541863515781866,estimated,
HUN,-0.01805531398964373,0.047892268248222424,estimated,
IND,-0.014551624994895785,0.16574522481723716,estimated,
IRL,-0.07194926083928434,0.0425981180270967,estimated,
ISL,-0.09445307156883014,0.05582669751268566,estimated,
ISR,0.053698812798149975,0.06167565781074007,estimated,
ITA,0.006413452553489488,0.05755300022165518,estimated,
JAM,0.07141444668321476,0.05540698824948663,estimated,
JOR,0.02153746680572927,0.13819999324266385,estimated,
KEN,-0.037197210775958466,0.09375560865139214,estimated,
KWT,-0.003986161436801183,0.1075681936168018,estimated,
LBN,0.16470524178666074,0.19473322647579416,estimated,
LBY,-0.5676642124031998,0.16690654499083626,estimated,
LKA,0.04024865726500968,0.08040907579261236,estimated,
LTU,0.04205099118974608,0.03739936885608291,estimated,
LVA,-0.0015755943329284507,0.03953352214327402,estimated,
MAR,0.056269400938911376,0.07787576636164155,estimated,
MDA,-0.0036743967513889614,0.07537916150890336,estimated,
MDG,-0.01569579474413031,0.0923043170991567,estimated,
MDV,0.1104325282461009,0.04518770900815234,estimated,
MEX,-0.011826203484196302,0.09860459502550768,estimated,
MUS,-0.07912061354919822,0.04772395811505405,estimated,
MWI,0.08516032537921624,0.15054766653827817,estimated,
NAM,0.11988259903953796,0.05372726000478472,estimated,
NGA,-0.027116194297023413,0.1620713152045822,estimated,
NIC,0.3454038365032438,0.13351503420030084,estimated,
NLD,0.006615624718583688,0.0646539434748687,estimated,
NOR,-0.02326630612614546,0.0637214316691151,estimated,
PAK,-0.049130177134558216,0.06554768720667997,estimated,
PAN,0.2528579146890663,0.06732213823120207,estimated,
PNG,0.07090891973379279,0.20051787941937171,estimated,
POL,0.006218178151913054,0.039874860276427296,estimated,
PRT,-0.07159161474319385,0.040622574969250924,estimated,
PRY,-0.026919960084603442,0.07347627247912711,estimated,
QAT,0.05829398308946052,0.13181766535104544,estimated,
ROU,-0.055156582568999815,0.03327852569218199,estimated,
RWA,0.11554321719493742,0.2175817587710167,estimated,
SEN,0.10013876402298079,0.1013191764805766,estimated,
SGP,-0.0844608586379864,0.07964992879431836,estimated,
SLV,-0.07461324894363386,0.08156618940240547,estimated,
SUR,0.03613693665004237,0.05146420642538296,estimated,
SVK,0.014850842010669968,0.03728532404730925,estimated,
SVN,-0.11751623043414905,0.024270976390824525,estimated,
SWE,-0.05159180765072124,0.043097843478864445,estimated,
SWZ,0.030582196798624076,0.1176750034760459,estimated,
TCD,0.0476366068989274,0.17056748030805596,estimated,
TGO,0.30685883899028926,0.0803239248380222,estimated,
TTO,0.05682429045803971,0.052132168117035624,estimated,
TUN,0.08477690023208184,0.11880618672312712,estimated,
TUR,-0.05992261790153812,0.04596097695530591,estimated,
UGA,0.04439765230956881,0.16101627813683736,estimated,
UKR,-0.057865583825311324,0.15015171658615348,estimated,
USA,-0.21811790238327486,0.06617218032111788,estimated,
VEN,0.31423116304754894,0.13770560062749107,estimated,
