outcome,case,placebo_unit,ddd
distance_china_minus_usa,ZAF,MHL,0.5021682562644069
distance_china_minus_usa,ZAF,MKD,0.001728187784937426
distance_china_minus_usa,ZAF,MUS,0.1397970224144767
distance_china_minus_usa,ZAF,MWI,-0.1415900353704547
distance_china_minus_usa,ZAF,NAM,-0.05811686974437586
distance_china_minus_usa,ZAF,NGA,-0.18826901112881944
distance_china_minus_usa,ZAF,NIC,-0.202983260174355
distance_china_minus_usa,ZAF,NLD,-0.055165202744965045
distance_china_minus_usa,ZAF,NOR,0.012484176108870077
distance_china_minus_usa,ZAF,NPL,-0.08510278168913717
distance_china_minus_usa,ZAF,PAK,0.14393854009356644
distance_china_minus_usa,ZAF,POL,0.021406705717520406
distance_china_minus_usa,ZAF,PRT,-0.054950046618169
distance_china_minus_usa,ZAF,PRY,0.12500730860827086
distance_china_minus_usa,ZAF,ROU,-0.010317015626499039
distance_china_minus_usa,ZAF,RWA,0.09040144354494685
distance_china_minus_usa,ZAF,SEN,0.014124283682685803
distance_china_minus_usa,ZAF,SGP,-0.2546870960235053
distance_china_minus_usa,ZAF,SLV,0.015768023920338107
distance_china_minus_usa,ZAF,SUR,-0.21923308412916132
distance_china_minus_usa,ZAF,SVK,-0.04641649720198719
distance_china_minus_usa,ZAF,SVN,-0.06428458383209529
distance_china_minus_usa,ZAF,SWE,0.07449829374969869
distance_china_minus_usa,ZAF,SWZ,-0.21857277487553126
distance_china_minus_usa,ZAF,SYR,0.13825242719153633
distance_china_minus_usa,ZAF,TGO,0.0073738797756483085
distance_china_minus_usa,ZAF,TTO,0.0969405643372031
distance_china_minus_usa,ZAF,TUN,0.0342183137329409
distance_china_minus_usa,ZAF,TUR,-0.0422971911948185
distance_china_minus_usa,ZAF,UGA,-0.15589586682608736
distance_china_minus_usa,ZAF,VCT,-0.07136013733300092
distance_china_minus_usa,ZAF,WSM,0.17991609280848422
distance_china_minus_usa,URY,AFG,-9.000054576031757e-4
distance_china_minus_usa,URY,ALB,0.09833515436214994
distance_china_minus_usa,URY,AND,0.10419714235409462
distance_china_minus_usa,URY,ARE,0.15669731181653
distance_china_minus_usa,URY,ARG,-0.1899830319737766
distance_china_minus_usa,URY,ATG,-0.1273965189488692
distance_china_minus_usa,URY,AUT,0.12947294426219141
distance_china_minus_usa,URY,AZE,0.21412391819727136
distance_china_minus_usa,URY,BGD,0.030842320774685687
distance_china_minus_usa,URY,BGR,0.0049921989264151674
distance_china_minus_usa,URY,BHR,0.0720769910973248
distance_china_minus_usa,URY,BHS,-0.11203072450905201
distance_china_minus_usa,URY,BLR,0.09664490127240746
distance_china_minus_usa,URY,BLZ,-0.034250495293739566
distance_china_minus_usa,URY,BOL,-0.3438116159105767
distance_china_minus_usa,URY,BRB,0.049324920850550104
distance_china_minus_usa,URY,BRN,-0.01971347996537653
distance_china_minus_usa,URY,BTN,0.06179099909099011
distance_china_minus_usa,URY,BWA,-0.054204569808224606
distance_china_minus_usa,URY,CAN,-0.1942723167361108
distance_china_minus_usa,URY,CIV,-0.33780335593409155
distance_china_minus_usa,URY,COL,0.09540231759056965
distance_china_minus_usa,URY,COM,0.07353078949578629
distance_china_minus_usa,URY,CPV,-0.0824381625351923
distance_china_minus_usa,URY,CRI,-0.008520885539258921
distance_china_minus_usa,URY,CYP,-0.010621412610652647
distance_china_minus_usa,URY,CZE,-0.035215521774609924
distance_china_minus_usa,URY,DEU,-0.04425950458308702
distance_china_minus_usa,URY,DJI,0.06713285816770856
distance_china_minus_usa,URY,DMA,0.2902654519200069
distance_china_minus_usa,URY,DNK,-0.0925546882405937
distance_china_minus_usa,URY,DOM,-0.05134354583978207
distance_china_minus_usa,URY,DZA,0.047969480693140186
distance_china_minus_usa,URY,ECU,-0.2907681936157072
distance_china_minus_usa,URY,EGY,0.13062865519197403
distance_china_minus_usa,URY,ESP,0.06136185307525546
distance_china_minus_usa,URY,EST,-0.02761794969970209
distance_china_minus_usa,URY,FIN,0.09342621712306777
distance_china_minus_usa,URY,FJI,-0.48430968837641997
distance_china_minus_usa,URY,FRA,0.24191071854113902
distance_china_minus_usa,URY,FSM,-0.14140011145431983
distance_china_minus_usa,URY,GBR,0.26910401216301877
distance_china_minus_usa,URY,GEO,0.016972539964060916
distance_china_minus_usa,URY,GRC,0.1427593034380866
distance_china_minus_usa,URY,GRD,-0.06894325704368374
distance_china_minus_usa,URY,GTM,0.2458044489653055
distance_china_minus_usa,URY,GUY,-0.07502049578374385
distance_china_minus_usa,URY,HND,-0.08031772050176993
distance_china_minus_usa,URY,HRV,0.09584905897355842
distance_china_minus_usa,URY,HTI,0.054432080121860744
distance_china_minus_usa,URY,HUN,-0.13320028443485754
distance_china_minus_usa,URY,IND,-0.005279800528351912
distance_china_minus_usa,URY,IRL,0.09274117531757321
distance_china_minus_usa,URY,ISL,0.008917545300032005
distance_china_minus_usa,URY,ISR,-0.22441112612081365
distance_china_minus_usa,URY,ITA,-0.11837916449076437
distance_china_minus_usa,URY,JAM,0.016379252058488347
distance_china_minus_usa,URY,JOR,0.10959976547123108
distance_china_minus_usa,URY,KEN,0.005111673876072995
distance_china_minus_usa,URY,KNA,0.27542374236947903
distance_china_minus_usa,URY,LBN,0.011854933265874579
distance_china_minus_usa,URY,LBY,0.1136043744452377
distance_china_minus_usa,URY,LCA,-0.19273844783470281
distance_china_minus_usa,URY,LKA,0.06734104060634707
distance_china_minus_usa,URY,LSO,-0.10410593760454166
distance_china_minus_usa,URY,LTU,-0.09280019263168264
distance_china_minus_usa,URY,LVA,-0.025351152856215472
distance_china_minus_usa,URY,MAR,0.07933030449309302
distance_china_minus_usa,URY,MDA,0.08967605742463376
distance_china_minus_usa,URY,MDG,-0.02282116169365183
distance_china_minus_usa,URY,MDV,-0.03206113704442798
distance_china_minus_usa,URY,MEX,-0.17033970473116727
distance_china_minus_usa,URY,MHL,0.4968430072213908
distance_china_minus_usa,URY,MKD,0.033551282548117956
distance_china_minus_usa,URY,MUS,-0.06383028745621336
distance_china_minus_usa,URY,MWI,0.17626181807029367
distance_china_minus_usa,URY,NAM,-0.03308322897950596
distance_china_minus_usa,URY,NGA,-0.08998974969266042
distance_china_minus_usa,URY,NIC,-0.13792746185615132
distance_china_minus_usa,URY,NLD,-0.1051410289083516
distance_china_minus_usa,URY,NOR,0.11768524646895469
distance_china_minus_usa,URY,NPL,-0.08440939869008844
distance_china_minus_usa,URY,PAK,0.18972114325153608
distance_china_minus_usa,URY,POL,-0.1653855455224869
distance_china_minus_usa,URY,PRT,0.04261630288923114
distance_china_minus_usa,URY,PRY,0.0455983766912306
distance_china_minus_usa,URY,ROU,-0.010742557386842426
distance_china_minus_usa,URY,RWA,-0.056870611015994776
distance_china_minus_usa,URY,SEN,-0.015994726002963318
distance_china_minus_usa,URY,SGP,-0.04134256821088014
distance_china_minus_usa,URY,SLV,-0.15936093434999385
distance_china_minus_usa,URY,SUR,0.11367454185501887
distance_china_minus_usa,URY,SVK,-0.025734578930199065
distance_china_minus_usa,URY,SVN,0.11198349247500783
distance_china_minus_usa,URY,SWE,0.058987590818339465
distance_china_minus_usa,URY,SWZ,-0.0675681945538428
distance_china_minus_usa,URY,SYR,0.06777252951475365
distance_china_minus_usa,URY,TGO,-0.14015147686547344
distance_china_minus_usa,URY,TTO,-0.033129153132734714
distance_china_minus_usa,URY,TUN,0.021603897619551747
distance_china_minus_usa,URY,TUR,0.24494118442662544
distance_china_minus_usa,URY,UGA,0.11992983009167836
distance_china_minus_usa,URY,VCT,0.002488650596405076
distance_china_minus_usa,URY,WSM,-0.4183575862806396
distance_china_minus_usa,NZL,AFG,-9.000054576031757e-4
distance_china_minus_usa,NZL,ALB,0.09833515436214994
distance_china_minus_usa,NZL,AND,0.10419714235409462
distance_china_minus_usa,NZL,ARE,0.15669731181653
distance_china_minus_usa,NZL,ARG,-0.1899830319737766
distance_china_minus_usa,NZL,ATG,-0.1273965189488692
distance_china_minus_usa,NZL,AUT,0.12947294426219141
distance_china_minus_usa,NZL,AZE,0.21412391819727136
distance_china_minus_usa,NZL,BGD,0.030842320774685687
distance_china_minus_usa,NZL,BGR,0.0049921989264151674
distance_china_minus_usa,NZL,BHR,0.0720769910973248
distance_china_minus_usa,NZL,BHS,-0.11203072450905201
distance_china_minus_usa,NZL,BLR,0.09664490127240746
distance_china_minus_usa,NZL,BLZ,-0.034250495293739566
distance_china_minus_usa,NZL,BOL,-0.3438116159105767
distance_china_minus_usa,NZL,BRB,0.049324920850550104
distance_china_minus_usa,NZL,BRN,-0.01971347996537653
distance_china_minus_usa,NZL,BTN,0.06179099909099011
distance_china_minus_usa,NZL,BWA,-0.054204569808224606
distance_china_minus_usa,NZL,CAN,-0.1942723167361108
distance_china_minus_usa,NZL,CIV,-0.33780335593409155
distance_china_minus_usa,NZL,COL,0.09540231759056965
distance_china_minus_usa,NZL,COM,0.07353078949578629
distance_china_minus_usa,NZL,CPV,-0.0824381625351923
distance_china_minus_usa,NZL,CRI,-0.008520885539258921
distance_china_minus_usa,NZL,CYP,-0.010621412610652647
distance_china_minus_usa,NZL,CZE,-0.035215521774609924
distance_china_minus_usa,NZL,DEU,-0.04425950458308702
distance_china_minus_usa,NZL,DJI,0.06713285816770856
distance_china_minus_usa,NZL,DMA,0.2902654519200069
distance_china_minus_usa,NZL,DNK,-0.0925546882405937
distance_china_minus_usa,NZL,DOM,-0.05134354583978207
distance_china_minus_usa,NZL,DZA,0.047969480693140186
distance_china_minus_usa,NZL,ECU,-0.2907681936157072
distance_china_minus_usa,NZL,EGY,0.13062865519197403
distance_china_minus_usa,NZL,ESP,0.06136185307525546
distance_china_minus_usa,NZL,EST,-0.02761794969970209
distance_china_minus_usa,NZL,FIN,0.09342621712306777
distance_china_minus_usa,NZL,FJI,-0.48430968837641997
distance_china_minus_usa,NZL,FRA,0.24191071854113902
distance_china_minus_usa,NZL,FSM,-0.14140011145431983
distance_china_minus_usa,NZL,GBR,0.26910401216301877
distance_china_minus_usa,NZL,GEO,0.016972539964060916
distance_china_minus_usa,NZL,GRC,0.1427593034380866
distance_china_minus_usa,NZL,GRD,-0.06894325704368374
distance_china_minus_usa,NZL,GTM,0.2458044489653055
distance_china_minus_usa,NZL,GUY,-0.07502049578374385
distance_china_minus_usa,NZL,HND,-0.08031772050176993
distance_china_minus_usa,NZL,HRV,0.09584905897355842
distance_china_minus_usa,NZL,HTI,0.054432080121860744
distance_china_minus_usa,NZL,HUN,-0.13320028443485754
distance_china_minus_usa,NZL,IND,-0.005279800528351912
distance_china_minus_usa,NZL,IRL,0.09274117531757321
distance_china_minus_usa,NZL,ISL,0.008917545300032005
distance_china_minus_usa,NZL,ISR,-0.22441112612081365
distance_china_minus_usa,NZL,ITA,-0.11837916449076437
distance_china_minus_usa,NZL,JAM,0.016379252058488347
distance_china_minus_usa,NZL,JOR,0.10959976547123108
distance_china_minus_usa,NZL,KEN,0.005111673876072995
distance_china_minus_usa,NZL,KNA,0.27542374236947903
distance_china_minus_usa,NZL,LBN,0.011854933265874579
distance_china_minus_usa,NZL,LBY,0.1136043744452377
distance_china_minus_usa,NZL,LCA,-0.19273844783470281
distance_china_minus_usa,NZL,LKA,0.06734104060634707
distance_china_minus_usa,NZL,LSO,-0.10410593760454166
distance_china_minus_usa,NZL,LTU,-0.09280019263168264
distance_china_minus_usa,NZL,LVA,-0.025351152856215472
distance_china_minus_usa,NZL,MAR,0.07933030449309302
distance_china_minus_usa,NZL,MDA,0.08967605742463376
distance_china_minus_usa,NZL,MDG,-0.02282116169365183
distance_china_minus_usa,NZL,MDV,-0.03206113704442798
distance_china_minus_usa,NZL,MEX,-0.17033970473116727
distance_china_minus_usa,NZL,MHL,0.4968430072213908
distance_china_minus_usa,NZL,MKD,0.033551282548117956
distance_china_minus_usa,NZL,MUS,-0.06383028745621336
distance_china_minus_usa,NZL,MWI,0.17626181807029367
distance_china_minus_usa,NZL,NAM,-0.03308322897950596
distance_china_minus_usa,NZL,NGA,-0.08998974969266042
distance_china_minus_usa,NZL,NIC,-0.13792746185615132
distance_china_minus_usa,NZL,NLD,-0.1051410289083516
distance_china_minus_usa,NZL,NOR,0.11768524646895469
distance_china_minus_usa,NZL,NPL,-0.08440939869008844
distance_china_minus_usa,NZL,PAK,0.18972114325153608
distance_china_minus_usa,NZL,POL,-0.1653855455224869
distance_china_minus_usa,NZL,PRT,0.04261630288923114
distance_china_minus_usa,NZL,PRY,0.0455983766912306
distance_china_minus_usa,NZL,ROU,-0.010742557386842426
distance_china_minus_usa,NZL,RWA,-0.056870611015994776
distance_china_minus_usa,NZL,SEN,-0.015994726002963318
distance_china_minus_usa,NZL,SGP,-0.04134256821088014
distance_china_minus_usa,NZL,SLV,-0.15936093434999385
distance_china_minus_usa,NZL,SUR,0.11367454185501887
distance_china_minus_usa,NZL,SVK,-0.025734578930199065
distance_china_minus_usa,NZL,SVN,0.11198349247500783
distance_china_minus_usa,NZL,SWE,0.058987590818339465
distance_china_minus_usa,NZL,SWZ,-0.0675681945538428
distance_china_minus_usa,NZL,SYR,0.06777252951475365
distance_china_minus_usa,NZL,TGO,-0.14015147686547344
distance_china_minus_usa,NZL,TTO,-0.033129153132734714
distance_china_minus_usa,NZL,TUN,0.021603897619551747
distance_china_minus_usa,NZL,TUR,0.24494118442662544
distance_china_minus_usa,NZL,UGA,0.11992983009167836
distance_china_minus_usa,NZL,VCT,0.002488650596405076
distance_china_minus_usa,NZL,WSM,-0.4183575862806396
agreement_china_minus_usa,KOR,AFG,-0.07571666481590607
agreement_china_minus_usa,KOR,ALB,-0.001463814965038783
agreement_china_minus_usa,KOR,AND,-0.1032124645251552
agreement_china_minus_usa,KOR,ARE,0.051075398493466435
agreement_china_minus_usa,KOR,ARG,0.0910942305062621
agreement_china_minus_usa,KOR,ATG,0.0166527043025268
agreement_china_minus_usa,KOR,AUT,-0.07607917714092802
agreement_china_minus_usa,KOR,AZE,0.216708594135071
agreement_china_minus_usa,KOR,BGD,0.10558274253248974
agreement_china_minus_usa,KOR,BGR,-0.12390322618282555
agreement_china_minus_usa,KOR,BHR,0.08438160315290003
agreement_china_minus_usa,KOR,BHS,0.1092173599716357
agreement_china_minus_usa,KOR,BLR,0.16702538118040045
agreement_china_minus_usa,KOR,BLZ,0.1149537523677175
agreement_china_minus_usa,KOR,BOL,0.006199191860636337
agreement_china_minus_usa,KOR,BRB,0.2384915807268166
agreement_china_minus_usa,KOR,BRN,0.1581517858995685
agreement_china_minus_usa,KOR,BTN,0.16996415712848106
agreement_china_minus_usa,KOR,BWA,0.08054146264274828
agreement_china_minus_usa,KOR,CAN,-0.15456275108711565
agreement_china_minus_usa,KOR,CIV,-0.11645723376959546
agreement_china_minus_usa,KOR,COL,0.15020841099938284
agreement_china_minus_usa,KOR,COM,-0.02622875940271405
agreement_china_minus_usa,KOR,CPV,0.024976759314982076
agreement_china_minus_usa,KOR,CRI,-0.029747294639437077
agreement_china_minus_usa,KOR,CYP,-0.14563607015760882
agreement_china_minus_usa,KOR,CZE,-0.06967940141415092
agreement_china_minus_usa,KOR,DEU,-0.09014626337932531
agreement_china_minus_usa,KOR,DJI,-0.052712104498836294
agreement_china_minus_usa,KOR,DMA,0.04524457299663413
agreement_china_minus_usa,KOR,DNK,-0.009711895000237248
agreement_china_minus_usa,KOR,DOM,-0.21116349131544687
agreement_china_minus_usa,KOR,DZA,0.1277855196988264
agreement_china_minus_usa,KOR,ECU,0.06511997037874953
agreement_china_minus_usa,KOR,EGY,0.10774229844977945
agreement_china_minus_usa,KOR,ESP,-0.04490945031592198
agreement_china_minus_usa,KOR,EST,-0.11760228607039092
agreement_china_minus_usa,KOR,FIN,-0.04741475094688085
agreement_china_minus_usa,KOR,FJI,-0.07905469371597024
agreement_china_minus_usa,KOR,FRA,-0.08592818034972455
agreement_china_minus_usa,KOR,FSM,-0.16964702477536528
agreement_china_minus_usa,KOR,GBR,-0.07338524409835184
agreement_china_minus_usa,KOR,GEO,0.01242070548773546
agreement_china_minus_usa,KOR,GRC,-0.09556166082599558
agreement_china_minus_usa,KOR,GRD,0.19632625588440114
agreement_china_minus_usa,KOR,GTM,-0.07143585579986274
agreement_china_minus_usa,KOR,GUY,0.14538820720916984
agreement_china_minus_usa,KOR,HND,-0.04562737040164261
agreement_china_minus_usa,KOR,HRV,-0.20032093090005695
agreement_china_minus_usa,KOR,HTI,0.03661647777340357
agreement_china_minus_usa,KOR,HUN,-0.04621353704907649
agreement_china_minus_usa,KOR,IND,-0.0011672770379173715
agreement_china_minus_usa,KOR,IRL,-0.05124735999671548
agreement_china_minus_usa,KOR,ISL,-0.043951886618269785
agreement_china_minus_usa,KOR,ISR,0.15561326337122744
agreement_china_minus_usa,KOR,ITA,-0.0634337758481051
agreement_china_minus_usa,KOR,JAM,0.19760819952661537
agreement_china_minus_usa,KOR,JOR,-0.05296879775270535
agreement_china_minus_usa,KOR,KEN,-0.037793080705174724
agreement_china_minus_usa,KOR,KNA,-0.5213536494919222
agreement_china_minus_usa,KOR,LBN,0.045421453495579314
agreement_china_minus_usa,KOR,LBY,0.15686918125103355
agreement_china_minus_usa,KOR,LCA,-0.03237934851990816
agreement_china_minus_usa,KOR,LKA,0.013754005264477278
agreement_china_minus_usa,KOR,LSO,-0.040109832129023026
agreement_china_minus_usa,KOR,LTU,-0.13642358102060462
agreement_china_minus_usa,KOR,LVA,-0.10773669178705811
agreement_china_minus_usa,KOR,MAR,0.06912864823105547
agreement_china_minus_usa,KOR,MDA,-0.03740926294022723
agreement_china_minus_usa,KOR,MDG,0.07628641649093573
agreement_china_minus_usa,KOR,MDV,0.24824499095457958
agreement_china_minus_usa,KOR,MEX,-0.03234791564155303
agreement_china_minus_usa,KOR,MHL,-0.011508578517825304
agreement_china_minus_usa,KOR,MKD,-0.18387116093841013
agreement_china_minus_usa,KOR,MUS,0.2137723809908285
agreement_china_minus_usa,KOR,MWI,-0.05126399834992672
agreement_china_minus_usa,KOR,NAM,-0.1291731181746456
agreement_china_minus_usa,KOR,NGA,-0.008111049806469121
agreement_china_minus_usa,KOR,NIC,-0.14192119749098772
agreement_china_minus_usa,KOR,NLD,-0.059108839460750386
agreement_china_minus_usa,KOR,NOR,-0.043381266935960935
agreement_china_minus_usa,KOR,NPL,-0.04629937515471243
agreement_china_minus_usa,KOR,PAK,0.16213410469061829
agreement_china_minus_usa,KOR,POL,-0.0379568333415481
agreement_china_minus_usa,KOR,PRT,-0.07420395065437765
agreement_china_minus_usa,KOR,PRY,-0.05001119947988724
agreement_china_minus_usa,KOR,ROU,-0.10452934790343554
agreement_china_minus_usa,KOR,RWA,-0.04699844757397331
agreement_china_minus_usa,KOR,SEN,0.028451906576947624
agreement_china_minus_usa,KOR,SGP,0.011961221315949408
agreement_china_minus_usa,KOR,SLV,-0.058194573301529
agreement_china_minus_usa,KOR,SUR,0.043676313261529674
agreement_china_minus_usa,KOR,SVK,-0.09109012183710379
agreement_china_minus_usa,KOR,SVN,-0.07552722228232035
agreement_china_minus_usa,KOR,SWE,-0.061246505831136146
agreement_china_minus_usa,KOR,SWZ,0.016934202817087286
agreement_china_minus_usa,KOR,SYR,0.206879476297965
agreement_china_minus_usa,KOR,TGO,-0.0017356084461441351
agreement_china_minus_usa,KOR,TTO,0.12824852556718755
agreement_china_minus_usa,KOR,TUN,0.07243752111311735
agreement_china_minus_usa,KOR,TUR,-0.2774015894964732
agreement_china_minus_usa,KOR,UGA,-0.012414339691455098
agreement_china_minus_usa,KOR,VCT,0.11144442670543847
agreement_china_minus_usa,KOR,WSM,0.1073848209423152
agreement_china_minus_usa,AUS,AFG,-0.0023091259860549733
agreement_china_minus_usa,AUS,ALB,-0.055148892491557897
agreement_china_minus_usa,AUS,AND,0.004865630283837907
agreement_china_minus_usa,AUS,ARE,-0.011416856115807967
agreement_china_minus_usa,AUS,ARG,0.09282564834480378
agreement_china_minus_usa,AUS,ATG,-0.016092260906966683
agreement_china_minus_usa,AUS,AUT,-0.06739226970931854
agreement_china_minus_usa,AUS,AZE,-0.0715773525751898
agreement_china_minus_usa,AUS,BGD,-0.05867561518154884
agreement_china_minus_usa,AUS,BGR,-0.08476854640314366
agreement_china_minus_usa,AUS,BHR,-0.10344893166225463
agreement_china_minus_usa,AUS,BHS,0.018214542429005567
agreement_china_minus_usa,AUS,BLR,-0.04922677684374916
agreement_china_minus_usa,AUS,BLZ,-0.028879135223122136
agreement_china_minus_usa,AUS,BOL,0.1182369280096489
agreement_china_minus_usa,AUS,BRB,-0.03596712666084024
agreement_china_minus_usa,AUS,BRN,-0.04244403807344775
agreement_china_minus_usa,AUS,BTN,-0.012673857683791435
agreement_china_minus_usa,AUS,BWA,-0.12405865313940675
agreement_china_minus_usa,AUS,CAN,0.011822113854651713
agreement_china_minus_usa,AUS,CIV,-0.13657495959345886
agreement_china_minus_usa,AUS,COL,-0.09369385731158875
agreement_china_minus_usa,AUS,COM,0.06422253419400276
agreement_china_minus_usa,AUS,CPV,-0.03030520814953436
agreement_china_minus_usa,AUS,CRI,0.09982564854941754
agreement_china_minus_usa,AUS,CYP,-0.04249292550820244
agreement_china_minus_usa,AUS,CZE,-0.0546522468109695
agreement_china_minus_usa,AUS,DEU,-0.033405395321114764
agreement_china_minus_usa,AUS,DJI,0.006168175698480205
agreement_china_minus_usa,AUS,DMA,-0.014491817184973475
agreement_china_minus_usa,AUS,DNK,-0.08231931040072983
agreement_china_minus_usa,AUS,DOM,0.32899575533544956
agreement_china_minus_usa,AUS,DZA,0.05516287116430004
agreement_china_minus_usa,AUS,ECU,0.15452034251736543
agreement_china_minus_usa,AUS,EGY,0.049416939668278814
agreement_china_minus_usa,AUS,ESP,-0.054292601185623734
agreement_china_minus_usa,AUS,EST,-0.028031984565804094
agreement_china_minus_usa,AUS,FIN,-0.007133406253982465
agreement_china_minus_usa,AUS,FJI,0.005745690709804406
agreement_china_minus_usa,AUS,FRA,0.10141285110155568
agreement_china_minus_usa,AUS,FSM,-0.3570759808227164
agreement_china_minus_usa,AUS,GBR,0.03545447267427839
agreement_china_minus_usa,AUS,GEO,-0.0701848318618427
agreement_china_minus_usa,AUS,GRC,0.1021471567215227
agreement_china_minus_usa,AUS,GRD,-0.18153907717449153
agreement_china_minus_usa,AUS,GTM,0.21439927765761335
agreement_china_minus_usa,AUS,GUY,-0.051054095900749226
agreement_china_minus_usa,AUS,HND,0.12459243271111617
agreement_china_minus_usa,AUS,HRV,-0.05909517516963264
agreement_china_minus_usa,AUS,HTI,0.08288744832343545
agreement_china_minus_usa,AUS,HUN,-0.051662268609086105
agreement_china_minus_usa,AUS,IND,-0.03147929979950252
agreement_china_minus_usa,AUS,IRL,-0.017464036122504606
agreement_china_minus_usa,AUS,ISL,-0.013658619521041018
agreement_china_minus_usa,AUS,ISR,0.07980070615618445
agreement_china_minus_usa,AUS,ITA,-0.056586097167264815
agreement_china_minus_usa,AUS,JAM,-0.05071366922742274
agreement_china_minus_usa,AUS,JOR,0.0930817182699539
agreement_china_minus_usa,AUS,KEN,-0.05419328119652909
agreement_china_minus_usa,AUS,KNA,0.36312372815761107
agreement_china_minus_usa,AUS,LBN,-0.0028076515742190794
agreement_china_minus_usa,AUS,LBY,0.0665949712547423
agreement_china_minus_usa,AUS,LCA,-0.06018825768177575
agreement_china_minus_usa,AUS,LKA,0.022990206427657166
agreement_china_minus_usa,AUS,LSO,0.019904942822504983
agreement_china_minus_usa,AUS,LTU,-0.021694180205138018
agreement_china_minus_usa,AUS,LVA,-0.06436102481040483
agreement_china_minus_usa,AUS,MAR,-0.04165635613387101
agreement_china_minus_usa,AUS,MDA,-0.04745532453213115
agreement_china_minus_usa,AUS,MDG,-0.07443220733264198
agreement_china_minus_usa,AUS,MDV,-0.05407974375892549
agreement_china_minus_usa,AUS,MEX,0.061830830232083134
agreement_china_minus_usa,AUS,MHL,-0.3616866293652481
agreement_china_minus_usa,AUS,MKD,-0.06966869265037623
agreement_china_minus_usa,AUS,MUS,-0.05558098952477071
agreement_china_minus_usa,AUS,MWI,0.19869519193860466
agreement_china_minus_usa,AUS,NAM,0.0966023810051455
agreement_china_minus_usa,AUS,NGA,0.010405349621360324
agreement_china_minus_usa,AUS,NIC,0.4027822763377486
agreement_china_minus_usa,AUS,NLD,-0.09090889378091477
agreement_china_minus_usa,AUS,NOR,-0.0016710677810413375
agreement_china_minus_usa,AUS,NPL,0.045252965128849666
agreement_china_minus_usa,AUS,PAK,-0.036084588587310625
agreement_china_minus_usa,AUS,POL,-0.09522294973716984
agreement_china_minus_usa,AUS,PRT,-0.009308127604905668
agreement_china_minus_usa,AUS,PRY,0.135809490562719
agreement_china_minus_usa,AUS,ROU,-0.08458198093742422
agreement_china_minus_usa,AUS,RWA,0.018303360324785727
agreement_china_minus_usa,AUS,SEN,0.05945361245675473
agreement_china_minus_usa,AUS,SGP,0.03447332970809139
agreement_china_minus_usa,AUS,SLV,0.08503687514020933
agreement_china_minus_usa,AUS,SUR,0.06620223079149513
agreement_china_minus_usa,AUS,SVK,-0.06068917132606974
agreement_china_minus_usa,AUS,SVN,-0.023985306508738514
agreement_china_minus_usa,AUS,SWE,0.010790293611147332
agreement_china_minus_usa,AUS,SWZ,0.009487613547280878
agreement_china_minus_usa,AUS,SYR,0.05308153553609265
agreement_china_minus_usa,AUS,TGO,-0.0942110719194621
agreement_china_minus_usa,AUS,TTO,-0.013263596607948009
agreement_china_minus_usa,AUS,TUN,0.015027353826148854
agreement_china_minus_usa,AUS,TUR,0.09373245135623645
agreement_china_minus_usa,AUS,UGA,0.13262766463117778
agreement_china_minus_usa,AUS,VCT,0.11515766403142833
agreement_china_minus_usa,AUS,WSM,-0.1787321335200917
agreement_china_minus_usa,CHL,AFG,-0.0023091259860549733
agreement_china_minus_usa,CHL,ALB,-0.055148892491557897
agreement_china_minus_usa,CHL,AND,0.004865630283837907
agreement_china_minus_usa,CHL,ARE,-0.011416856115807967
agreement_china_minus_usa,CHL,ARG,0.09282564834480378
agreement_china_minus_usa,CHL,ATG,-0.016092260906966683
agreement_china_minus_usa,CHL,AUT,-0.06739226970931854
agreement_china_minus_usa,CHL,AZE,-0.0715773525751898
agreement_china_minus_usa,CHL,BGD,-0.05867561518154884
agreement_china_minus_usa,CHL,BGR,-0.08476854640314366
agreement_china_minus_usa,CHL,BHR,-0.10344893166225463
agreement_china_minus_usa,CHL,BHS,0.018214542429005567
agreement_china_minus_usa,CHL,BLR,-0.04922677684374916
agreement_china_minus_usa,CHL,BLZ,-0.028879135223122136
agreement_china_minus_usa,CHL,BOL,0.1182369280096489
agreement_china_minus_usa,CHL,BRB,-0.03596712666084024
agreement_china_minus_usa,CHL,BRN,-0.04244403807344775
agreement_china_minus_usa,CHL,BTN,-0.012673857683791435
agreement_china_minus_usa,CHL,BWA,-0.12405865313940675
agreement_china_minus_usa,CHL,CAN,0.011822113854651713
agreement_china_minus_usa,CHL,CIV,-0.13657495959345886
agreement_china_minus_usa,CHL,COL,-0.09369385731158875
agreement_china_minus_usa,CHL,COM,0.06422253419400276
agreement_china_minus_usa,CHL,CPV,-0.03030520814953436
agreement_china_minus_usa,CHL,CRI,0.09982564854941754
agreement_china_minus_usa,CHL,CYP,-0.04249292550820244
agreement_china_minus_usa,CHL,CZE,-0.0546522468109695
agreement_china_minus_usa,CHL,DEU,-0.033405395321114764
agreement_china_minus_usa,CHL,DJI,0.006168175698480205
agreement_china_minus_usa,CHL,DMA,-0.014491817184973475
agreement_china_minus_usa,CHL,DNK,-0.08231931040072983
agreement_china_minus_usa,CHL,DOM,0.32899575533544956
agreement_china_minus_usa,CHL,DZA,0.05516287116430004
agreement_china_minus_usa,CHL,ECU,0.15452034251736543
agreement_china_minus_usa,CHL,EGY,0.049416939668278814
agreement_china_minus_usa,CHL,ESP,-0.054292601185623734
