outcome,expected_sign,ddd_mean_seven,se_placebo,p_placebo_directional,p_placebo_two_sided,placebo_mean,n_controls,placebo_draws,placebo_seed
distance_china_minus_usa,-1,-0.024762581126303734,0.06406544829740525,0.33713257348530296,0.6856628674265147,-4.547503633615063e-4,104,5000,20260520
agreement_china_minus_usa,1,0.012235875741501992,0.03659434086605159,0.35752849430113975,0.7296540691861627,3.848482098783427e-5,104,5000,20260520
