query_partner,query_partner_id,act_id,title,normalized_title,instrument_type_derived,date_celebration,year,invalid_date,agreement_type,status,another_party,other_parties,n_other_parties,partner_in_other_parties,subject_names,principal_subjects,n_subjects,signatory_brazil,signatory_other_party,celebration_location,celebration_country,direct_publication,amendment_ids,amended_instrument_ids,replaced_instrument_id,replaced_instrument_title,replacing_instrument_id,replacing_instrument_title,has_explicit_revision_relation,amendment_or_revision_title,strategic_instrument,strategic_rule_match,record_url,full_document_id,full_document_url,n_additional_documents,raw_search_file,raw_detail_file,duplicate_id_within_query,n_partner_queries_for_act,duplicate_id_across_partner_queries,same_title_date_duplicate,missing_date,missing_counterparty,outside_requested_window,analytic_bilateral,same_day_package_size,in_same_day_package
Índia,145,7481,"Protocolo Alterando a Convenção entre o Governo da República Federativa do Brasil e o Governo da República da Índia Destinada a Evitar a Dupla Tributação e Prevenir a Evasão Fiscal em Matéria de impostos sobre a Renda, Celebrada em Nova Delhi, em 26 de abril de 1988",protocolo alterando a convencao entre o governo da republica federativa do brasil e o governo da republica da india destinada a evitar a dupla tributacao e prevenir a evasao fiscal em materia de impostos sobre a renda celebrada em nova delhi em 26 de abril de 1988,Convenção,2013-10-15,2013,False,BL,Em Vigor,Índia,Índia,1,True,"Economia, Finanças e Tributos","Economia, Finanças e Tributos",1,Carlos Alberto Barreto,Ashok Tomar,Brasília,Brasil,False,,,,,,,False,True,False,,https://concordia.itamaraty.gov.br/detalhamento-acordo/7481,7514,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/7514,3,data/raw/concordia_bilateral_acts/20260828T222000Z/searches/india/page_001.json,data/raw/concordia_bilateral_acts/20260828T222000Z/details/act_7481.json,False,1,False,False,False,False,False,True,2,True
Índia,145,7482,Acordo sobre Transferência de Pessoas Condenadas entre a República Federativa do Brasil e a República da Índia,acordo sobre transferencia de pessoas condenadas entre a republica federativa do brasil e a republica da india,Acordo,2013-10-15,2013,False,BL,Em Vigor,Índia,Índia,1,True,"Direito, Justiça & Segurança Pública","Direito, Justiça & Segurança Pública",1,Luiz Alberto Figueiredo Machado,Salman Khurshid,Brasília,Brasil,False,,,,,,,False,False,False,,https://concordia.itamaraty.gov.br/detalhamento-acordo/7482,13033,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/13033,3,data/raw/concordia_bilateral_acts/20260828T222000Z/searches/india/page_001.json,data/raw/concordia_bilateral_acts/20260828T222000Z/details/act_7482.json,False,1,False,False,False,False,False,True,2,True
Índia,145,7279,Declaração de Intenções para a Promoção da Igualdade de Gênero e a Promoção dos Direitos da Mulher e da Criança,declaracao de intencoes para a promocao da igualdade de genero e a promocao dos direitos da mulher e da crianca,Outro/não classificado,2012-03-30,2012,False,BL,Em Vigor,Índia,Índia,1,True,"Direito, Justiça & Segurança Pública","Direito, Justiça & Segurança Pública",1,-,-,Nova Delhi,Índia,True,,,,,,,False,False,False,,https://concordia.itamaraty.gov.br/detalhamento-acordo/7279,7493,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/7493,0,data/raw/concordia_bilateral_acts/20260828T222000Z/searches/india/page_001.json,data/raw/concordia_bilateral_acts/20260828T222000Z/details/act_7279.json,False,1,False,False,False,False,False,True,4,True
Índia,145,7280,Memorando de Entendimento entre o Governo da República Federativa do Brasil e o Governo da República da Índia em Cooperação na Área de Biotecnologia,memorando de entendimento entre o governo da republica federativa do brasil e o governo da republica da india em cooperacao na area de biotecnologia,Memorando de Entendimento,2012-03-30,2012,False,BL,Expirado,Índia,Índia,1,True,Cooperação e Desenvolvimento,Cooperação e Desenvolvimento,1,Marco Antonio Raupp,Shri Vilasrao Dagadojirao,Nova Delhi,Índia,True,,,,,,,False,False,False,,https://concordia.itamaraty.gov.br/detalhamento-acordo/7280,7477,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/7477,1,data/raw/concordia_bilateral_acts/20260828T222000Z/searches/india/page_001.json,data/raw/concordia_bilateral_acts/20260828T222000Z/details/act_7280.json,False,1,False,False,False,False,False,True,4,True
Índia,145,7282,Programa Executivo de Intercâmbios Culturais entre o Governo da República Federativa do Brasil e o Governo da República da Índia para o Período 2012-2014,programa executivo de intercambios culturais entre o governo da republica federativa do brasil e o governo da republica da india para o periodo 2012 2014,Programa Executivo,2012-03-30,2012,False,BL,Expirado,Índia,Índia,1,True,Educação e Cultura,Educação e Cultura,1,Antonio de Aguiar,Shri S. M. Krishna,Nova Delhi,Índia,True,,,,,,,False,False,False,,https://concordia.itamaraty.gov.br/detalhamento-acordo/7282,7485,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/7485,1,data/raw/concordia_bilateral_acts/20260828T222000Z/searches/india/page_001.json,data/raw/concordia_bilateral_acts/20260828T222000Z/details/act_7282.json,False,1,False,False,False,False,False,True,4,True
Índia,145,7283,Memorando de Entendimento sobre Cooperação Técnica entre o Governo da República Federativa do Brasil e o Governo da República da Índia,memorando de entendimento sobre cooperacao tecnica entre o governo da republica federativa do brasil e o governo da republica da india,Memorando de Entendimento,2012-03-30,2012,False,BL,Em Vigor,Índia,Índia,1,True,Cooperação e Desenvolvimento,Cooperação e Desenvolvimento,1,Antonio de Aguiar Patriota,Shri S. M. Krishna,Nova Delhi,Índia,True,,,,,,,False,False,False,,https://concordia.itamaraty.gov.br/detalhamento-acordo/7283,7482,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/7482,1,data/raw/concordia_bilateral_acts/20260828T222000Z/searches/india/page_001.json,data/raw/concordia_bilateral_acts/20260828T222000Z/details/act_7283.json,False,1,False,False,False,False,False,True,4,True
Índia,145,7071,Acordo sobre Serviços Aéreos entre o Governo da República do Brasil e o Governo da República da Índia,acordo sobre servicos aereos entre o governo da republica do brasil e o governo da republica da india,Acordo,2011-03-08,2011,False,BL,Em Vigor,Índia,Índia,1,True,Serviços e Transporte,Serviços e Transporte,1,Antonio de Aguiar Patriota,Shri Vayalar Ravi,Nova Delhi,Índia,False,,,5677,Acordo sobre Serviços Aéreos entre o Governo da República Federativa do Brasil e o Governo da Índia,,,True,False,False,,https://concordia.itamaraty.gov.br/detalhamento-acordo/7071,7471,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/7471,4,data/raw/concordia_bilateral_acts/20260828T222000Z/searches/india/page_001.json,data/raw/concordia_bilateral_acts/20260828T222000Z/details/act_7071.json,False,1,False,False,False,False,False,True,1,False
Índia,145,6073,Tratado de Extradição entre a República Federativa do Brasil e a República da Índia,tratado de extradicao entre a republica federativa do brasil e a republica da india,Tratado,2008-04-16,2008,False,BL,Em Vigor,Índia,Índia,1,True,"Direito, Justiça & Segurança Pública","Direito, Justiça & Segurança Pública",1,Celso Amorim,Villas Muttemwar,Brasília,Brasil,False,,,,,,,False,False,False,,https://concordia.itamaraty.gov.br/detalhamento-acordo/6073,1182,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/1182,3,data/raw/concordia_bilateral_acts/20260828T222000Z/searches/india/page_001.json,data/raw/concordia_bilateral_acts/20260828T222000Z/details/act_6073.json,False,1,False,False,False,False,False,True,4,True
Índia,145,6074,Memorando de Entendimento entre o Governo da República Federativa do Brasil e o Governo da República da Índia na Área de Defesa Civil e Assistência Humanitária,memorando de entendimento entre o governo da republica federativa do brasil e o governo da republica da india na area de defesa civil e assistencia humanitaria,Memorando de Entendimento,2008-04-16,2008,False,BL,Em Vigor,Índia,Índia,1,True,"Direito, Justiça & Segurança Pública","Direito, Justiça & Segurança Pública",1,Celso Amorim,Villas Muttemwar,Brasília,Brasil,True,,,,,,,False,False,False,,https://concordia.itamaraty.gov.br/detalhamento-acordo/6074,7459,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/7459,1,data/raw/concordia_bilateral_acts/20260828T222000Z/searches/india/page_001.json,data/raw/concordia_bilateral_acts/20260828T222000Z/details/act_6074.json,False,1,False,False,False,False,False,True,4,True
Índia,145,6075,Memorando de Entendimento para Cooperação no Setor de Petróleo e Gás Natural entre o Ministério de Minas e Energia do Governo da República Federativa do Brasil e o Ministério do Petróleo e Gás Natural do Governo da República Da Índia,memorando de entendimento para cooperacao no setor de petroleo e gas natural entre o ministerio de minas e energia do governo da republica federativa do brasil e o ministerio do petroleo e gas natural do governo da republica da india,Memorando de Entendimento,2008-04-16,2008,False,BL,Expirado,Índia,Índia,1,True,Energia e Recursos Estratégicos,Energia e Recursos Estratégicos,1,Celso Amorim,Villas Muttemwar,Brasília,Brasil,True,,,,,,,False,False,False,,https://concordia.itamaraty.gov.br/detalhamento-acordo/6075,7461,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/7461,1,data/raw/concordia_bilateral_acts/20260828T222000Z/searches/india/page_001.json,data/raw/concordia_bilateral_acts/20260828T222000Z/details/act_6075.json,False,1,False,False,False,False,False,True,4,True
Índia,145,6076,Memorando de Entendimento entre o Governo da República Federativa do Brasil e a República da Índia para a Cooperação em Agricultura e Setores Afins,memorando de entendimento entre o governo da republica federativa do brasil e a republica da india para a cooperacao em agricultura e setores afins,Memorando de Entendimento,2008-04-16,2008,False,BL,Em Vigor,Índia,Índia,1,True,"Agricultura, Pecuária e Pesca","Agricultura, Pecuária e Pesca",1,Celso Amorim,Villas Muttemwar,Brasília,Brasil,True,,,,,,,False,False,False,,https://concordia.itamaraty.gov.br/detalhamento-acordo/6076,7463,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/7463,1,data/raw/concordia_bilateral_acts/20260828T222000Z/searches/india/page_001.json,data/raw/concordia_bilateral_acts/20260828T222000Z/details/act_6076.json,False,1,False,False,False,False,False,True,4,True
Índia,145,6029,Memorando de Entendimento entre o Governo da República Federativa do Brasil e o Governo da República Federativa do Brasil sobre a Luta Contra a Fome e a Pobreza,memorando de entendimento entre o governo da republica federativa do brasil e o governo da republica federativa do brasil sobre a luta contra a fome e a pobreza,Memorando de Entendimento,2008-02-18,2008,False,BL,Em Vigor,Índia,Índia,1,True,"Direito, Justiça & Segurança Pública","Direito, Justiça & Segurança Pública",1,Celso Amorim,Pranab Mukerjee,Brasília,Brasil,True,,,,,,,False,False,False,,https://concordia.itamaraty.gov.br/detalhamento-acordo/6029,7640,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/7640,1,data/raw/concordia_bilateral_acts/20260828T222000Z/searches/india/page_001.json,data/raw/concordia_bilateral_acts/20260828T222000Z/details/act_6029.json,False,1,False,False,False,False,False,True,3,True
Índia,145,6030,Memorando de Entendimento entre o Governo da República Federativa do Brasil e o Governo da República da Índia sobre Cooperação em Esportes e Assuntos de Juventude,memorando de entendimento entre o governo da republica federativa do brasil e o governo da republica da india sobre cooperacao em esportes e assuntos de juventude,Memorando de Entendimento,2008-02-18,2008,False,BL,Expirado,Índia,Índia,1,True,Cooperação e Desenvolvimento,Cooperação e Desenvolvimento,1,Celso Amorim,Pranab Mukerjee,Brasília,Brasil,True,,,,,,,False,False,False,,https://concordia.itamaraty.gov.br/detalhamento-acordo/6030,7643,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/7643,1,data/raw/concordia_bilateral_acts/20260828T222000Z/searches/india/page_001.json,data/raw/concordia_bilateral_acts/20260828T222000Z/details/act_6030.json,False,1,False,False,False,False,False,True,3,True
Índia,145,6031,Memorando de Entendimento entre a República Federativa do Brasil e a República da Índia sobre Cooperação no Setor de Infra-Estrutura,memorando de entendimento entre a republica federativa do brasil e a republica da india sobre cooperacao no setor de infra estrutura,Memorando de Entendimento,2008-02-18,2008,False,BL,Expirado,Índia,Índia,1,True,Cooperação e Desenvolvimento,Cooperação e Desenvolvimento,1,Celso Amorim,Pranab Mukerjee,Brasília,Brasil,True,,,,,,,False,False,False,,https://concordia.itamaraty.gov.br/detalhamento-acordo/6031,7652,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/7652,1,data/raw/concordia_bilateral_acts/20260828T222000Z/searches/india/page_001.json,data/raw/concordia_bilateral_acts/20260828T222000Z/details/act_6031.json,False,1,False,False,False,False,False,True,3,True
Índia,145,5930,Memorando de Entendimento entre o Governo da República Federativa do Brasil e o Governo da República da Índia sobre Cooperação Mútua entre as Academias Diplomáticas,memorando de entendimento entre o governo da republica federativa do brasil e o governo da republica da india sobre cooperacao mutua entre as academias diplomaticas,Memorando de Entendimento,2007-09-12,2007,False,BL,Em Vigor,Índia,Índia,1,True,Relações Diplomáticas e Consulares,Relações Diplomáticas e Consulares,1,Samuel Pinheiro Guimarães,Surendra Kumar,Brasília,Brasil,True,,,,,,,False,False,False,,https://concordia.itamaraty.gov.br/detalhamento-acordo/5930,7637,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/7637,1,data/raw/concordia_bilateral_acts/20260828T222000Z/searches/india/page_001.json,data/raw/concordia_bilateral_acts/20260828T222000Z/details/act_5930.json,False,1,False,False,False,False,False,True,1,False
Índia,145,5851,Acordo de Co-produção Audiovisual entre o Governo da República Federativa do Brasil e o Governo da República da Índia,acordo de co producao audiovisual entre o governo da republica federativa do brasil e o governo da republica da india,Acordo,2007-06-04,2007,False,BL,Em Vigor,Índia,Índia,1,True,Educação e Cultura,Educação e Cultura,1,Celso Amorim,P. R. Dasmunsi,Nova Delhi,Índia,False,,,,,,,False,False,False,,https://concordia.itamaraty.gov.br/detalhamento-acordo/5851,7616,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/7616,3,data/raw/concordia_bilateral_acts/20260828T222000Z/searches/india/page_001.json,data/raw/concordia_bilateral_acts/20260828T222000Z/details/act_5851.json,False,1,False,False,False,False,False,True,2,True
Índia,145,5852,Ajuste Complementar entre o Governo da República Federativa do Brasil e o Governo da República da Índia sobre Cooperação para a Ampliação da Estação Brasileira Terrestre de Recepção e Processamento de Dados dos Satélites de Sensoreamento Remoto da Índia,ajuste complementar entre o governo da republica federativa do brasil e o governo da republica da india sobre cooperacao para a ampliacao da estacao brasileira terrestre de recepcao e processamento de dados dos satelites de sensoreamento remoto da india,Ajuste Complementar,2007-06-04,2007,False,BL,Expirado,Índia,Índia,1,True,Mar e Espaço,Mar e Espaço,1,Celso Amorim,G. Madhavan Nair,Nova Delhi,Índia,False,,,,,,,False,False,False,,https://concordia.itamaraty.gov.br/detalhamento-acordo/5852,7624,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/7624,0,data/raw/concordia_bilateral_acts/20260828T222000Z/searches/india/page_001.json,data/raw/concordia_bilateral_acts/20260828T222000Z/details/act_5852.json,False,1,False,False,False,False,False,True,2,True
Índia,145,5816,Acordo entre o Governo da República Federativa do Brasil e o Governo da República da Índia sobre Assistência Mútua em Matéria Aduaneira,acordo entre o governo da republica federativa do brasil e o governo da republica da india sobre assistencia mutua em materia aduaneira,Acordo,2007-05-04,2007,False,BL,Em Vigor,Índia,Índia,1,True,"Economia, Finanças e Tributos","Economia, Finanças e Tributos",1,Jorge Antonio Deher Rachid,S. K. Shingal,Nova Delhi,Índia,False,,,,,,,False,False,False,,https://concordia.itamaraty.gov.br/detalhamento-acordo/5816,8273,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/8273,3,data/raw/concordia_bilateral_acts/20260828T222000Z/searches/india/page_001.json,data/raw/concordia_bilateral_acts/20260828T222000Z/details/act_5816.json,False,1,False,False,False,False,False,True,1,False
Índia,145,5677,Acordo sobre Serviços Aéreos entre o Governo da República Federativa do Brasil e o Governo da Índia,acordo sobre servicos aereos entre o governo da republica federativa do brasil e o governo da india,Acordo,2006-09-12,2006,False,BL,Substituído,Índia,Índia,1,True,Serviços e Transporte,Serviços e Transporte,1,Celso Amorim,Anan Sharma,Brasília,Brasil,False,,,,,7071,Acordo sobre Serviços Aéreos entre o Governo da República do Brasil e o Governo da República da Índia,True,False,False,,https://concordia.itamaraty.gov.br/detalhamento-acordo/5677,7524,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/7524,2,data/raw/concordia_bilateral_acts/20260828T222000Z/searches/india/page_001.json,data/raw/concordia_bilateral_acts/20260828T222000Z/details/act_5677.json,False,1,False,False,False,False,False,True,4,True
Índia,145,5678,Acordo entre a República Federativa do Brasil e a República da Índia em Cooperação Científica e Tecnológica,acordo entre a republica federativa do brasil e a republica da india em cooperacao cientifica e tecnologica,Acordo,2006-09-12,2006,False,BL,Em Vigor,Índia,Índia,1,True,"Ciência, Tecnologia e Inovação","Ciência, Tecnologia e Inovação",1,Sergio Machado Rezende,Anan Sharma,Brasília,Brasil,False,,,3283,Acordo sobre Cooperação nos Campos da Ciência e Tecnologia entre a República Federativa do Brasil e a República da Índia.,,,True,False,False,,https://concordia.itamaraty.gov.br/detalhamento-acordo/5678,7547,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/7547,3,data/raw/concordia_bilateral_acts/20260828T222000Z/searches/india/page_001.json,data/raw/concordia_bilateral_acts/20260828T222000Z/details/act_5678.json,False,1,False,False,False,False,False,True,4,True
Índia,145,5679,Memorando de Entendimento entre o Governo da República Federativa do Brasil e o Governo da República da Índia para Cooperação na Área de Assentamentos Humanos,memorando de entendimento entre o governo da republica federativa do brasil e o governo da republica da india para cooperacao na area de assentamentos humanos,Memorando de Entendimento,2006-09-12,2006,False,BL,Em Vigor,Índia,Índia,1,True,Cooperação e Desenvolvimento,Cooperação e Desenvolvimento,1,Celso Amorim,Anand Sharma,Brasília,Brasil,True,,,,,,,False,False,False,,https://concordia.itamaraty.gov.br/detalhamento-acordo/5679,7612,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/7612,1,data/raw/concordia_bilateral_acts/20260828T222000Z/searches/india/page_001.json,data/raw/concordia_bilateral_acts/20260828T222000Z/details/act_5679.json,False,1,False,False,False,False,False,True,4,True
Índia,145,5680,"Memorandum de Entendimento entre o Governo da República Federativa do Brasil e o Governo da República da Índia com Vistas à Implementação das ""Semanas de Cultura Brasileira na Índia"" e das ""Semanas de Cultura Indiana no Brasil""",memorandum de entendimento entre o governo da republica federativa do brasil e o governo da republica da india com vistas a implementacao das semanas de cultura brasileira na india e das semanas de cultura indiana no brasil,Outro/não classificado,2006-09-12,2006,False,BL,Em Vigor,Índia,Índia,1,True,Educação e Cultura,Educação e Cultura,1,Celso Amorim,Anand Sharma,Brasília,Brasil,True,,,,,,,False,False,False,,https://concordia.itamaraty.gov.br/detalhamento-acordo/5680,7614,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/7614,1,data/raw/concordia_bilateral_acts/20260828T222000Z/searches/india/page_001.json,data/raw/concordia_bilateral_acts/20260828T222000Z/details/act_5680.json,False,1,False,False,False,False,False,True,4,True
Índia,145,5551,Programa Executivo Cultural entre o Governo da República Federativa do Brasil e o Governo da República da Índia para os Anos 2006-2007,programa executivo cultural entre o governo da republica federativa do brasil e o governo da republica da india para os anos 2006 2007,Programa Executivo,2006-02-02,2006,False,BL,Expirado,Índia,Índia,1,True,Educação e Cultura,Educação e Cultura,1,Pedro Motta Pinto Coelho,Hardeep SIngh Puri,Brasília,Brasil,True,,,,,,,False,False,False,,https://concordia.itamaraty.gov.br/detalhamento-acordo/5551,7498,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/7498,1,data/raw/concordia_bilateral_acts/20260828T222000Z/searches/india/page_001.json,data/raw/concordia_bilateral_acts/20260828T222000Z/details/act_5551.json,False,1,False,False,False,False,False,True,2,True
Índia,145,5552,Acordo entre o Governo da Republica Federativa do Brasil e o o Governo da Republica da Índia sobre o Exercício de Atividades Remuneradas por Parte dos Dependentes do Pessoal Diplomático e Consular,acordo entre o governo da republica federativa do brasil e o o governo da republica da india sobre o exercicio de atividades remuneradas por parte dos dependentes do pessoal diplomatico e consular,Acordo,2006-02-02,2006,False,BL,Em Vigor,Índia,Índia,1,True,Relações Diplomáticas e Consulares,Relações Diplomáticas e Consulares,1,Pedro Motta Pinto Coelho,Hardeep Singh Puri,Brasília,Brasil,False,,,,,,,False,False,False,,https://concordia.itamaraty.gov.br/detalhamento-acordo/5552,7484,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/7484,3,data/raw/concordia_bilateral_acts/20260828T222000Z/searches/india/page_001.json,data/raw/concordia_bilateral_acts/20260828T222000Z/details/act_5552.json,False,1,False,False,False,False,False,True,2,True
Índia,145,5550,Programa de Intercâmbio entre o Governo da República Federativa do Brasil e o Governo da República da Índia de Cooperação no Campo da Educação,programa de intercambio entre o governo da republica federativa do brasil e o governo da republica da india de cooperacao no campo da educacao,Programa,2006-02-01,2006,False,BL,Em Vigor,Índia,Índia,1,True,Cooperação e Desenvolvimento,Cooperação e Desenvolvimento,1,Jorge Almeida Guimarães,Hardeep Singh Puri,Brasília,Brasil,True,,,,,,,False,False,False,,https://concordia.itamaraty.gov.br/detalhamento-acordo/5550,7552,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/7552,1,data/raw/concordia_bilateral_acts/20260828T222000Z/searches/india/page_001.json,data/raw/concordia_bilateral_acts/20260828T222000Z/details/act_5550.json,False,1,False,False,False,False,False,True,1,False
Índia,145,5139,Acordo de Cooperação na Área do Turismo entre o Governo da República Federativa do Brasil e o Governo da República da Índia,acordo de cooperacao na area do turismo entre o governo da republica federativa do brasil e o governo da republica da india,Acordo,2004-01-25,2004,False,BL,Em ratificação da(s) outra(s) Parte(s),Índia,Índia,1,True,Serviços e Transporte,Serviços e Transporte,1,Walfrido Mares Guia,Arun Jaitley,Nova Delhi,Índia,False,,,,,,,False,False,False,,https://concordia.itamaraty.gov.br/detalhamento-acordo/5139,7666,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/7666,2,data/raw/concordia_bilateral_acts/20260828T222000Z/searches/india/page_001.json,data/raw/concordia_bilateral_acts/20260828T222000Z/details/act_5139.json,False,1,False,False,False,False,False,True,4,True
Índia,145,5140,"Acordo entre o Governo da República Federativa do Brasil e o Governo da República da Índia sobre Isenção de Vistos para Portadores de Passaportes Diplomáticos, Oficiais e de Serviço",acordo entre o governo da republica federativa do brasil e o governo da republica da india sobre isencao de vistos para portadores de passaportes diplomaticos oficiais e de servico,Acordo,2004-01-25,2004,False,BL,Em Vigor,Índia,Índia,1,True,Consulares e Migratórios,Consulares e Migratórios,1,Celso Amorim,Yashwant Senha,Nova Delhi,Índia,True,,,,,,,False,False,False,,https://concordia.itamaraty.gov.br/detalhamento-acordo/5140,7663,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/7663,1,data/raw/concordia_bilateral_acts/20260828T222000Z/searches/india/page_001.json,data/raw/concordia_bilateral_acts/20260828T222000Z/details/act_5140.json,False,1,False,False,False,False,False,True,4,True
Índia,145,5141,Programa Executivo Cultural entre o Governo da República Federativa do Brasil e o Governo da República da Índia para os Anos 2004-2005,programa executivo cultural entre o governo da republica federativa do brasil e o governo da republica da india para os anos 2004 2005,Programa Executivo,2004-01-25,2004,False,BL,Expirado,Índia,Índia,1,True,Educação e Cultura,Educação e Cultura,1,Vera Lúcia Barrouin Crivano Machado,Dhehedra Kuman,Nova Delhi,Índia,True,,,,,,,False,False,False,,https://concordia.itamaraty.gov.br/detalhamento-acordo/5141,7557,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/7557,1,data/raw/concordia_bilateral_acts/20260828T222000Z/searches/india/page_001.json,data/raw/concordia_bilateral_acts/20260828T222000Z/details/act_5141.json,False,1,False,False,False,False,False,True,4,True
Índia,145,5143,Acordo-Quadro entre o Governo da República Federativa do Brasil e o Governo da República da índia sobre a Cooperação nos Usos Pacíficos do Espaço Exterior,acordo quadro entre o governo da republica federativa do brasil e o governo da republica da india sobre a cooperacao nos usos pacificos do espaco exterior,Acordo,2004-01-25,2004,False,BL,Em Vigor,Índia,Índia,1,True,Mar e Espaço,Mar e Espaço,1,Celso Amorim,Yashwant Sinha,Nova Delhi,Índia,False,,,,,,,False,False,False,,https://concordia.itamaraty.gov.br/detalhamento-acordo/5143,8898,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/8898,3,data/raw/concordia_bilateral_acts/20260828T222000Z/searches/india/page_001.json,data/raw/concordia_bilateral_acts/20260828T222000Z/details/act_5143.json,False,1,False,False,False,False,False,True,4,True
Índia,145,5118,Acordo entre o Governo da República Federativa do Brasil e o Governo da República da Índia sobre Cooperação em Assuntos Relativos à Defesa,acordo entre o governo da republica federativa do brasil e o governo da republica da india sobre cooperacao em assuntos relativos a defesa,Acordo,2003-12-01,2003,False,BL,Em Vigor,Índia,Índia,1,True,Defesa e Segurança,Defesa e Segurança,1,José Viegas Filho,George Fernandes,Nova Delhi,Índia,False,,,,,,,False,False,False,,https://concordia.itamaraty.gov.br/detalhamento-acordo/5118,8075,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/8075,3,data/raw/concordia_bilateral_acts/20260828T222000Z/searches/india/page_001.json,data/raw/concordia_bilateral_acts/20260828T222000Z/details/act_5118.json,False,1,False,False,False,False,False,True,1,False
Índia,145,4896,"Memorando de Entendimento entre o Governo da República Federativa do Brasil e o Governo da República da Índia que Estabelece uma Comissão Mista de Cooperação Política, Econômica, Científica, Tecnológica e Cultural",memorando de entendimento entre o governo da republica federativa do brasil e o governo da republica da india que estabelece uma comissao mista de cooperacao politica economica cientifica tecnologica e cultural,Memorando de Entendimento,2002-08-22,2002,False,BL,Em Vigor,Índia,Índia,1,True,Cooperação e Desenvolvimento,Cooperação e Desenvolvimento,1,Embaixador Gilberto Vergne Sabóia,Embaixador Shashank,Brasília,Brasil,True,,,,,,,False,False,False,,https://concordia.itamaraty.gov.br/detalhamento-acordo/4896,7709,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/7709,1,data/raw/concordia_bilateral_acts/20260828T222000Z/searches/india/page_001.json,data/raw/concordia_bilateral_acts/20260828T222000Z/details/act_4896.json,False,1,False,False,False,False,False,True,1,False
Índia,145,4833,Memorando de Entendimento entre a República Federativa do Brasil e o Governo da República da Índia Referente à Cooperação Tecnológica na Área de Mistura de Etanol em Combustíveis para Transportes,memorando de entendimento entre a republica federativa do brasil e o governo da republica da india referente a cooperacao tecnologica na area de mistura de etanol em combustiveis para transportes,Memorando de Entendimento,2002-04-08,2002,False,BL,Expirado,Índia,Índia,1,True,Energia e Recursos Estratégicos,Energia e Recursos Estratégicos,1,Sérgio Silva do Amaral,Ram Naik,Nova Delhi,Índia,False,,,,,,,False,False,False,,https://concordia.itamaraty.gov.br/detalhamento-acordo/4833,8020,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/8020,3,data/raw/concordia_bilateral_acts/20260828T222000Z/searches/india/page_001.json,data/raw/concordia_bilateral_acts/20260828T222000Z/details/act_4833.json,False,1,False,False,False,False,False,True,1,False
África do Sul,4,7472,Memorando de Entendimento entre o Governo da República Federativa do Brasil e o Governo da República da África do Sul sobre Cooperação na Área de Meio Ambiente.,memorando de entendimento entre o governo da republica federativa do brasil e o governo da republica da africa do sul sobre cooperacao na area de meio ambiente,Memorando de Entendimento,2013-09-16,2013,False,BL,Em Vigor,África do Sul,África do Sul,1,True,Meio Ambiente e Sustentabilidade,Meio Ambiente e Sustentabilidade,1,Izabella Teixeira,Edna Molewa,Foz do Iguaçu,Brasil,True,,,,,,,False,False,False,,https://concordia.itamaraty.gov.br/detalhamento-acordo/7472,35,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/35,1,data/raw/concordia_bilateral_acts/20260828T222000Z/searches/africa_do_sul/page_001.json,data/raw/concordia_bilateral_acts/20260828T222000Z/details/act_7472.json,False,1,False,False,False,False,False,True,1,False
