query_partner,query_partner_id,act_id,title,normalized_title,instrument_type_derived,date_celebration,year,invalid_date,agreement_type,status,another_party,other_parties,n_other_parties,partner_in_other_parties,subject_names,principal_subjects,n_subjects,signatory_brazil,signatory_other_party,celebration_location,celebration_country,direct_publication,amendment_ids,amended_instrument_ids,replaced_instrument_id,replaced_instrument_title,replacing_instrument_id,replacing_instrument_title,has_explicit_revision_relation,amendment_or_revision_title,strategic_instrument,strategic_rule_match,record_url,full_document_id,full_document_url,n_additional_documents,raw_search_file,raw_detail_file,duplicate_id_within_query,n_partner_queries_for_act,duplicate_id_across_partner_queries,same_title_date_duplicate,missing_date,missing_counterparty,outside_requested_window,analytic_bilateral,same_day_package_size,in_same_day_package
Paraguai,242,5725,Memorandum Operativo Relativo entre o Governo da República Federativa do Brasil e o Governo da República do Paraguai Relativo à Cooperação Brasileira para a Revitalização do Cabeceira Paraguaia da Ponte da Amizade,memorandum operativo relativo entre o governo da republica federativa do brasil e o governo da republica do paraguai relativo a cooperacao brasileira para a revitalizacao do cabeceira paraguaia da ponte da amizade,Outro/não classificado,2006-11-23,2006,False,BL,Superado,Paraguai,Paraguai,1,True,"Fronteira, Infraestrutura e Integração Regional","Fronteira, Infraestrutura e Integração Regional",1,Celso Amorim,Rubén Ramírez Lezeano,Assunção,Paraguai,False,,,,,,,False,False,False,,https://concordia.itamaraty.gov.br/detalhamento-acordo/5725,9850,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/9850,0,data/raw/concordia_bilateral_acts/20260828T222000Z/searches/paraguai/page_001.json,data/raw/concordia_bilateral_acts/20260828T222000Z/details/act_5725.json,False,1,False,False,False,False,False,True,9,True
Paraguai,242,5726,"Memorando de Entendimento entre o Governo da República Federativa do Brasil e o Governo da República do Paraguai para a Cooperação em Matéria de Combate à Fabricação e ao Tráfico Ilícitos de Armas de Fogo, Munições, Acessórios, Explosivos e Outros Materiais Correlatos",memorando de entendimento entre o governo da republica federativa do brasil e o governo da republica do paraguai para a cooperacao em materia de combate a fabricacao e ao trafico ilicitos de armas de fogo municoes acessorios explosivos e outros materiais correlatos,Memorando de Entendimento,2006-11-23,2006,False,BL,Em ratificação da(s) outra(s) Parte(s),Paraguai,Paraguai,1,True,"Direito, Justiça & Segurança Pública","Direito, Justiça & Segurança Pública",1,Celso Amorim,Rubén Ramírez Lezcano,Assunção,Paraguai,False,,,,,,,False,False,False,,https://concordia.itamaraty.gov.br/detalhamento-acordo/5726,9865,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/9865,2,data/raw/concordia_bilateral_acts/20260828T222000Z/searches/paraguai/page_001.json,data/raw/concordia_bilateral_acts/20260828T222000Z/details/act_5726.json,False,1,False,False,False,False,False,True,9,True
Paraguai,242,5727,Comunicado Conjunto dos Ministros das Relações Exteriores da República Federativa do Brasil e da República do Paraguai,comunicado conjunto dos ministros das relacoes exteriores da republica federativa do brasil e da republica do paraguai,Comunicado Conjunto,2006-11-23,2006,False,BL,Em Vigor,Paraguai,Paraguai,1,True,Cooperação e Desenvolvimento,Cooperação e Desenvolvimento,1,Celso Amorim,Rubén Ramírez Lezcano,Assunção,Paraguai,True,,,,,,,False,False,False,,https://concordia.itamaraty.gov.br/detalhamento-acordo/5727,9930,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/9930,0,data/raw/concordia_bilateral_acts/20260828T222000Z/searches/paraguai/page_001.json,data/raw/concordia_bilateral_acts/20260828T222000Z/details/act_5727.json,False,1,False,False,False,False,False,True,9,True
Paraguai,242,5675,Acordo entre o Governo da República Federativa do Brasil e o Governo da República do Paraguai de Cooperação para o Desenvolvimento Sustentável e a Gestão Integrada da Bacia Hidrográfica do Rio Apa,acordo entre o governo da republica federativa do brasil e o governo da republica do paraguai de cooperacao para o desenvolvimento sustentavel e a gestao integrada da bacia hidrografica do rio apa,Acordo,2006-09-11,2006,False,BL,Em Vigor,Paraguai,Paraguai,1,True,Energia e Recursos Estratégicos,Energia e Recursos Estratégicos,1,Celso Amorim,Rubén Ramírez Lezcano,"Brasília,",Brasil,False,,,,,,,False,False,False,,https://concordia.itamaraty.gov.br/detalhamento-acordo/5675,10766,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/10766,3,data/raw/concordia_bilateral_acts/20260828T222000Z/searches/paraguai/page_001.json,data/raw/concordia_bilateral_acts/20260828T222000Z/details/act_5675.json,False,1,False,False,False,False,False,True,2,True
Paraguai,242,5676,"Acordo, por Troca de Notas, para o Estabelecimento de um Depósito Franco no Porto de Rio Grande para Cargas Transportadas por Rodovia, celebrado em Brasília, em 11 de setembro de 2006, que complementa o ``Convênio entre a República Federativa do Brasil e a República do Paraguai para o Estabelecimento de um Depósito Franco no Porto de Rio Grande ``, celebrado em Brasília, no dia 21 de julho de 1987.",acordo por troca de notas para o estabelecimento de um deposito franco no porto de rio grande para cargas transportadas por rodovia celebrado em brasilia em 11 de setembro de 2006 que complementa o convenio entre a republica federativa do brasil e a republica do paraguai para o estabelecimento de um deposito franco no porto de rio grande celebrado em brasilia no dia 21 de julho de 1987,Troca de Notas,2006-09-11,2006,False,BL,Em Vigor,Paraguai,Paraguai,1,True,Cooperação e Desenvolvimento,Cooperação e Desenvolvimento,1,Celso Amorim,Rubén Ramírez Lezcano,Brasília,Brasil,False,,,,,,,False,False,False,,https://concordia.itamaraty.gov.br/detalhamento-acordo/5676,10775,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/10775,3,data/raw/concordia_bilateral_acts/20260828T222000Z/searches/paraguai/page_001.json,data/raw/concordia_bilateral_acts/20260828T222000Z/details/act_5676.json,False,1,False,False,False,False,False,True,2,True
Paraguai,242,5526,Acordo entre o Governo da República Federativa do Brasil e o Governo da República do Paraguai para a Construção de uma Segunda Ponte Internacional sobre o Rio Paraná,acordo entre o governo da republica federativa do brasil e o governo da republica do paraguai para a construcao de uma segunda ponte internacional sobre o rio parana,Acordo,2005-12-08,2005,False,BL,Em Vigor,Paraguai,Paraguai,1,True,"Fronteira, Infraestrutura e Integração Regional","Fronteira, Infraestrutura e Integração Regional",1,Celso Amorim,Leila Rachid,Montevidéu,Uruguai,False,,,,,,,False,False,False,,https://concordia.itamaraty.gov.br/detalhamento-acordo/5526,10571,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/10571,3,data/raw/concordia_bilateral_acts/20260828T222000Z/searches/paraguai/page_001.json,data/raw/concordia_bilateral_acts/20260828T222000Z/details/act_5526.json,False,1,False,False,False,False,False,True,2,True
Paraguai,242,5527,"Acordo, por troca de Notas, referente à Atualização das Bases Financeiras do Anexo C do Tratado de Itaipu",acordo por troca de notas referente a atualizacao das bases financeiras do anexo c do tratado de itaipu,Troca de Notas,2005-12-08,2005,False,BL,Em Vigor,Paraguai,Paraguai,1,True,Cooperação e Desenvolvimento,Cooperação e Desenvolvimento,1,Celso Amorim,Leila Rachid,Montevidéu,Uruguai,True,,,,,,,False,False,False,,https://concordia.itamaraty.gov.br/detalhamento-acordo/5527,10754,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/10754,1,data/raw/concordia_bilateral_acts/20260828T222000Z/searches/paraguai/page_001.json,data/raw/concordia_bilateral_acts/20260828T222000Z/details/act_5527.json,False,1,False,False,False,False,False,True,2,True
Paraguai,242,5394,"Memorando de Entendimento para o Estabelecimento de um Grupo Bilateral de Inteligência Brasil-Paraguai na Esfera da Pirataria, da Falsificação e do Contrabando de Produtos Pirateados e Falsificados",memorando de entendimento para o estabelecimento de um grupo bilateral de inteligencia brasil paraguai na esfera da pirataria da falsificacao e do contrabando de produtos pirateados e falsificados,Memorando de Entendimento,2005-06-20,2005,False,BL,Em ratificação da(s) outra(s) Parte(s),Paraguai,Paraguai,1,True,"Direito, Justiça & Segurança Pública","Direito, Justiça & Segurança Pública",1,Celso Amorim,Leila Rachid,Assunção,Paraguai,False,,,,,,,False,False,False,,https://concordia.itamaraty.gov.br/detalhamento-acordo/5394,10551,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/10551,2,data/raw/concordia_bilateral_acts/20260828T222000Z/searches/paraguai/page_001.json,data/raw/concordia_bilateral_acts/20260828T222000Z/details/act_5394.json,False,1,False,False,False,False,False,True,1,False
Paraguai,242,5344,"Acordo, por troca de Notas, relativo à Incorporação dos Conceitos de Responsabilidade Social e Ambiental ao Planejamento das Atividades de Itaipu Binacional",acordo por troca de notas relativo a incorporacao dos conceitos de responsabilidade social e ambiental ao planejamento das atividades de itaipu binacional,Troca de Notas,2005-03-31,2005,False,BL,Em Vigor,Paraguai,Paraguai,1,True,Meio Ambiente e Sustentabilidade,Meio Ambiente e Sustentabilidade,1,Valter Pecly Moreira,Leila Rachid de Cowles,Assunção,Paraguai,True,,,,,,,False,False,False,,https://concordia.itamaraty.gov.br/detalhamento-acordo/5344,10550,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/10550,1,data/raw/concordia_bilateral_acts/20260828T222000Z/searches/paraguai/page_002.json,data/raw/concordia_bilateral_acts/20260828T222000Z/details/act_5344.json,False,1,False,False,False,False,False,True,1,False
Paraguai,242,5236,Ajuste Complementar ao Acordo de Cooperação Técnica entre o Governo da República Federativa do Brasil e o Governo da República do Paraguai na Área de Formação e Capacitação Profissional,ajuste complementar ao acordo de cooperacao tecnica entre o governo da republica federativa do brasil e o governo da republica do paraguai na area de formacao e capacitacao profissional,Ajuste Complementar,2004-10-22,2004,False,BL,Em Vigor,Paraguai,Paraguai,1,True,Cooperação e Desenvolvimento,Cooperação e Desenvolvimento,1,Lauro Barbosa da Silva Moreira,Luis Gonzalez Arias,Brasília,Brasil,True,11813,,,,,,True,False,False,,https://concordia.itamaraty.gov.br/detalhamento-acordo/5236,10180,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/10180,1,data/raw/concordia_bilateral_acts/20260828T222000Z/searches/paraguai/page_002.json,data/raw/concordia_bilateral_acts/20260828T222000Z/details/act_5236.json,False,1,False,False,False,False,False,True,1,False
Paraguai,242,5160,Protocolo de Intenções entre o Governo da República Federativa do Brasil e o Governo da República do Paraguai sobre Cooperação Técnica na Área do Desenvolvimento Agrário,protocolo de intencoes entre o governo da republica federativa do brasil e o governo da republica do paraguai sobre cooperacao tecnica na area do desenvolvimento agrario,Protocolo,2004-03-29,2004,False,BL,Em Vigor,Paraguai,Paraguai,1,True,"Agricultura, Pecuária e Pesca","Agricultura, Pecuária e Pesca",1,Miguel Rossetto,Antonio Ibáñez,Assunção,Paraguai,True,,,,,,,False,False,False,,https://concordia.itamaraty.gov.br/detalhamento-acordo/5160,10230,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/10230,1,data/raw/concordia_bilateral_acts/20260828T222000Z/searches/paraguai/page_002.json,data/raw/concordia_bilateral_acts/20260828T222000Z/details/act_5160.json,False,1,False,False,False,False,False,True,1,False
Paraguai,242,5034,Ajuste Complementar ao Acordo de Cooperação Técnica entre o Governo da República Federativa do Brasil e o Governo da República do Paraguai para Implementação do Projeto Assistência e Tratamento a Pessoas Vivendo com HIV/AIDS no Paraguai,ajuste complementar ao acordo de cooperacao tecnica entre o governo da republica federativa do brasil e o governo da republica do paraguai para implementacao do projeto assistencia e tratamento a pessoas vivendo com hiv aids no paraguai,Ajuste Complementar,2003-10-14,2003,False,BL,Expirado,Paraguai,Paraguai,1,True,"Trabalho, Saúde e Previdência","Trabalho, Saúde e Previdência",1,Celso Amorim,Leila Rachid,Brasília,Brasil,True,,,,,,,False,False,False,,https://concordia.itamaraty.gov.br/detalhamento-acordo/5034,10254,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/10254,1,data/raw/concordia_bilateral_acts/20260828T222000Z/searches/paraguai/page_002.json,data/raw/concordia_bilateral_acts/20260828T222000Z/details/act_5034.json,False,1,False,False,False,False,False,True,2,True
Paraguai,242,5035,Memorando de Entendimento entre o Governo da República Federativa do Brasil e o Governo da República do Paraguai para a Construção da Segunda Ponte sobre o Rio Paraná,memorando de entendimento entre o governo da republica federativa do brasil e o governo da republica do paraguai para a construcao da segunda ponte sobre o rio parana,Memorando de Entendimento,2003-10-14,2003,False,BL,Em Vigor,Paraguai,Paraguai,1,True,"Fronteira, Infraestrutura e Integração Regional","Fronteira, Infraestrutura e Integração Regional",1,Celso Amorim,Leila Rachid,Brasília,Brasil,True,,,,,,,False,False,False,,https://concordia.itamaraty.gov.br/detalhamento-acordo/5035,10241,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/10241,1,data/raw/concordia_bilateral_acts/20260828T222000Z/searches/paraguai/page_002.json,data/raw/concordia_bilateral_acts/20260828T222000Z/details/act_5035.json,False,1,False,False,False,False,False,True,2,True
Paraguai,242,4999,Protocolo de Intenções entre o Governo da República Federativa do Brasil e o Governo da República do Paraguai para a Implantação do Programa Bolsa-Escola no Perímetro de Atuação da Itaipu Binacional,protocolo de intencoes entre o governo da republica federativa do brasil e o governo da republica do paraguai para a implantacao do programa bolsa escola no perimetro de atuacao da itaipu binacional,Protocolo,2003-08-16,2003,False,BL,Expirado,Paraguai,Paraguai,1,True,Cooperação e Desenvolvimento,Cooperação e Desenvolvimento,1,Cristovam Buarque,Blanca Ovelar de Duarte,Itaipu,Brasil,True,,,,,,,False,False,False,,https://concordia.itamaraty.gov.br/detalhamento-acordo/4999,10256,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/10256,1,data/raw/concordia_bilateral_acts/20260828T222000Z/searches/paraguai/page_002.json,data/raw/concordia_bilateral_acts/20260828T222000Z/details/act_4999.json,False,1,False,False,False,False,False,True,1,False
Paraguai,242,4947,Memorandum de Entendimento entre o Governo da República Federativa do Brasil e o Governo da República do Paraguai no Âmbito do Programa de Cooperação Internacional do Ministério da Saúde do Brasil,memorandum de entendimento entre o governo da republica federativa do brasil e o governo da republica do paraguai no ambito do programa de cooperacao internacional do ministerio da saude do brasil,Programa,2002-12-18,2002,False,BL,Expirado,Paraguai,Paraguai,1,True,"Trabalho, Saúde e Previdência","Trabalho, Saúde e Previdência",1,Marco Cesar Meira Naslausky; Barjas Negri,Elianne Cibils Wilson-Smith,Brasília,Brasil,True,,,,,,,False,False,False,,https://concordia.itamaraty.gov.br/detalhamento-acordo/4947,10219,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/10219,1,data/raw/concordia_bilateral_acts/20260828T222000Z/searches/paraguai/page_002.json,data/raw/concordia_bilateral_acts/20260828T222000Z/details/act_4947.json,False,1,False,False,False,False,False,True,1,False
Paraguai,242,4899,"Ajuste Complementar, por Troca de Notas, entre o Governo da República Federativa do Brasil e o Governo da República do Paraguai, de Cooperação no Campo da Redução da Demanda de Entorpecentes entre Municípios Fronteiriços, ao Acordo de 29/03/1988",ajuste complementar por troca de notas entre o governo da republica federativa do brasil e o governo da republica do paraguai de cooperacao no campo da reducao da demanda de entorpecentes entre municipios fronteiricos ao acordo de 29 03 1988,Ajuste Complementar,2002-09-09,2002,False,BL,Em Vigor,Paraguai,Paraguai,1,True,"Direito, Justiça & Segurança Pública","Direito, Justiça & Segurança Pública",1,Luiz Augusto de Castro Neves,José Antonio Moreno Ruffinelli,Assunção,Paraguai,True,,,,,,,False,False,False,,https://concordia.itamaraty.gov.br/detalhamento-acordo/4899,10217,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/10217,1,data/raw/concordia_bilateral_acts/20260828T222000Z/searches/paraguai/page_002.json,data/raw/concordia_bilateral_acts/20260828T222000Z/details/act_4899.json,False,1,False,False,False,False,False,True,1,False
Paraguai,242,4857,Memorando de Entendimento entre o Governo da República Federativa do Brasil e o Governo da República do Paraguai sobre Combate a Ilícitos Aduaneiros e Tributários de Contrafação e de Pirataria,memorando de entendimento entre o governo da republica federativa do brasil e o governo da republica do paraguai sobre combate a ilicitos aduaneiros e tributarios de contrafacao e de pirataria,Memorando de Entendimento,2002-05-29,2002,False,BL,Em Vigor,Paraguai,Paraguai,1,True,"Economia, Finanças e Tributos","Economia, Finanças e Tributos",1,Luiz Augusto de Castro Neves; Everardo de Almeida Maciel,José Antonio Moreno Ruffinelli; James Spalding,Assunção,Paraguai,True,,,,,,,False,False,False,,https://concordia.itamaraty.gov.br/detalhamento-acordo/4857,10168,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/10168,1,data/raw/concordia_bilateral_acts/20260828T222000Z/searches/paraguai/page_002.json,data/raw/concordia_bilateral_acts/20260828T222000Z/details/act_4857.json,False,1,False,False,False,False,False,True,2,True
Paraguai,242,4858,Memorando de Entendimento entre o Governo da República Federativa do Brasil e o Governo da República do Paraguai sobre Cooperação Tributária,memorando de entendimento entre o governo da republica federativa do brasil e o governo da republica do paraguai sobre cooperacao tributaria,Memorando de Entendimento,2002-05-29,2002,False,BL,Em Vigor,Paraguai,Paraguai,1,True,"Economia, Finanças e Tributos","Economia, Finanças e Tributos",1,Luiz Augusto de Castro Neves; Everardo de Almeida Maciel,José Antonio Moreno Ruffinelli; James Spalding,Assunção,Paraguai,True,,,,,,,False,False,False,,https://concordia.itamaraty.gov.br/detalhamento-acordo/4858,10213,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/10213,1,data/raw/concordia_bilateral_acts/20260828T222000Z/searches/paraguai/page_002.json,data/raw/concordia_bilateral_acts/20260828T222000Z/details/act_4858.json,False,1,False,False,False,False,False,True,2,True
Paraguai,242,4807,Ajuste Complementar ao Acordo de Cooperação Técnica entre o Governo da República Federativa do Brasil e o Governo da República do Paraguai na Área de Formação e Capacitação Profissional,ajuste complementar ao acordo de cooperacao tecnica entre o governo da republica federativa do brasil e o governo da republica do paraguai na area de formacao e capacitacao profissional,Ajuste Complementar,2002-01-15,2002,False,BL,Expirado,Paraguai,Paraguai,1,True,Cooperação e Desenvolvimento,Cooperação e Desenvolvimento,1,Marco César Meira Naslausky,José Antonio Moreno Ruffinelli,Assunção,Paraguai,True,,,,,,,False,False,False,,https://concordia.itamaraty.gov.br/detalhamento-acordo/4807,10164,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/10164,1,data/raw/concordia_bilateral_acts/20260828T222000Z/searches/paraguai/page_002.json,data/raw/concordia_bilateral_acts/20260828T222000Z/details/act_4807.json,False,1,False,False,False,False,False,True,1,False
Paraguai,242,4681,"Acordo, por troca de Notas, Referente à Atualização do Valor dos Rendimentos de Capital da Itaipu Binacional",acordo por troca de notas referente a atualizacao do valor dos rendimentos de capital da itaipu binacional,Troca de Notas,2000-11-13,2000,False,BL,Em Vigor,Paraguai,Paraguai,1,True,Cooperação e Desenvolvimento,Cooperação e Desenvolvimento,1,Luiz Felipe Lampreia,Juan Esteban Aguirre,Itaipu,Brasil,True,,,,,,,False,False,False,,https://concordia.itamaraty.gov.br/detalhamento-acordo/4681,10153,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/10153,1,data/raw/concordia_bilateral_acts/20260828T222000Z/searches/paraguai/page_002.json,data/raw/concordia_bilateral_acts/20260828T222000Z/details/act_4681.json,False,1,False,False,False,False,False,True,1,False
Paraguai,242,4667,"Acordo, por troca de Notas, Tornando Extinto o Protocolo Adicional sobre Relações de Trabalho e Previdência Social Relativo aos Contratos de Trabalho dos Trabalhadores, Empreiteiros e Subempreiteiros de Obras e Locadores e Sublocadores de Serviços, de 10/09/1974",acordo por troca de notas tornando extinto o protocolo adicional sobre relacoes de trabalho e previdencia social relativo aos contratos de trabalho dos trabalhadores empreiteiros e subempreiteiros de obras e locadores e sublocadores de servicos de 10 09 1974,Troca de Notas,2000-09-20,2000,False,BL,Em Vigor,Paraguai,Paraguai,1,True,"Trabalho, Saúde e Previdência","Trabalho, Saúde e Previdência",1,Luiz Felipe Lampreia,Juan Esteban Aguirre,Brasília,Brasil,True,,,,,,,False,False,False,,https://concordia.itamaraty.gov.br/detalhamento-acordo/4667,10142,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/10142,2,data/raw/concordia_bilateral_acts/20260828T222000Z/searches/paraguai/page_002.json,data/raw/concordia_bilateral_acts/20260828T222000Z/details/act_4667.json,False,1,False,False,False,False,False,True,3,True
Paraguai,242,4668,"Convenção para Evitar a Dupla Tributação em Matéria de Impostos de Renda, Prevenir e Combater a Evasão Fiscal e sobre Matérias Aduaneiras entre o Governo da República Federativa do Brasil e o Governo da República do Paraguai",convencao para evitar a dupla tributacao em materia de impostos de renda prevenir e combater a evasao fiscal e sobre materias aduaneiras entre o governo da republica federativa do brasil e o governo da republica do paraguai,Convenção,2000-09-20,2000,False,BL,Situação especial,Paraguai,Paraguai,1,True,"Economia, Finanças e Tributos","Economia, Finanças e Tributos",1,Luiz Felipe Lampreia,Juan Esteban Aguirre Martinez,Brasília,Brasil,False,,,,,,,False,False,False,,https://concordia.itamaraty.gov.br/detalhamento-acordo/4668,10100,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/10100,2,data/raw/concordia_bilateral_acts/20260828T222000Z/searches/paraguai/page_002.json,data/raw/concordia_bilateral_acts/20260828T222000Z/details/act_4668.json,False,1,False,False,False,False,False,True,3,True
Paraguai,242,4669,"Acordo por troca de Notas, sobre o Regime Trabalhista e de Previdência Social Aplicáveis aos Trabalhadores e Subempreiteiros de Obras e Locadores e Sublocadores de Serviços",acordo por troca de notas sobre o regime trabalhista e de previdencia social aplicaveis aos trabalhadores e subempreiteiros de obras e locadores e sublocadores de servicos,Troca de Notas,2000-09-20,2000,False,BL,Em Vigor,Paraguai,Paraguai,1,True,"Trabalho, Saúde e Previdência","Trabalho, Saúde e Previdência",1,Luiz Felipe Lampreia,Juan Esteban Aguirre,Brasília,Brasil,True,,,,,,,False,False,False,,https://concordia.itamaraty.gov.br/detalhamento-acordo/4669,10107,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/10107,2,data/raw/concordia_bilateral_acts/20260828T222000Z/searches/paraguai/page_002.json,data/raw/concordia_bilateral_acts/20260828T222000Z/details/act_4669.json,False,1,False,False,False,False,False,True,3,True
Paraguai,242,4629,"Acordo, por troca de Notas, para Encerrar as Atividades da Comissão Mista Brasil-Paraguai Criada para a Construção da Rodovia Concepción-Ponta Porã Através do Comunicado Conjunto de 6 de Outubro de 1956",acordo por troca de notas para encerrar as atividades da comissao mista brasil paraguai criada para a construcao da rodovia concepcion ponta pora atraves do comunicado conjunto de 6 de outubro de 1956,Comunicado Conjunto,2000-05-12,2000,False,BL,Em Vigor,Paraguai,Paraguai,1,True,Relações Diplomáticas e Consulares,Relações Diplomáticas e Consulares,1,Bernardo Pericás Neto,Juan Esteban Aguirre,Assunção,Paraguai,True,,,,,,,False,False,False,,https://concordia.itamaraty.gov.br/detalhamento-acordo/4629,10066,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/10066,1,data/raw/concordia_bilateral_acts/20260828T222000Z/searches/paraguai/page_002.json,data/raw/concordia_bilateral_acts/20260828T222000Z/details/act_4629.json,False,1,False,False,False,False,False,True,1,False
Paraguai,242,4605,Tratado sobre Transferência de Pessoas Condenadas e de Menores sob Tratamento Especial entre o Governo da República Federativa do Brasil e o Governo da República do Paraguai,tratado sobre transferencia de pessoas condenadas e de menores sob tratamento especial entre o governo da republica federativa do brasil e o governo da republica do paraguai,Tratado,2000-02-10,2000,False,BL,Em Vigor,Paraguai,Paraguai,1,True,"Direito, Justiça & Segurança Pública","Direito, Justiça & Segurança Pública",1,Luiz Felipe Lampreia,José Félix Fernández Estigarribia,Brasília,Brasil,False,,,,,,,False,False,False,,https://concordia.itamaraty.gov.br/detalhamento-acordo/4605,9899,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/9899,3,data/raw/concordia_bilateral_acts/20260828T222000Z/searches/paraguai/page_002.json,data/raw/concordia_bilateral_acts/20260828T222000Z/details/act_4605.json,False,1,False,False,False,False,False,True,2,True
Paraguai,242,4606,Acordo de Cooperação Mútua entre o Governo da República Federativa do Brasil e o Governo da República do Paraguai para Combater o Tráfego de Aeronaves Envolvidas em Atividades Ilícitas Transnacionais,acordo de cooperacao mutua entre o governo da republica federativa do brasil e o governo da republica do paraguai para combater o trafego de aeronaves envolvidas em atividades ilicitas transnacionais,Acordo,2000-02-10,2000,False,BL,Em Vigor,Paraguai,Paraguai,1,True,Defesa e Segurança,Defesa e Segurança,1,Luiz Felipe Lampreia,José Félix Fernández Estigarribia,Brasília,Brasil,False,,,,,,,False,False,False,,https://concordia.itamaraty.gov.br/detalhamento-acordo/4606,10054,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/10054,3,data/raw/concordia_bilateral_acts/20260828T222000Z/searches/paraguai/page_002.json,data/raw/concordia_bilateral_acts/20260828T222000Z/details/act_4606.json,False,1,False,False,False,False,False,True,2,True
México,184,7356,Ajuste Complementar ao Acordo Básico de Cooperação Técnica e Científica entre o Governo da República Federativa do Brasil e o Governo dos Estados Unidos Mexicanos para a Implementação do Projeto “Gestão da Informação Estatística e Geográfica para o Manejo de Recursos Hídricos”,ajuste complementar ao acordo basico de cooperacao tecnica e cientifica entre o governo da republica federativa do brasil e o governo dos estados unidos mexicanos para a implementacao do projeto gestao da informacao estatistica e geografica para o manejo de recursos hidricos,Ajuste Complementar,2012-08-07,2012,False,BL,Em Vigor,México,México,1,True,Meio Ambiente e Sustentabilidade,Meio Ambiente e Sustentabilidade,1,Marco Farani,Sergio Saavedra Meléndez,Brasília,Brasil,True,,,,,,,False,False,False,,https://concordia.itamaraty.gov.br/detalhamento-acordo/7356,8260,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/8260,1,data/raw/concordia_bilateral_acts/20260828T222000Z/searches/mexico/page_001.json,data/raw/concordia_bilateral_acts/20260828T222000Z/details/act_7356.json,False,1,False,False,False,False,False,True,1,False
México,184,7317,Ajuste Complementar ao Acordo Básico de Cooperação Técnica e Científica entre o Governo da República Federativa do Brasil e o Governo dos Estados Unidos Mexicanos para a Implementação do Projeto “Intercâmbio de Experiências de Gestão de Perímetros Públicos de Irrigação entre o Brasil e o México”,ajuste complementar ao acordo basico de cooperacao tecnica e cientifica entre o governo da republica federativa do brasil e o governo dos estados unidos mexicanos para a implementacao do projeto intercambio de experiencias de gestao de perimetros publicos de irrigacao entre o brasil e o mexico,Ajuste Complementar,2012-06-11,2012,False,BL,Em Vigor,México,México,1,True,Meio Ambiente e Sustentabilidade,Meio Ambiente e Sustentabilidade,1,Ministro Marco Farani,Alejandro de la Peña Navarrete,Brasília,Brasil,True,,,,,,,False,False,False,,https://concordia.itamaraty.gov.br/detalhamento-acordo/7317,8212,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/8212,1,data/raw/concordia_bilateral_acts/20260828T222000Z/searches/mexico/page_001.json,data/raw/concordia_bilateral_acts/20260828T222000Z/details/act_7317.json,False,1,False,False,False,False,False,True,11,True
