theme_level,theme,year,period,n_resolutions,n_convergent,n_divergent,pct_convergent,mean_pct_same_as_brazil,median_pct_same_as_brazil,mean_pct_same_as_china,median_pct_same_as_china,mean_pct_same_as_both_when_convergent,median_pct_same_as_both_when_convergent,mean_pct_same_as_brazil_not_china_when_divergent,median_pct_same_as_brazil_not_china_when_divergent,mean_pct_same_as_china_not_brazil_when_divergent,median_pct_same_as_china_not_brazil_when_divergent,mean_support_gap_brazil_minus_china_pct,median_support_gap_brazil_minus_china_pct,mean_china_support_advantage_pct,median_china_support_advantage_pct,mean_abs_support_gap_pct,median_abs_support_gap_pct,mean_valid_electorate_n,median_valid_electorate_n,mean_comparison_electorate_n,median_comparison_electorate_n,pct_resolutions_china_more_majoritarian
familia_substantiva,Descolonização,2007,pré-2009,11,11,0,100,87.13745445847988,94.88636363636364,87.13745445847988,94.88636363636364,87.13745445847988,94.88636363636364,NA,NA,NA,NA,0,0,0,0,0,0,179.1818181818182,179,177.1818181818182,177,0
familia_substantiva,Descolonização,2008,pré-2009,15,14,1,93.33333333333333,87.44414619977424,95.02762430939227,81.29313330842984,93.44262295081967,86.90246919194438,94.46142446976012,95.02762430939227,95.02762430939227,2.7624309392265194,2.7624309392265194,6.151012891344386,0,-6.151012891344386,0,6.151012891344386,0,177.93333333333334,180,175.93333333333334,178,0
familia_substantiva,Descolonização,2009,pós-2009,14,13,1,92.85714285714286,88.2641238316121,94.30194805194805,81.75973436632877,93.73376623376623,87.7481282002664,94.28571428571429,94.97206703910615,94.97206703910615,3.910614525139665,3.910614525139665,6.50438946528332,0,-6.50438946528332,0,6.50438946528332,0,178.21428571428572,177,176.21428571428572,175,0
familia_substantiva,Descolonização,2010,pós-2009,13,13,0,100,87.6341981207424,94.5945945945946,87.6341981207424,94.5945945945946,87.6341981207424,94.5945945945946,NA,NA,NA,NA,0,0,0,0,0,0,177.15384615384616,176,175.15384615384616,174,0
familia_substantiva,Descolonização,2011,pós-2009,12,12,0,100,86.56809353253948,93.29525363797089,86.56809353253948,93.29525363797089,86.56809353253948,93.29525363797089,NA,NA,NA,NA,0,0,0,0,0,0,176.08333333333334,173.5,174.08333333333334,171.5,0
familia_substantiva,Descolonização,2012,pós-2009,13,13,0,100,87.86295318143065,93.82022471910112,87.86295318143065,93.82022471910112,87.86295318143065,93.82022471910112,NA,NA,NA,NA,0,0,0,0,0,0,181.53846153846155,180,179.53846153846155,178,0
familia_substantiva,Desenvolvimento econômico,2005,pré-2009,9,9,0,100,91.83150824743481,97.6608187134503,91.83150824743481,97.6608187134503,91.83150824743481,97.6608187134503,NA,NA,NA,NA,0,0,0,0,0,0,177.88888888888889,178,175.88888888888889,176,0
familia_substantiva,Desenvolvimento econômico,2006,pré-2009,9,8,1,88.88888888888889,90.60474136976764,97.31182795698925,82.32071770112859,97.31182795698925,91.05755297589984,97.55094160280402,86.98224852071006,86.98224852071006,12.42603550295858,12.42603550295858,8.284023668639053,0,-8.284023668639053,0,8.284023668639053,0,180,181,178,179,0
familia_substantiva,Desenvolvimento econômico,2007,pré-2009,12,12,0,100,89.84590706621009,97.5395060986601,89.84590706621009,97.5395060986601,89.84590706621009,97.5395060986601,NA,NA,NA,NA,0,0,0,0,0,0,175.33333333333334,180,173.33333333333334,178,0
familia_substantiva,Desenvolvimento econômico,2008,pré-2009,12,10,2,83.33333333333334,90.57432355659381,97.057309540151,78.0471051637179,97.057309540151,91.23998342041067,97.56524039026684,87.24602423750957,87.24602423750957,12.082713880254088,12.082713880254088,12.527218392875914,0,-12.527218392875914,0,12.527218392875914,0,172.83333333333334,178,170.83333333333334,176,0
familia_substantiva,Desenvolvimento econômico,2009,pós-2009,12,11,1,91.66666666666666,86.20949812917512,90.17447657028913,79.68989028603787,86.4406779661017,85.97185892166698,91.52542372881356,88.82352941176471,88.82352941176471,10.588235294117647,10.588235294117647,6.519607843137257,0,-6.519607843137257,0,6.519607843137257,0,179.08333333333334,178.5,177.08333333333334,176.5,0
familia_substantiva,Desenvolvimento econômico,2010,pós-2009,7,7,0,100,82.44788892085266,92.52873563218391,82.44788892085266,92.52873563218391,82.44788892085266,92.52873563218391,NA,NA,NA,NA,0,0,0,0,0,0,176.85714285714286,177,174.85714285714286,175,0
familia_substantiva,Desenvolvimento econômico,2011,pós-2009,9,9,0,100,83.02076917688545,81.28342245989305,83.02076917688545,81.28342245989305,83.02076917688545,81.28342245989305,NA,NA,NA,NA,0,0,0,0,0,0,174.88888888888889,176,172.88888888888889,174,0
familia_substantiva,Desenvolvimento econômico,2012,pós-2009,12,9,3,75,80.88258615589825,84.1614906832298,72.35133086259043,84.1614906832298,87.05613316580019,88.51351351351352,62.36194512619246,77.34806629834254,28.23692395296119,12.32876712328767,8.531255293307817,0,-8.531255293307817,0,14.626493388545914,0,175.41666666666666,182.5,173.41666666666666,180.5,8.333333333333332
familia_substantiva,Direitos humanos,2005,pré-2009,21,16,5,76.19047619047619,63.19148366644376,61.714285714285715,62.60410635089995,64.73988439306359,72.59525604116845,67.5146103896104,33.09941206732476,42.68292682926829,30.632427342040735,22.75449101796407,0.5873773155438141,0,-0.5873773155438141,0,7.3201525724154575,0,170.66666666666666,172,168.66666666666666,170,9.523809523809524
familia_substantiva,Direitos humanos,2006,pré-2009,28,19,9,67.85714285714286,62.773995760088965,64.61242663428456,64.68619202201124,67.12003843151385,77.17019254078804,71.89189189189189,32.38202477861313,30.337078651685392,38.331079815704676,28,-1.9121962619222823,0,1.9121962619222823,0,12.885897619860094,0,179.21428571428572,180.5,177.21428571428572,178.5,14.285714285714285
familia_substantiva,Direitos humanos,2007,pré-2009,27,19,8,70.37037037037037,67.04243014051332,68.30601092896175,68.29665096057458,69.1891891891892,81.56417405857425,90.38461538461539,32.55328833511859,36.07518750578721,36.78628360282539,29.12879359806734,-1.2542208200612732,0,1.2542208200612732,0,11.442410237225522,0,178.5185185185185,183,176.5185185185185,181,11.11111111111111
familia_substantiva,Direitos humanos,2008,pré-2009,26,17,9,65.38461538461539,63.72437992106955,67.31884057971014,66.10121966168963,68.68279569892474,79.67287545220009,70.65217391304348,33.59944391782297,31.46067415730337,40.46586983516986,31.147540983606557,-2.376839740620079,0,2.376839740620079,0,12.555686733963123,0,178.8846153846154,181.5,176.8846153846154,179.5,15.384615384615385
familia_substantiva,Direitos humanos,2009,pós-2009,23,18,5,78.26086956521739,64.54497141665772,68.50828729281768,66.70240017668712,69.23076923076923,75.9949422982697,69.77657004830917,23.325076242854536,26.027397260273972,33.24924853898982,26.666666666666668,-2.157428760029409,0,2.157428760029409,0,5.622809153682485,0,179.69565217391303,182,177.69565217391303,180,8.695652173913043
familia_substantiva,Direitos humanos,2010,pós-2009,25,18,7,72,68.07640075771667,68.36158192090396,61.57165544864401,68.36158192090396,75.20529703858502,70.76564739608219,49.74495317834092,58.011049723756905,26.513719931652872,24.444444444444443,6.5047453090726535,0,-6.5047453090726535,0,8.200397482985698,0,178.88,183,176.88,181,4
familia_substantiva,Direitos humanos,2011,pós-2009,25,20,5,80,70.77595096114123,70.8994708994709,65.13138975717249,70.74468085106383,77.39841248915742,71.42857142857143,44.28610484907652,34.806629834254146,16.063298829232764,16.022099447513813,5.644561203968751,0,-5.644561203968751,0,5.644561203968751,0,178.92,184,176.92,182,0
familia_substantiva,Direitos humanos,2012,pós-2009,23,18,5,78.26086956521739,71.80451510701315,69.02173913043478,66.79875760849853,68.47826086956522,77.12816641946121,70.2417917313553,52.63937038220007,59.78260869565217,29.6128858890329,21.73913043478261,5.005757498514605,0,-5.005757498514605,0,8.185881722117088,0,181.2173913043478,184,179.2173913043478,182,4.3478260869565215
familia_substantiva,Outros / sem codificação,2005,pré-2009,31,24,7,77.41935483870968,79.6176120741359,82.3529411764706,65.01824895502196,72.65625,79.76477934233732,87.31092436974791,79.11303858315962,82.20338983050847,14.458716198512159,15.2317880794702,14.599363119113942,0,-14.599363119113942,0,14.599363119113942,0,147.16129032258064,146,145.16129032258064,144,0
familia_substantiva,Outros / sem codificação,2006,pré-2009,26,20,6,76.92307692307693,77.13963237899402,87.82598467535959,70.87340273657128,87.82598467535959,84.73806711148644,88.08268262177602,51.81151660401927,58.03640352659164,24.657854820187385,20.170877959169527,6.26622964242274,0,-6.26622964242274,0,9.99992572162444,0,171.6153846153846,175,169.6153846153846,173,7.6923076923076925
familia_substantiva,Outros / sem codificação,2007,pré-2009,17,13,4,76.47058823529412,79.32961464400816,94.70588235294117,76.28501302012138,92.73743016759776,91.33793216009376,96.64429530201342,40.302582716729944,28.024975353269802,27.36302581521116,30.995727900098586,3.0446016238867726,0,-3.0446016238867726,0,7.818167158697983,0,166.2941176470588,172,164.2941176470588,170,11.76470588235294
familia_substantiva,Outros / sem codificação,2008,pré-2009,20,12,8,60,68.37271699276681,86.91275167785236,61.33782694949159,64.07478668228208,83.15792562969493,87.70949720670392,46.19490403737461,38.01949370515771,28.607678929186584,29.01850627891606,7.034890043275212,0,-7.034890043275212,0,9.478071861457032,0,170.8,176,168.8,174,5
familia_substantiva,Outros / sem codificação,2009,pós-2009,14,12,2,85.71428571428571,78.24031677376927,87.20930232558139,79.3647611401273,87.20930232558139,87.22831911776518,87.24626965990052,24.312302709793794,24.312302709793794,32.1834132743,32.1834132743,-1.1244443663580295,0,1.1244443663580295,0,3.2521039408261156,0,166.64285714285714,174,164.64285714285714,172,7.142857142857142
familia_substantiva,Outros / sem codificação,2010,pós-2009,15,13,2,86.66666666666667,90.99678967422331,97.77777777777777,83.59023660727884,97.58064516129032,94.73368466334094,97.77777777777777,66.7069722449587,66.7069722449587,11.157824242875215,11.157824242875215,7.406553066944463,0,-7.406553066944463,0,7.406553066944463,0,172.8,181,170.8,179,0
familia_substantiva,Outros / sem codificação,2011,pós-2009,28,25,3,89.28571428571429,75.08952388572281,87.14080459770115,75.49536804156696,87.14080459770115,80.28208493382773,87.5,31.81818181818182,2.840909090909091,35.6060606060606,8.522727272727273,-0.4058441558441574,0,0.4058441558441574,0,6.371753246753248,0,168.85714285714286,175.5,166.85714285714286,173.5,3.571428571428571
familia_substantiva,Outros / sem codificação,2012,pós-2009,20,14,6,70,81.46561615129482,93.49973606816982,67.3215413043219,88.74506529000911,86.90795887576903,96.69552364864865,68.76681646085503,87.7721394663611,21.619900304278623,7.382550335570469,14.144074846972922,0,-14.144074846972922,0,23.437553107842486,0,168.05,177.5,166.05,175.5,5
familia_substantiva,Palestina/Oriente Médio,2005,pré-2009,15,15,0,100,85.32340872509359,91.66666666666667,85.32340872509359,91.66666666666667,85.32340872509359,91.66666666666667,NA,NA,NA,NA,0,0,0,0,0,0,168.6,171,166.6,169,0
familia_substantiva,Palestina/Oriente Médio,2006,pré-2009,20,20,0,100,82.33089752991214,90.33591731266151,82.33089752991214,90.33591731266151,82.33089752991214,90.33591731266151,NA,NA,NA,NA,0,0,0,0,0,0,174,179.5,172,177.5,0
familia_substantiva,Palestina/Oriente Médio,2007,pré-2009,19,19,0,100,85.53674091491207,93.64161849710983,85.53674091491207,93.64161849710983,85.53674091491207,93.64161849710983,NA,NA,NA,NA,0,0,0,0,0,0,168.89473684210526,175,166.89473684210526,173,0
familia_substantiva,Palestina/Oriente Médio,2008,pré-2009,17,17,0,100,86.40493290738416,93.44262295081967,86.40493290738416,93.44262295081967,86.40493290738416,93.44262295081967,NA,NA,NA,NA,0,0,0,0,0,0,175.35294117647058,177,173.35294117647058,175,0
familia_substantiva,Palestina/Oriente Médio,2009,pós-2009,17,17,0,100,84.75651175139872,93.0635838150289,84.75651175139872,93.0635838150289,84.75651175139872,93.0635838150289,NA,NA,NA,NA,0,0,0,0,0,0,170.1764705882353,176,168.1764705882353,174,0
familia_substantiva,Palestina/Oriente Médio,2010,pós-2009,14,14,0,100,87.2225042449814,94.28571428571429,87.2225042449814,94.28571428571429,87.2225042449814,94.28571428571429,NA,NA,NA,NA,0,0,0,0,0,0,177.07142857142858,176.5,175.07142857142858,174.5,0
familia_substantiva,Palestina/Oriente Médio,2011,pós-2009,17,17,0,100,88.27409971279181,93.75,88.27409971279181,93.75,88.27409971279181,93.75,NA,NA,NA,NA,0,0,0,0,0,0,169.52941176470588,174,167.52941176470588,172,0
familia_substantiva,Palestina/Oriente Médio,2012,pós-2009,17,17,0,100,84.63499244187737,92.48554913294798,84.63499244187737,92.48554913294798,84.63499244187737,92.48554913294798,NA,NA,NA,NA,0,0,0,0,0,0,177.05882352941177,179,175.05882352941177,177,0
issue_unvotes,Arms control and disarmament,2005,pré-2009,21,17,4,80.95238095238095,80.59189458356619,93.75,78.60063371402379,92.85714285714286,88.45571077714293,94.18604651162791,47.170675760865024,42.13268378497243,36.71655619576746,38.10300746820965,1.9912608695423921,0,-1.9912608695423921,0,10.249400664532311,0,176.71428571428572,178,174.71428571428572,176,9.523809523809524
issue_unvotes,Arms control and disarmament,2006,pré-2009,27,23,4,85.18518518518519,84.42288728708704,93.5672514619883,77.55218503394237,90.3409090909091,87.11822143152354,95.32163742690058,68.9247159565771,86.42897736769966,22.547475747850587,12.992678768428442,6.870702253144667,0,-6.870702253144667,0,10.742756125198543,0,177.62962962962962,178,175.62962962962962,176,3.7037037037037033
issue_unvotes,Arms control and disarmament,2007,pré-2009,19,17,2,89.47368421052632,85.69053046337842,94.15204678362574,79.81526352098392,94.15204678362574,87.57023757309157,94.79768786127168,69.71302003081664,69.71302003081664,13.897984078068824,13.897984078068824,5.875266942394507,0,-5.875266942394507,0,5.875266942394507,0,177.89473684210526,180,175.89473684210526,178,0
issue_unvotes,Arms control and disarmament,2008,pré-2009,24,19,5,79.16666666666666,88.17782282233217,93.71734587251828,73.12927922200262,91.56297613001524,89.58961160032138,94.41340782122904,82.8130254659732,87.07482993197279,10.580016184391383,11.920529801324504,15.048543600329543,0,-15.048543600329543,0,15.048543600329543,0,177.375,179.5,175.375,177.5,0
issue_unvotes,Arms control and disarmament,2009,pós-2009,19,15,4,78.94736842105263,83.88854914254811,89.77272727272727,68.96305824516493,86.7816091954023,85.55015412878576,93.22033898305085,77.65753044415692,76.61515453639083,6.7614486815868045,6.273472453544953,14.925490897383181,0,-14.925490897383181,0,14.925490897383181,0,177.05263157894737,177,175.05263157894737,175,0
issue_unvotes,Arms control and disarmament,2010,pós-2009,23,21,2,91.30434782608695,83.39219410240315,90.55555555555556,77.29428614812001,90.55555555555556,83.88747429614092,92.3913043478261,78.19175206815656,78.19175206815656,8.065810593900482,8.065810593900482,6.097907954283137,0,-6.097907954283137,0,6.097907954283137,0,181.56521739130434,182,179.56521739130434,180,0
issue_unvotes,Arms control and disarmament,2011,pós-2009,22,18,4,81.81818181818183,80.67040132948095,88.49067323170155,67.17290353664148,83.9098016029431,80.9617433594385,88.49067323170155,79.359362194672,79.02298850574712,5.123124334054921,4.8266121176699786,13.49749779283947,0,-13.49749779283947,0,13.49749779283947,0,177.6818181818182,178,175.6818181818182,176,0
issue_unvotes,Arms control and disarmament,2012,pós-2009,22,16,6,72.72727272727273,81.54809774526616,87.98267881140809,61.45491026618878,77.17748996165807,80.63614937313261,87.98267881140809,83.97996007095563,86.47440392706872,10.304939314338553,10.624962870551892,20.093187479077383,0,-20.093187479077383,0,20.093187479077383,0,182.22727272727272,186,180.22727272727272,184,0
issue_unvotes,Colonialism,2005,pré-2009,10,9,1,90,86.98261435689491,95.66750208855473,77.78261435689492,94.10706252811516,86.0441746822642,95.90643274853801,95.42857142857143,95.42857142857143,3.4285714285714284,3.4285714285714284,9.199999999999998,0,-9.199999999999998,0,9.199999999999998,0,173.1,173,171.1,171,0
issue_unvotes,Colonialism,2006,pré-2009,15,14,1,93.33333333333333,89.9649636643417,94.56521739130434,83.90435760373563,94.56521739130434,89.65401951049597,95.88596065095943,94.31818181818181,94.31818181818181,3.409090909090909,3.409090909090909,6.060606060606059,0,-6.060606060606059,0,6.060606060606059,0,180.73333333333332,180,178.73333333333332,178,0
issue_unvotes,Colonialism,2007,pré-2009,11,11,0,100,87.13745445847988,94.88636363636364,87.13745445847988,94.88636363636364,87.13745445847988,94.88636363636364,NA,NA,NA,NA,0,0,0,0,0,0,179.1818181818182,179,177.1818181818182,177,0
issue_unvotes,Colonialism,2008,pré-2009,15,14,1,93.33333333333333,87.44414619977424,95.02762430939227,81.29313330842984,93.44262295081967,86.90246919194438,94.46142446976012,95.02762430939227,95.02762430939227,2.7624309392265194,2.7624309392265194,6.151012891344386,0,-6.151012891344386,0,6.151012891344386,0,177.93333333333334,180,175.93333333333334,178,0
issue_unvotes,Colonialism,2009,pós-2009,14,13,1,92.85714285714286,88.2641238316121,94.30194805194805,81.75973436632877,93.73376623376623,87.7481282002664,94.28571428571429,94.97206703910615,94.97206703910615,3.910614525139665,3.910614525139665,6.50438946528332,0,-6.50438946528332,0,6.50438946528332,0,178.21428571428572,177,176.21428571428572,175,0
issue_unvotes,Colonialism,2010,pós-2009,13,13,0,100,87.6341981207424,94.5945945945946,87.6341981207424,94.5945945945946,87.6341981207424,94.5945945945946,NA,NA,NA,NA,0,0,0,0,0,0,177.15384615384616,176,175.15384615384616,174,0
issue_unvotes,Colonialism,2011,pós-2009,12,12,0,100,86.56809353253948,93.29525363797089,86.56809353253948,93.29525363797089,86.56809353253948,93.29525363797089,NA,NA,NA,NA,0,0,0,0,0,0,176.08333333333334,173.5,174.08333333333334,171.5,0
issue_unvotes,Colonialism,2012,pós-2009,13,13,0,100,87.86295318143065,93.82022471910112,87.86295318143065,93.82022471910112,87.86295318143065,93.82022471910112,NA,NA,NA,NA,0,0,0,0,0,0,181.53846153846155,180,179.53846153846155,178,0
issue_unvotes,Economic development,2005,pré-2009,9,9,0,100,91.83150824743481,97.6608187134503,91.83150824743481,97.6608187134503,91.83150824743481,97.6608187134503,NA,NA,NA,NA,0,0,0,0,0,0,177.88888888888889,178,175.88888888888889,176,0
issue_unvotes,Economic development,2006,pré-2009,9,8,1,88.88888888888889,90.60474136976764,97.31182795698925,82.32071770112859,97.31182795698925,91.05755297589984,97.55094160280402,86.98224852071006,86.98224852071006,12.42603550295858,12.42603550295858,8.284023668639053,0,-8.284023668639053,0,8.284023668639053,0,180,181,178,179,0
issue_unvotes,Economic development,2007,pré-2009,12,12,0,100,89.84590706621009,97.5395060986601,89.84590706621009,97.5395060986601,89.84590706621009,97.5395060986601,NA,NA,NA,NA,0,0,0,0,0,0,175.33333333333334,180,173.33333333333334,178,0
issue_unvotes,Economic development,2008,pré-2009,12,10,2,83.33333333333334,90.57432355659381,97.057309540151,78.0471051637179,97.057309540151,91.23998342041067,97.56524039026684,87.24602423750957,87.24602423750957,12.082713880254088,12.082713880254088,12.527218392875914,0,-12.527218392875914,0,12.527218392875914,0,172.83333333333334,178,170.83333333333334,176,0
issue_unvotes,Economic development,2009,pós-2009,12,11,1,91.66666666666666,86.20949812917512,90.17447657028913,79.68989028603787,86.4406779661017,85.97185892166698,91.52542372881356,88.82352941176471,88.82352941176471,10.588235294117647,10.588235294117647,6.519607843137257,0,-6.519607843137257,0,6.519607843137257,0,179.08333333333334,178.5,177.08333333333334,176.5,0
issue_unvotes,Economic development,2010,pós-2009,7,7,0,100,82.44788892085266,92.52873563218391,82.44788892085266,92.52873563218391,82.44788892085266,92.52873563218391,NA,NA,NA,NA,0,0,0,0,0,0,176.85714285714286,177,174.85714285714286,175,0
issue_unvotes,Economic development,2011,pós-2009,9,9,0,100,83.02076917688545,81.28342245989305,83.02076917688545,81.28342245989305,83.02076917688545,81.28342245989305,NA,NA,NA,NA,0,0,0,0,0,0,174.88888888888889,176,172.88888888888889,174,0
issue_unvotes,Economic development,2012,pós-2009,12,9,3,75,80.88258615589825,84.1614906832298,72.35133086259043,84.1614906832298,87.05613316580019,88.51351351351352,62.36194512619246,77.34806629834254,28.23692395296119,12.32876712328767,8.531255293307817,0,-8.531255293307817,0,14.626493388545914,0,175.41666666666666,182.5,173.41666666666666,180.5,8.333333333333332
issue_unvotes,Human rights,2005,pré-2009,21,16,5,76.19047619047619,63.19148366644376,61.714285714285715,62.60410635089995,64.73988439306359,72.59525604116845,67.5146103896104,33.09941206732476,42.68292682926829,30.632427342040735,22.75449101796407,0.5873773155438141,0,-0.5873773155438141,0,7.3201525724154575,0,170.66666666666666,172,168.66666666666666,170,9.523809523809524
issue_unvotes,Human rights,2006,pré-2009,28,19,9,67.85714285714286,62.773995760088965,64.61242663428456,64.68619202201124,67.12003843151385,77.17019254078804,71.89189189189189,32.38202477861313,30.337078651685392,38.331079815704676,28,-1.9121962619222823,0,1.9121962619222823,0,12.885897619860094,0,179.21428571428572,180.5,177.21428571428572,178.5,14.285714285714285
issue_unvotes,Human rights,2007,pré-2009,27,19,8,70.37037037037037,67.04243014051332,68.30601092896175,68.29665096057458,69.1891891891892,81.56417405857425,90.38461538461539,32.55328833511859,36.07518750578721,36.78628360282539,29.12879359806734,-1.2542208200612732,0,1.2542208200612732,0,11.442410237225522,0,178.5185185185185,183,176.5185185185185,181,11.11111111111111
issue_unvotes,Human rights,2008,pré-2009,26,17,9,65.38461538461539,63.72437992106955,67.31884057971014,66.10121966168963,68.68279569892474,79.67287545220009,70.65217391304348,33.59944391782297,31.46067415730337,40.46586983516986,31.147540983606557,-2.376839740620079,0,2.376839740620079,0,12.555686733963123,0,178.8846153846154,181.5,176.8846153846154,179.5,15.384615384615385
issue_unvotes,Human rights,2009,pós-2009,23,18,5,78.26086956521739,64.54497141665772,68.50828729281768,66.70240017668712,69.23076923076923,75.9949422982697,69.77657004830917,23.325076242854536,26.027397260273972,33.24924853898982,26.666666666666668,-2.157428760029409,0,2.157428760029409,0,5.622809153682485,0,179.69565217391303,182,177.69565217391303,180,8.695652173913043
issue_unvotes,Human rights,2010,pós-2009,25,18,7,72,68.07640075771667,68.36158192090396,61.57165544864401,68.36158192090396,75.20529703858502,70.76564739608219,49.74495317834092,58.011049723756905,26.513719931652872,24.444444444444443,6.5047453090726535,0,-6.5047453090726535,0,8.200397482985698,0,178.88,183,176.88,181,4
issue_unvotes,Human rights,2011,pós-2009,25,20,5,80,70.77595096114123,70.8994708994709,65.13138975717249,70.74468085106383,77.39841248915742,71.42857142857143,44.28610484907652,34.806629834254146,16.063298829232764,16.022099447513813,5.644561203968751,0,-5.644561203968751,0,5.644561203968751,0,178.92,184,176.92,182,0
issue_unvotes,Human rights,2012,pós-2009,23,18,5,78.26086956521739,71.80451510701315,69.02173913043478,66.79875760849853,68.47826086956522,77.12816641946121,70.2417917313553,52.63937038220007,59.78260869565217,29.6128858890329,21.73913043478261,5.005757498514605,0,-5.005757498514605,0,8.185881722117088,0,181.2173913043478,184,179.2173913043478,182,4.3478260869565215
issue_unvotes,Nuclear weapons and nuclear material,2005,pré-2009,15,11,4,73.33333333333333,79.29254889713754,92.3076923076923,69.25515926961292,85.79545454545455,85.93522861795725,93.75,61.02517966488331,57.951892824520456,23.384968561666014,11.439832200006766,10.037389627524611,0,-10.037389627524611,0,14.632493205679037,0,175.06666666666666,177,173.06666666666666,175,6.666666666666667
issue_unvotes,Nuclear weapons and nuclear material,2006,pré-2009,16,14,2,87.5,84.61544529961775,93.39379522251957,75.30793651006476,90.8958837772397,85.34914707127155,93.39379522251957,79.47953289804119,79.47953289804119,5.019462581617278,5.019462581617278,9.307508789552989,0,-9.307508789552989,0,9.307508789552989,0,175.5625,178,173.5625,176,0
issue_unvotes,Nuclear weapons and nuclear material,2007,pré-2009,15,12,3,80,81.7544545078535,89.01734104046243,70.40183518901412,89.01734104046243,85.1738590235355,93.57677902621722,68.07683644512542,64.80446927374301,11.313739850928565,7.909604519774011,11.352619318839372,0,-11.352619318839372,0,11.352619318839372,0,178.53333333333333,180,176.53333333333333,178,0
