case_id,theme,doc_symbol,year,country,vote,committee_record_symbol,committee_record_url,draft_symbols,speech_found_in_record,speech_found_for_case,relevance_rule,speaker_excerpt,source_note,date_accessed
N1,Country-specific human rights reports: DPRK,A/RES/66/174,2011,China,no,A/C.3/66/SR.43,https://documents.un.org/api/symbol/access?l=en&s=A%2FC.3%2F66%2FSR.43&t=pdf,A/C.3/66/L.54; A/C.3/66/L.55; A/C.3/66/L.55/Rev.1; A/C.3/66/L.56; A/C.3/66/L.70,FALSE,FALSE,,,"Official Third Committee summary record, extracted from documents.un.org PDF.",2026-05-16
N1,Country-specific human rights reports: DPRK,A/RES/66/174,2011,Brazil,yes,A/C.3/66/SR.44,https://documents.un.org/api/symbol/access?l=en&s=A%2FC.3%2F66%2FSR.44&t=pdf,A/C.3/66/L.54; A/C.3/66/L.55; A/C.3/66/L.55/Rev.1; A/C.3/66/L.56; A/C.3/66/L.70,FALSE,FALSE,,,"Official Third Committee summary record, extracted from documents.un.org PDF.",2026-05-16
N1,Country-specific human rights reports: DPRK,A/RES/66/174,2011,China,no,A/C.3/66/SR.44,https://documents.un.org/api/symbol/access?l=en&s=A%2FC.3%2F66%2FSR.44&t=pdf,A/C.3/66/L.54; A/C.3/66/L.55; A/C.3/66/L.55/Rev.1; A/C.3/66/L.56; A/C.3/66/L.70,TRUE,FALSE,,,"Official Third Committee summary record, extracted from documents.un.org PDF.",2026-05-16
N1,Country-specific human rights reports: DPRK,A/RES/66/174,2011,Brazil,yes,A/C.3/66/SR.45,https://documents.un.org/api/symbol/access?l=en&s=A%2FC.3%2F66%2FSR.45&t=pdf,A/C.3/66/L.54; A/C.3/66/L.55; A/C.3/66/L.55/Rev.1; A/C.3/66/L.56; A/C.3/66/L.70,FALSE,FALSE,,,"Official Third Committee summary record, extracted from documents.un.org PDF.",2026-05-16
N1,Country-specific human rights reports: DPRK,A/RES/66/174,2011,China,no,A/C.3/66/SR.45,https://documents.un.org/api/symbol/access?l=en&s=A%2FC.3%2F66%2FSR.45&t=pdf,A/C.3/66/L.54; A/C.3/66/L.55; A/C.3/66/L.55/Rev.1; A/C.3/66/L.56; A/C.3/66/L.70,FALSE,FALSE,,,"Official Third Committee summary record, extracted from documents.un.org PDF.",2026-05-16
N1,Country-specific human rights reports: DPRK,A/RES/66/174,2011,Brazil,yes,A/C.3/66/SR.46,https://documents.un.org/api/symbol/access?l=en&s=A%2FC.3%2F66%2FSR.46&t=pdf,A/C.3/66/L.54; A/C.3/66/L.55; A/C.3/66/L.55/Rev.1; A/C.3/66/L.56; A/C.3/66/L.70,FALSE,FALSE,,,"Official Third Committee summary record, extracted from documents.un.org PDF.",2026-05-16
N1,Country-specific human rights reports: DPRK,A/RES/66/174,2011,China,no,A/C.3/66/SR.46,https://documents.un.org/api/symbol/access?l=en&s=A%2FC.3%2F66%2FSR.46&t=pdf,A/C.3/66/L.54; A/C.3/66/L.55; A/C.3/66/L.55/Rev.1; A/C.3/66/L.56; A/C.3/66/L.70,FALSE,FALSE,,,"Official Third Committee summary record, extracted from documents.un.org PDF.",2026-05-16
N1,Country-specific human rights reports: DPRK,A/RES/66/174,2011,Brazil,yes,A/C.3/66/SR.47,https://documents.un.org/api/symbol/access?l=en&s=A%2FC.3%2F66%2FSR.47&t=pdf,A/C.3/66/L.54; A/C.3/66/L.55; A/C.3/66/L.55/Rev.1; A/C.3/66/L.56; A/C.3/66/L.70,TRUE,TRUE,mentions selected theme,"34. Mr. de Sellos (Brazil) said that his country’s
support for the draft resolution reflected its concern
over the lack of engagement and cooperation between
the Democratic People’s Republic of Korea and the
United Nations human rights system. However the vote
should not be understood as a condemnation but rather
as encouragement to the Democratic People’s Republic
of Korea to strengthen its cooperation with the
international human rights system. His country had
taken note of the positive developments with respect to
cooperation with United Nations agencies, particularly
in the humanitarian field. Support from the
international community for the humanitarian efforts in
the Democratic People’s Republic of Korea was
essential, and all Member States were urged to provide
assistance.
35. In spite of those positive developments, his
country noted with concern the reports of the
Secretary-Gen…","Official Third Committee summary record, extracted from documents.un.org PDF.",2026-05-16
N1,Country-specific human rights reports: DPRK,A/RES/66/174,2011,China,no,A/C.3/66/SR.47,https://documents.un.org/api/symbol/access?l=en&s=A%2FC.3%2F66%2FSR.47&t=pdf,A/C.3/66/L.54; A/C.3/66/L.55; A/C.3/66/L.55/Rev.1; A/C.3/66/L.56; A/C.3/66/L.70,TRUE,TRUE,mentions draft symbol,"57. Ms. Li Xiaomei (China) said that her delegation
regretted that some States had chosen to advance a
draft resolution against Myanmar within the Third
Committee. Cooperation and dialogue were the best
way to address human rights situations. Through the
positive measures that it had taken to promote national
reconciliation, the Government of Myanmar had shown
that such dialogue was possible. As a neighbouring
State, her Government wished to see economic
progress and stability in Myanmar.
58. Mr. Khan (Indonesia) said that his Government
had been a supporter of the Secretary-General’s good
offices mission in Myanmar, both bilaterally and
within ASEAN. His delegation was heartened to note
that the new Myanmar Government had begun to
implement the reform measures which it had outlined
earlier that year, in particular the establishment of a
human rights commission. The fact that Daw Aung S…","Official Third Committee summary record, extracted from documents.un.org PDF.",2026-05-16
N1,Country-specific human rights reports: DPRK,A/RES/66/174,2011,Brazil,yes,A/C.3/66/SR.48,https://documents.un.org/api/symbol/access?l=en&s=A%2FC.3%2F66%2FSR.48&t=pdf,A/C.3/66/L.54; A/C.3/66/L.55; A/C.3/66/L.55/Rev.1; A/C.3/66/L.56; A/C.3/66/L.70,FALSE,FALSE,,,"Official Third Committee summary record, extracted from documents.un.org PDF.",2026-05-16
N1,Country-specific human rights reports: DPRK,A/RES/66/174,2011,China,no,A/C.3/66/SR.48,https://documents.un.org/api/symbol/access?l=en&s=A%2FC.3%2F66%2FSR.48&t=pdf,A/C.3/66/L.54; A/C.3/66/L.55; A/C.3/66/L.55/Rev.1; A/C.3/66/L.56; A/C.3/66/L.70,TRUE,FALSE,,,"Official Third Committee summary record, extracted from documents.un.org PDF.",2026-05-16
N1,Country-specific human rights reports: DPRK,A/RES/66/174,2011,Brazil,yes,A/C.3/66/SR.49,https://documents.un.org/api/symbol/access?l=en&s=A%2FC.3%2F66%2FSR.49&t=pdf,A/C.3/66/L.54; A/C.3/66/L.55; A/C.3/66/L.55/Rev.1; A/C.3/66/L.56; A/C.3/66/L.70,FALSE,FALSE,,,"Official Third Committee summary record, extracted from documents.un.org PDF.",2026-05-16
N1,Country-specific human rights reports: DPRK,A/RES/66/174,2011,China,no,A/C.3/66/SR.49,https://documents.un.org/api/symbol/access?l=en&s=A%2FC.3%2F66%2FSR.49&t=pdf,A/C.3/66/L.54; A/C.3/66/L.55; A/C.3/66/L.55/Rev.1; A/C.3/66/L.56; A/C.3/66/L.70,TRUE,FALSE,,,"Official Third Committee summary record, extracted from documents.un.org PDF.",2026-05-16
N1,Country-specific human rights reports: DPRK,A/RES/66/174,2011,Brazil,yes,A/C.3/66/SR.50,https://documents.un.org/api/symbol/access?l=en&s=A%2FC.3%2F66%2FSR.50&t=pdf,A/C.3/66/L.54; A/C.3/66/L.55; A/C.3/66/L.55/Rev.1; A/C.3/66/L.56; A/C.3/66/L.70,FALSE,FALSE,,,"Official Third Committee summary record, extracted from documents.un.org PDF.",2026-05-16
N1,Country-specific human rights reports: DPRK,A/RES/66/174,2011,China,no,A/C.3/66/SR.50,https://documents.un.org/api/symbol/access?l=en&s=A%2FC.3%2F66%2FSR.50&t=pdf,A/C.3/66/L.54; A/C.3/66/L.55; A/C.3/66/L.55/Rev.1; A/C.3/66/L.56; A/C.3/66/L.70,FALSE,FALSE,,,"Official Third Committee summary record, extracted from documents.un.org PDF.",2026-05-16
N2,Country-specific human rights reports: Iran,A/RES/62/168,2007,Brazil,abstain,A/C.3/62/SR.27,https://documents.un.org/api/symbol/access?l=en&s=A%2FC.3%2F62%2FSR.27&t=pdf,A/C.3/62/L.37; A/C.3/62/L.37/Rev.1; A/C.3/62/L.41; A/C.3/62/L.41/Rev.1; A/C.3/62/L.43; A/C.3/62/L.51; A/C.3/62/L.83,FALSE,FALSE,,,"Official Third Committee summary record, extracted from documents.un.org PDF.",2026-05-16
N2,Country-specific human rights reports: Iran,A/RES/62/168,2007,China,no,A/C.3/62/SR.27,https://documents.un.org/api/symbol/access?l=en&s=A%2FC.3%2F62%2FSR.27&t=pdf,A/C.3/62/L.37; A/C.3/62/L.37/Rev.1; A/C.3/62/L.41; A/C.3/62/L.41/Rev.1; A/C.3/62/L.43; A/C.3/62/L.51; A/C.3/62/L.83,FALSE,FALSE,,,"Official Third Committee summary record, extracted from documents.un.org PDF.",2026-05-16
N2,Country-specific human rights reports: Iran,A/RES/62/168,2007,Brazil,abstain,A/C.3/62/SR.29,https://documents.un.org/api/symbol/access?l=en&s=A%2FC.3%2F62%2FSR.29&t=pdf,A/C.3/62/L.37; A/C.3/62/L.37/Rev.1; A/C.3/62/L.41; A/C.3/62/L.41/Rev.1; A/C.3/62/L.43; A/C.3/62/L.51; A/C.3/62/L.83,FALSE,FALSE,,,"Official Third Committee summary record, extracted from documents.un.org PDF.",2026-05-16
N2,Country-specific human rights reports: Iran,A/RES/62/168,2007,China,no,A/C.3/62/SR.29,https://documents.un.org/api/symbol/access?l=en&s=A%2FC.3%2F62%2FSR.29&t=pdf,A/C.3/62/L.37; A/C.3/62/L.37/Rev.1; A/C.3/62/L.41; A/C.3/62/L.41/Rev.1; A/C.3/62/L.43; A/C.3/62/L.51; A/C.3/62/L.83,FALSE,FALSE,,,"Official Third Committee summary record, extracted from documents.un.org PDF.",2026-05-16
N2,Country-specific human rights reports: Iran,A/RES/62/168,2007,Brazil,abstain,A/C.3/62/SR.42,https://documents.un.org/api/symbol/access?l=en&s=A%2FC.3%2F62%2FSR.42&t=pdf,A/C.3/62/L.37; A/C.3/62/L.37/Rev.1; A/C.3/62/L.41; A/C.3/62/L.41/Rev.1; A/C.3/62/L.43; A/C.3/62/L.51; A/C.3/62/L.83,FALSE,FALSE,,,"Official Third Committee summary record, extracted from documents.un.org PDF.",2026-05-16
N2,Country-specific human rights reports: Iran,A/RES/62/168,2007,China,no,A/C.3/62/SR.42,https://documents.un.org/api/symbol/access?l=en&s=A%2FC.3%2F62%2FSR.42&t=pdf,A/C.3/62/L.37; A/C.3/62/L.37/Rev.1; A/C.3/62/L.41; A/C.3/62/L.41/Rev.1; A/C.3/62/L.43; A/C.3/62/L.51; A/C.3/62/L.83,FALSE,FALSE,,,"Official Third Committee summary record, extracted from documents.un.org PDF.",2026-05-16
N2,Country-specific human rights reports: Iran,A/RES/62/168,2007,Brazil,abstain,A/C.3/62/SR.49,https://documents.un.org/api/symbol/access?l=en&s=A%2FC.3%2F62%2FSR.49&t=pdf,A/C.3/62/L.37; A/C.3/62/L.37/Rev.1; A/C.3/62/L.41; A/C.3/62/L.41/Rev.1; A/C.3/62/L.43; A/C.3/62/L.51; A/C.3/62/L.83,TRUE,FALSE,,,"Official Third Committee summary record, extracted from documents.un.org PDF.",2026-05-16
N2,Country-specific human rights reports: Iran,A/RES/62/168,2007,China,no,A/C.3/62/SR.49,https://documents.un.org/api/symbol/access?l=en&s=A%2FC.3%2F62%2FSR.49&t=pdf,A/C.3/62/L.37; A/C.3/62/L.37/Rev.1; A/C.3/62/L.41; A/C.3/62/L.41/Rev.1; A/C.3/62/L.43; A/C.3/62/L.51; A/C.3/62/L.83,TRUE,FALSE,,,"Official Third Committee summary record, extracted from documents.un.org PDF.",2026-05-16
N2,Country-specific human rights reports: Iran,A/RES/62/168,2007,Brazil,abstain,A/C.3/62/SR.50,https://documents.un.org/api/symbol/access?l=en&s=A%2FC.3%2F62%2FSR.50&t=pdf,A/C.3/62/L.37; A/C.3/62/L.37/Rev.1; A/C.3/62/L.41; A/C.3/62/L.41/Rev.1; A/C.3/62/L.43; A/C.3/62/L.51; A/C.3/62/L.83,TRUE,TRUE,mentions selected theme,"88. Ms. Maierá (Brazil) said that, although her
delegation had abstained from voting, her country
noted with concern the human-rights situation in the
Islamic Republic of Iran, particularly with regard to
freedom of expression and opinion, violence and
discrimination against women, and the application of
cruel forms of punishment. Particularly disquieting was
the reported application of the death penalty to persons
under the age of 18, and discrimination against the
Bahá’í community, including arbitrary detentions,
imprisonment based on matters of conscience,
restrictions on the right to work and education, and
destruction of that community’s cultural legacy.
89. Brazil strongly supported consolidation of the
Human Rights Council as the main United Nations
body to promote and protect human rights by creating
an enabling environment to address human-rights
situations in a spirit of genui…","Official Third Committee summary record, extracted from documents.un.org PDF.",2026-05-16
N2,Country-specific human rights reports: Iran,A/RES/62/168,2007,China,no,A/C.3/62/SR.50,https://documents.un.org/api/symbol/access?l=en&s=A%2FC.3%2F62%2FSR.50&t=pdf,A/C.3/62/L.37; A/C.3/62/L.37/Rev.1; A/C.3/62/L.41; A/C.3/62/L.41/Rev.1; A/C.3/62/L.43; A/C.3/62/L.51; A/C.3/62/L.83,FALSE,FALSE,,,"Official Third Committee summary record, extracted from documents.un.org PDF.",2026-05-16
N2,Country-specific human rights reports: Iran,A/RES/62/168,2007,Brazil,abstain,A/C.3/62/SR.51,https://documents.un.org/api/symbol/access?l=en&s=A%2FC.3%2F62%2FSR.51&t=pdf,A/C.3/62/L.37; A/C.3/62/L.37/Rev.1; A/C.3/62/L.41; A/C.3/62/L.41/Rev.1; A/C.3/62/L.43; A/C.3/62/L.51; A/C.3/62/L.83,TRUE,FALSE,,,"Official Third Committee summary record, extracted from documents.un.org PDF.",2026-05-16
N2,Country-specific human rights reports: Iran,A/RES/62/168,2007,China,no,A/C.3/62/SR.51,https://documents.un.org/api/symbol/access?l=en&s=A%2FC.3%2F62%2FSR.51&t=pdf,A/C.3/62/L.37; A/C.3/62/L.37/Rev.1; A/C.3/62/L.41; A/C.3/62/L.41/Rev.1; A/C.3/62/L.43; A/C.3/62/L.51; A/C.3/62/L.83,TRUE,TRUE,mentions selected theme,"24. Mr. Guo Jiakun (China) said that the Human
Rights Council had been established to save the
international community from political confrontation.
With the completion of the Council’s institution-
building procedure, the Third Committee, as the
General Assembly’s specialized human rights body,
should steer clear of double standards. His delegation
therefore supported the motion for the adjournment of
the debate.
25. Mr. Gala López (Cuba) said that his delegation
was opposed to subjectivity and double standards in
human rights matters, which should not be used to
advance political ends or to seek domination. In view
of the manipulation exemplified in draft resolution
A/C.3/62/L.51, his delegation supported the motion.
26. Mr. Bucci (San Marino) said that, in his
delegation’s view, no-action motions deprived Member
States of the right to express their opinions on issues
they deemed impo…","Official Third Committee summary record, extracted from documents.un.org PDF.",2026-05-16
N2,Country-specific human rights reports: Iran,A/RES/64/176,2009,Brazil,abstain,A/C.3/64/SR.5,https://documents.un.org/api/symbol/access?l=en&s=A%2FC.3%2F64%2FSR.5&t=pdf,A/C.3/64/L.35; A/C.3/64/L.36; A/C.3/64/L.37; A/C.3/64/L.62,FALSE,FALSE,,,"Official Third Committee summary record, extracted from documents.un.org PDF.",2026-05-16
N2,Country-specific human rights reports: Iran,A/RES/64/176,2009,China,no,A/C.3/64/SR.5,https://documents.un.org/api/symbol/access?l=en&s=A%2FC.3%2F64%2FSR.5&t=pdf,A/C.3/64/L.35; A/C.3/64/L.36; A/C.3/64/L.37; A/C.3/64/L.62,TRUE,FALSE,,,"Official Third Committee summary record, extracted from documents.un.org PDF.",2026-05-16
N2,Country-specific human rights reports: Iran,A/RES/64/176,2009,Brazil,abstain,A/C.3/64/SR.22,https://documents.un.org/api/symbol/access?l=en&s=A%2FC.3%2F64%2FSR.22&t=pdf,A/C.3/64/L.35; A/C.3/64/L.36; A/C.3/64/L.37; A/C.3/64/L.62,FALSE,FALSE,,,"Official Third Committee summary record, extracted from documents.un.org PDF.",2026-05-16
N2,Country-specific human rights reports: Iran,A/RES/64/176,2009,China,no,A/C.3/64/SR.22,https://documents.un.org/api/symbol/access?l=en&s=A%2FC.3%2F64%2FSR.22&t=pdf,A/C.3/64/L.35; A/C.3/64/L.36; A/C.3/64/L.37; A/C.3/64/L.62,TRUE,TRUE,mentions selected theme,"18. Ms. Xu Jing (China) said that her delegation
hoped that the Office of the High Commissioner for
Human Rights and the Human Rights Council would
pay greater real attention to the promotion and
protection of economic, social and cultural rights,
which were often overlooked in comparison to civil
and political rights, as well as to the right to
development, and would take practical measures to
implement the Millennium Development Goals.
Further information about the High Commissioner’s
ideas and plans in that regard would be appreciated.A/C.3/64/SR.22
09-57032 4
19. The Office of the High Commissioner should
strengthen coordination with the Human Rights
Council in implementing the outcome document of the
Durban Review Conference; it would be interesting to
hear her views on its implementation. In 2010, the
Human Rights Council would conduct a review of its
status, and, in that connect…","Official Third Committee summary record, extracted from documents.un.org PDF.",2026-05-16
N2,Country-specific human rights reports: Iran,A/RES/64/176,2009,Brazil,abstain,A/C.3/64/SR.24,https://documents.un.org/api/symbol/access?l=en&s=A%2FC.3%2F64%2FSR.24&t=pdf,A/C.3/64/L.35; A/C.3/64/L.36; A/C.3/64/L.37; A/C.3/64/L.62,FALSE,FALSE,,,"Official Third Committee summary record, extracted from documents.un.org PDF.",2026-05-16
N2,Country-specific human rights reports: Iran,A/RES/64/176,2009,China,no,A/C.3/64/SR.24,https://documents.un.org/api/symbol/access?l=en&s=A%2FC.3%2F64%2FSR.24&t=pdf,A/C.3/64/L.35; A/C.3/64/L.36; A/C.3/64/L.37; A/C.3/64/L.62,FALSE,FALSE,,,"Official Third Committee summary record, extracted from documents.un.org PDF.",2026-05-16
N2,Country-specific human rights reports: Iran,A/RES/64/176,2009,Brazil,abstain,A/C.3/64/SR.34,https://documents.un.org/api/symbol/access?l=en&s=A%2FC.3%2F64%2FSR.34&t=pdf,A/C.3/64/L.35; A/C.3/64/L.36; A/C.3/64/L.37; A/C.3/64/L.62,FALSE,FALSE,,,"Official Third Committee summary record, extracted from documents.un.org PDF.",2026-05-16
N2,Country-specific human rights reports: Iran,A/RES/64/176,2009,China,no,A/C.3/64/SR.34,https://documents.un.org/api/symbol/access?l=en&s=A%2FC.3%2F64%2FSR.34&t=pdf,A/C.3/64/L.35; A/C.3/64/L.36; A/C.3/64/L.37; A/C.3/64/L.62,FALSE,FALSE,,,"Official Third Committee summary record, extracted from documents.un.org PDF.",2026-05-16
N2,Country-specific human rights reports: Iran,A/RES/64/176,2009,Brazil,abstain,A/C.3/64/SR.36,https://documents.un.org/api/symbol/access?l=en&s=A%2FC.3%2F64%2FSR.36&t=pdf,A/C.3/64/L.35; A/C.3/64/L.36; A/C.3/64/L.37; A/C.3/64/L.62,FALSE,FALSE,,,"Official Third Committee summary record, extracted from documents.un.org PDF.",2026-05-16
N2,Country-specific human rights reports: Iran,A/RES/64/176,2009,China,no,A/C.3/64/SR.36,https://documents.un.org/api/symbol/access?l=en&s=A%2FC.3%2F64%2FSR.36&t=pdf,A/C.3/64/L.35; A/C.3/64/L.36; A/C.3/64/L.37; A/C.3/64/L.62,TRUE,TRUE,mentions selected theme,"18. Ms. Liu Guiming (China) said that, while the
Durban Review Conference was an important part of
the international community’s efforts to combat racism
since 2001, follow-up to the Review Conference was
even more important. She asked what could be done to
ensure that States followed up on the outcome
document of the Review Conference and translated
their commitments into action. Noting the interest
taken by the Special Rapporteur in such issues as racial
and religious hatred, Islamophobia and defamation of
religions since his previous report, she invited him to
share his conclusions and asked him to recommend
ways of preventing violence on religious grounds.
19. Mr. Mamdouhi (Islamic Republic of Iran)
welcomed the work being done in Geneva by the Ad
Hoc Committee on Complementary Standards. Such
work should complement the measures adopted by the
international community at the Durban R…","Official Third Committee summary record, extracted from documents.un.org PDF.",2026-05-16
N2,Country-specific human rights reports: Iran,A/RES/64/176,2009,Brazil,abstain,A/C.3/64/SR.40,https://documents.un.org/api/symbol/access?l=en&s=A%2FC.3%2F64%2FSR.40&t=pdf,A/C.3/64/L.35; A/C.3/64/L.36; A/C.3/64/L.37; A/C.3/64/L.62,TRUE,FALSE,,,"Official Third Committee summary record, extracted from documents.un.org PDF.",2026-05-16
N2,Country-specific human rights reports: Iran,A/RES/64/176,2009,China,no,A/C.3/64/SR.40,https://documents.un.org/api/symbol/access?l=en&s=A%2FC.3%2F64%2FSR.40&t=pdf,A/C.3/64/L.35; A/C.3/64/L.36; A/C.3/64/L.37; A/C.3/64/L.62,FALSE,FALSE,,,"Official Third Committee summary record, extracted from documents.un.org PDF.",2026-05-16
N2,Country-specific human rights reports: Iran,A/RES/64/176,2009,Brazil,abstain,A/C.3/64/SR.41,https://documents.un.org/api/symbol/access?l=en&s=A%2FC.3%2F64%2FSR.41&t=pdf,A/C.3/64/L.35; A/C.3/64/L.36; A/C.3/64/L.37; A/C.3/64/L.62,FALSE,FALSE,,,"Official Third Committee summary record, extracted from documents.un.org PDF.",2026-05-16
N2,Country-specific human rights reports: Iran,A/RES/64/176,2009,China,no,A/C.3/64/SR.41,https://documents.un.org/api/symbol/access?l=en&s=A%2FC.3%2F64%2FSR.41&t=pdf,A/C.3/64/L.35; A/C.3/64/L.36; A/C.3/64/L.37; A/C.3/64/L.62,FALSE,FALSE,,,"Official Third Committee summary record, extracted from documents.un.org PDF.",2026-05-16
N2,Country-specific human rights reports: Iran,A/RES/64/176,2009,Brazil,abstain,A/C.3/64/SR.42,https://documents.un.org/api/symbol/access?l=en&s=A%2FC.3%2F64%2FSR.42&t=pdf,A/C.3/64/L.35; A/C.3/64/L.36; A/C.3/64/L.37; A/C.3/64/L.62,TRUE,FALSE,,,"Official Third Committee summary record, extracted from documents.un.org PDF.",2026-05-16
N2,Country-specific human rights reports: Iran,A/RES/64/176,2009,China,no,A/C.3/64/SR.42,https://documents.un.org/api/symbol/access?l=en&s=A%2FC.3%2F64%2FSR.42&t=pdf,A/C.3/64/L.35; A/C.3/64/L.36; A/C.3/64/L.37; A/C.3/64/L.62,FALSE,FALSE,,,"Official Third Committee summary record, extracted from documents.un.org PDF.",2026-05-16
N2,Country-specific human rights reports: Iran,A/RES/64/176,2009,Brazil,abstain,A/C.3/64/SR.43,https://documents.un.org/api/symbol/access?l=en&s=A%2FC.3%2F64%2FSR.43&t=pdf,A/C.3/64/L.35; A/C.3/64/L.36; A/C.3/64/L.37; A/C.3/64/L.62,FALSE,FALSE,,,"Official Third Committee summary record, extracted from documents.un.org PDF.",2026-05-16
N2,Country-specific human rights reports: Iran,A/RES/64/176,2009,China,no,A/C.3/64/SR.43,https://documents.un.org/api/symbol/access?l=en&s=A%2FC.3%2F64%2FSR.43&t=pdf,A/C.3/64/L.35; A/C.3/64/L.36; A/C.3/64/L.37; A/C.3/64/L.62,FALSE,FALSE,,,"Official Third Committee summary record, extracted from documents.un.org PDF.",2026-05-16
N2,Country-specific human rights reports: Iran,A/RES/64/176,2009,Brazil,abstain,A/C.3/64/SR.44,https://documents.un.org/api/symbol/access?l=en&s=A%2FC.3%2F64%2FSR.44&t=pdf,A/C.3/64/L.35; A/C.3/64/L.36; A/C.3/64/L.37; A/C.3/64/L.62,TRUE,TRUE,mentions selected theme,"98. Mr. Perez (Brazil) said that his delegation noted
the concerns that had been raised regarding human
rights in the Democratic People’s Republic of Korea,
but had abstained on the grounds that the Council had
principal responsibility for such issues. His delegation
encouraged the Democratic People’s Republic of Korea
to extend invitations to special mandate holders, fulfil
its obligations to the Council and implement the
recommendations of the forthcoming universal periodic
review.
99. Mr. Ahmed (Bangladesh) said that his country
was concerned at the longstanding issue of abductions,A/C.3/64/SR.44
13 09-61363
and hoped for the immediate return of the abductees.
However, his delegation had abstained because it
believed that country-specific resolutions were not the
best way forward.
100. Ms. Al-Zibdeh (Jordan) said that although her
delegation had abstained, it remained concerned at t…","Official Third Committee summary record, extracted from documents.un.org PDF.",2026-05-16
N2,Country-specific human rights reports: Iran,A/RES/64/176,2009,China,no,A/C.3/64/SR.44,https://documents.un.org/api/symbol/access?l=en&s=A%2FC.3%2F64%2FSR.44&t=pdf,A/C.3/64/L.35; A/C.3/64/L.36; A/C.3/64/L.37; A/C.3/64/L.62,TRUE,TRUE,mentions draft symbol,"60. Ms. Zhang Dan (China) said that the right to
development was an inalienable right and one of the
pillars of the Organization’s work. The Human Rights
Council should strengthen its support for the Working
Group on the Right to Development and the high-level
task force on the implementation of the right to
development. The international community must work
to promote that right, encourage effective cooperation,
eliminate obstacles to its realization and mainstream
the right to development in the work of the United
Nations, the international financial institutions and the
multilateral trade system.
Agenda item 69: Promotion and protection of human
rights (continued)
(c) Human rights situations and reports of special
rapporteurs and representatives (continued)
(A/C.3/64/L.35 and A/C.3/64/L.36)
61. Ms. Gendi (Egypt), speaking on behalf of the
Movement of Non-Aligned Countries with regard…","Official Third Committee summary record, extracted from documents.un.org PDF.",2026-05-16
N2,Country-specific human rights reports: Iran,A/RES/64/176,2009,Brazil,abstain,A/C.3/64/SR.45,https://documents.un.org/api/symbol/access?l=en&s=A%2FC.3%2F64%2FSR.45&t=pdf,A/C.3/64/L.35; A/C.3/64/L.36; A/C.3/64/L.37; A/C.3/64/L.62,TRUE,FALSE,,,"Official Third Committee summary record, extracted from documents.un.org PDF.",2026-05-16
N2,Country-specific human rights reports: Iran,A/RES/64/176,2009,China,no,A/C.3/64/SR.45,https://documents.un.org/api/symbol/access?l=en&s=A%2FC.3%2F64%2FSR.45&t=pdf,A/C.3/64/L.35; A/C.3/64/L.36; A/C.3/64/L.37; A/C.3/64/L.62,FALSE,FALSE,,,"Official Third Committee summary record, extracted from documents.un.org PDF.",2026-05-16
N2,Country-specific human rights reports: Iran,A/RES/64/176,2009,Brazil,abstain,A/C.3/64/SR.46,https://documents.un.org/api/symbol/access?l=en&s=A%2FC.3%2F64%2FSR.46&t=pdf,A/C.3/64/L.35; A/C.3/64/L.36; A/C.3/64/L.37; A/C.3/64/L.62,FALSE,FALSE,,,"Official Third Committee summary record, extracted from documents.un.org PDF.",2026-05-16
N2,Country-specific human rights reports: Iran,A/RES/64/176,2009,China,no,A/C.3/64/SR.46,https://documents.un.org/api/symbol/access?l=en&s=A%2FC.3%2F64%2FSR.46&t=pdf,A/C.3/64/L.35; A/C.3/64/L.36; A/C.3/64/L.37; A/C.3/64/L.62,FALSE,FALSE,,,"Official Third Committee summary record, extracted from documents.un.org PDF.",2026-05-16
N2,Country-specific human rights reports: Iran,A/RES/64/176,2009,Brazil,abstain,A/C.3/64/SR.47,https://documents.un.org/api/symbol/access?l=en&s=A%2FC.3%2F64%2FSR.47&t=pdf,A/C.3/64/L.35; A/C.3/64/L.36; A/C.3/64/L.37; A/C.3/64/L.62,FALSE,FALSE,,,"Official Third Committee summary record, extracted from documents.un.org PDF.",2026-05-16
N2,Country-specific human rights reports: Iran,A/RES/64/176,2009,China,no,A/C.3/64/SR.47,https://documents.un.org/api/symbol/access?l=en&s=A%2FC.3%2F64%2FSR.47&t=pdf,A/C.3/64/L.35; A/C.3/64/L.36; A/C.3/64/L.37; A/C.3/64/L.62,FALSE,FALSE,,,"Official Third Committee summary record, extracted from documents.un.org PDF.",2026-05-16
N2,Country-specific human rights reports: Iran,A/RES/66/175,2011,Brazil,abstain,A/C.3/66/SR.23,https://documents.un.org/api/symbol/access?l=en&s=A%2FC.3%2F66%2FSR.23&t=pdf,A/C.3/66/L.54; A/C.3/66/L.55; A/C.3/66/L.55/Rev.1; A/C.3/66/L.56; A/C.3/66/L.57/Rev.1; A/C.3/66/L.70,FALSE,FALSE,,,"Official Third Committee summary record, extracted from documents.un.org PDF.",2026-05-16
