sample_id,sample_label,anchor_id,anchor_label,anchor_type,n_resolutions_post_2009,n_resolutions_pre_2009,mean_brazil_china_agreement_post_2009,mean_brazil_china_agreement_pre_2009,mean_brazil_anchor_agreement_post_2009,mean_brazil_anchor_agreement_pre_2009,mean_relative_agreement_china_minus_anchor_post_2009,mean_relative_agreement_china_minus_anchor_pre_2009,mean_brazil_china_similarity_post_2009,mean_brazil_china_similarity_pre_2009,mean_brazil_anchor_similarity_post_2009,mean_brazil_anchor_similarity_pre_2009,mean_relative_similarity_china_minus_anchor_post_2009,mean_relative_similarity_china_minus_anchor_pre_2009,mean_anchor_valid_members_post_2009,mean_anchor_valid_members_pre_2009,change_brazil_china_agreement,change_brazil_anchor_agreement,change_relative_agreement_china_minus_anchor,change_brazil_china_similarity,change_brazil_anchor_similarity,change_relative_similarity_china_minus_anchor,interpretation
all_votes,All valid Brazil-China votes,brics_peers_fixed,"BRICS peers excluding Brazil and China, fixed",bloc_modal,340,376,0.8558823529411764,0.8111702127659575,0.9,0.8297872340425532,-0.04411764705882353,-0.018617021276595744,0.9132352941176471,0.8856382978723405,0.9485294117647058,0.9055851063829785,-0.035294117647058885,-0.019946808510638295,2.985294117647059,2.984042553191489,0.04471214017521896,0.07021276595744685,-0.02550062578222779,0.02759699624530665,0.04294430538172733,-0.01534730913642059,Similar China and comparator movement
all_votes,All valid Brazil-China votes,brics_peers_historical,"BRICS peers excluding Brazil and China, historical",bloc_modal,281,291,0.8790035587188612,0.8350515463917526,0.900355871886121,0.8144329896907216,-0.021352313167259787,0.020618556701030927,0.9306049822064056,0.9037800687285223,0.9483985765124555,0.8986254295532646,-0.01779359430604977,0.005154639175257747,2.6156583629893237,2,0.04395201232710855,0.08592288219539934,-0.04197086986829071,0.026824913477883294,0.049773146959190884,-0.02294823348130752,Similar China and comparator movement
all_votes,All valid Brazil-China votes,g77_fixed,"G77 modal vote excluding Brazil and China, fixed official member list",bloc_modal,354,394,0.847457627118644,0.8096446700507615,0.9519774011299436,0.9111675126903553,-0.10451977401129943,-0.10152284263959391,0.9096045197740112,0.884517766497462,0.9759887005649718,0.9517766497461928,-0.06638418079096038,-0.06725888324873103,114.64971751412429,111.3248730964467,0.03781295706788257,0.040809888439588216,-0.002996931371705522,0.02508675327654919,0.024212050818778974,8.747024577706458e-4,Similar China and comparator movement
all_votes,All valid Brazil-China votes,india,India,individual,354,392,0.847457627118644,0.8086734693877551,0.7598870056497176,0.7321428571428571,0.08757062146892655,0.07653061224489796,0.9096045197740112,0.8839285714285716,0.8361581920903955,0.8252551020408164,0.07344632768361578,0.058673469387755126,1,1,0.038784157730888946,0.027744148506860467,0.01104000922402859,0.025675948345439625,0.010903090049579123,0.014772858295860655,Similar China and comparator movement
all_votes,All valid Brazil-China votes,latin_america_peers,"Latin American peer modal vote excluding Brazil, non-Caribbean",bloc_modal,352,391,0.8494318181818182,0.8107416879795396,0.9318181818181818,0.9053708439897699,-0.08238636363636363,-0.09462915601023018,0.9105113636363636,0.884910485933504,0.9715909090909091,0.9571611253196931,-0.06107954545454545,-0.0722506393861894,18.514204545454547,18.352941176470587,0.03869013020227863,0.02644733782841191,0.012242792373866551,0.02560087770285968,0.014429783771215954,0.011171093931643956,Similar China and comparator movement
all_votes,All valid Brazil-China votes,russia,Russia,individual,352,391,0.8465909090909091,0.8132992327365729,0.71875,0.6930946291560103,0.1278409090909091,0.12020460358056266,0.909090909090909,0.8861892583120203,0.8366477272727272,0.823529411764706,0.07244318181818188,0.0626598465473146,1,1,0.033291676354336164,0.025655370843989722,0.007636305510346428,0.022901650778888616,0.013118315508021228,0.009783335270867277,Similar China and comparator movement
all_votes,All valid Brazil-China votes,south_africa,South Africa,individual,349,391,0.8452722063037249,0.8107416879795396,0.9312320916905444,0.887468030690537,-0.08595988538681948,-0.07672634271099744,0.9083094555873924,0.884910485933504,0.9613180515759312,0.9411764705882352,-0.05300859598853867,-0.056265984654731455,1,1,0.0345305183241853,0.043764061000007404,-0.009233542675822035,0.023398969653888435,0.02014158098769603,0.0032573886661927814,Similar China and comparator movement
all_votes,All valid Brazil-China votes,united_states,United States,individual,351,393,0.8461538461538461,0.8091603053435115,0.28774928774928776,0.1450381679389313,0.5584045584045584,0.6641221374045801,0.908831908831909,0.8842239185750637,0.3874643874643876,0.24300254452926198,0.5213675213675214,0.6412213740458015,1,1,0.03699354081033468,0.14271111981035647,-0.10571757900002177,0.024607990256845347,0.14446184293512562,-0.11985385267828008,Comparator movement at least as strong
china_usa_divergent,China-U.S. divergent votes,brics_peers_fixed,"BRICS peers excluding Brazil and China, fixed",bloc_modal,253,330,0.8379446640316206,0.803030303030303,0.8774703557312253,0.8090909090909091,-0.039525691699604744,-0.006060606060606061,0.9051383399209485,0.8833333333333334,0.9367588932806324,0.893939393939394,-0.03162055335968388,-0.01060606060606061,2.992094861660079,2.984848484848485,0.03491436100131762,0.06837944664031625,-0.033465085638998686,0.021805006587615083,0.04281949934123841,-0.02101449275362327,Similar China and comparator movement
china_usa_divergent,China-U.S. divergent votes,brics_peers_historical,"BRICS peers excluding Brazil and China, historical",bloc_modal,208,256,0.8605769230769231,0.82421875,0.8798076923076923,0.7890625,-0.019230769230769232,0.03515625,0.9206730769230771,0.8984375,0.9375,0.884765625,-0.016826923076923135,0.013671875,2.6009615384615383,2,0.03635817307692313,0.09074519230769229,-0.05438701923076923,0.022235576923077094,0.052734375,-0.030498798076923135,Comparator movement at least as strong
china_usa_divergent,China-U.S. divergent votes,g77_fixed,"G77 modal vote excluding Brazil and China, fixed official member list",bloc_modal,262,347,0.8244274809160306,0.8011527377521613,0.9427480916030534,0.9048991354466859,-0.1183206106870229,-0.1037463976945245,0.8988549618320609,0.88184438040345825,0.9770992366412213,0.9495677233429396,-0.07824427480916023,-0.06772334293948129,115.6030534351145,111.85590778097983,0.023274743163869238,0.03784895615636752,-0.014574212992498406,0.017010581428602678,0.02753151329828174,-0.010520931869678937,Similar China and comparator movement
