country,title,year,url,local_path,text_path,download_status,excerpt,date_accessed
China,"Statement by H.E. Ambassador ZHANG Yesui, Permanent Representative of China to the United Nations, at the 64th Session of the UN General Assembly, on Consideration of the Report of the 12th Special Session of the Human Rights Council（2009-11-04）",2009,https://un.china-mission.gov.cn/eng/chinaandun/socialhr/rqwt/200911/t20091105_8417999.htm,data/raw/un_docs/mission_statements/china_statement_9d02e1daaa98.html,data/processed/un_docs/text/china_statement_9d02e1daaa98.txt,existing,"Statement by H.E. Ambassador ZHANG Yesui, Permanent Representative of China to the United Nations, at the 64th Session of the UN General Assembly, on Consideration of the Report of the 12th Special Session of the Human Rights Council_Permanent Mission of the People's Republic of China to the UN 中文 Home About the Mission Ambassador FU Cong, PR Ambassador GENG Shuang, DPR Welcoming Message Sections of the Mission Contact Us China & UN High-level Exchanges Highlights of the Security Council Economic Affairs and Development Social Development and Human Rights Political Issues of the General Assem…",2026-05-16
China,"Statement by H.E. Ambassador LIU Zhenmin, Deputy Permanent Representative of China to the United Nations, at the Third Committee of the 64th Session of the General Assembly on Report of Human Rights Council (Item 64)（2009-10-29）",2009,https://un.china-mission.gov.cn/eng/chinaandun/socialhr/rqwt/200910/t20091030_8417998.htm,data/raw/un_docs/mission_statements/china_statement_05ec5799190d.html,data/processed/un_docs/text/china_statement_05ec5799190d.txt,existing,"Statement by H.E. Ambassador LIU Zhenmin, Deputy Permanent Representative of China to the United Nations, at the Third Committee of the 64th Session of the General Assembly on Report of Human Rights Council (Item 64)_Permanent Mission of the People's Republic of China to the UN 中文 Home About the Mission Ambassador FU Cong, PR Ambassador GENG Shuang, DPR Welcoming Message Sections of the Mission Contact Us China & UN High-level Exchanges Highlights of the Security Council Economic Affairs and Development Social Development and Human Rights Political Issues of the General Assembly Arms Control…",2026-05-16
China,"Statement by H.E. Ambassador LIU Zhenmin, Deputy Permanent Representative of China to the United Nations, at the Third Committee of the 64th Session of the General Assembly on Human Rights (Items 69b,c)（2009-10-26）",2009,https://un.china-mission.gov.cn/eng/chinaandun/socialhr/rqwt/200910/t20091027_8417997.htm,data/raw/un_docs/mission_statements/china_statement_9fc3c96249d9.html,data/processed/un_docs/text/china_statement_9fc3c96249d9.txt,existing,"Statement by H.E. Ambassador LIU Zhenmin, Deputy Permanent Representative of China to the United Nations, at the Third Committee of the 64th Session of the General Assembly on Human Rights (Items 69b,c)_Permanent Mission of the People's Republic of China to the UN 中文 Home About the Mission Ambassador FU Cong, PR Ambassador GENG Shuang, DPR Welcoming Message Sections of the Mission Contact Us China & UN High-level Exchanges Highlights of the Security Council Economic Affairs and Development Social Development and Human Rights Political Issues of the General Assembly Arms Control and Disarmamen…",2026-05-16
China,Statement by Ms. LIU Lingxiao of the Chinese Delegation at the Third Committee of the 64th Session of the GA at the Dialogue with the Special Rapporteur on the Right to Food（2009-10-21）,2009,https://un.china-mission.gov.cn/eng/chinaandun/socialhr/rqwt/200910/t20091022_8417996.htm,data/raw/un_docs/mission_statements/china_statement_77a339ade766.html,data/processed/un_docs/text/china_statement_77a339ade766.txt,existing,"Statement by Ms. LIU Lingxiao of the Chinese Delegation at the Third Committee of the 64th Session of the GA at the Dialogue with the Special Rapporteur on the Right to Food_Permanent Mission of the People's Republic of China to the UN 中文 Home About the Mission Ambassador FU Cong, PR Ambassador GENG Shuang, DPR Welcoming Message Sections of the Mission Contact Us China & UN High-level Exchanges Highlights of the Security Council Economic Affairs and Development Social Development and Human Rights Political Issues of the General Assembly Arms Control and Disarmament Legal Affairs and Treaties…",2026-05-16
China,Statement by Ms. XU Jing of the Chinese Delegation at the Third Committee of the 64th Session of the General Assembly at the Dialogue with the High Commissioner for Human Rights（2009-10-21）,2009,https://un.china-mission.gov.cn/eng/chinaandun/socialhr/rqwt/200910/t20091022_8417995.htm,data/raw/un_docs/mission_statements/china_statement_8f542a798892.html,data/processed/un_docs/text/china_statement_8f542a798892.txt,existing,"Statement by Ms. XU Jing of the Chinese Delegation at the Third Committee of the 64th Session of the General Assembly at the Dialogue with the High Commissioner for Human Rights_Permanent Mission of the People's Republic of China to the UN 中文 Home About the Mission Ambassador FU Cong, PR Ambassador GENG Shuang, DPR Welcoming Message Sections of the Mission Contact Us China & UN High-level Exchanges Highlights of the Security Council Economic Affairs and Development Social Development and Human Rights Political Issues of the General Assembly Arms Control and Disarmament Legal Affairs and Treat…",2026-05-16
China,"Statement by H.E. Ambassador LIU Zhenmin, Deputy Permanent Representative of China to the United Nations, at the Third Committee of the 64th Session of the General Assembly on the Implementation of Human Rights Instruments (Item 69A)（2009-10-20）",2009,https://un.china-mission.gov.cn/eng/chinaandun/socialhr/rqwt/200910/t20091021_8417994.htm,data/raw/un_docs/mission_statements/china_statement_3a9d30625540.html,data/processed/un_docs/text/china_statement_3a9d30625540.txt,existing,"Statement by H.E. Ambassador LIU Zhenmin, Deputy Permanent Representative of China to the United Nations, at the Third Committee of the 64th Session of the General Assembly on the Implementation of Human Rights Instruments (Item 69A)_Permanent Mission of the People's Republic of China to the UN 中文 Home About the Mission Ambassador FU Cong, PR Ambassador GENG Shuang, DPR Welcoming Message Sections of the Mission Contact Us China & UN High-level Exchanges Highlights of the Security Council Economic Affairs and Development Social Development and Human Rights Political Issues of the General Assem…",2026-05-16
China,"Statement by Counsellor ZHANG Dan, the Chinese Delegation at the Third Committee of the 64th Session of the GA at the Dialogue with the Chairman of the Committee against Torture and the Special Rapporteur on Torture（2009-10-20）",2009,https://un.china-mission.gov.cn/eng/chinaandun/socialhr/rqwt/200910/t20091021_8417993.htm,data/raw/un_docs/mission_statements/china_statement_80e0531e7a51.html,data/processed/un_docs/text/china_statement_80e0531e7a51.txt,existing,"Statement by Counsellor ZHANG Dan, the Chinese Delegation at the Third Committee of the 64th Session of the GA at the Dialogue with the Chairman of the Committee against Torture and the Special Rapporteur on Torture_Permanent Mission of the People's Republic of China to the UN 中文 Home About the Mission Ambassador FU Cong, PR Ambassador GENG Shuang, DPR Welcoming Message Sections of the Mission Contact Us China & UN High-level Exchanges Highlights of the Security Council Economic Affairs and Development Social Development and Human Rights Political Issues of the General Assembly Arms Control a…",2026-05-16
China,"Statement by Ms. LIU Lingxiao, Adviser of the Chinese Delegation, at the Third Committee of the 64th Session of the General Assembly the Rights of the Child (Item 65)（2009-10-15）",2009,https://un.china-mission.gov.cn/eng/chinaandun/socialhr/rqwt/200910/t20091016_8417992.htm,data/raw/un_docs/mission_statements/china_statement_e30a4a3e2d80.html,data/processed/un_docs/text/china_statement_e30a4a3e2d80.txt,existing,"Statement by Ms. LIU Lingxiao, Adviser of the Chinese Delegation, at the Third Committee of the 64th Session of the General Assembly the Rights of the Child (Item 65)_Permanent Mission of the People's Republic of China to the UN 中文 Home About the Mission Ambassador FU Cong, PR Ambassador GENG Shuang, DPR Welcoming Message Sections of the Mission Contact Us China & UN High-level Exchanges Highlights of the Security Council Economic Affairs and Development Social Development and Human Rights Political Issues of the General Assembly Arms Control and Disarmament Legal Affairs and Treaties Adminis…",2026-05-16
China,Human Rights Record of the US in 2008（2009-02-27）,2009,https://un.china-mission.gov.cn/eng/chinaandun/socialhr/rqwt/200902/t20090227_8417991.htm,data/raw/un_docs/mission_statements/china_statement_0510f2b38423.html,data/processed/un_docs/text/china_statement_0510f2b38423.txt,existing,"Human Rights Record of the US in 2008_Permanent Mission of the People's Republic of China to the UN 中文 Home About the Mission Ambassador FU Cong, PR Ambassador GENG Shuang, DPR Welcoming Message Sections of the Mission Contact Us China & UN High-level Exchanges Highlights of the Security Council Economic Affairs and Development Social Development and Human Rights Political Issues of the General Assembly Arms Control and Disarmament Legal Affairs and Treaties Administrative and Budgetary Issues Home > China & UN > Social Development and Human Rights > Human Rights Human Rights Record of the US…",2026-05-16
China,"Statement by Ms. Zhang Dan, Counsellor of the Chinese Delegation, at the 3rd Committee of the 63rd Session of the General Assembly, on the Report of the Human Rights Council（2008-10-30）",2008,https://un.china-mission.gov.cn/eng/chinaandun/socialhr/rqwt/200811/t20081106_8417989.htm,data/raw/un_docs/mission_statements/china_statement_f29d2cec0a1a.html,data/processed/un_docs/text/china_statement_f29d2cec0a1a.txt,existing,"Statement by Ms. Zhang Dan, Counsellor of the Chinese Delegation, at the 3rd Committee of the 63rd Session of the General Assembly, on the Report of the Human Rights Council_Permanent Mission of the People's Republic of China to the UN 中文 Home About the Mission Ambassador FU Cong, PR Ambassador GENG Shuang, DPR Welcoming Message Sections of the Mission Contact Us China & UN High-level Exchanges Highlights of the Security Council Economic Affairs and Development Social Development and Human Rights Political Issues of the General Assembly Arms Control and Disarmament Legal Affairs and Treaties…",2026-05-16
China,"Statement by Mr. GUO Jiakun, Adviser of the Chinese Delegation to the 63rd Session of the General Assembly, at the Third Committee under agenda item on the Report of the Human Rights Council（2008-10-31）",2008,https://un.china-mission.gov.cn/eng/chinaandun/socialhr/rqwt/200811/t20081103_8417988.htm,data/raw/un_docs/mission_statements/china_statement_1a5fef4cc501.html,data/processed/un_docs/text/china_statement_1a5fef4cc501.txt,existing,"Statement by Mr. GUO Jiakun, Adviser of the Chinese Delegation to the 63rd Session of the General Assembly, at the Third Committee under agenda item on the Report of the Human Rights Council_Permanent Mission of the People's Republic of China to the UN 中文 Home About the Mission Ambassador FU Cong, PR Ambassador GENG Shuang, DPR Welcoming Message Sections of the Mission Contact Us China & UN High-level Exchanges Highlights of the Security Council Economic Affairs and Development Social Development and Human Rights Political Issues of the General Assembly Arms Control and Disarmament Legal Affa…",2026-05-16
China,"Statement by H. E. Ambassador Liu Zhenmin, Deputy Permanent Representative of China to the United Nations, at the Third Committee of the 63rd Session of the General Assembly under items on Human Rights（2008-10-28）",2008,https://un.china-mission.gov.cn/eng/chinaandun/socialhr/rqwt/200810/t20081030_8417987.htm,data/raw/un_docs/mission_statements/china_statement_cd489d6beb7f.html,data/processed/un_docs/text/china_statement_cd489d6beb7f.txt,existing,"Statement by H. E. Ambassador Liu Zhenmin, Deputy Permanent Representative of China to the United Nations, at the Third Committee of the 63rd Session of the General Assembly under items on Human Rights_Permanent Mission of the People's Republic of China to the UN 中文 Home About the Mission Ambassador FU Cong, PR Ambassador GENG Shuang, DPR Welcoming Message Sections of the Mission Contact Us China & UN High-level Exchanges Highlights of the Security Council Economic Affairs and Development Social Development and Human Rights Political Issues of the General Assembly Arms Control and Disarmament…",2026-05-16
China,"Statement by Mr. Jiakun GUO, Adviser of the Chinese Delegation, at 3rd Committee of UNGA 61st Session on racism (item65) and right of self-determination (item 66)（2006-11-06）",2006,https://un.china-mission.gov.cn/eng/chinaandun/socialhr/rqwt/200611/t20061106_8417985.htm,data/raw/un_docs/mission_statements/china_statement_2650b005fee5.html,data/processed/un_docs/text/china_statement_2650b005fee5.txt,existing,"Statement by Mr. Jiakun GUO, Adviser of the Chinese Delegation, at 3rd Committee of UNGA 61st Session on racism (item65) and right of self-determination (item 66)_Permanent Mission of the People's Republic of China to the UN 中文 Home About the Mission Ambassador FU Cong, PR Ambassador GENG Shuang, DPR Welcoming Message Sections of the Mission Contact Us China & UN High-level Exchanges Highlights of the Security Council Economic Affairs and Development Social Development and Human Rights Political Issues of the General Assembly Arms Control and Disarmament Legal Affairs and Treaties Administrat…",2026-05-16
China,"Statement by Deputy Permanent Representative of China to the United Nations Liu Zhenmin at 3rd Committee of 61st Session of the General Assembly on Human Rights (Item 66 b,c)（2006-10-18）",2006,https://un.china-mission.gov.cn/eng/chinaandun/socialhr/rqwt/200610/t20061018_8417984.htm,data/raw/un_docs/mission_statements/china_statement_bbd46f3be91b.html,data/processed/un_docs/text/china_statement_bbd46f3be91b.txt,existing,"Statement by Deputy Permanent Representative of China to the United Nations Liu Zhenmin at 3rd Committee of 61st Session of the General Assembly on Human Rights (Item 66 b,c)_Permanent Mission of the People's Republic of China to the UN 中文 Home About the Mission Ambassador FU Cong, PR Ambassador GENG Shuang, DPR Welcoming Message Sections of the Mission Contact Us China & UN High-level Exchanges Highlights of the Security Council Economic Affairs and Development Social Development and Human Rights Political Issues of the General Assembly Arms Control and Disarmament Legal Affairs and Treaties…",2026-05-16
China,Statement by Deputy Permanent Representative of China to the United Nations Liu Zhenmin at 3rd Committee of UNGA 61st Session on the Implementation of Human Rights Instruments (Item 66a)（2006-10-17）,2006,https://un.china-mission.gov.cn/eng/chinaandun/socialhr/rqwt/200610/t20061017_8417983.htm,data/raw/un_docs/mission_statements/china_statement_9e5495fe0450.html,data/processed/un_docs/text/china_statement_9e5495fe0450.txt,existing,"Statement by Deputy Permanent Representative of China to the United Nations Liu Zhenmin at 3rd Committee of UNGA 61st Session on the Implementation of Human Rights Instruments (Item 66a)_Permanent Mission of the People's Republic of China to the UN 中文 Home About the Mission Ambassador FU Cong, PR Ambassador GENG Shuang, DPR Welcoming Message Sections of the Mission Contact Us China & UN High-level Exchanges Highlights of the Security Council Economic Affairs and Development Social Development and Human Rights Political Issues of the General Assembly Arms Control and Disarmament Legal Affairs…",2026-05-16
China,Statement by Amb. Zhang Yishan on the Occasion of Consideration by the Human Rights Committee of the Second Periodic Report of Hong Kong Special Administrative Region on the Implementation of the International Covenant on Civil and Political Rights（2006-03-20）,2006,https://un.china-mission.gov.cn/eng/chinaandun/socialhr/rqwt/200603/t20060320_8417982.htm,data/raw/un_docs/mission_statements/china_statement_d5ec1beae91b.html,data/processed/un_docs/text/china_statement_d5ec1beae91b.txt,existing,"Statement by Amb. Zhang Yishan on the Occasion of Consideration by the Human Rights Committee of the Second Periodic Report of Hong Kong Special Administrative Region on the Implementation of the International Covenant on Civil and Political Rights_Permanent Mission of the People's Republic of China to the UN 中文 Home About the Mission Ambassador FU Cong, PR Ambassador GENG Shuang, DPR Welcoming Message Sections of the Mission Contact Us China & UN High-level Exchanges Highlights of the Security Council Economic Affairs and Development Social Development and Human Rights Political Issues of th…",2026-05-16
China,"Statement by Ambassador ZHANG Yishan, Deputy Permanent Representative of China to the UN, after the adoption of the draft resolution on Human Rights Council（2006-03-15）",2006,https://un.china-mission.gov.cn/eng/chinaandun/socialhr/rqwt/200603/t20060315_8417980.htm,data/raw/un_docs/mission_statements/china_statement_3f72b9241369.html,data/processed/un_docs/text/china_statement_3f72b9241369.txt,existing,"Statement by Ambassador ZHANG Yishan, Deputy Permanent Representative of China to the UN, after the adoption of the draft resolution on Human Rights Council_Permanent Mission of the People's Republic of China to the UN 中文 Home About the Mission Ambassador FU Cong, PR Ambassador GENG Shuang, DPR Welcoming Message Sections of the Mission Contact Us China & UN High-level Exchanges Highlights of the Security Council Economic Affairs and Development Social Development and Human Rights Political Issues of the General Assembly Arms Control and Disarmament Legal Affairs and Treaties Administrative an…",2026-05-16
China,Statement by Che Ying of the Chinese Delegation at the Third Committee of the 60th General Assembly on Refugees (Agenda Item 39)（2005-11-09）,2005,https://un.china-mission.gov.cn/eng/chinaandun/socialhr/rqwt/200511/t20051109_8417979.htm,data/raw/un_docs/mission_statements/china_statement_126600f053f9.html,data/processed/un_docs/text/china_statement_126600f053f9.txt,existing,"Statement by Che Ying of the Chinese Delegation at the Third Committee of the 60th General Assembly on Refugees (Agenda Item 39)_Permanent Mission of the People's Republic of China to the UN 中文 Home About the Mission Ambassador FU Cong, PR Ambassador GENG Shuang, DPR Welcoming Message Sections of the Mission Contact Us China & UN High-level Exchanges Highlights of the Security Council Economic Affairs and Development Social Development and Human Rights Political Issues of the General Assembly Arms Control and Disarmament Legal Affairs and Treaties Administrative and Budgetary Issues Home > Ch…",2026-05-16
China,"Statement by Counselor La Yifan of the Chinese Delegation, at 3rd Committee of 60th UNGA Session on Elimination of Racism and Right to Self-determination (Item 69, 70)（2005-11-07）",2005,https://un.china-mission.gov.cn/eng/chinaandun/socialhr/rqwt/200511/t20051107_8417978.htm,data/raw/un_docs/mission_statements/china_statement_0b4c42a6b158.html,data/processed/un_docs/text/china_statement_0b4c42a6b158.txt,existing,"Statement by Counselor La Yifan of the Chinese Delegation, at 3rd Committee of 60th UNGA Session on Elimination of Racism and Right to Self-determination (Item 69, 70)_Permanent Mission of the People's Republic of China to the UN 中文 Home About the Mission Ambassador FU Cong, PR Ambassador GENG Shuang, DPR Welcoming Message Sections of the Mission Contact Us China & UN High-level Exchanges Highlights of the Security Council Economic Affairs and Development Social Development and Human Rights Political Issues of the General Assembly Arms Control and Disarmament Legal Affairs and Treaties Admini…",2026-05-16
China,"Statement by Tian Ni, Adviser of the Chinese Delegation, on ""Implementation of Human Rights Instruments"" (Item 71a) at the Third Committee of the 60the Session of the General Assembly（2005-10-24）",2005,https://un.china-mission.gov.cn/eng/chinaandun/socialhr/rqwt/200510/t20051024_8417977.htm,data/raw/un_docs/mission_statements/china_statement_61d89cd76edc.html,data/processed/un_docs/text/china_statement_61d89cd76edc.txt,existing,"Statement by Tian Ni, Adviser of the Chinese Delegation, on ""Implementation of Human Rights Instruments"" (Item 71a) at the Third Committee of the 60the Session of the General Assembly_Permanent Mission of the People's Republic of China to the UN 中文 Home About the Mission Ambassador FU Cong, PR Ambassador GENG Shuang, DPR Welcoming Message Sections of the Mission Contact Us China & UN High-level Exchanges Highlights of the Security Council Economic Affairs and Development Social Development and Human Rights Political Issues of the General Assembly Arms Control and Disarmament Legal Affairs and…",2026-05-16
China,"Statement by H.E.Ambassador Zhang Yishan, Head of Chinese Delegation, at ECOSOC Substantive Session of 2005 on Human Rights（2005-07-22）",2005,https://un.china-mission.gov.cn/eng/chinaandun/socialhr/rqwt/200507/t20050722_8417976.htm,data/raw/un_docs/mission_statements/china_statement_1b992e711c5d.html,data/processed/un_docs/text/china_statement_1b992e711c5d.txt,existing,"Statement by H.E.Ambassador Zhang Yishan, Head of Chinese Delegation, at ECOSOC Substantive Session of 2005 on Human Rights_Permanent Mission of the People's Republic of China to the UN 中文 Home About the Mission Ambassador FU Cong, PR Ambassador GENG Shuang, DPR Welcoming Message Sections of the Mission Contact Us China & UN High-level Exchanges Highlights of the Security Council Economic Affairs and Development Social Development and Human Rights Political Issues of the General Assembly Arms Control and Disarmament Legal Affairs and Treaties Administrative and Budgetary Issues Home > China &…",2026-05-16
China,Statement by Counsellor XIE Bohua on Human Rights Education (Agenda Item 105 b) at GA 59th Session（2004-12-10）,2004,https://un.china-mission.gov.cn/eng/chinaandun/socialhr/rqwt/200412/t20041210_8417975.htm,data/raw/un_docs/mission_statements/china_statement_02538796cdcd.html,data/processed/un_docs/text/china_statement_02538796cdcd.txt,existing,"Statement by Counsellor XIE Bohua on Human Rights Education (Agenda Item 105 b) at GA 59th Session_Permanent Mission of the People's Republic of China to the UN 中文 Home About the Mission Ambassador FU Cong, PR Ambassador GENG Shuang, DPR Welcoming Message Sections of the Mission Contact Us China & UN High-level Exchanges Highlights of the Security Council Economic Affairs and Development Social Development and Human Rights Political Issues of the General Assembly Arms Control and Disarmament Legal Affairs and Treaties Administrative and Budgetary Issues Home > China & UN > Social Development…",2026-05-16
