country,title,year,url,local_path,text_path,download_status,excerpt,date_accessed
China,Statement by Ambassador Wang Min at the Third Committee of the 67th Session of the General Assembly on Human Rights（2012-11-08）,2012,https://un.china-mission.gov.cn/eng/chinaandun/socialhr/rqwt/201211/t20121109_8418010.htm,data/raw/un_docs/mission_statements/china_statement_0e57b653bcf1.html,data/processed/un_docs/text/china_statement_0e57b653bcf1.txt,existing,"Statement by Ambassador Wang Min at the Third Committee of the 67th Session of the General Assembly on Human Rights_Permanent Mission of the People's Republic of China to the UN 中文 Home About the Mission Ambassador FU Cong, PR Ambassador GENG Shuang, DPR Welcoming Message Sections of the Mission Contact Us China & UN High-level Exchanges Highlights of the Security Council Economic Affairs and Development Social Development and Human Rights Political Issues of the General Assembly Arms Control and Disarmament Legal Affairs and Treaties Administrative and Budgetary Issues Home > China & UN > So…",2026-05-16
China,"Statement by Ms. SHEN Siwei of the Chinese Delegation at the Third Committee of the 67th Session of the General Assembly on Agenda Item 67(a, b)& 68: the Elimination of Racism and Right of Peoples to Self-determination（2012-11-05）",2012,https://un.china-mission.gov.cn/eng/chinaandun/socialhr/rqwt/201211/t20121106_8418009.htm,data/raw/un_docs/mission_statements/china_statement_5a33d3b01819.html,data/processed/un_docs/text/china_statement_5a33d3b01819.txt,existing,"Statement by Ms. SHEN Siwei of the Chinese Delegation at the Third Committee of the 67th Session of the General Assembly on Agenda Item 67(a, b)& 68: the Elimination of Racism and Right of Peoples to Self-determination_Permanent Mission of the People's Republic of China to the UN 中文 Home About the Mission Ambassador FU Cong, PR Ambassador GENG Shuang, DPR Welcoming Message Sections of the Mission Contact Us China & UN High-level Exchanges Highlights of the Security Council Economic Affairs and Development Social Development and Human Rights Political Issues of the General Assembly Arms Contro…",2026-05-16
China,Statement by Ms. LI Xiaomei of the Chinese Delegation at the Third Committee of the UN General Assembly on Agenda Item 70(a): the Implementation of Human Rights Instruments（2012-10-23）,2012,https://un.china-mission.gov.cn/eng/chinaandun/socialhr/rqwt/201210/t20121024_8418008.htm,data/raw/un_docs/mission_statements/china_statement_768ae05cdbb9.html,data/processed/un_docs/text/china_statement_768ae05cdbb9.txt,existing,"Statement by Ms. LI Xiaomei of the Chinese Delegation at the Third Committee of the UN General Assembly on Agenda Item 70(a): the Implementation of Human Rights Instruments_Permanent Mission of the People's Republic of China to the UN 中文 Home About the Mission Ambassador FU Cong, PR Ambassador GENG Shuang, DPR Welcoming Message Sections of the Mission Contact Us China & UN High-level Exchanges Highlights of the Security Council Economic Affairs and Development Social Development and Human Rights Political Issues of the General Assembly Arms Control and Disarmament Legal Affairs and Treaties A…",2026-05-16
China,Statement by Ambassador Wang Min at the Third Committee of the Sixty-sixth Session of the United Nations General Assembly on Human Rights (Agenda Item 69 6＆c)（2011-10-26）,2011,https://un.china-mission.gov.cn/eng/chinaandun/socialhr/rqwt/201110/t20111027_8418007.htm,data/raw/un_docs/mission_statements/china_statement_eb7aa8202c51.html,data/processed/un_docs/text/china_statement_eb7aa8202c51.txt,existing,"Statement by Ambassador Wang Min at the Third Committee of the Sixty-sixth Session of the United Nations General Assembly on Human Rights (Agenda Item 69 6＆c)_Permanent Mission of the People's Republic of China to the UN 中文 Home About the Mission Ambassador FU Cong, PR Ambassador GENG Shuang, DPR Welcoming Message Sections of the Mission Contact Us China & UN High-level Exchanges Highlights of the Security Council Economic Affairs and Development Social Development and Human Rights Political Issues of the General Assembly Arms Control and Disarmament Legal Affairs and Treaties Administrative…",2026-05-16
China,Statement by Ms. LI Xiaomei of the Chinese Delegation at the Third Committee of the Sixty-sixth Session of the UN General Assembly on Implementation of Human Rights Instruments(Agenda Item 69 (a)):（2011-10-18）,2011,https://un.china-mission.gov.cn/eng/chinaandun/socialhr/rqwt/201110/t20111019_8418006.htm,data/raw/un_docs/mission_statements/china_statement_412adbe36324.html,data/processed/un_docs/text/china_statement_412adbe36324.txt,existing,"Statement by Ms. LI Xiaomei of the Chinese Delegation at the Third Committee of the Sixty-sixth Session of the UN General Assembly on Implementation of Human Rights Instruments(Agenda Item 69 (a)):_Permanent Mission of the People's Republic of China to the UN 中文 Home About the Mission Ambassador FU Cong, PR Ambassador GENG Shuang, DPR Welcoming Message Sections of the Mission Contact Us China & UN High-level Exchanges Highlights of the Security Council Economic Affairs and Development Social Development and Human Rights Political Issues of the General Assembly Arms Control and Disarmament Leg…",2026-05-16
China,"Statement by LI Xiaomei, Representative of the Chinese Delegation, after Adoption of Resolution on Review of the Status of the Human Rights Council by the 65th Session of the General Assembly（2011-06-18）",2011,https://un.china-mission.gov.cn/eng/chinaandun/socialhr/rqwt/201106/t20110618_8418005.htm,data/raw/un_docs/mission_statements/china_statement_81749825e296.html,data/processed/un_docs/text/china_statement_81749825e296.txt,existing,"Statement by LI Xiaomei, Representative of the Chinese Delegation, after Adoption of Resolution on Review of the Status of the Human Rights Council by the 65th Session of the General Assembly_Permanent Mission of the People's Republic of China to the UN 中文 Home About the Mission Ambassador FU Cong, PR Ambassador GENG Shuang, DPR Welcoming Message Sections of the Mission Contact Us China & UN High-level Exchanges Highlights of the Security Council Economic Affairs and Development Social Development and Human Rights Political Issues of the General Assembly Arms Control and Disarmament Legal Aff…",2026-05-16
China,"Statement by Ms. LIU Lingxiao of the Chinese Delegation at the Third Committee of the 65th Session of the General Assembly on Racism and Self-Determination(Items 66, 67)（2010-11-01）",2010,https://un.china-mission.gov.cn/eng/chinaandun/socialhr/rqwt/201011/t20101102_8418004.htm,data/raw/un_docs/mission_statements/china_statement_88d8e4fb3049.html,data/processed/un_docs/text/china_statement_88d8e4fb3049.txt,existing,"Statement by Ms. LIU Lingxiao of the Chinese Delegation at the Third Committee of the 65th Session of the General Assembly on Racism and Self-Determination(Items 66, 67)_Permanent Mission of the People's Republic of China to the UN 中文 Home About the Mission Ambassador FU Cong, PR Ambassador GENG Shuang, DPR Welcoming Message Sections of the Mission Contact Us China & UN High-level Exchanges Highlights of the Security Council Economic Affairs and Development Social Development and Human Rights Political Issues of the General Assembly Arms Control and Disarmament Legal Affairs and Treaties Admi…",2026-05-16
China,"Statement by Ms. ZHANG Dan, Counsellor of the Chinese Delegation, at the Third Committee of the 65th Session of the General Assembly on the Implementation of Human Rights Instruments (Item68A)（2010-10-19）",2010,https://un.china-mission.gov.cn/eng/chinaandun/socialhr/rqwt/201010/t20101020_8418003.htm,data/raw/un_docs/mission_statements/china_statement_c9ab47de8d57.html,data/processed/un_docs/text/china_statement_c9ab47de8d57.txt,existing,"Statement by Ms. ZHANG Dan, Counsellor of the Chinese Delegation, at the Third Committee of the 65th Session of the General Assembly on the Implementation of Human Rights Instruments (Item68A)_Permanent Mission of the People's Republic of China to the UN 中文 Home About the Mission Ambassador FU Cong, PR Ambassador GENG Shuang, DPR Welcoming Message Sections of the Mission Contact Us China & UN High-level Exchanges Highlights of the Security Council Economic Affairs and Development Social Development and Human Rights Political Issues of the General Assembly Arms Control and Disarmament Legal Af…",2026-05-16
China,"Statement by Ms. Zhang Dan, Counselor of the Chinese Delegation, at the 3rd Committee of the 64th Session of the General Assembly on Explanation of Vote before the Vote on Draft Resolution L. 36 (Situation of human rights in Myanmar)（2009-11-19）",2009,https://un.china-mission.gov.cn/eng/chinaandun/socialhr/rqwt/200911/t20091120_8418001.htm,data/raw/un_docs/mission_statements/china_statement_7c946ebc0fcf.html,data/processed/un_docs/text/china_statement_7c946ebc0fcf.txt,existing,"Statement by Ms. Zhang Dan, Counselor of the Chinese Delegation, at the 3rd Committee of the 64th Session of the General Assembly on Explanation of Vote before the Vote on Draft Resolution L. 36 (Situation of human rights in Myanmar)_Permanent Mission of the People's Republic of China to the UN 中文 Home About the Mission Ambassador FU Cong, PR Ambassador GENG Shuang, DPR Welcoming Message Sections of the Mission Contact Us China & UN High-level Exchanges Highlights of the Security Council Economic Affairs and Development Social Development and Human Rights Political Issues of the General Assem…",2026-05-16
China,"Statement by Ms. ZHANG Dan, Counselor of the Chinese Delegation, at the 3rd Committee of the 64th Session of the General Assembly on Explanation of Vote before the Vote on Draft Resolution L.35 (Situation of human rights in DPRK)（2009-11-19）",2009,https://un.china-mission.gov.cn/eng/chinaandun/socialhr/rqwt/200911/t20091120_8418000.htm,data/raw/un_docs/mission_statements/china_statement_ad152af04763.html,data/processed/un_docs/text/china_statement_ad152af04763.txt,existing,"Statement by Ms. ZHANG Dan, Counselor of the Chinese Delegation, at the 3rd Committee of the 64th Session of the General Assembly on Explanation of Vote before the Vote on Draft Resolution L.35 (Situation of human rights in DPRK)_Permanent Mission of the People's Republic of China to the UN 中文 Home About the Mission Ambassador FU Cong, PR Ambassador GENG Shuang, DPR Welcoming Message Sections of the Mission Contact Us China & UN High-level Exchanges Highlights of the Security Council Economic Affairs and Development Social Development and Human Rights Political Issues of the General Assembly…",2026-05-16
