sample_id,sample_label,anchor_id,anchor_label,anchor_type,year,period,n_resolutions,mean_brazil_china_agreement,mean_brazil_anchor_agreement,mean_relative_agreement_china_minus_anchor,mean_brazil_china_similarity,mean_brazil_anchor_similarity,mean_relative_similarity_china_minus_anchor,mean_anchor_valid_members
all_votes,All valid Brazil-China votes,united_states,United States,individual,2006,Pre-2009,108,0.8148148148148148,0.16666666666666666,0.6481481481481481,0.8842592592592591,0.2685185185185187,0.6157407407407409,1
all_votes,All valid Brazil-China votes,united_states,United States,individual,2007,Pre-2009,93,0.8387096774193549,0.08602150537634409,0.7526881720430108,0.9032258064516129,0.18279569892473124,0.7204301075268815,1
all_votes,All valid Brazil-China votes,united_states,United States,individual,2008,Pre-2009,96,0.7604166666666666,0.15625,0.6041666666666666,0.859375,0.26041666666666663,0.5989583333333333,1
all_votes,All valid Brazil-China votes,united_states,United States,individual,2009,Post-2009,82,0.8658536585365854,0.24390243902439024,0.6219512195121951,0.9329268292682927,0.35365853658536595,0.5792682926829269,1
all_votes,All valid Brazil-China votes,united_states,United States,individual,2010,Post-2009,84,0.8690476190476191,0.2619047619047619,0.6071428571428571,0.9047619047619049,0.375,0.5297619047619047,1
all_votes,All valid Brazil-China votes,united_states,United States,individual,2011,Post-2009,95,0.8631578947368421,0.3368421052631579,0.5263157894736842,0.9263157894736842,0.4421052631578947,0.48421052631578954,1
all_votes,All valid Brazil-China votes,united_states,United States,individual,2012,Post-2009,90,0.7888888888888889,0.3,0.4888888888888889,0.8722222222222222,0.37222222222222245,0.5,1
china_usa_divergent,China-U.S. divergent votes,brics_peers_fixed,"BRICS peers excluding Brazil and China, fixed",bloc_modal,2005,Pre-2009,80,0.8375,0.875,-0.0375,0.9,0.93125,-0.03125,3
china_usa_divergent,China-U.S. divergent votes,brics_peers_fixed,"BRICS peers excluding Brazil and China, fixed",bloc_modal,2006,Pre-2009,90,0.7888888888888889,0.7888888888888889,0,0.8666666666666666,0.8833333333333333,-0.01666666666666669,2.977777777777778
china_usa_divergent,China-U.S. divergent votes,brics_peers_fixed,"BRICS peers excluding Brazil and China, fixed",bloc_modal,2007,Pre-2009,81,0.8518518518518519,0.8395061728395061,0.012345679012345678,0.9197530864197531,0.9135802469135802,0.006172839506172812,2.9876543209876543
china_usa_divergent,China-U.S. divergent votes,brics_peers_fixed,"BRICS peers excluding Brazil and China, fixed",bloc_modal,2008,Pre-2009,79,0.7341772151898734,0.7341772151898734,0,0.8481012658227847,0.8481012658227848,0,2.9746835443037973
china_usa_divergent,China-U.S. divergent votes,brics_peers_fixed,"BRICS peers excluding Brazil and China, fixed",bloc_modal,2009,Post-2009,63,0.8412698412698413,0.8412698412698413,0,0.9206349206349207,0.9206349206349207,0,3
china_usa_divergent,China-U.S. divergent votes,brics_peers_fixed,"BRICS peers excluding Brazil and China, fixed",bloc_modal,2010,Post-2009,63,0.873015873015873,0.9047619047619048,-0.031746031746031744,0.9126984126984128,0.9523809523809523,-0.039682539682539694,3
china_usa_divergent,China-U.S. divergent votes,brics_peers_fixed,"BRICS peers excluding Brazil and China, fixed",bloc_modal,2011,Post-2009,60,0.8666666666666667,0.8833333333333333,-0.016666666666666666,0.925,0.9416666666666667,-0.01666666666666669,2.9833333333333334
china_usa_divergent,China-U.S. divergent votes,brics_peers_fixed,"BRICS peers excluding Brazil and China, fixed",bloc_modal,2012,Post-2009,67,0.7761194029850746,0.8805970149253731,-0.1044776119402985,0.8656716417910448,0.9328358208955224,-0.06716417910447765,2.985074626865672
china_usa_divergent,China-U.S. divergent votes,brics_peers_historical,"BRICS peers excluding Brazil and China, historical",bloc_modal,2005,Pre-2009,59,0.847457627118644,0.847457627118644,0,0.9067796610169492,0.9152542372881356,-0.008474576271186463,2
china_usa_divergent,China-U.S. divergent votes,brics_peers_historical,"BRICS peers excluding Brazil and China, historical",bloc_modal,2006,Pre-2009,72,0.8055555555555556,0.7638888888888888,0.041666666666666664,0.8819444444444443,0.8680555555555557,0.013888888888888926,2
china_usa_divergent,China-U.S. divergent votes,brics_peers_historical,"BRICS peers excluding Brazil and China, historical",bloc_modal,2007,Pre-2009,65,0.8615384615384616,0.8307692307692308,0.03076923076923077,0.923076923076923,0.9076923076923077,0.015384615384615432,2
china_usa_divergent,China-U.S. divergent votes,brics_peers_historical,"BRICS peers excluding Brazil and China, historical",bloc_modal,2008,Pre-2009,60,0.7833333333333333,0.7166666666666667,0.06666666666666667,0.8833333333333333,0.85,0.03333333333333331,2
china_usa_divergent,China-U.S. divergent votes,brics_peers_historical,"BRICS peers excluding Brazil and China, historical",bloc_modal,2009,Post-2009,42,0.8809523809523809,0.8333333333333334,0.047619047619047616,0.9404761904761905,0.9166666666666666,0.023809523809523794,2
china_usa_divergent,China-U.S. divergent votes,brics_peers_historical,"BRICS peers excluding Brazil and China, historical",bloc_modal,2010,Post-2009,39,0.9743589743589743,0.9230769230769231,0.05128205128205128,0.9871794871794872,0.9615384615384616,0.025641025641025633,2
china_usa_divergent,China-U.S. divergent votes,brics_peers_historical,"BRICS peers excluding Brazil and China, historical",bloc_modal,2011,Post-2009,60,0.8666666666666667,0.8833333333333333,-0.016666666666666666,0.925,0.9416666666666667,-0.01666666666666669,2.9833333333333334
china_usa_divergent,China-U.S. divergent votes,brics_peers_historical,"BRICS peers excluding Brazil and China, historical",bloc_modal,2012,Post-2009,67,0.7761194029850746,0.8805970149253731,-0.1044776119402985,0.8656716417910448,0.9328358208955224,-0.06716417910447765,2.985074626865672
china_usa_divergent,China-U.S. divergent votes,g77_fixed,"G77 modal vote excluding Brazil and China, fixed official member list",bloc_modal,2005,Pre-2009,86,0.8255813953488372,0.9069767441860465,-0.08139534883720931,0.8953488372093024,0.9534883720930233,-0.058139534883720916,106.44186046511628
china_usa_divergent,China-U.S. divergent votes,g77_fixed,"G77 modal vote excluding Brazil and China, fixed official member list",bloc_modal,2006,Pre-2009,93,0.7956989247311828,0.8924731182795699,-0.0967741935483871,0.8709677419354838,0.9408602150537635,-0.0698924731182796,115.10752688172043
china_usa_divergent,China-U.S. divergent votes,g77_fixed,"G77 modal vote excluding Brazil and China, fixed official member list",bloc_modal,2007,Pre-2009,86,0.8372093023255814,0.9186046511627907,-0.08139534883720931,0.9069767441860466,0.9651162790697675,-0.058139534883720916,113.36046511627907
