b,status,att_bsv_r2,att_dm_r1,att_dm_r2,diff_procedure,diff_common_r2
24,ok,-0.06252006476432914,-0.07444260212621163,-0.02524968199437758,-0.011922537361882493,0.037270382769951566
25,ok,-0.0744629589985972,-0.09461385083990007,-0.0570067698897431,-0.020150891841302865,0.017456189108854103
26,ok,-0.08460227941439907,-0.010488418346279964,-0.05700996747102652,0.07411386106811911,0.027592311943372555
27,ok,-0.1672979650354935,-0.044218237529868164,-0.05392338312034969,0.12307972750562532,0.1133745819151438
28,ok,-0.04589973065956945,0.026725346184089508,-0.009865028993071196,0.07262507684365896,0.03603470166649825
29,ok,-0.08515499054315753,-1.4195029657232178e-4,-0.05632945417668645,0.08501304024658521,0.02882553636647108
30,ok,-0.09324750536232837,-0.019796589878347835,-0.04626710199792672,0.07345091548398053,0.04698040336440165
31,ok,-0.030231404192840115,-0.04308380286493114,0.10497723304305243,-0.012852398672091023,0.13520863723589255
32,ok,-0.07003388040372979,0.012299952039905694,-0.032375790554386025,0.08233383244363549,0.03765808984934377
33,ok,-0.046807789617266005,-0.033066615018258125,0.09517039788757195,0.01374117459900788,0.14197818750483795
34,ok,-0.15788723067171984,-0.0018553293606443015,-0.07909526830884892,0.15603190131107553,0.07879196236287092
35,ok,-0.12261871502659927,-0.017823766915330636,-0.1047399078340172,0.10479494811126863,0.017878807192582072
36,ok,-0.0993256377976189,-0.07460925832331244,-0.10160348509680918,0.024716379474306452,-0.002277847299190283
37,ok,-0.09644546415265902,-0.10985842223738582,-0.12073999432312553,-0.013412958084726798,-0.02429453017046651
38,ok,0.04063369624316053,0.12588608378678653,0.07935586222060821,0.085252387543626,0.03872216597744768
39,ok,-0.09879141694681934,0.09980811723054892,-0.003977220279960599,0.19859953417736825,0.09481419666685874
40,ok,-0.06326547667437822,-0.04294784679094688,-0.04480475260783559,0.02031762988343134,0.01846072406654263
41,ok,-0.1007185661806536,-0.05899594801338592,-0.09129911245573542,0.04172261816726768,0.009419453724918175
42,ok,-0.12122131590907248,-0.02911663338958355,-0.07342951417775787,0.09210468251948893,0.047791801731314615
43,ok,-0.11691185547059264,0.022200482227523136,-0.0680746138856211,0.1391123376981158,0.04883724158497155
44,ok,-0.070574209863958,0.025050748978469397,-0.015282396923091515,0.0956249588424274,0.055291812940866485
45,ok,-0.0871365442726462,-0.0011328378762336742,-0.007196747010927306,0.08600370639641251,0.07993979726171889
46,ok,-0.07870618179782074,-0.09345387769745274,-0.13197859440026768,-0.014747695899631999,-0.053272412602446945
47,ok,-0.071224674093397,0.0029745230613322867,-0.042916836027317364,0.0741991971547293,0.028307838066079637
48,ok,-0.11881485784993133,-0.03552013386278898,-0.011744999241752355,0.08329472398714236,0.10706985860817897
49,ok,-0.14892225096312003,-0.08354141998521265,-0.15434187414426787,0.06538083097790738,-0.005419623181147831
50,ok,-0.09618470269643344,-0.05654633243567556,-0.0741646330050715,0.03963837026075787,0.02202006969136193
51,ok,-0.10163661859868785,-0.08104983703938284,-0.10903930672419257,0.020586781559305004,-0.007402688125504722
52,ok,-0.028816149726551752,-0.02815587907972848,-0.03594614036994119,6.60270646823273e-4,-0.007129990643389438
53,ok,-0.10772684520870329,-0.0703747308732254,-0.10900662762401109,0.03735211433547789,-0.0012797824153077952
54,ok,-0.16670753845318892,-0.02563128523796965,-0.12187067573874362,0.14107625321521927,0.0448368627144453
55,ok,-0.0801056679645899,-0.04832846050206542,-0.05699063529235158,0.03177720746252448,0.02311503267223832
56,ok,-0.1320670805814043,-0.10352726926839728,-0.1424262936621959,0.028539811313007007,-0.010359213080791602
57,ok,-0.1228415203135258,0.01178963121051043,-0.03366512830371174,0.13463115152403624,0.08917639200981406
58,ok,-0.039985976409691315,0.017545936361021797,-0.024262130924605718,0.05753191277071311,0.015723845485085597
59,ok,-0.1128483687209524,-0.05589650565666002,-0.07250622448266954,0.05695186306429238,0.04034214423828286
60,ok,-0.14995670777465436,-0.12376923218890418,-0.027565384573499156,0.026187475585750186,0.1223913232011552
61,ok,-0.06621315884959408,0.00144289362263685,-0.022896166177500402,0.06765605247223093,0.043316992672093685
62,ok,-0.10275623549587778,-0.04859899767016897,-0.09450963648453607,0.05415723782570882,0.008246599011341713
63,ok,-0.06328341231920985,-0.05399026441492357,-0.06050008453024912,0.00929314790428628,0.002783327788960732
64,ok,-0.05305822810516317,-0.04136380881558395,-0.04337363610583555,0.01169441928957922,0.00968459199932762
65,ok,-0.17064295490124862,-0.09220490445949267,-0.12670949697895742,0.07843805044175595,0.0439334579222912
66,ok,-0.12281377540449377,-0.003991105820472286,-0.04663689847086068,0.11882266958402149,0.07617687693363309
67,ok,-0.1185539589410514,-0.08702097836386642,-0.1202224358025777,0.03153298057718498,-0.0016684768615262968
68,ok,-0.11006707608563661,-0.0034772793530477714,-0.0860541397529525,0.10658979673258884,0.024012936332684115
69,ok,-0.0637026000612639,-0.05883542999396393,-0.08960793918375154,0.004867170067299968,-0.025905339122487644
70,ok,-0.10805412566720239,-0.01954808126819274,-0.09715000770784547,0.08850604439900965,0.010904117959356918
71,ok,-0.11037294529233134,0.012387305065180453,-0.03055771433059774,0.12276025035751179,0.0798152309617336
72,ok,-0.06015810964684044,-0.04535505639651878,-0.06342055267665529,0.014803053250321656,-0.0032624430298148557
73,ok,-0.10363859468596745,0.07705743125005504,0.0028537609493566544,0.1806960259360225,0.10649235563532411
74,ok,-0.075698217005396,-0.02150685111354063,-0.023169750621335413,0.05419136589185537,0.052528466384060585
75,ok,-0.1428885878082022,-0.009142224071764909,-0.0246546194726229,0.1337463637364373,0.11823396833557931
76,ok,-0.06138397024316031,0.005381058211034483,-0.03776578610001439,0.0667650284541948,0.02361818414314592
77,ok,-0.12005742953608343,-0.05906154293648316,-0.13892969643285422,0.06099588659960027,-0.01887226689677078
78,ok,-0.07512333264001007,0.06117863913309583,-0.01033147073151248,0.1363019717731059,0.06479186190849759
79,ok,-0.11307439809060431,-0.06300477477899843,-0.06971479760734055,0.050069623311605874,0.04335960048326376
80,ok,-0.07093051205488651,-0.027899646012443866,-0.06272858799668264,0.04303086604244265,0.008201924058203872
81,ok,-0.09599677365575664,-0.06951533465933607,-0.02942232664169313,0.026481438996420567,0.06657444701406351
82,ok,-0.028290441852830285,0.05638155091577055,0.04606160450533939,0.08467199276860084,0.07435204635816967
83,ok,-0.053887402246377024,0.057701428441120556,0.01672634667766497,0.11158883068749759,0.07061374892404199
84,ok,-0.10902588502984611,-0.01238780710864445,-0.013768999842819988,0.09663807792120166,0.09525688518702613
85,ok,-0.07149660094595808,0.02589232871608344,-0.006765491734078198,0.09738892966204152,0.06473110921187988
86,ok,-0.1473352252560568,-0.057798621864152244,-0.08174758948557341,0.08953660339190456,0.06558763577048339
87,ok,-0.04502626385081849,0.06601167620631455,-0.027201577391429917,0.11103794005713305,0.01782468645938857
88,ok,-0.05784201611603052,-0.0283803680926372,-0.050569703916009866,0.029461648023393322,0.007272312200020656
89,ok,-0.061530986689577745,-0.021603348119718927,-0.05423195457771591,0.039927638569858814,0.007299032111861836
90,ok,-0.08802460474547404,-0.05547278738383101,-0.10557444720439593,0.032551817361643025,-0.017549842458921897
91,ok,-0.1702734680460929,-0.09092049080356736,-0.1407178866602634,0.07935297724252553,0.029555581385829477
92,ok,-0.0923350548624084,0.009630004300452789,0.007251293484199697,0.10196505916286118,0.0995863483466081
93,ok,-0.12137172210087786,-0.04127019940248262,-0.07793180987614219,0.08010152269839524,0.04343991222473567
94,ok,-0.1345473130985582,-0.09406759482965579,-0.06702209903593392,0.0404797182689024,0.06752521406262427
95,ok,-0.07520315006937443,0.013701291883729741,-0.01436811144843364,0.08890444195310418,0.06083503862094079
96,ok,-0.03554719933340906,0.03765590709482441,0.024536872484477917,0.07320310642823347,0.060084071817886976
97,ok,-0.12282553396551484,-0.019364621519112928,-0.07490795305385574,0.1034609124464019,0.0479175809116591
98,ok,-0.06209000692849509,2.7945642436997295e-4,-0.053491306580341846,0.062369463352865064,0.008598700348153243
99,ok,-0.08739830274303832,-0.01443071602569341,-0.0410470830043609,0.0729675867173449,0.046351219738677424
100,ok,-0.11330734172966338,-0.01835188297992727,-0.05523742622177838,0.0949554587497361,0.058069915507885
101,ok,-0.12485189593002614,-0.01871744147517635,-0.042553602391744244,0.10613445445484979,0.0822982935382819
102,ok,-0.11435330666662613,-0.10645096142856963,-0.02149561168169581,0.007902345238056496,0.09285769498493032
103,ok,-0.11022930974139132,-0.052681328097586466,-0.03771788892258861,0.057547981643804855,0.07251142081880271
104,ok,-0.10312439453473608,-0.05872072348766188,-0.10833849235721939,0.044403671047074204,-0.0052140978224833046
105,ok,-0.1625402230340503,-0.04684502396489699,-0.12578363689552183,0.11569519906915332,0.036756586138528474
106,ok,-0.07287878870892317,-0.059606154830473816,-0.09121010411594653,0.013272633878449354,-0.01833131540702336
107,ok,-0.11109340496955054,-0.04162933055451331,-0.07961308252283202,0.06946407441503724,0.03148032244671853
108,ok,-0.07167643996320944,-0.017662242749753976,-0.014060600479341687,0.05401419721345546,0.05761583948386775
109,ok,-0.07077947842547239,-0.021301496966978358,-0.024877886965318074,0.049477981458494025,0.04590159146015431
110,ok,-0.05317058681818864,-0.02995673396121452,-0.04629840155870038,0.02321385285697412,0.00687218525948826
111,ok,-0.07752567739631651,-0.047223229276456086,-0.05949043153789796,0.030302448119860423,0.01803524585841855
112,ok,-0.06036644406985477,-0.006243651922004523,-0.008316494737877718,0.05412279214785025,0.052049949331977055
113,ok,-0.17392253254875997,-0.0813873036619647,-0.10027291563804466,0.09253522888679527,0.07364961691071531
114,ok,-0.0884161605978812,0.05806159712690507,-0.06971183098350618,0.14647775772478627,0.018704329614375015
115,ok,-0.08407659716176302,-0.06749710990300671,-0.1289720650762111,0.016579487258756312,-0.04489546791444807
116,ok,-0.07446242324632343,-0.08756589308086572,-0.09313216435842592,-0.013103469834542289,-0.018669741112102484
117,ok,-0.10334611850451449,-0.033843701016195174,-0.050111470802649424,0.06950241748831931,0.05323464770186506
118,ok,-0.10603770969852841,-0.03833343919017306,-0.009907810259514248,0.06770427050835534,0.09612989943901416
119,ok,-0.064904013591633,-0.12782792053503395,-0.18906009015472794,-0.06292390694340094,-0.12415607656309494
120,ok,-0.05722233994342966,-0.057729557999810256,-0.044052523635808825,-5.072180563805984e-4,0.013169816307620832
121,ok,-0.1639747007635718,-0.12423027164249824,-0.15892695385856564,0.03974442912107355,0.005047746905006145
122,ok,-0.12856336384501243,-0.04315945234481349,-0.09943863924445359,0.08540391150019894,0.029124724600558843
123,ok,-0.19889892735518633,-0.11286788455396446,-0.16110196417166495,0.08603104280122187,0.03779696318352138
124,ok,-0.08457512980759806,-0.03286650147551269,-0.09194484348813815,0.051708628332085366,-0.0073697136805400965
125,ok,-0.060167955479597454,-0.011644843798316633,0.021916354222354884,0.04852311168128082,0.08208430970195234
126,ok,-0.053381169985037606,-0.03989335716022308,0.02506074110500188,0.013487812824814524,0.07844191109003948
127,ok,-0.1583941560213713,-0.12586805263765055,-0.17311740918754853,0.03252610338372075,-0.01472325316617723
128,ok,-0.10382864610158458,-0.05119719290229673,-0.05785488915320815,0.05263145319928785,0.04597375694837644
129,ok,-0.11056575577404362,-0.04869250301502277,-0.09123927733649444,0.06187325275902085,0.019326478437549185
130,ok,-0.14628347151383608,-0.07184516903930648,-0.12911240162596072,0.07443830247452961,0.017171069887875368
131,ok,-0.08955047112869631,0.07624608145043592,-0.003076746102440108,0.16579655257913223,0.0864737250262562
132,ok,-0.1611727958881678,-0.10061077145106291,-0.12841300321718288,0.060562024437104886,0.032759792670984916
133,ok,-0.08322226794237202,6.905742481555281e-4,-0.014915653839235548,0.08391284219052754,0.06830661410313647
134,ok,-0.06034655674637886,0.015473757269664198,-0.032940392606835206,0.07582031401604306,0.02740616413954365
135,ok,-0.0686416879440695,-0.029632115984388193,-0.06347134823174924,0.0390095719596813,0.005170339712320254
136,ok,-0.04058231801584169,-0.004253008724579061,-0.029217551888435906,0.03632930929126263,0.011364766127405782
137,ok,-0.07487742381616681,0.007932391623971666,-0.024429533200631997,0.08280981544013848,0.05044789061553481
138,ok,-0.13036452477081298,-0.09014916113682354,-0.13218067367923503,0.040215363633989434,-0.0018161489084220495
139,ok,-0.08325492303041522,0.04211854715666959,-0.019447717483818624,0.1253734701870848,0.0638072055465966
140,ok,-0.04334653895414375,-0.043998040038787226,-0.1194872051243596,-6.515010846434785e-4,-0.07614066617021586
141,ok,-0.05765001762802031,-0.058760837221879386,-0.10054927714585529,-0.001110819593859079,-0.042899259517834985
142,ok,-0.0833548270125825,-0.04509122197064483,-0.0802648255600111,0.03826360504193767,0.003090001452571392
143,ok,-0.10616929176070325,-0.08659729262535233,-0.035715392097916916,0.019571999135350918,0.07045389966278634
144,ok,-0.0815990041401625,0.024842718224983844,0.016707057194438133,0.10644172236514635,0.09830606133460063
145,ok,-0.11894781475172572,6.086237379435458e-4,-0.0365638542716472,0.11955643848966926,0.08238396048007852
146,ok,-0.06613303170355074,0.021615925558051297,-0.03353812875173159,0.08774895726160203,0.03259490295181915
147,ok,-0.13501895229662464,-0.04969750357838056,-0.11379072290137789,0.08532144871824407,0.021228229395246753
148,ok,-0.06610040933021534,0.04380139623028396,0.033127409649482666,0.1099018055604993,0.09922781897969801
149,ok,-0.128706770615285,-0.0317670437222724,-0.07766019247217328,0.09693972689301258,0.05104657814311171
150,ok,-0.09948787849930894,0.00808485312461418,-0.0689777552065624,0.10757273162392313,0.03051012329274655
151,ok,-0.04578868807949713,0.07235315747378694,0.03527178046989006,0.11814184555328408,0.0810604685493872
152,ok,-0.07665047532472394,-0.15419235141125956,-0.0950384156167561,-0.07754187608653562,-0.018387940292032168
153,ok,-0.1663080674621314,-0.025120277389574997,-0.05867840490649796,0.14118779007255639,0.10762966255563344
154,ok,-0.09318667353994879,-0.031002597985488344,-0.08170901925760024,0.06218407555446045,0.011477654282348551
155,ok,-0.10230557366465111,-0.07779695579321025,-0.08340029267802405,0.02450861787144086,0.018905280986627054
156,ok,-0.08140386226521107,-0.057354953149605106,-0.09245242654080255,0.024048909115605963,-0.011048564275591477
157,ok,-0.1430813302882169,-0.08681915454329374,-0.1354596052464763,0.05626217574492316,0.007621725041740607
158,ok,-0.10600360839398366,0.024890899444615425,-0.04492901628313464,0.1308945078385991,0.06107459211084902
159,ok,-0.06938750410513138,-0.009187044607075255,-0.06058504459370193,0.06020045949805612,0.008802459511429446
160,ok,-0.2212231279421512,-0.10459507122633828,-0.12808816143148918,0.11662805671581293,0.09313496651066203
161,ok,-0.08870363735442757,-0.03514330370861267,-0.079410381488584,0.0535603336458149,0.009293255865843578
162,ok,-0.08828733520939784,-0.05024749985210624,-0.10552165419107869,0.0380398353572916,-0.017234318981680846
163,ok,-0.06851957950664804,-0.021307926765081097,-0.07031308428337882,0.04721165274156694,-0.0017935047767307782
164,ok,-0.14170192641708337,-0.0678595127953691,-0.11016651080872775,0.07384241362171427,0.03153541560835563
165,ok,-0.1248460934385244,-0.029869261406324562,-0.08188002248376941,0.09497683203219984,0.04296607095475499
166,ok,-0.07830551959158163,-0.0243831106226451,-0.05541137996670321,0.05392240896893653,0.022894139624878428
167,ok,-0.1179701205633578,-0.06218636939680203,-0.10490855384041754,0.055783751166555776,0.01306156672294026
168,ok,-0.15205497598700002,-0.09767124200093201,-0.15061713152370554,0.05438373398606801,0.0014378444632944798
169,ok,-0.05475788519210501,-0.05030997645113269,-0.05833660440662391,0.004447908740972319,-0.0035787192145188967
170,ok,-0.09431143776287453,-0.01945420539133025,-0.06599154086380453,0.07485723237154428,0.028319896899069996
171,ok,-0.07385665530289266,-0.04154978319573808,-0.05618057731515303,0.032306872107154584,0.01767607798773963
172,ok,-0.16352314465622736,-0.11777514033835584,-0.16053752065951954,0.045748004317871516,0.00298562399670782
173,ok,-0.13426835268658,-0.04664619531911241,-0.09950908392083303,0.08762215736746759,0.03475926876574696
174,ok,-0.01788853992487818,0.041896623544820016,-0.00359472102740438,0.0597851634696982,0.0142938188974738
175,ok,-0.08528850962490321,-0.08641353367440574,-0.03339260647127855,-0.0011250240495025293,0.05189590315362466
176,ok,-0.11231278818509213,0.02332742714606638,-0.07082948609700179,0.1356402153311585,0.04148330208809034
177,ok,-0.10110011401976089,-0.0028419421955024576,-0.05662948087480601,0.09825817182425843,0.044470633144954884
178,ok,-0.05069995313864152,0.010045692298068034,-0.03332481444381552,0.06074564543670956,0.017375138694826
179,ok,-0.10923368170377874,-0.045781808282634305,-0.052737499296426626,0.06345187342114444,0.056496182407352116
180,ok,-0.07666305466773163,-0.012300841784322421,-0.05533218782109325,0.06436221288340921,0.02133086684663838
181,ok,-0.06528539685441859,0.0815469098087261,-0.03190595870463414,0.14683230666314467,0.033379438149784446
182,ok,-0.1067166233754228,-0.030296854346773008,-0.02039139562972486,0.07641976902864979,0.08632522774569794
183,ok,-0.10355066205765669,-0.05942826144702844,-0.09620585644708644,0.04412240061062825,0.007344805610570243
184,ok,-0.07758866685291801,-0.020547083599075616,0.014338688721477215,0.0570415832538424,0.09192735557439523
185,ok,-0.17864321027958077,-0.06118123812721787,-0.10853822669285354,0.1174619721523629,0.07010498358672723
186,ok,-0.06178348281909039,0.027836926289631247,-0.0282611834888225,0.08962040910872164,0.033522299330267895
187,ok,-0.14378658623601184,0.0074893649750901225,-0.04998983619668264,0.15127595121110196,0.0937967500393292
188,ok,-0.06192307249259075,0.0691755780941167,0.01530103578997653,0.13109865058670744,0.07722410828256727
189,ok,-0.12572272384621808,-0.02927192699139137,-0.07270479947411682,0.09645079685482671,0.05301792437210126
190,ok,-0.13659912922914574,-0.10067564721535899,-0.13941974510387964,0.035923482013786756,-0.002820615874733895
191,ok,-0.04526025949338123,-0.005446235630965794,-0.006082365950757519,0.039814023862415435,0.03917789354262371
192,ok,-0.07239806852151706,-0.012233452039226338,-0.06675329809140285,0.060164616482290725,0.005644770430114215
193,ok,-0.13421459162758442,-0.006954435468832885,-0.05391025385213667,0.12726015615875153,0.08030433777544775
194,ok,-0.16318206546617914,-0.1066991816393672,-0.16482945227628726,0.056482883826811936,-0.0016473868101081202
195,ok,-0.08194109740006016,-0.03812723288945128,-0.020770465402083223,0.043813864510608876,0.06117063199797693
196,ok,-0.11944607565074779,-0.029443405581125327,-0.07853702208840584,0.09000267006962245,0.04090905356234195
197,ok,-0.053671078874678674,0.059294667960102146,-0.03204180720040499,0.11296574683478082,0.021629271674273684
198,ok,-0.1577458096462924,-0.07441930233157032,0.02256141561049109,0.08332650731472208,0.1803072252567835
199,ok,-0.10804780811315601,-0.06917974924027843,-0.06647718438112149,0.03886805887287757,0.04157062373203452
200,ok,-0.11286884441099958,-0.07569033360809835,-0.11132141126499194,0.03717851080290123,0.0015474331460076374
201,ok,-0.05284053102276535,-0.0038341663240395404,-0.051627827656829585,0.04900636469872581,0.0012127033659357633
202,ok,-0.08709253231997503,-0.010384776181255717,-0.05690679598782668,0.07670775613871932,0.030185736332148355
203,ok,-0.15700709648116049,-0.08799586223373297,-0.11167021116647573,0.06901123424742751,0.04533688531468476
204,ok,-0.17225607632105996,-0.026942787559945655,-0.06069719321664114,0.14531328876111432,0.11155888310441883
205,ok,-0.05476882724121769,0.04027092673446893,-0.014348128833136591,0.09503975397568662,0.0404206984080811
206,ok,-0.13436885498160253,0.06701238371175439,-0.08248306713179121,0.20138123869335692,0.05188578784981132
207,ok,-0.11796777498848755,0.026226746543573196,-0.04450160004004934,0.14419452153206075,0.07346617494843821
208,ok,-0.11657465249384398,-0.051346686511087224,-0.07376305365791651,0.06522796598275676,0.04281159883592747
209,ok,-0.11717511923076561,-0.053703786098652034,-0.07032287372700496,0.06347133313211357,0.046852245503760645
210,ok,-0.18529821357841436,-0.04538769187229646,-0.139858120688533,0.1399105217061179,0.04544009288988135
211,ok,-0.07275710814748504,-0.01668680681575424,-0.05645119756191638,0.0560703013317308,0.016305910585568656
212,ok,-0.08278275562692937,-0.007452933596792468,-0.09333377024268813,0.0753298220301369,-0.010551014615758761
213,ok,-0.10059225983280728,-0.09320576564966265,-0.13394356547019898,0.007386494183144632,-0.03335130563739169
214,ok,-0.19124158387080703,-0.06816852935136178,-0.1228779521960299,0.12307305451944525,0.06836363167477713
215,ok,-0.0584714316110472,0.017797087946628747,-0.002293074165069071,0.07626851955767595,0.056178357445978135
216,ok,-0.09994776111830116,0.031453318146333724,-0.054535280951932316,0.13140107926463487,0.04541248016636884
217,ok,-0.1267505812586897,-0.10780252759379991,-0.09375149464386248,0.018948053664889802,0.03299908661482723
218,ok,-0.08613879936698524,-0.04122240174362703,-0.07230764984437765,0.04491639762335821,0.013831149522607583
219,ok,-0.06019641113830199,0.055985631077688926,0.05806056673968856,0.11618204221599092,0.11825697787799055
220,ok,-0.08989491859012923,-0.0031042130510160297,-0.08136543883897832,0.0867907055391132,0.008529479751150912
221,ok,-0.11270151560430788,-0.02311198160305536,-0.034481944308423156,0.08958953400125252,0.07821957129588472
222,ok,-0.09116169778241202,-0.015405510954177623,-0.07637494695472377,0.0757561868282344,0.014786750827688253
223,ok,-0.16523608189026825,-0.11782495049523793,-0.07872188141264692,0.04741113139503032,0.08651420047762133
224,ok,-0.09758664387824206,-0.08704337984753746,-0.13362960289217082,0.010543264030704602,-0.03604295901392876
225,ok,-0.10038411753481687,-0.006832504527740242,0.021382978704929872,0.09355161300707662,0.12176709623974674
226,ok,-0.024447223451133593,0.019593883751377158,0.04343460110589881,0.044041107202510754,0.0678818245570324
227,ok,-0.10291454821533619,0.03929164019443889,-0.008847923244921922,0.14220618840977509,0.09406662497041426
228,ok,-0.09552504401370827,0.017996835881202735,-0.013431817400999885,0.11352187989491101,0.08209322661270839
229,ok,-0.1053110937589815,-0.09127772282159138,-0.09666862819079648,0.014033370937390113,0.008642465568185015
230,ok,-0.09616259719303588,-0.08874994937467087,-0.13184775426855871,0.007412647818365009,-0.03568515707552283
231,ok,-0.0410461968985554,-0.060653711174760476,-0.05052548736891603,-0.01960751427620508,-0.009479290470360634
232,ok,-0.10011168314883194,-0.04939799028363528,-0.07766623124711805,0.05071369286519666,0.02244545190171389
233,ok,-0.08844669281346637,-0.06766868221536003,-0.10365334062121143,0.020778010598106342,-0.015206647807745055
234,ok,-0.15285961016625985,-0.07602115168078223,-0.12486830436341133,0.07683845848547761,0.027991305802848518
235,ok,-0.09993390392984398,-0.00567810295836258,0.06496309670793099,0.09425580097148141,0.16489700063777496
236,ok,-0.024646486003619746,-0.022381192773957503,-0.04865304918373326,0.002265293229662242,-0.024006563180113516
237,ok,-0.08073597685623707,-0.008813658129951997,-0.08045847121540141,0.07192231872628507,2.7750564083565965e-4
238,ok,-0.10357717272309734,-0.05362439346164409,-0.14868960002984105,0.04995277926145325,-0.04511242730674371
239,ok,-0.15853963032214005,-0.0633001681088119,-0.08567406079216414,0.09523946221332816,0.07286556952997592
240,ok,-0.08511910296944297,-0.03759674336173359,-0.08420892485143903,0.04752235960770938,9.101781180039376e-4
241,ok,-0.0859285316913309,-0.01838511888977853,-0.05169541768224715,0.06754341280155236,0.03423311400908375
242,ok,-0.07395408669460941,-0.015448072168578745,-0.05005450398070376,0.05850601452603067,0.023899582713905652
243,ok,-0.03702726623347379,-0.07229200022514412,-0.06729689426993261,-0.03526473399167033,-0.030269628036458822
244,ok,-0.07172072995112375,-0.07964729835234369,0.0035567463545681777,-0.007926568401219941,0.07527747630569193
245,ok,-0.06596687484764133,-0.00887216231478785,-0.031491862447464256,0.057094712532853475,0.03447501240017707
246,ok,0.04347686102930469,0.00964237319938592,-0.008907683918839632,-0.03383448782991877,-0.05238454494814432
247,ok,-0.10233137769324777,-0.0463286021211912,-0.07668439556501118,0.056002775572056566,0.025646982128236587
248,ok,-0.13613295638289552,-0.0859168907925466,-0.11041920445232431,0.05021606559034893,0.02571375193057121
249,ok,-0.12601261424702212,-0.09226965314732513,-0.1259606289150964,0.03374296109969699,5.198533192571353e-5
250,ok,-0.07191687655729284,-4.4350367107242244e-4,-0.055821258823744425,0.07147337288622042,0.016095617733548416
251,ok,-0.10121004768042997,-0.03199648959251373,-0.0641915941800355,0.06921355808791624,0.03701845350039447
252,ok,-0.10726708447167556,-0.049081401986016016,-0.09531630711691229,0.05818568248565954,0.01195077735476327
253,ok,-0.0985915514215447,-0.031959190212300384,-0.07669698371581023,0.06663236120924432,0.021894567705734475
254,ok,-0.13744598985594322,-0.05023466162299224,-0.10021877447807466,0.08721132823295098,0.037227215377868564
255,ok,-0.06591062004465831,-0.00419578860646918,-0.05722404102354721,0.06171483143818913,0.008686579021111099
256,ok,-0.015297562521185196,0.03261786505502562,-0.008728935510364485,0.04791542757621081,0.006568627010820711
257,ok,-0.1382868243956822,-0.1395575583033632,-0.17146668164844958,-0.001270733907680982,-0.03317985725276737
258,ok,-0.10135336000431623,0.004434199175487699,-0.08403503428102879,0.10578755917980392,0.01731832572328744
259,ok,-0.04651778979845368,0.03696782752931625,0.0039458055630908866,0.08348561732776993,0.05046359536154457
260,ok,-0.08855561031086351,0.01589226436505437,-0.005251332266852964,0.10444787467591787,0.08330427804401054
261,ok,-0.06219405502769902,-0.03185715977044951,-0.05061438490613383,0.03033689525724951,0.011579670121565189
262,ok,-0.10484986056998905,-0.09106245287981293,-0.09810089414896858,0.013787407690176112,0.006748966421020464
