outcome,r_fixed,cv_selected,att,se,ci_lo,ci_hi,p,att_rel_pct,att_sd_units,n_obs,nboots,smoke_test
BSV,1,FALSE,-0.03597591363199711,0.037424657357049355,-0.10932824205181385,0.03737641478781962,0.3364068478644888,4.9887662752058715,0.044322579346078,4727,10000,FALSE
UNGA-DM,1,TRUE,-0.026818587461689563,0.04760559899241705,-0.12012556148682699,0.06648838656344785,0.5731969594554035,3.509669894433299,0.031701630134383006,4727,10000,FALSE
BSV,2,TRUE,-0.09532156006332301,0.03968064370169553,-0.17309562171864623,-0.01754749840799978,0.01629598979188124,13.218204518952712,0.11743683433631924,4727,10000,FALSE
UNGA-DM,2,FALSE,-0.06483882160990317,0.054922218361963135,-0.17248636959935093,0.04280872637954457,0.23777866541766382,8.485266441414286,0.07664446697510349,4727,10000,FALSE
