variable,label,role,brazil_pre_mean,synthetic_pre_mean,brazil_minus_synthetic,standardized_difference,included_in_preferred_specification,value_definition,diagnostic_scope
abs_distance_china,Absolute UNGA ideal-point distance to China (UNGA-DM),Outcome,0.836545155415565,1.144915551490499,-0.308370396074934,-0.3716969281536601,TRUE,1997-2008 mean,Omega-weighted pre-treatment values under the UNGA-DM fit; descriptive. The preferred specification uses no covariates.
perc_trade_with_china,Export share to China,Descriptive covariate,0.5548997782530728,-0.13988943687452002,0.6947892151275928,2.4544823203446917,FALSE,1997-2008 mean,Omega-weighted pre-treatment values under the UNGA-DM fit; descriptive. The preferred specification uses no covariates.
perc_trade_with_us,Export share to the United States,Descriptive covariate,0.08860337421206912,0.08503769367252464,0.00356568053954448,0.00712559468154777,FALSE,1997-2008 mean,Omega-weighted pre-treatment values under the UNGA-DM fit; descriptive. The preferred specification uses no covariates.
pci_cur,Per-capita income,Descriptive covariate,-0.23350518383315028,-0.08789832999670263,-0.14560685383644764,-0.36496135191793305,FALSE,1997-2008 mean,Omega-weighted pre-treatment values under the UNGA-DM fit; descriptive. The preferred specification uses no covariates.
gpi,Power index,Descriptive covariate,0.17857519706566746,-0.048268939274549,0.22684413634021647,0.4293915168431777,FALSE,1997-2008 mean,Omega-weighted pre-treatment values under the UNGA-DM fit; descriptive. The preferred specification uses no covariates.
