source_id,iso3c,publication_date,metric_window,source_channel,metric_scope,eligible_publication,full_raw_verified,counted_in_window,fetch_status,robots_status,raw_file,sha256,url,accessed_at
sau_alriyadh_spa_2014_05_06,SAU,2014-05-06,M2_M3,newspaper_republishing_national_news_agency,goods_exports,false,true,false,ok,allowed,data/raw/status_cue_salience/focused_sau_gab/20260922T025500Z/sau_alriyadh_spa_2014_05_06.html,20442f7ec469934ba9caa4f1c7de5bd4f3063d82d3b92d53bafdcdf9ee4f569e,https://www.alriyadh.com/933347,2026-09-22T02:54:10+00:00
sau_spa_2014_03_14,SAU,2014-03-14,M2_M3,national_public_news_agency,reversed_partner_total_trade,false,false,false,ok,allowed,data/raw/status_cue_salience/focused_sau_gab/20260922T025200Z/sau_spa_2014_03_14.html,24fb68237fce34c64b83279d29364bc664056b6dd8c99243eb690835aa6d6453,https://www.spa.gov.sa/1209312,2026-09-22T02:51:48+00:00
sau_arabnews_2014_09_07,SAU,2014-09-07,M2_M3,newspaper,reversed_partner_total_trade,false,false,false,robots_unavailable_stop,robots_unavailable_stop,,,https://www.arabnews.com/saudi-arabia/news/626476,2026-09-22T02:54:10+00:00
gab_directinfos_2016_12_04,GAB,2016-12-04,M3,local_digital_news,exports_unspecified_services,true,true,true,ok,allowed,data/raw/status_cue_salience/focused_sau_gab/20260922T025200Z/gab_directinfos_2016_12_04.html,3bf2c67dc5ff4061a492d241ec9b166fcbc7bad8caa53c08a55745b4b07765d4,https://directinfosgabon.com/echanges-commerciaux-entre-chine-gabon-ont-augmente-de-34-1er-semestre-2016/,2026-09-22T02:51:48+00:00
gab_gabonreview_2017_11_24,GAB,2017-11-24,M2,local_digital_news,two_way_trade,true,true,true,ok,allowed,data/raw/status_cue_salience/focused_sau_gab/20260922T025200Z/gab_gabonreview_2017_11_24.html,81ee522b32959aa26eb76794027f80d72347fcd23a97fc9be433cb14c6fb5cc9,https://www.gabonreview.com/commerce-la-chine-premier-partenaire-du-gabon/,2026-09-22T02:51:48+00:00
gab_lunion_2018_06_08,GAB,2018-06-08,M2,newspaper,goods_exports,true,true,true,ok,no_robots_file,data/raw/status_cue_salience/focused_sau_gab/20260922T025200Z/gab_lunion_2018_06_08.pdf,ae8336e79b34bc90ef180374d5206aa89f449d32f066d204240d5c29bdd6452b,https://lunion-archives.org/web.11/dmdocuments/N12742-08-06-2018-004.pdf,2026-09-22T02:51:48+00:00
