spec_id,comparison_rule,focal_cases,estimate,se_bootstrap,ci_95_low,ci_95_high,p_normal_two_sided,selected_factors,n_treated_units,n_never_treated_units,n_treated_country_years,bootstrap_replications,bootstrap_seed,elapsed_seconds,fect_version,ref_estimate,ref_se,diff_estimate,diff_se
gate_4case,clean_controls,AUS;BRA;CHL;URY,-0.08829252165811687,0.08330195300756046,-0.25156134939478336,0.07497630607854965,0.28918582630328526,0,4,105,55,1000,42,16.242,2.4.5,-0.088292521658117,0.08330195300756046,1.3877787807814457e-16,0
gate_4case,full_switching,AUS;BRA;CHL;URY,-0.004665148344485597,0.09397413169213627,-0.18885106193949672,0.17952076525052554,0.9604069601600009,1,4,152,55,1000,42,67.047,2.4.5,-0.00466514834448573,0.09397413169213638,1.3270634591222574e-16,1.1102230246251565e-16
