catalogue_id,symbol,family_root,revision_type,title,date,year,period_2009,window_2005_2012,body_label,topic,access,pages,languages_available,english_url,query_partners,authorship_segment_heuristic,author_countries_heuristic,formal_partners_heuristic,predicted_formal_coauthorship,heuristic_reason,raw_files,canonical_family,coding_source,coded_category,coded_authors,coded_partner_authors,authors_inferred_from_truncated_query,china_hong_kong_ambiguity,is_joint_document,in_strict_universe,in_broad_coordination_universe
128557,G/SPS/N/BRA/1003,G/SPS/N/BRA/1003,original_or_unspecified,Committee on Sanitary and Phytosanitary Measures - Notification - Brazil - Chickens and turkeys,2014-11-12,2014,post,0,Committee on Sanitary and Phytosanitary Measures,medidas_sps,Unrestricted,2,English;French;Spanish,https://docs.wto.org/dol2fe/Pages/SS/directdoc.aspx?filename=q:/G/SPS/NBRA1003.pdf&Open=True,TUR,,,,0,no_formal_marker_in_title,data/raw/wto_coauthorship/2026-08-28/search_title_brazil_and_turkey_2000_2014.json,G/SPS/N/BRA/1003,title_rule_unvalidated,UNRESOLVED_TITLE_ROLE,,,,,0,0,0
128049,G/AG/GEN/120 ; G/L/1075 ; G/LIC/D/49 ; G/PSI/D/5 ; G/SPS/GEN/1371 ; G/TBT/D/47 ; WT/DS484/1,G/AG/GEN/120 ; G/L/1075 ; G/LIC/D/49 ; G/PSI/D/5 ; G/SPS/GEN/1371 ; G/TBT/D/47 ; WT/DS484/1,original_or_unspecified,Indonesia - Measures Concerning the Importation of Chicken Meat and Chicken Products - Request for consultations by Brazil,2014-10-23,2014,post,0,Indonesia,agricultura,Unrestricted,3,English;French;Spanish,https://docs.wto.org/dol2fe/Pages/SS/directdoc.aspx?filename=q:/WT/DS/484-1.pdf&Open=True,IDN,,,,0,excluded_relational_or_response_document,data/raw/wto_coauthorship/2026-08-28/search_title_brazil_and_indonesia_2000_2014.json,G/AG/GEN/120,manual_pdf_first_page_or_full_text,BILATERAL_DISPUTE_NOT_COAUTHOR,BRA,,,,0,0,0
134198,JOB/ACC/40/Add.2,JOB/ACC/40,addendum,"Working Party on the Accession of Kazakhstan - Accession of Kazakhstan - Proposal on ordinary customs duties - Communication from Australia, Brazil, Guatemala, Japan, Mexico and Switzerland - Addendum",2014-09-17,2014,post,0,Working Party on the Accession of Kazakhstan,working_party_on_the_accession_of_kazakhstan,Derestricted,3,English;French;Spanish,https://docs.wto.org/dol2fe/Pages/SS/directdoc.aspx?filename=q:/Jobs/ACC/40A2.pdf&Open=True,MEX,"Australia, Brazil, Guatemala, Japan, Mexico and Switzerland",BRA;MEX,MEX,1,formal_marker:communication from,data/raw/wto_coauthorship/2026-08-28/search_title_brazil_and_mexico_2000_2014.json;data/raw/wto_coauthorship/2026-08-28/search_title_brazil_and_mexico_2000_2014_retry1.json,JOB/ACC/40,title_rule_unvalidated,NEGOTIATION_SUBMISSION,BRA;MEX,MEX,,,1,1,1
125627,WT/DS481/3,WT/DS481/3,original_or_unspecified,Indonesia - Recourse to article 22.2 of the DSU in the US - Clove Cigarettes Dispute - Request to join consultations - Communication from Brazil,2014-07-03,2014,post,0,Indonesia,solucao_de_controversias,Unrestricted,1,English;French;Spanish,https://docs.wto.org/dol2fe/Pages/SS/directdoc.aspx?filename=q:/WT/DS/481-3.pdf&Open=True,IDN,,,,0,excluded_relational_or_response_document,data/raw/wto_coauthorship/2026-08-28/search_title_brazil_and_indonesia_2000_2014.json,WT/DS481/3,manual_pdf_first_page_or_full_text,BILATERAL_DISPUTE_NOT_COAUTHOR,BRA,,,,0,0,0
121883,WT/DS472/3,WT/DS472/3,original_or_unspecified,Brazil - Certain Measures Concerning Taxation and Charges - Request to join consultations - Communication from Argentina,2014-01-20,2014,post,0,Brazil,solucao_de_controversias,Unrestricted,1,English;French;Spanish,https://docs.wto.org/dol2fe/Pages/SS/directdoc.aspx?filename=q:/WT/DS/472-3.pdf&Open=True,ARG,,,,0,excluded_relational_or_response_document,data/raw/wto_coauthorship/2026-08-28/search_title_brazil_and_argentina_2000_2014.json,WT/DS472/3,manual_pdf_first_page_or_full_text,BILATERAL_DISPUTE_NOT_COAUTHOR,ARG,ARG,,,0,0,0
113585,WT/GC/150,WT/GC/150,original_or_unspecified,"General Council - 11 December 2012 - Ukraine article XXVIII notification - Communication from Asean, Australia, Brazil, Canada, Chile, Colombia, Croatia, Egypt, European Union, Guatemala, Hong Kong China, Iceland, Japan, Korea, Liechtenstein, Mexico, New Zealand, Norwa[...], Turkey and the United States",2012-11-30,2012,post,1,General Council,conselho_geral,Unrestricted,1,English;French;Spanish,https://docs.wto.org/dol2fe/Pages/SS/directdoc.aspx?filename=q:/WT/GC/150.pdf&Open=True,CHN;MEX;TUR,"Asean, Australia, Brazil, Canada, Chile, Colombia, Croatia, Egypt, European Union, Guatemala, Hong Kong China, Iceland, Japan, Korea, Liechtenstein, Mexico, New Zealand, Norwa[...], Turkey and the United States",BRA;CHN;MEX;TUR,CHN;MEX;TUR,1,formal_marker:communication from,data/raw/wto_coauthorship/2026-08-28/search_title_brazil_and_china_2000_2014.json;data/raw/wto_coauthorship/2026-08-28/search_title_brazil_and_mexico_2000_2014.json;data/raw/wto_coauthorship/2026-08-28/search_title_brazil_and_mexico_2000_2014_retry1.json;data/raw/wto_coauthorship/2026-08-28/search_title_brazil_and_turkey_2000_2014.json,WT/GC/150,manual_pdf_first_page_or_full_text,FORMAL_JOINT_STATEMENT,BRA;HKG;MEX;TUR,MEX;TUR,,,1,0,1
96936,G/C/W/678,G/C/W/678,original_or_unspecified,"Council for Trade in Goods - Ukraine's Article XXVIII notification : joint statement by Australia, Brazil, Canada, Chile, Colombia, Croatia, the European Union, Guatemala, Hong Kong, China, Iceland, Japan, Korea, Liechtenstein, Malaysia, Mexico, New Zealand, Norway, Om[...]d, Turkey and the United States",2012-11-27,2012,post,1,Council for Trade in Goods,comercio_de_bens,Unrestricted,2,English;French;Spanish,https://docs.wto.org/dol2fe/Pages/SS/directdoc.aspx?filename=Q:/G/C/W678.pdf&Open=True,CHN;MEX;TUR,"by Australia, Brazil, Canada, Chile, Colombia, Croatia, the European Union, Guatemala, Hong Kong, China, Iceland, Japan, Korea, Liechtenstein, Malaysia, Mexico, New Zealand, Norway, Om[...]d, Turkey and the United States",BRA;CHN;MEX;TUR,CHN;MEX;TUR,1,formal_marker:joint statement,data/raw/wto_coauthorship/2026-08-28/search_title_brazil_and_china_2000_2014.json;data/raw/wto_coauthorship/2026-08-28/search_title_brazil_and_mexico_2000_2014.json;data/raw/wto_coauthorship/2026-08-28/search_title_brazil_and_mexico_2000_2014_retry1.json;data/raw/wto_coauthorship/2026-08-28/search_title_brazil_and_turkey_2000_2014.json,G/C/W/678,manual_pdf_first_page_or_full_text,FORMAL_JOINT_STATEMENT,BRA;HKG;MEX;TUR,MEX;TUR,,,1,0,1
96991,WT/DS451/6,WT/DS451/6,original_or_unspecified,China - Measures Relating to the Production and Exportation of Apparel and Textile Products - Request to join consultations - Communication from Brazil,2012-11-01,2012,post,1,China,solucao_de_controversias,Unrestricted,1,English;French;Spanish,https://docs.wto.org/dol2fe/Pages/SS/directdoc.aspx?filename=Q:/WT/DS/451-6.pdf&Open=True,CHN,,,,0,excluded_relational_or_response_document,data/raw/wto_coauthorship/2026-08-28/search_title_brazil_and_china_2000_2014.json,WT/DS451/6,manual_pdf_first_page_or_full_text,BILATERAL_DISPUTE_NOT_COAUTHOR,BRA,,,,0,0,0
42271,G/ADP/D92/1 ; G/L/990 ; WT/DS439/1,G/ADP/D92/1 ; G/L/990 ; WT/DS439/1,original_or_unspecified,South Africa - Anti-Dumping Duties on Frozen Meat of Fowls from Brazil - Request for consultations by Brazil,2012-06-25,2012,post,1,South Africa,defesa_comercial,Unrestricted,4,English;French;Spanish,https://docs.wto.org/dol2fe/Pages/SS/directdoc.aspx?filename=Q:/G/ADP/D92-1.pdf&Open=True,ZAF,,,,0,excluded_relational_or_response_document,data/raw/wto_coauthorship/2026-08-28/search_title_brazil_and_south_africa_2000_2014.json,G/ADP/D92/1,manual_pdf_first_page_or_full_text,BILATERAL_DISPUTE_NOT_COAUTHOR,BRA,,,,0,0,0
98563,G/SPS/GEN/1143/Rev.2,G/SPS/GEN/1143,revision,"Committee on Sanitary and Phytosanitary Measures - SPS measures and international standards, guidelines and recommendations - Communication from Argentina, Australia, Brazil, Canada, Chile, Costa Rica, New Zealand, Peru, Philippines and the United States - Revision",2012-03-29,2012,post,1,Committee on Sanitary and Phytosanitary Measures,medidas_sps,Unrestricted,2,English;French;Spanish,https://docs.wto.org/dol2fe/Pages/SS/directdoc.aspx?filename=Q:/G/SPS/GEN1143R2.pdf&Open=True,ARG,"Argentina, Australia, Brazil, Canada, Chile, Costa Rica, New Zealand, Peru, Philippines and the United States",BRA;ARG,ARG,1,formal_marker:communication from,data/raw/wto_coauthorship/2026-08-28/search_title_brazil_and_argentina_2000_2014.json,G/SPS/GEN/1143,title_rule_unvalidated,NEGOTIATION_SUBMISSION,ARG;BRA,ARG,,,1,1,1
100308,G/SPS/GEN/1143/Rev.1,G/SPS/GEN/1143,revision,"Committee on Sanitary and Phytosanitary Measures - SPS measures and international standards, guidelines and recommendations - Communication from Argentina, Australia, Brazil, Canada, Chile, Costa Rica, New Zealand, Peru, Philippines and the United States - Revision",2012-03-21,2012,post,1,Committee on Sanitary and Phytosanitary Measures,medidas_sps,Unrestricted,2,English;French;Spanish,https://docs.wto.org/dol2fe/Pages/SS/directdoc.aspx?filename=Q:/G/SPS/GEN1143R1.pdf&Open=True,ARG,"Argentina, Australia, Brazil, Canada, Chile, Costa Rica, New Zealand, Peru, Philippines and the United States",BRA;ARG,ARG,1,formal_marker:communication from,data/raw/wto_coauthorship/2026-08-28/search_title_brazil_and_argentina_2000_2014.json,G/SPS/GEN/1143,title_rule_unvalidated,NEGOTIATION_SUBMISSION,ARG;BRA,ARG,,,1,1,1
100298,G/SPS/GEN/1143,G/SPS/GEN/1143,original_or_unspecified,"Committee on Sanitary and Phytosanitary Measures - SPS measures and international standards, guidelines and recommendations - Communication from Argentina, Australia, Brazil, Canada, Chile, Costa Rica, New Zealand, Peru, Philippines and the United States",2012-03-19,2012,post,1,Committee on Sanitary and Phytosanitary Measures,medidas_sps,Unrestricted,2,English;French;Spanish,https://docs.wto.org/dol2fe/Pages/SS/directdoc.aspx?filename=Q:/G/SPS/GEN1143.pdf&Open=True,ARG,"Argentina, Australia, Brazil, Canada, Chile, Costa Rica, New Zealand, Peru, Philippines and the United States",BRA;ARG,ARG,1,formal_marker:communication from,data/raw/wto_coauthorship/2026-08-28/search_title_brazil_and_argentina_2000_2014.json,G/SPS/GEN/1143,title_rule_unvalidated,NEGOTIATION_SUBMISSION,ARG;BRA,ARG,,,1,1,1
96646,G/SCM/Q2/BRA/31,G/SCM/Q2/BRA/31,original_or_unspecified,Committee on Subsidies and Countervailing Measures - Subsidies - Replies to questions posed by Turkey regarding the nNew and full notification of Brazil,2011-05-04,2011,post,1,Committee on Subsidies and Countervailing Measures,defesa_comercial,Unrestricted,3,English;French;Spanish,https://docs.wto.org/dol2fe/Pages/SS/directdoc.aspx?filename=Q:/G/SCMQ2/BRA31.pdf&Open=True,TUR,,,,0,excluded_relational_or_response_document,data/raw/wto_coauthorship/2026-08-28/search_title_brazil_and_turkey_2000_2014.json,G/SCM/Q2/BRA/31,title_rule_unvalidated,RELATIONAL_OR_DISPUTE_EXCLUDED,,,,,0,0,0
100386,TN/C/W/59,TN/C/W/59,original_or_unspecified,"Trade Negotiations Committee - Draft Decision to enhance mutual supportiveness between the TRIPS Agreement and the Convention on Biological Diversity - Communication from Brazil, China, Colombia, Ecuador, India, Indonesia, Peru, Thailand, the ACP Group, and the African Group",2011-04-19,2011,post,1,Trade Negotiations Committee,trips_biodiversidade,Unrestricted,3,English;French;Spanish,https://docs.wto.org/dol2fe/Pages/SS/directdoc.aspx?filename=Q:/TN/C/W59.pdf&Open=True,CHN;IDN;IND,"Brazil, China, Colombia, Ecuador, India, Indonesia, Peru, Thailand, the ACP Group, and the African Group",BRA;CHN;IND;IDN,CHN;IDN;IND,1,formal_marker:communication from,data/raw/wto_coauthorship/2026-08-28/search_title_brazil_and_china_2000_2014.json;data/raw/wto_coauthorship/2026-08-28/search_title_brazil_and_india_2000_2014_retry1.json;data/raw/wto_coauthorship/2026-08-28/search_title_brazil_and_indonesia_2000_2014.json,TN/C/W/59,title_rule_unvalidated,NEGOTIATION_SUBMISSION,BRA;CHN;IDN;IND,CHN;IDN;IND,,,1,1,1
86806,G/SCM/Q2/BRA/26,G/SCM/Q2/BRA/26,original_or_unspecified,Committee on Subsidies and Countervailing Measures - Subsidies - Questions posed by Turkey regarding the new and full notification of Brazil,2011-04-19,2011,post,1,Committee on Subsidies and Countervailing Measures,defesa_comercial,Unrestricted,2,English;French;Spanish,https://docs.wto.org/dol2fe/Pages/SS/directdoc.aspx?filename=Q:/G/SCMQ2/BRA26.pdf&Open=True,TUR,,,,0,excluded_relational_or_response_document,data/raw/wto_coauthorship/2026-08-28/search_title_brazil_and_turkey_2000_2014.json,G/SCM/Q2/BRA/26,title_rule_unvalidated,RELATIONAL_OR_DISPUTE_EXCLUDED,,,,,0,0,0
118088,RD/SERV/54,RD/SERV/54,original_or_unspecified,"Working Party on Domestic Regulation - Unofficial room document - Communication from Argentina, Brazil, China, Ecuador, India, Indonesia, The Philippines, South Africa, Turkey, and the Group of Small, Vulnerable Economies (SVES) - Proposal on paragraph 42 of the Chairperson's draft text",2011-03-31,2011,post,1,Working Party on Domestic Regulation,servicos,Restricted,1,,,ARG;CHN;IDN;IND;TUR;ZAF,"Argentina, Brazil, China, Ecuador, India, Indonesia, The Philippines, South Africa, Turkey, and the Group of Small, Vulnerable Economies (SVES)",BRA;CHN;IND;ZAF;IDN;TUR;ARG,ARG;CHN;IDN;IND;TUR;ZAF,1,formal_marker:communication from,data/raw/wto_coauthorship/2026-08-28/search_title_brazil_and_argentina_2000_2014.json;data/raw/wto_coauthorship/2026-08-28/search_title_brazil_and_china_2000_2014.json;data/raw/wto_coauthorship/2026-08-28/search_title_brazil_and_india_2000_2014_retry1.json;data/raw/wto_coauthorship/2026-08-28/search_title_brazil_and_indonesia_2000_2014.json;data/raw/wto_coauthorship/2026-08-28/search_title_brazil_and_south_africa_2000_2014.json;data/raw/wto_coauthorship/2026-08-28/search_title_brazil_and_turkey_2000_2014.json,RD/SERV/54,title_rule_unvalidated,NEGOTIATION_SUBMISSION,ARG;BRA;CHN;IDN;IND;TUR;ZAF,ARG;CHN;IDN;IND;TUR;ZAF,,,1,1,1
81056,JOB/MA/73,JOB/MA/73,original_or_unspecified,"Negotiating Group on Market Access - Market Access for Non-Agricultural Products - Responses by the Co-Sponsors to the Questions from Malaysia on the Proposal on an ""Understanding to Facilitate the Implementation of the TBT Agreement as Applied to Trade in the Chemical[...]rom Argentina, Brazil and India",2010-11-26,2010,post,1,Negotiating Group on Market Access,acesso_a_mercados_nama,Restricted,2,,,ARG;IND,,,,0,excluded_relational_or_response_document,data/raw/wto_coauthorship/2026-08-28/search_title_brazil_and_argentina_2000_2014.json;data/raw/wto_coauthorship/2026-08-28/search_title_brazil_and_india_2000_2014_retry1.json,JOB/MA/73,title_rule_unvalidated,RELATIONAL_OR_DISPUTE_EXCLUDED,,,,,0,0,0
105605,JOB/MA/62,JOB/MA/62,original_or_unspecified,"Negotiating Group on Market Access - Market Access for Non-Agricultural Products - Replies by the Co-Sponsors of the Framework for Industry-Specific Proposals to Questions Posed by the Kingdom of Saudi Arabia in Document JOB/MA/30 - Communication from Brazil, the European Union and India",2010-11-15,2010,post,1,Negotiating Group on Market Access,acesso_a_mercados_nama,Restricted,4,,,IND,,,,0,excluded_relational_or_response_document,data/raw/wto_coauthorship/2026-08-28/search_title_brazil_and_india_2000_2014_retry1.json,JOB/MA/62,title_rule_unvalidated,RELATIONAL_OR_DISPUTE_EXCLUDED,BRA;IND,IND,,,1,0,0
107190,JOB/MA/61,JOB/MA/61,original_or_unspecified,"Negotiating Group on Market Access - Market Access for Non-Agricultural Products - Replies by the Co-Sponsors of the Framework for Industry-Specific Proposals to Questions Posed by the Republic of Korea in Document JOB/MA/18 - Communication from Brazil, the European Union and India",2010-11-15,2010,post,1,Negotiating Group on Market Access,acesso_a_mercados_nama,Restricted,3,,,IND,,,,0,excluded_relational_or_response_document,data/raw/wto_coauthorship/2026-08-28/search_title_brazil_and_india_2000_2014_retry1.json,JOB/MA/61,title_rule_unvalidated,RELATIONAL_OR_DISPUTE_EXCLUDED,BRA;IND,IND,,,1,0,0
27141,JOB(08)/103/Rev.3,JOB(08)/103,revision,"Committee on Trade and Development - Transparency Mechanism for Preferential Trade Arrangements - Draft proposal by Brazil, China, India and the United States - Revision",2010-10-01,2010,post,1,Committee on Trade and Development,committee_on_trade_and_development,Restricted,10,,,CHN;IND,"Brazil, China, India and the United States",BRA;CHN;IND,CHN;IND,1,formal_marker:proposal by,data/raw/wto_coauthorship/2026-08-28/search_title_brazil_and_china_2000_2014.json;data/raw/wto_coauthorship/2026-08-28/search_title_brazil_and_india_2000_2014_retry1.json,JOB(08)/103,title_rule_unvalidated,NEGOTIATION_SUBMISSION,BRA;CHN;IND,CHN;IND,,,1,1,1
107743,JOB/MA/48,JOB/MA/48,original_or_unspecified,"Negotiating Group on Market Access - Market Access for Non-Agricultural Products - Replies from the Co-sponsors of the ""Understanding to facilitate the implementation of the TBT Agreement as applied to trade in the chemical products sector"" to questions posed by the A[...]rom Argentina, Brazil and India",2010-09-20,2010,post,1,Negotiating Group on Market Access,acesso_a_mercados_nama,Restricted,3,,,ARG;IND,,,,0,excluded_relational_or_response_document,data/raw/wto_coauthorship/2026-08-28/search_title_brazil_and_argentina_2000_2014.json;data/raw/wto_coauthorship/2026-08-28/search_title_brazil_and_india_2000_2014_retry1.json,JOB/MA/48,title_rule_unvalidated,RELATIONAL_OR_DISPUTE_EXCLUDED,,,,,0,0,0
109331,TN/MA/W/135/Rev.1,TN/MA/W/135,revision,Negotiating Group on Market Access - Market Access for Non-Agricultural Products - Understanding to Facilitate the Implementation of the TBT Agreement as Applied to Trade in the Chemical Products Sector - Communication from Argentina and Brazil - Revision,2010-08-04,2010,post,1,Negotiating Group on Market Access,acesso_a_mercados_nama,Unrestricted,4,English;French;Spanish,https://docs.wto.org/dol2fe/Pages/SS/directdoc.aspx?filename=Q:/TN/MA/W135R1.pdf&Open=True,ARG,Argentina and Brazil,BRA;ARG,ARG,1,formal_marker:communication from,data/raw/wto_coauthorship/2026-08-28/search_title_brazil_and_argentina_2000_2014.json,TN/MA/W/135,title_rule_unvalidated,NEGOTIATION_SUBMISSION,ARG;BRA,ARG,,,1,1,1
91687,JOB/MA/40,JOB/MA/40,original_or_unspecified,"Negotiating Group on Market Access - Market Access for Non-Agricultural Products - Replies from the Co-sponsors of the ""Understanding to Facilitate the Implementation of the TBT Agreement as Applied to Trade in the Chemical Products Sector"" to Questions Posed by Canada[...]ion from Argentina and Brazil",2010-07-20,2010,post,1,Negotiating Group on Market Access,acesso_a_mercados_nama,Restricted,3,,,ARG,,,,0,excluded_relational_or_response_document,data/raw/wto_coauthorship/2026-08-28/search_title_brazil_and_argentina_2000_2014.json,JOB/MA/40,title_rule_unvalidated,RELATIONAL_OR_DISPUTE_EXCLUDED,,,,,0,0,0
93029,JOB/MA/39,JOB/MA/39,original_or_unspecified,"Negotiating Group on Market Access - Market Access for Non-Agricultural Products - Replies from the Co-sponsors of the ""Understanding to Facilitate the Implementation of the TBT Agreement as Applied to Trade in the Chemical Products Sector"" to Questions Posed by the Un[...]ion from Argentina and Brazil",2010-07-20,2010,post,1,Negotiating Group on Market Access,acesso_a_mercados_nama,Restricted,5,,,ARG,,,,0,excluded_relational_or_response_document,data/raw/wto_coauthorship/2026-08-28/search_title_brazil_and_argentina_2000_2014.json,JOB/MA/39,title_rule_unvalidated,RELATIONAL_OR_DISPUTE_EXCLUDED,,,,,0,0,0
99256,JOB/MA/38,JOB/MA/38,original_or_unspecified,"Negotiating Group on Market Access - Market Access for Non-Agricultural Products - Replies from the Co-sponsors of the ""Understanding to Facilitate the Implementation of the TBT Agreement as Applied to Trade in the Chemical Products Sector"" to Questions Posed by Korea[...]ion from Argentina and Brazil",2010-07-20,2010,post,1,Negotiating Group on Market Access,acesso_a_mercados_nama,Restricted,1,,,ARG,,,,0,excluded_relational_or_response_document,data/raw/wto_coauthorship/2026-08-28/search_title_brazil_and_argentina_2000_2014.json,JOB/MA/38,title_rule_unvalidated,RELATIONAL_OR_DISPUTE_EXCLUDED,,,,,0,0,0
99907,WT/BFA/W/207,WT/BFA/W/207,original_or_unspecified,"Committee on Budget, Finance and Administration - Joint Statement on Report on Diversity in the WTO Secretariat - Brazil, China, Ecuador, India and Pakistan",2010-07-16,2010,post,1,"Committee on Budget, Finance and Administration",orcamento_secretariado,Unrestricted,1,English;French;Spanish,https://docs.wto.org/dol2fe/Pages/SS/directdoc.aspx?filename=Q:/WT/BFA/W207.pdf&Open=True,CHN;IND,"Brazil, China, Ecuador, India and Pakistan",BRA;CHN;IND,CHN;IND,1,formal_marker:joint statement,data/raw/wto_coauthorship/2026-08-28/search_title_brazil_and_china_2000_2014.json;data/raw/wto_coauthorship/2026-08-28/search_title_brazil_and_india_2000_2014_retry1.json,WT/BFA/W/207,title_rule_unvalidated,FORMAL_JOINT_STATEMENT,BRA;CHN;IND,CHN;IND,,,1,0,1
90476,JOB/MA/37,JOB/MA/37,original_or_unspecified,"Negotiating Group on Market Access - Market Access for Non-Agricultural Products - Draft Paper on Remanufacturing - Communication from Argentina, Bolivarian Republic of Venezuela, Brazil, Ecuador and India",2010-07-12,2010,post,1,Negotiating Group on Market Access,acesso_a_mercados_nama,Restricted,3,,,ARG;IND,"Argentina, Bolivarian Republic of Venezuela, Brazil, Ecuador and India",BRA;IND;ARG,ARG;IND,1,formal_marker:communication from,data/raw/wto_coauthorship/2026-08-28/search_title_brazil_and_argentina_2000_2014.json;data/raw/wto_coauthorship/2026-08-28/search_title_brazil_and_india_2000_2014_retry1.json,JOB/MA/37,title_rule_unvalidated,NEGOTIATION_SUBMISSION,ARG;BRA;IND,ARG;IND,,,1,1,1
102028,JOB/MA/30,JOB/MA/30,original_or_unspecified,"Negotiating Group on Market Access - Market Access for Non-Agricultural Products - Questions from the Kingdom of Saudi Arabia on the Brazil, EU and India proposal for a ""Framework for Industry-specific NTB Proposals"" (TN/MA/W/136) - Communication from Saudi Arabia",2010-07-05,2010,post,1,Negotiating Group on Market Access,acesso_a_mercados_nama,Restricted,2,,,IND,Saudi Arabia,,,0,formal_marker:communication from,data/raw/wto_coauthorship/2026-08-28/search_title_brazil_and_india_2000_2014_retry1.json,JOB/MA/30,title_rule_unvalidated,RELATIONAL_OR_DISPUTE_EXCLUDED,,,,,0,0,0
71923,JOB/MA/29,JOB/MA/29,original_or_unspecified,"Negotiating Group on Market Access - Market Access for Non-Agricultural Products - Questions from the Kingdom of Saudi Arabia on the proposal by Argentina and Brazil for an ""Understanding to Facilitate the Implementation of the TBT Agreement as Applied to Trade in the[...]Communication from Saudi Arabia",2010-07-05,2010,post,1,Negotiating Group on Market Access,acesso_a_mercados_nama,Restricted,2,,,ARG,,,,0,excluded_relational_or_response_document,data/raw/wto_coauthorship/2026-08-28/search_title_brazil_and_argentina_2000_2014.json,JOB/MA/29,title_rule_unvalidated,RELATIONAL_OR_DISPUTE_EXCLUDED,,,,,0,0,0
71962,TN/TE/W/76,TN/TE/W/76,original_or_unspecified,Committee on Trade and Environment - Special Session - Communication from Argentina and Brazil - Environmental Goods and Services - Paragraph 31(iii) - Special and Differential Treatment,2010-06-30,2010,post,1,Committee on Trade and Environment,committee_on_trade_and_environment,Unrestricted,4,English;French;Spanish,https://docs.wto.org/dol2fe/Pages/SS/directdoc.aspx?filename=Q:/TN/TE/W76.pdf&Open=True,ARG,Argentina and Brazil,BRA;ARG,ARG,1,formal_marker:communication from,data/raw/wto_coauthorship/2026-08-28/search_title_brazil_and_argentina_2000_2014.json,TN/TE/W/76,title_rule_unvalidated,NEGOTIATION_SUBMISSION,ARG;BRA,ARG,,,1,1,1
80679,JOB(08)/103/Rev.2,JOB(08)/103,revision,"Committee on Trade and Development - Transparency Mechanism for Preferential Trade Arrangements - Draft Proposal by Brazil, China, India and the United States - Revision",2010-06-24,2010,post,1,Committee on Trade and Development,committee_on_trade_and_development,Restricted,9,,,CHN;IND,"Brazil, China, India and the United States",BRA;CHN;IND,CHN;IND,1,formal_marker:proposal by,data/raw/wto_coauthorship/2026-08-28/search_title_brazil_and_china_2000_2014.json;data/raw/wto_coauthorship/2026-08-28/search_title_brazil_and_india_2000_2014_retry1.json,JOB(08)/103,title_rule_unvalidated,NEGOTIATION_SUBMISSION,BRA;CHN;IND,CHN;IND,,,1,1,1
70394,JOB/MA/25,JOB/MA/25,original_or_unspecified,"Negotiating Group on Market Access - Market Access for Non-Agricultural Products - Questions to the Proponent of the Understanding on Non-Tariff Barriers Pertaining to Standards, Technical Regulations and Conformity Assessment Procedures for Chemical Products (TN/MA/W/[...]ation from Argentina and Brazil",2010-05-21,2010,post,1,Negotiating Group on Market Access,acesso_a_mercados_nama,Restricted,2,,,ARG,,,,0,no_formal_marker_in_title,data/raw/wto_coauthorship/2026-08-28/search_title_brazil_and_argentina_2000_2014.json,JOB/MA/25,title_rule_unvalidated,RELATIONAL_OR_DISPUTE_EXCLUDED,,,,,0,0,0
80918,WT/BFA/W/204,WT/BFA/W/204,original_or_unspecified,"Committee on Budget, Finance and Administration - Report on Diversity in the WTO Secretariat - Response to Measures Proposed in Joint Statement by Brazil, China, Ecuador, Egypt, India, Pakistan and South Africa",2010-05-17,2010,post,1,"Committee on Budget, Finance and Administration",orcamento_secretariado,Unrestricted,4,English;French;Spanish,https://docs.wto.org/dol2fe/Pages/SS/directdoc.aspx?filename=Q:/WT/BFA/W204.pdf&Open=True,CHN;IND;ZAF,,,,0,excluded_relational_or_response_document,data/raw/wto_coauthorship/2026-08-28/search_title_brazil_and_china_2000_2014.json;data/raw/wto_coauthorship/2026-08-28/search_title_brazil_and_india_2000_2014_retry1.json;data/raw/wto_coauthorship/2026-08-28/search_title_brazil_and_south_africa_2000_2014.json,WT/BFA/W/204,manual_pdf_first_page_or_full_text,THIRD_PARTY_RESPONSE_NOT_COAUTHOR,,,,,0,0,0
95955,JOB/MA/20,JOB/MA/20,original_or_unspecified,Negotiating Group on Market Access - Market Access for Non-Agricultural Products - Canada's Questions on the Chemical Proposal from Argentina and Brazil - Communication from Canada,2010-05-12,2010,post,1,Negotiating Group on Market Access,acesso_a_mercados_nama,Restricted,2,,,ARG,Canada,,,0,formal_marker:communication from,data/raw/wto_coauthorship/2026-08-28/search_title_brazil_and_argentina_2000_2014.json,JOB/MA/20,title_rule_unvalidated,NEGOTIATION_SUBMISSION,,,,,0,0,0
71916,G/LIC/Q/BRA/15,G/LIC/Q/BRA/15,original_or_unspecified,Committee on Import Licensing - Brazil's Non-Automatic Import Licensing Procedures - Replies by Brazil to China,2010-04-27,2010,post,1,Committee on Import Licensing,committee_on_import_licensing,Unrestricted,3,English;French;Spanish,https://docs.wto.org/dol2fe/Pages/SS/directdoc.aspx?filename=Q:/G/LICQ/BRA15.pdf&Open=True,CHN,,,,0,excluded_relational_or_response_document,data/raw/wto_coauthorship/2026-08-28/search_title_brazil_and_china_2000_2014.json,G/LIC/Q/BRA/15,title_rule_unvalidated,RELATIONAL_OR_DISPUTE_EXCLUDED,,,,,0,0,0
