"iso3c","country_name","t0","pre_entry_partner_level","pre_entry_high_level_partner","pre_entry_partner_level_raw","pre_entry_bsa_with_china","bri_mou_year","pre_entry_bri_mou","bri_mou_at_or_before_t0","bri_mou_post_t0","source","date_accessed","construction_note"
"PHL","Philippines",2005,1,0,,0,2018,FALSE,FALSE,TRUE,"Liu, Pang & Vreeland 2026 Harvard Dataverse DOI 10.7910/DVN/MWAPWV","2026-05-19","pre_entry_partner_level uses partner_level_lag1 on the Vreeland row for t0, equivalent to partner_level at t0 - 1; pre_entry_partner_level_raw is level_raw at t0 - 1."
"GNQ","Equatorial Guinea",2006,1,0,,0,2019,FALSE,FALSE,TRUE,"Liu, Pang & Vreeland 2026 Harvard Dataverse DOI 10.7910/DVN/MWAPWV","2026-05-19","pre_entry_partner_level uses partner_level_lag1 on the Vreeland row for t0, equivalent to partner_level at t0 - 1; pre_entry_partner_level_raw is level_raw at t0 - 1."
"MLI","Mali",2006,1,0,,0,2019,FALSE,FALSE,TRUE,"Liu, Pang & Vreeland 2026 Harvard Dataverse DOI 10.7910/DVN/MWAPWV","2026-05-19","pre_entry_partner_level uses partner_level_lag1 on the Vreeland row for t0, equivalent to partner_level at t0 - 1; pre_entry_partner_level_raw is level_raw at t0 - 1."
"MRT","Mauritania",2006,1,0,,0,2018,FALSE,FALSE,TRUE,"Liu, Pang & Vreeland 2026 Harvard Dataverse DOI 10.7910/DVN/MWAPWV","2026-05-19","pre_entry_partner_level uses partner_level_lag1 on the Vreeland row for t0, equivalent to partner_level at t0 - 1; pre_entry_partner_level_raw is level_raw at t0 - 1."
"AGO","Angola",2007,1,0,,0,2018,FALSE,FALSE,TRUE,"Liu, Pang & Vreeland 2026 Harvard Dataverse DOI 10.7910/DVN/MWAPWV","2026-05-19","pre_entry_partner_level uses partner_level_lag1 on the Vreeland row for t0, equivalent to partner_level at t0 - 1; pre_entry_partner_level_raw is level_raw at t0 - 1."
"IRN","Iran",2007,1,0,,0,2016,FALSE,FALSE,TRUE,"Liu, Pang & Vreeland 2026 Harvard Dataverse DOI 10.7910/DVN/MWAPWV","2026-05-19","pre_entry_partner_level uses partner_level_lag1 on the Vreeland row for t0, equivalent to partner_level at t0 - 1; pre_entry_partner_level_raw is level_raw at t0 - 1."
"KAZ","Kazakhstan",2007,8,1,"4",0,2014,FALSE,FALSE,TRUE,"Liu, Pang & Vreeland 2026 Harvard Dataverse DOI 10.7910/DVN/MWAPWV","2026-05-19","pre_entry_partner_level uses partner_level_lag1 on the Vreeland row for t0, equivalent to partner_level at t0 - 1; pre_entry_partner_level_raw is level_raw at t0 - 1."
"CHL","Chile",2008,1,0,,0,2018,FALSE,FALSE,TRUE,"Liu, Pang & Vreeland 2026 Harvard Dataverse DOI 10.7910/DVN/MWAPWV","2026-05-19","pre_entry_partner_level uses partner_level_lag1 on the Vreeland row for t0, equivalent to partner_level at t0 - 1; pre_entry_partner_level_raw is level_raw at t0 - 1."
"COD","Congo - Kinshasa",2008,1,0,,0,,FALSE,FALSE,FALSE,"Liu, Pang & Vreeland 2026 Harvard Dataverse DOI 10.7910/DVN/MWAPWV","2026-05-19","pre_entry_partner_level uses partner_level_lag1 on the Vreeland row for t0, equivalent to partner_level at t0 - 1; pre_entry_partner_level_raw is level_raw at t0 - 1."
"BRA","Brazil",2009,1,0,,0,,FALSE,FALSE,FALSE,"Liu, Pang & Vreeland 2026 Harvard Dataverse DOI 10.7910/DVN/MWAPWV","2026-05-19","pre_entry_partner_level uses partner_level_lag1 on the Vreeland row for t0, equivalent to partner_level at t0 - 1; pre_entry_partner_level_raw is level_raw at t0 - 1."
"ETH","Ethiopia",2009,4,1,"2",0,2018,FALSE,FALSE,TRUE,"Liu, Pang & Vreeland 2026 Harvard Dataverse DOI 10.7910/DVN/MWAPWV","2026-05-19","pre_entry_partner_level uses partner_level_lag1 on the Vreeland row for t0, equivalent to partner_level at t0 - 1; pre_entry_partner_level_raw is level_raw at t0 - 1."
"MYS","Malaysia",2009,1,0,,0,2017,FALSE,FALSE,TRUE,"Liu, Pang & Vreeland 2026 Harvard Dataverse DOI 10.7910/DVN/MWAPWV","2026-05-19","pre_entry_partner_level uses partner_level_lag1 on the Vreeland row for t0, equivalent to partner_level at t0 - 1; pre_entry_partner_level_raw is level_raw at t0 - 1."
"THA","Thailand",2009,1,0,,0,2017,FALSE,FALSE,TRUE,"Liu, Pang & Vreeland 2026 Harvard Dataverse DOI 10.7910/DVN/MWAPWV","2026-05-19","pre_entry_partner_level uses partner_level_lag1 on the Vreeland row for t0, equivalent to partner_level at t0 - 1; pre_entry_partner_level_raw is level_raw at t0 - 1."
"AUS","Australia",2010,1,0,,0,,FALSE,FALSE,FALSE,"Liu, Pang & Vreeland 2026 Harvard Dataverse DOI 10.7910/DVN/MWAPWV","2026-05-19","pre_entry_partner_level uses partner_level_lag1 on the Vreeland row for t0, equivalent to partner_level at t0 - 1; pre_entry_partner_level_raw is level_raw at t0 - 1."
"JPN","Japan",2010,2,0,"1",0,,FALSE,FALSE,FALSE,"Liu, Pang & Vreeland 2026 Harvard Dataverse DOI 10.7910/DVN/MWAPWV","2026-05-19","pre_entry_partner_level uses partner_level_lag1 on the Vreeland row for t0, equivalent to partner_level at t0 - 1; pre_entry_partner_level_raw is level_raw at t0 - 1."
"PRK","North Korea",2010,7,1,"3+",0,,FALSE,FALSE,FALSE,"Liu, Pang & Vreeland 2026 Harvard Dataverse DOI 10.7910/DVN/MWAPWV","2026-05-19","pre_entry_partner_level uses partner_level_lag1 on the Vreeland row for t0, equivalent to partner_level at t0 - 1; pre_entry_partner_level_raw is level_raw at t0 - 1."
"TKM","Turkmenistan",2010,1,0,,0,,FALSE,FALSE,FALSE,"Liu, Pang & Vreeland 2026 Harvard Dataverse DOI 10.7910/DVN/MWAPWV","2026-05-19","pre_entry_partner_level uses partner_level_lag1 on the Vreeland row for t0, equivalent to partner_level at t0 - 1; pre_entry_partner_level_raw is level_raw at t0 - 1."
"ZAF","South Africa",2010,1,0,,0,2015,FALSE,FALSE,TRUE,"Liu, Pang & Vreeland 2026 Harvard Dataverse DOI 10.7910/DVN/MWAPWV","2026-05-19","pre_entry_partner_level uses partner_level_lag1 on the Vreeland row for t0, equivalent to partner_level at t0 - 1; pre_entry_partner_level_raw is level_raw at t0 - 1."
"GMB","Gambia",2011,1,0,,0,2018,FALSE,FALSE,TRUE,"Liu, Pang & Vreeland 2026 Harvard Dataverse DOI 10.7910/DVN/MWAPWV","2026-05-19","pre_entry_partner_level uses partner_level_lag1 on the Vreeland row for t0, equivalent to partner_level at t0 - 1; pre_entry_partner_level_raw is level_raw at t0 - 1."
"TZA","Tanzania",2011,1,0,,0,2018,FALSE,FALSE,TRUE,"Liu, Pang & Vreeland 2026 Harvard Dataverse DOI 10.7910/DVN/MWAPWV","2026-05-19","pre_entry_partner_level uses partner_level_lag1 on the Vreeland row for t0, equivalent to partner_level at t0 - 1; pre_entry_partner_level_raw is level_raw at t0 - 1."
"ZWE","Zimbabwe",2011,1,0,,0,2018,FALSE,FALSE,TRUE,"Liu, Pang & Vreeland 2026 Harvard Dataverse DOI 10.7910/DVN/MWAPWV","2026-05-19","pre_entry_partner_level uses partner_level_lag1 on the Vreeland row for t0, equivalent to partner_level at t0 - 1; pre_entry_partner_level_raw is level_raw at t0 - 1."
"CMR","Cameroon",2012,1,0,,0,2018,FALSE,FALSE,TRUE,"Liu, Pang & Vreeland 2026 Harvard Dataverse DOI 10.7910/DVN/MWAPWV","2026-05-19","pre_entry_partner_level uses partner_level_lag1 on the Vreeland row for t0, equivalent to partner_level at t0 - 1; pre_entry_partner_level_raw is level_raw at t0 - 1."
"LBR","Liberia",2012,1,0,,0,2019,FALSE,FALSE,TRUE,"Liu, Pang & Vreeland 2026 Harvard Dataverse DOI 10.7910/DVN/MWAPWV","2026-05-19","pre_entry_partner_level uses partner_level_lag1 on the Vreeland row for t0, equivalent to partner_level at t0 - 1; pre_entry_partner_level_raw is level_raw at t0 - 1."
"PER","Peru",2012,1,0,,0,2019,FALSE,FALSE,TRUE,"Liu, Pang & Vreeland 2026 Harvard Dataverse DOI 10.7910/DVN/MWAPWV","2026-05-19","pre_entry_partner_level uses partner_level_lag1 on the Vreeland row for t0, equivalent to partner_level at t0 - 1; pre_entry_partner_level_raw is level_raw at t0 - 1."
"RUS","Russia",2012,10,1,"5",0,2015,FALSE,FALSE,TRUE,"Liu, Pang & Vreeland 2026 Harvard Dataverse DOI 10.7910/DVN/MWAPWV","2026-05-19","pre_entry_partner_level uses partner_level_lag1 on the Vreeland row for t0, equivalent to partner_level at t0 - 1; pre_entry_partner_level_raw is level_raw at t0 - 1."
"SLE","Sierra Leone",2012,1,0,,0,2018,FALSE,FALSE,TRUE,"Liu, Pang & Vreeland 2026 Harvard Dataverse DOI 10.7910/DVN/MWAPWV","2026-05-19","pre_entry_partner_level uses partner_level_lag1 on the Vreeland row for t0, equivalent to partner_level at t0 - 1; pre_entry_partner_level_raw is level_raw at t0 - 1."
"ZMB","Zambia",2012,1,0,,0,2018,FALSE,FALSE,TRUE,"Liu, Pang & Vreeland 2026 Harvard Dataverse DOI 10.7910/DVN/MWAPWV","2026-05-19","pre_entry_partner_level uses partner_level_lag1 on the Vreeland row for t0, equivalent to partner_level at t0 - 1; pre_entry_partner_level_raw is level_raw at t0 - 1."
"CAF","Central African Republic",2013,1,0,,0,,FALSE,FALSE,FALSE,"Liu, Pang & Vreeland 2026 Harvard Dataverse DOI 10.7910/DVN/MWAPWV","2026-05-19","pre_entry_partner_level uses partner_level_lag1 on the Vreeland row for t0, equivalent to partner_level at t0 - 1; pre_entry_partner_level_raw is level_raw at t0 - 1."
"IDN","Indonesia",2013,1,0,,1,2018,FALSE,FALSE,TRUE,"Liu, Pang & Vreeland 2026 Harvard Dataverse DOI 10.7910/DVN/MWAPWV","2026-05-19","pre_entry_partner_level uses partner_level_lag1 on the Vreeland row for t0, equivalent to partner_level at t0 - 1; pre_entry_partner_level_raw is level_raw at t0 - 1."
"SGP","Singapore",2013,1,0,,1,2017,FALSE,FALSE,TRUE,"Liu, Pang & Vreeland 2026 Harvard Dataverse DOI 10.7910/DVN/MWAPWV","2026-05-19","pre_entry_partner_level uses partner_level_lag1 on the Vreeland row for t0, equivalent to partner_level at t0 - 1; pre_entry_partner_level_raw is level_raw at t0 - 1."
"URY","Uruguay",2013,1,0,,0,2018,FALSE,FALSE,TRUE,"Liu, Pang & Vreeland 2026 Harvard Dataverse DOI 10.7910/DVN/MWAPWV","2026-05-19","pre_entry_partner_level uses partner_level_lag1 on the Vreeland row for t0, equivalent to partner_level at t0 - 1; pre_entry_partner_level_raw is level_raw at t0 - 1."
"UZB","Uzbekistan",2013,6,1,"3",1,2015,FALSE,FALSE,TRUE,"Liu, Pang & Vreeland 2026 Harvard Dataverse DOI 10.7910/DVN/MWAPWV","2026-05-19","pre_entry_partner_level uses partner_level_lag1 on the Vreeland row for t0, equivalent to partner_level at t0 - 1; pre_entry_partner_level_raw is level_raw at t0 - 1."
"ERI","Eritrea",2014,1,0,,0,,FALSE,FALSE,FALSE,"Liu, Pang & Vreeland 2026 Harvard Dataverse DOI 10.7910/DVN/MWAPWV","2026-05-19","pre_entry_partner_level uses partner_level_lag1 on the Vreeland row for t0, equivalent to partner_level at t0 - 1; pre_entry_partner_level_raw is level_raw at t0 - 1."
"IRQ","Iraq",2014,1,0,,0,2015,FALSE,FALSE,TRUE,"Liu, Pang & Vreeland 2026 Harvard Dataverse DOI 10.7910/DVN/MWAPWV","2026-05-19","pre_entry_partner_level uses partner_level_lag1 on the Vreeland row for t0, equivalent to partner_level at t0 - 1; pre_entry_partner_level_raw is level_raw at t0 - 1."
"MMR","Myanmar (Burma)",2014,9,1,"4+",0,2017,FALSE,FALSE,TRUE,"Liu, Pang & Vreeland 2026 Harvard Dataverse DOI 10.7910/DVN/MWAPWV","2026-05-19","pre_entry_partner_level uses partner_level_lag1 on the Vreeland row for t0, equivalent to partner_level at t0 - 1; pre_entry_partner_level_raw is level_raw at t0 - 1."
"MOZ","Mozambique",2014,1,0,,0,2018,FALSE,FALSE,TRUE,"Liu, Pang & Vreeland 2026 Harvard Dataverse DOI 10.7910/DVN/MWAPWV","2026-05-19","pre_entry_partner_level uses partner_level_lag1 on the Vreeland row for t0, equivalent to partner_level at t0 - 1; pre_entry_partner_level_raw is level_raw at t0 - 1."
"NZL","New Zealand",2014,1,0,,1,2017,FALSE,FALSE,TRUE,"Liu, Pang & Vreeland 2026 Harvard Dataverse DOI 10.7910/DVN/MWAPWV","2026-05-19","pre_entry_partner_level uses partner_level_lag1 on the Vreeland row for t0, equivalent to partner_level at t0 - 1; pre_entry_partner_level_raw is level_raw at t0 - 1."
"SAU","Saudi Arabia",2015,8,1,"4",0,2016,FALSE,FALSE,TRUE,"Liu, Pang & Vreeland 2026 Harvard Dataverse DOI 10.7910/DVN/MWAPWV","2026-05-19","pre_entry_partner_level uses partner_level_lag1 on the Vreeland row for t0, equivalent to partner_level at t0 - 1; pre_entry_partner_level_raw is level_raw at t0 - 1."
"GAB","Gabon",2017,1,0,,0,2018,FALSE,FALSE,TRUE,"Liu, Pang & Vreeland 2026 Harvard Dataverse DOI 10.7910/DVN/MWAPWV","2026-05-19","pre_entry_partner_level uses partner_level_lag1 on the Vreeland row for t0, equivalent to partner_level at t0 - 1; pre_entry_partner_level_raw is level_raw at t0 - 1."
"KWT","Kuwait",2018,1,0,,0,2014,TRUE,TRUE,FALSE,"Liu, Pang & Vreeland 2026 Harvard Dataverse DOI 10.7910/DVN/MWAPWV","2026-05-19","pre_entry_partner_level uses partner_level_lag1 on the Vreeland row for t0, equivalent to partner_level at t0 - 1; pre_entry_partner_level_raw is level_raw at t0 - 1."
"VNM","Vietnam",2018,9,1,,0,2017,TRUE,TRUE,FALSE,"Liu, Pang & Vreeland 2026 Harvard Dataverse DOI 10.7910/DVN/MWAPWV","2026-05-19","pre_entry_partner_level uses partner_level_lag1 on the Vreeland row for t0, equivalent to partner_level at t0 - 1; pre_entry_partner_level_raw is level_raw at t0 - 1."
"GHA","Ghana",2019,1,0,,0,2018,TRUE,TRUE,FALSE,"Liu, Pang & Vreeland 2026 Harvard Dataverse DOI 10.7910/DVN/MWAPWV","2026-05-19","pre_entry_partner_level uses partner_level_lag1 on the Vreeland row for t0, equivalent to partner_level at t0 - 1; pre_entry_partner_level_raw is level_raw at t0 - 1."
"GIN","Guinea",2019,1,0,,0,2018,TRUE,TRUE,FALSE,"Liu, Pang & Vreeland 2026 Harvard Dataverse DOI 10.7910/DVN/MWAPWV","2026-05-19","pre_entry_partner_level uses partner_level_lag1 on the Vreeland row for t0, equivalent to partner_level at t0 - 1; pre_entry_partner_level_raw is level_raw at t0 - 1."
"TCD","Chad",2019,1,0,,0,2018,TRUE,TRUE,FALSE,"Liu, Pang & Vreeland 2026 Harvard Dataverse DOI 10.7910/DVN/MWAPWV","2026-05-19","pre_entry_partner_level uses partner_level_lag1 on the Vreeland row for t0, equivalent to partner_level at t0 - 1; pre_entry_partner_level_raw is level_raw at t0 - 1."
"ARM","Armenia",2020,1,0,,0,2014,TRUE,TRUE,FALSE,"Liu, Pang & Vreeland 2026 Harvard Dataverse DOI 10.7910/DVN/MWAPWV","2026-05-19","pre_entry_partner_level uses partner_level_lag1 on the Vreeland row for t0, equivalent to partner_level at t0 - 1; pre_entry_partner_level_raw is level_raw at t0 - 1."
"UKR","Ukraine",2020,6,1,"3",1,2015,TRUE,TRUE,FALSE,"Liu, Pang & Vreeland 2026 Harvard Dataverse DOI 10.7910/DVN/MWAPWV","2026-05-19","pre_entry_partner_level uses partner_level_lag1 on the Vreeland row for t0, equivalent to partner_level at t0 - 1; pre_entry_partner_level_raw is level_raw at t0 - 1."
"QAT","Qatar",2021,6,1,,1,2014,TRUE,TRUE,FALSE,"Liu, Pang & Vreeland 2026 Harvard Dataverse DOI 10.7910/DVN/MWAPWV","2026-05-19","pre_entry_partner_level uses partner_level_lag1 on the Vreeland row for t0, equivalent to partner_level at t0 - 1; pre_entry_partner_level_raw is level_raw at t0 - 1."
"TLS","Timor-Leste",2021,4,1,,0,2017,TRUE,TRUE,FALSE,"Liu, Pang & Vreeland 2026 Harvard Dataverse DOI 10.7910/DVN/MWAPWV","2026-05-19","pre_entry_partner_level uses partner_level_lag1 on the Vreeland row for t0, equivalent to partner_level at t0 - 1; pre_entry_partner_level_raw is level_raw at t0 - 1."
"VEN","Venezuela",2021,8,1,,0,2018,TRUE,TRUE,FALSE,"Liu, Pang & Vreeland 2026 Harvard Dataverse DOI 10.7910/DVN/MWAPWV","2026-05-19","pre_entry_partner_level uses partner_level_lag1 on the Vreeland row for t0, equivalent to partner_level at t0 - 1; pre_entry_partner_level_raw is level_raw at t0 - 1."
