iso3c,country_name,pre_window_start,pre_window_end,observed_years,pre_total_exports_all_sectors,pre_services_exports,pre_goods_exports,pre_primary_exports,pre_primary_share,pre_agriculture_share,pre_mining_energy_share
RWA,Rwanda,2004,2008,5,5992.672116996268,0.48031599626847316,5992.191801,5804.17887,0.9686236794074876,0.8477517031668194,0.12087197624066842
SAU,Saudi Arabia,2004,2008,5,1100522.3164160545,2998.359634678847,1097523.9567813757,854566.862249,0.7786316252768848,0.0040162712711318506,0.7746153540057529
SCG,SCG,2004,2008,2,13179.185759000018,0,13179.185759000018,5292.360918000002,0.40156964282758273,0.39136245860088387,0.010207184226698921
SDN,Sudan,2004,2008,5,68646.93178709771,10.334273097656478,68636.59751400005,64477.718543000046,0.9394072678187215,0.46239507557941645,0.477012192239305
SEN,Senegal,2004,2008,5,21134.89320279118,19.334159942522092,21115.559042848658,4692.487716999995,0.22222891221955265,0.20597141213142392,0.016257500088128755
SGP,Singapore,2004,2008,5,1129810.1132858654,181911.67458967774,947898.4386961876,5714.041342,0.0060281155751870765,0.003176534763725959,0.0028515808114611173
SGS,South Georgia & South Sandwich Islands,2004,2008,5,16.080298000000006,0,16.080298000000006,8.00369,0.4977326912722636,0.0027811673639381545,0.4949515239083254
SHN,St. Helena,2004,2008,5,108.14925,0,108.14925,0.07888799999999999,7.294364038585565e-4,6.402910792261621e-4,8.914532463239458e-5
SLB,Solomon Islands,2004,2008,5,1362.085730000047,0.0011300000478513539,1362.0845999999992,1068.6365600000001,0.7845596081183216,0.784293666487383,2.659416309383427e-4
SLE,Sierra Leone,2004,2008,5,215356.86756300056,0.07912700093220337,215356.78843599962,214892.713484,0.9978450878870831,5.78293463161534e-4,0.9972667944239215
SLV,El Salvador,2004,2008,5,74828.55607603528,53604.60003403528,21223.956041999998,4132.484344999999,0.1947084858648521,0.19198772617774526,0.0027207596871067813
SMR,San Marino,2004,2008,5,636.058296993705,2.8315109937047964,633.2267860000002,0.030531000000000003,4.8214953433760764e-5,7.343340652680474e-6,4.087161278108029e-5
SOM,Somalia,2004,2008,5,754.2682190014111,0.05998300141072832,754.2082360000004,381.900863,0.5063599743029057,0.5041441923474299,0.002215781955475754
SPM,St. Pierre & Miquelon,2004,2008,5,83.23462599999999,0,83.23462599999999,0.9316509999999999,0.011193070057165872,0.011193070057165872,0
SRB,Serbia,2004,2008,4,205243.02100757434,150969.37818657432,54273.642821000045,26658.152305000018,0.491180450019198,0.19036304191106163,0.30081740810813645
STP,São Tomé & Príncipe,2004,2008,5,71.113949,0,71.113949,26.108956,0.36714254189427725,0.3661787084837603,9.638334105169719e-4
SUR,Suriname,2004,2008,5,6584.910245000505,0.09511500049575261,6584.815130000008,604.0913900000002,0.09174006833506948,0.09047351903408704,0.0012665493009824237
SVK,Slovakia,2004,2008,5,609723.7284446228,321660.4360271541,288063.29241746874,48565.07965000001,0.16859169817311623,0.027718890695827485,0.14087280747728873
SVN,Slovenia,2004,2008,5,391707.801314837,241121.9023803164,150585.89893452055,14901.532998999997,0.09895702787868371,0.01810809516225491,0.0808489327164288
SWE,Sweden,2004,2008,5,3551573.0708625647,2322362.735175961,1229210.335686603,112525.88248000001,0.09154322837445567,0.010634559971136498,0.08090866840331917
SWZ,Eswatini,2004,2008,5,17860.67759600274,9627.370697002742,8233.306899,409.701637,0.049761492195773915,0.03780510077157516,0.01195639142419875
SYC,Seychelles,2004,2008,5,7114.491026103111,3502.4982681031106,3611.9927580000003,40.54601099999999,0.011225385463522015,0.009144915345370135,0.002080470118151881
SYR,Syria,2004,2008,5,189720.68501459924,51.6479985993501,189669.0370159999,172508.160126,0.9095219907266558,0.027591677641925987,0.8819303130847297
TCA,Turks & Caicos Islands,2004,2008,5,240.13278898225576,2.8613199822557362,237.27146900000002,12.422337,0.05235495465322887,0.0448974629983852,0.007457491654843673
TCD,Chad,2004,2008,5,15896.31335500114,0.43037200113758445,15895.882983000003,14987.119340999998,0.9428302508912596,0.24507975128945994,0.6977504996017998
TGO,Togo,2004,2008,5,7948.61279600149,0.1025500014948193,7948.510245999995,4569.3312719999985,0.5748663750291404,0.5014073603296455,0.07345901469949496
THA,Thailand,2004,2008,5,989006.2536476414,77628.29895089145,911377.9546967497,153804.6120360003,0.16876051394854835,0.15790466884497437,0.010855845103574005
TJK,Tajikistan,2004,2008,5,11652.247508406761,421.9568429385017,11230.290665468261,5657.603577,0.5037806897016854,0.5001693941254538,0.0036112955762315495
TKL,Tokelau,2004,2008,5,93.32432,0,93.32432,1.803955,0.019329956007180123,0.002173431319938897,0.017156524687241225
TKM,Turkmenistan,2004,2008,5,28440.60800302473,174.0389000247087,28266.56910300002,22432.783027999998,0.7936153463215717,0.02361275967266793,0.7700025866489038
TLS,Timor-Leste,2004,2008,5,557.6906490012262,0.04682200122624636,557.643827,227.87383599999998,0.40863688427416234,0.21401241656710743,0.1946244677070549
TON,Tonga,2004,2008,5,186.37601781833322,85.50145788083319,100.87455993750002,82.310182,0.8159657107896959,0.8150696275745026,8.960832151932576e-4
TTO,Trinidad & Tobago,2004,2008,5,87086.26486969492,0.03459899949666578,87086.23027069542,31788.421625,0.36502236376738456,0.0036706993402557263,0.3613516644271288
TUN,Tunisia,2004,2008,5,110593.70113427925,1161.3966692791332,109432.30446500011,27310.014650999998,0.24956081099191874,0.09950761300547002,0.15005319798644876
TUR,Turkey,2004,2008,5,1557578.5212865341,161941.18849890988,1395637.3327876243,435958.54100499913,0.31237236978622684,0.15862675002022728,0.15374561976599965
TUV,Tuvalu,2004,2008,5,12.315483,0,12.315483,0.151081,0.012267565957421239,0.007900786351619338,0.004366779605801899
TWN,Taiwan,2004,2008,5,1879395.3368998833,25714.498213887215,1853680.8386859961,58290.226932000005,0.03144566514121154,0.001998465314895303,0.029447199826316234
TZA,Tanzania,2004,2008,5,21482.82918318559,0.5085490010169451,21482.320634184573,10337.761701,0.48122183245648226,0.4266965476911075,0.05452528476537477
UGA,Uganda,2004,2008,5,15530.63623677452,9740.992565774519,5789.643671000002,2698.8001079999995,0.46614269570995137,0.44935570180792206,0.01678699390202938
UKR,Ukraine,2004,2008,5,1072622.992280331,539773.75837494,532849.2339053911,130838.98631400005,0.24554597809036335,0.13152256969265586,0.11402340839770753
UMI,United States Minor Outlying Islands (the),2004,2008,5,135.3474980000001,0,135.3474980000001,6.955513,0.05139003751661516,0.02564511388308041,0.025744923633534752
URY,Uruguay,2004,2008,5,45480.30401923845,2400.0651260186996,43080.23889321976,9640.671663999996,0.2237840808611975,0.220451674549435,0.0033324063117624574
USA,United States,2004,2008,5,95570659.34339279,69226375.64182878,26344283.70156402,3002017.140675998,0.11395326495431617,0.02828433309434645,0.08566893185996978
UZB,Uzbekistan,2004,2008,5,25252.3042194148,781.3150884147826,24470.989131000017,11189.729202999999,0.4572650963595408,0.26285149486873816,0.1944136014908027
VAT,Vatican City,2004,2008,5,17.162464000096925,0.13614000009692973,17.026323999999995,0.105707,0.0062084452286941105,0.0038730615017075923,0.0023353837269865186
VCT,St. Vincent & Grenadines,2004,2008,5,3374.9465054139177,2160.067775413918,1214.8787299999997,157.298488,0.12947669929162398,0.12909579789910391,3.809013925200585e-4
VEN,Venezuela,2004,2008,5,380747.47875977523,10356.704112776424,370390.7746469988,274114.68871899997,0.7400688880014498,0.09588509216474837,0.6441837958367016
VGB,British Virgin Islands,2004,2008,5,4532.024997315905,1428.309757315903,3103.7152400000023,61.119653,0.019692416434440665,1.1001428082042725e-4,0.019582402153620237
VIR,U.S. Virgin Islands,2004,2008,5,1.1990280097234063,1.1990280097234063,0,0,NA,NA,NA
VNM,Vietnam,2004,2008,5,314750.775502966,2594.7158229661,312156.0596799999,139960.37712700007,0.4483666832240177,0.26030252753797883,0.18806415568603913
VUT,Vanuatu,2004,2008,5,2014.2840749670343,1.507228967035189,2012.776845999999,503.99655600000006,0.2503986256606612,0.2502989593710779,9.966628958330142e-5
WLF,Wallis & Futuna,2004,2008,5,22.992960000047503,0.0010000000474974513,22.991960000000006,0.081278,0.003535061821610684,0,0.003535061821610684
WSM,Samoa,2004,2008,5,739.9494920816562,225.6718050816562,514.277687,26.295809,0.05113153781451148,0.0508383051820018,2.9323263250968145e-4
YEM,Yemen,2004,2008,5,55897.201127024266,4.112689024244901,55893.08843800002,49315.161570000004,0.8823123385765907,0.15689106496105046,0.7254212736155402
ZAF,South Africa,2004,2008,5,572696.8804184285,56456.30085142783,516240.5795670005,196200.1655290001,0.38005568197208367,0.08537790084221723,0.2946777811298665
ZMB,Zambia,2004,2008,5,20250.46538300068,0.11383000068781257,20250.35155299999,5338.213422999999,0.2636109012245355,0.1997707087905192,0.0638401924340163
ZWE,Zimbabwe,2004,2008,5,12569.143999992375,0.7514999923660071,12568.392500000009,4719.676201999998,0.37551947888323783,0.23877340463388588,0.136746074249352
