model_id,australia_cue_year,estimate,se_bootstrap,ci_95_low,ci_95_high,p_normal_two_sided,selected_factors,n_treated_units,n_never_treated_units,n_treated_country_years,bootstrap_replications,bootstrap_seed,elapsed_seconds,fect_version
clean_controls,2009,-0.023613249577796952,0.07499349832845553,-0.1705978053762345,0.1233713062206406,0.7528598869636003,1,5,105,47,1000,42,69.311,2.4.5
full_switching,2009,-0.021252513332649308,0.06183984752845233,-0.1424563872978641,0.0999513606325655,0.73109431767283,1,5,153,47,1000,42,75.106,2.4.5
clean_controls_without_gab_qat,2009,-0.11583302293730163,0.06543905428770387,-0.24409121252356258,0.012425166648959318,0.07671213048148799,0,4,105,53,1000,42,14.867000000000019,2.4.5
full_switching_without_gab_qat,2009,-0.13593960043771125,0.06565656650255158,-0.2646241061312713,-0.00725509474415123,0.03840885245390248,0,4,152,53,1000,42,17.444000000000017,2.4.5
