model_id,estimate,stored_estimate,diff_estimate,se_bootstrap,stored_se,diff_se,selected_factors,stored_factors
clean_controls,-0.023613249577796952,-0.02361324957779705,9.71445146547012e-17,0.07499349832845553,0.07499349832845541,1.249000902703301e-16,1,1
full_switching,-0.021252513332649308,-0.02125251333264927,3.8163916471489756e-17,0.06183984752845233,0.06183984752845219,1.3877787807814457e-16,1,1
clean_controls_without_gab_qat,-0.11583302293730163,-0.11583302293730158,5.551115123125783e-17,0.06543905428770387,0.06543905428770386,1.3877787807814457e-17,0,0
full_switching_without_gab_qat,-0.13593960043771125,-0.13593960043771114,1.1102230246251565e-16,0.06565656650255158,0.06565656650255153,5.551115123125783e-17,0,0
