IdPedido,ProtocoloPedido,OrgaoDestinatario,Situacao,DataRegistro,ResumoSolicitacao,DetalhamentoSolicitacao,DataResposta,Resposta,Decisao,IdRecurso,DescRecurso,RespostaRecurso,zip_year,zip_member,match_rank,match_policy
1741608,09200000139201647,MRE – Ministério das Relações Exteriores,Concluída,26/02/2016,Acompanhamento dos acordos Brasil-China no âmbito do Plano de Ação Conjunta 2015,"Desde 2009, a China se transformou no maior parceiro comercial brasileiro. A cooperação brasileira com ela vem se constituindo numa das principais fontes de investimentos diretos no país, tendo entre os destaques os setores de energia, mineração, siderurgia e agronegócio.   Em maio de 2015, o Brasil recebeu a visita do Primeiro Ministro da China. Em sua vinda foram assinados 35 acordos do cooperação, os quais compõem o Plano de Ação Conjunta de 2015 - 2021 e somam U$ 53 bilhões. Segundo a presidente Dilma Rousseff, o Plano marca uma etapa superior no relacionamento entre os dois países. Na ocasião da visita, também ocorreu um encontro entre as lideranças de China, Brasil e Peru que teve como tema a Ferrovia Transcontinental. No entanto, nada mais foi falado na mídia a respeito desses acordos.  Por isso, gostaria de que o ministério me mandasse uma relação do acompanhamento de cada um dos pontos desse acordo (por exemplo: quais os avanços na negociação desses pontos, quais poderiam ter sido abandonados, quais já foram realizados, etc). Em anexo, segue uma tabela que pauta os acordos feitos no Plano de Ação Conjunta de 2015.",17/03/2016,"Prezado senhor,  O Plano de Ação Conjunta 2015-2021 (PAC) foi assinado durante a visita do Primeiro-Ministro Li Keqiang (maio/2015) e sucede o PAC 2010-2014, lançado na visita do então Presidente Hu Jintao (abril/2010). O PAC renova objetivos estratégicos e metas de trabalho para o desenvolvimento da cooperação e do diálogo entre o Brasil e a China. Vide Nota à Imprensa 172/2015 (http://www.itamaraty.gov.br/index.php?option=com_content&view=article&id=9694:declaracao-conjunta-e-plano-de-acao-conjunta-visita-do-primeiro-ministro-do-conselho-de-estado-da-republica-popular-da-china-li-keqiang-brasilia-19-de-maio-de-2015&catid=42&Itemid=280&lang=pt-BR).  Os 35 acordos firmados em 19 maio de 2015, quando da visita do Primeiro-Ministro Li Keqiang ao Brasil, resultaram de entendimentos mantidos por diferentes órgãos do Governo brasileiro, assim como pela iniciativa privada, com as respectivas contrapartes chinesas. Compete aos atores envolvidos no estabelecimento de tais instrumentos sua implementação, monitoramento e revisão. Sem prejuízo do acompanhamento desses acordos pelas partes, a revisão conjunta do documento do Plano de Ação está prevista para 2021.  Nos termos do art. 21 do Decreto nº 7.724, de 16 de maio de 2012, eventual recurso sobre esta resposta deve ser apresentado, no prazo de 10 dias, a contar da data desta decisão.  Atenciosamente,  Serviço de Informação ao Cidadão Ministério das Relações Exteriores",Acesso Concedido,,,,2016,20260518_Pedidos_csv_2016.csv,True,True
1741613,09200000140201671,MRE – Ministério das Relações Exteriores,Concluída,26/02/2016,Acompanhamento dos acordos Brasil-China no âmbito do Plano de Ação Conjunta 2015,"Desde 2009, a China se transformou no maior parceiro comercial brasileiro. A cooperação brasileira com ela vem se constituindo numa das principais fontes de investimentos diretos no país, tendo entre os destaques os setores de energia, mineração, siderurgia e agronegócio.   Em maio de 2015, o Brasil recebeu a visita do Primeiro Ministro da China. Em sua vinda foram assinados 35 acordos do cooperação, os quais compõem o Plano de Ação Conjunta de 2015 - 2021 e somam U$ 53 bilhões. Segundo a presidente Dilma Rousseff, o Plano marca uma etapa superior no relacionamento entre os dois países. Na ocasião da visita, também ocorreu um encontro entre as lideranças de China, Brasil e Peru que teve como tema a Ferrovia Transcontinental. No entanto, nada mais foi falado na mídia a respeito desses acordos.  Por isso, gostaria de que o ministério me mandasse uma relação do acompanhamento de cada um dos pontos desse acordo (por exemplo: quais os avanços na negociação desses pontos, quais poderiam ter sido abandonados, quais já foram realizados, etc). Em anexo, segue uma tabela que pauta os acordos feitos no Plano de Ação Conjunta de 2015.",26/02/2016,"Prezado(a) senhor(a),  Em atenção ao pedido de acesso à informação protocolado sob NUP nº 09200000140201671, informa-se que o mencionado pedido é de igual teor ao cadastrado sob NUP nº 09200000139201647, que se encontra em atendimento.  Atenciosamente,  Serviço de Informação ao Cidadão Ministério das Relações Exteriores",Pergunta Duplicada/Repetida,,,,2016,20260518_Pedidos_csv_2016.csv,True,True
1741617,09200000141201616,MRE – Ministério das Relações Exteriores,Concluída,26/02/2016,Acompanhamento dos acordos Brasil-China no âmbito do Plano de Ação Conjunta 2015,"Desde 2009, a China se transformou no maior parceiro comercial brasileiro. A cooperação brasileira com ela vem se constituindo numa das principais fontes de investimentos diretos no país, tendo entre os destaques os setores de energia, mineração, siderurgia e agronegócio.   Em maio de 2015, o Brasil recebeu a visita do Primeiro Ministro da China. Em sua vinda foram assinados 35 acordos do cooperação, os quais compõem o Plano de Ação Conjunta de 2015 - 2021 e somam U$ 53 bilhões. Segundo a presidente Dilma Rousseff, o Plano marca uma etapa superior no relacionamento entre os dois países. Na ocasião da visita, também ocorreu um encontro entre as lideranças de China, Brasil e Peru que teve como tema a Ferrovia Transcontinental. No entanto, nada mais foi falado na mídia a respeito desses acordos.  Por isso, gostaria de que o ministério me mandasse uma relação do acompanhamento de cada um dos pontos desse acordo (por exemplo: quais os avanços na negociação desses pontos, quais poderiam ter sido abandonados, quais já foram realizados, etc). Em anexo, segue uma tabela que pauta os acordos feitos no Plano de Ação Conjunta de 2015.",26/02/2016,"Prezado(a) senhor(a),  Em atenção ao pedido de acesso à informação protocolado sob NUP nº 09200000141201616, informa-se que o mencionado pedido é de igual teor ao cadastrado sob NUP nº 09200000139201647, que se encontra em atendimento.  Atenciosamente,  Serviço de Informação ao Cidadão Ministério das Relações Exteriores",Pergunta Duplicada/Repetida,,,,2016,20260518_Pedidos_csv_2016.csv,True,True
3048132,09002000737202110,MRE – Ministério das Relações Exteriores,Concluída,04/04/2021,Telegramas para órgãos americanos com menção à China,"Caras e caros, bom dia!    Gostaria de ter acesso a todos os telegramas trocados pelo ex-ministro das Relações Exteriores, Ernesto Araújo, neste ano (2021), com órgãos/autoridades dos Estados Unidos, embaixada ou não, em que haja a palavra  China . O objetivo da busca, aqui bastante delimitada, é saber como o ex-chanceler se referia ao maior parceiro comercial brasileiro nas relações com os norte-americanos. Grato!  ",26/04/2021,"Prezado senhor,    1. Não foram identificadas comunicações externas do Ministério das Relações Exteriores com autoridades dos EUA, no período indicado pelo solicitante, em que conste menção da palavra  China .    2. Quanto a expedientes telegráficos trocados entre a SERE e a embaixada brasileira em Washington, identificou-se mais de uma centena de expedientes, de temáticas diversas, que contêm a referida palavra buscada pelo solicitante. A análise desse conjunto de informações, sem quaisquer outras variáveis de triagem, demandaria que o único servidor responsável pelo atendimento às solicitações via SIC se desviasse de suas outras atividades rotineiras para dedicar-se ao atendimento da solicitação, considerada, assim, desproporcional (art. 13, II, Decreto 7.724/2012).    3. Recomenda-se redução do escopo de seu pedido, de modo a possibilitar, dentro dos limites permitidos, o exercício do direito de acesso à informação.    Atenciosamente,",Acesso Negado,,,,2021,20260518_Pedidos_csv_2021.csv,True,False
3048132,09002000737202110,MRE – Ministério das Relações Exteriores,Respondido,27/04/2021,,,03/05/2021,,,136040,"Em atenção ao que me foi pedido pelo próprio sistema de informação para diminuir o escopo da busca, venho reiterar o pedido anterior com a definição de um novo intervalo. Gostaria de ter acesso a todos os telegramas trocados pelo ex-ministro das Relações Exteriores, Ernesto Araújo, entre os dias 15 e 20 de fevereiro, com órgãos/autoridades dos Estados Unidos, embaixada ou não, em que haja a palavra ""China"". ","Prezado Senhor,    Reiteramos que não foram identificadas mensagens do Ministério das Relações Exteriores, tampouco mensagens especificamente assinadas pelo ex-ministro de Estado citado na solicitação, para autoridades dos EUA, contendo a palavra  China , no período inicialmente indicado, que inclui o período mais restrito indicado no recurso.    2. Com relação aos expedientes telegráficos, apenas se identificaram, no período mais restrito indicado, telegramas da Embaixada do Brasil em Washington, direcionados à Secretaria de Estado, contendo a palavra  China .    3. Não foram identificados despachos telegráficos para a referida embaixada brasileira que contenham a palavra requerida pelo solicitante, de forma que não há expedientes telegráficos assinados pelo ex-ministro de Estado no período indicado que atendam à solicitação.    4. Esclarecemos que os expedientes telegráficos são comunicações internas do MRE, não sendo, portanto, mensagens trocadas com  órgãos/autoridades dos EUA, embaixada, ou não , expressão utilizada em sua solicitação.    5. À luz da solicitação original, que indica interesse em  saber como o ex-chanceler se referia ao maior parceiro comercial brasileiro nas relações com os norte-americanos , não haveria, assim, entre os expedientes identificados, qualquer comunicação que atenda às especificações indicadas.    Atenciosamente,",2021,20260518_Recursos_csv_2021.csv,True,False
