source_id,newspaper,country,iso3,language,requested_date,observation_unit,original_id,original_url,normalized_url,title_original,publication_datetime,publication_datetime_utc,publication_date,publication_date_method,publication_date_inferred,date_matches_requested,update_datetime,update_datetime_utc,source_page_or_endpoint,source_raw_relative_path,source_page_number,collected_at_utc,extraction_method,china_mention_title,usa_mention_title,mention_ambiguity,mention_matches,duplicate_url,duplicate_original_id,possible_duplicate_title,dedup_keep
cyprus_mail,Cyprus Mail,Cyprus,CYP,English,2000-06-15,web article/post,830,https://archive.cyprus-mail.com/2000/06/15/british-appeal-for-information-on-security-threats/,https://archive.cyprus-mail.com/2000/06/15/british-appeal-for-information-on-security-threats/,British appeal for information on security threats,2000-06-15T00:00:00,2000-06-15T00:00:00,2000-06-15,wordpress_rest_date,false,true,2000-06-15T00:00:00,2000-06-15T00:00:00,https://archive.cyprus-mail.com/wp-json/wp/v2/posts?after=2000-06-14T23%3A59%3A59&before=2000-06-15T23%3A59%3A59&per_page=100&orderby=date&order=asc&_fields=id%2Cdate%2Cdate_gmt%2Cmodified%2Cmodified_gmt%2Clink%2Cslug%2Ctitle&page=1,cyprus_mail/2000-06-15/api_page_001.json,1,2026-09-14T22:07:56+00:00,WordPress REST JSON fields,false,false,false,,false,false,false,true
cyprus_mail,Cyprus Mail,Cyprus,CYP,English,2000-06-15,web article/post,826,https://archive.cyprus-mail.com/2000/06/15/british-scientists-to-start-testing-ergates-children-today/,https://archive.cyprus-mail.com/2000/06/15/british-scientists-to-start-testing-ergates-children-today/,British scientists to start testing Ergates children today,2000-06-15T00:00:00,2000-06-15T00:00:00,2000-06-15,wordpress_rest_date,false,true,2000-06-15T00:00:00,2000-06-15T00:00:00,https://archive.cyprus-mail.com/wp-json/wp/v2/posts?after=2000-06-14T23%3A59%3A59&before=2000-06-15T23%3A59%3A59&per_page=100&orderby=date&order=asc&_fields=id%2Cdate%2Cdate_gmt%2Cmodified%2Cmodified_gmt%2Clink%2Cslug%2Ctitle&page=1,cyprus_mail/2000-06-15/api_page_001.json,1,2026-09-14T22:07:56+00:00,WordPress REST JSON fields,false,false,false,,false,false,false,true
cyprus_mail,Cyprus Mail,Cyprus,CYP,English,2000-06-15,web article/post,832,https://archive.cyprus-mail.com/2000/06/15/hellenic-boss-blasts-central-bank-credit-policy/,https://archive.cyprus-mail.com/2000/06/15/hellenic-boss-blasts-central-bank-credit-policy/,Hellenic boss blasts Central Bank credit policy,2000-06-15T00:00:00,2000-06-15T00:00:00,2000-06-15,wordpress_rest_date,false,true,2000-06-15T00:00:00,2000-06-15T00:00:00,https://archive.cyprus-mail.com/wp-json/wp/v2/posts?after=2000-06-14T23%3A59%3A59&before=2000-06-15T23%3A59%3A59&per_page=100&orderby=date&order=asc&_fields=id%2Cdate%2Cdate_gmt%2Cmodified%2Cmodified_gmt%2Clink%2Cslug%2Ctitle&page=1,cyprus_mail/2000-06-15/api_page_001.json,1,2026-09-14T22:07:56+00:00,WordPress REST JSON fields,false,false,false,,false,false,false,true
cyprus_mail,Cyprus Mail,Cyprus,CYP,English,2000-06-15,web article/post,828,https://archive.cyprus-mail.com/2000/06/15/jail-threat-for-marriages-of-convenience/,https://archive.cyprus-mail.com/2000/06/15/jail-threat-for-marriages-of-convenience/,Jail threat for marriages of convenience,2000-06-15T00:00:00,2000-06-15T00:00:00,2000-06-15,wordpress_rest_date,false,true,2000-06-15T00:00:00,2000-06-15T00:00:00,https://archive.cyprus-mail.com/wp-json/wp/v2/posts?after=2000-06-14T23%3A59%3A59&before=2000-06-15T23%3A59%3A59&per_page=100&orderby=date&order=asc&_fields=id%2Cdate%2Cdate_gmt%2Cmodified%2Cmodified_gmt%2Clink%2Cslug%2Ctitle&page=1,cyprus_mail/2000-06-15/api_page_001.json,1,2026-09-14T22:07:56+00:00,WordPress REST JSON fields,false,false,false,,false,false,false,true
cyprus_mail,Cyprus Mail,Cyprus,CYP,English,2000-06-15,web article/post,827,https://archive.cyprus-mail.com/2000/06/15/journalists-in-the-spotlight-over-news-coverage/,https://archive.cyprus-mail.com/2000/06/15/journalists-in-the-spotlight-over-news-coverage/,Journalists in the spotlight over news coverage,2000-06-15T00:00:00,2000-06-15T00:00:00,2000-06-15,wordpress_rest_date,false,true,2000-06-15T00:00:00,2000-06-15T00:00:00,https://archive.cyprus-mail.com/wp-json/wp/v2/posts?after=2000-06-14T23%3A59%3A59&before=2000-06-15T23%3A59%3A59&per_page=100&orderby=date&order=asc&_fields=id%2Cdate%2Cdate_gmt%2Cmodified%2Cmodified_gmt%2Clink%2Cslug%2Ctitle&page=1,cyprus_mail/2000-06-15/api_page_001.json,1,2026-09-14T22:07:56+00:00,WordPress REST JSON fields,false,false,false,,false,false,false,true
cyprus_mail,Cyprus Mail,Cyprus,CYP,English,2000-06-15,web article/post,829,https://archive.cyprus-mail.com/2000/06/15/matsakis-seeks-raise-in-speed-limits/,https://archive.cyprus-mail.com/2000/06/15/matsakis-seeks-raise-in-speed-limits/,Matsakis seeks raise in speed limits,2000-06-15T00:00:00,2000-06-15T00:00:00,2000-06-15,wordpress_rest_date,false,true,2000-06-15T00:00:00,2000-06-15T00:00:00,https://archive.cyprus-mail.com/wp-json/wp/v2/posts?after=2000-06-14T23%3A59%3A59&before=2000-06-15T23%3A59%3A59&per_page=100&orderby=date&order=asc&_fields=id%2Cdate%2Cdate_gmt%2Cmodified%2Cmodified_gmt%2Clink%2Cslug%2Ctitle&page=1,cyprus_mail/2000-06-15/api_page_001.json,1,2026-09-14T22:07:56+00:00,WordPress REST JSON fields,false,false,false,,false,false,false,true
cyprus_mail,Cyprus Mail,Cyprus,CYP,English,2000-06-15,web article/post,831,https://archive.cyprus-mail.com/2000/06/15/ministers-discuss-fuel-but-announce-nothing/,https://archive.cyprus-mail.com/2000/06/15/ministers-discuss-fuel-but-announce-nothing/,"Ministers discuss fuel, but announce nothing",2000-06-15T00:00:00,2000-06-15T00:00:00,2000-06-15,wordpress_rest_date,false,true,2000-06-15T00:00:00,2000-06-15T00:00:00,https://archive.cyprus-mail.com/wp-json/wp/v2/posts?after=2000-06-14T23%3A59%3A59&before=2000-06-15T23%3A59%3A59&per_page=100&orderby=date&order=asc&_fields=id%2Cdate%2Cdate_gmt%2Cmodified%2Cmodified_gmt%2Clink%2Cslug%2Ctitle&page=1,cyprus_mail/2000-06-15/api_page_001.json,1,2026-09-14T22:07:56+00:00,WordPress REST JSON fields,false,false,false,,false,false,false,true
cyprus_mail,Cyprus Mail,Cyprus,CYP,English,2000-06-15,web article/post,834,https://archive.cyprus-mail.com/2000/06/15/scrambling-for-a-way-out-of-unficyp-crisis/,https://archive.cyprus-mail.com/2000/06/15/scrambling-for-a-way-out-of-unficyp-crisis/,Scrambling for a way out of Unficyp crisis,2000-06-15T00:00:00,2000-06-15T00:00:00,2000-06-15,wordpress_rest_date,false,true,2000-06-15T00:00:00,2000-06-15T00:00:00,https://archive.cyprus-mail.com/wp-json/wp/v2/posts?after=2000-06-14T23%3A59%3A59&before=2000-06-15T23%3A59%3A59&per_page=100&orderby=date&order=asc&_fields=id%2Cdate%2Cdate_gmt%2Cmodified%2Cmodified_gmt%2Clink%2Cslug%2Ctitle&page=1,cyprus_mail/2000-06-15/api_page_001.json,1,2026-09-14T22:07:56+00:00,WordPress REST JSON fields,false,false,false,,false,false,false,true
cyprus_mail,Cyprus Mail,Cyprus,CYP,English,2000-06-15,web article/post,833,https://archive.cyprus-mail.com/2000/06/15/share-prices-tumble-as-investment-stocks-hammered/,https://archive.cyprus-mail.com/2000/06/15/share-prices-tumble-as-investment-stocks-hammered/,Share prices tumble as investment stocks hammered,2000-06-15T00:00:00,2000-06-15T00:00:00,2000-06-15,wordpress_rest_date,false,true,2000-06-15T00:00:00,2000-06-15T00:00:00,https://archive.cyprus-mail.com/wp-json/wp/v2/posts?after=2000-06-14T23%3A59%3A59&before=2000-06-15T23%3A59%3A59&per_page=100&orderby=date&order=asc&_fields=id%2Cdate%2Cdate_gmt%2Cmodified%2Cmodified_gmt%2Clink%2Cslug%2Ctitle&page=1,cyprus_mail/2000-06-15/api_page_001.json,1,2026-09-14T22:07:56+00:00,WordPress REST JSON fields,false,false,false,,false,false,false,true
cyprus_mail,Cyprus Mail,Cyprus,CYP,English,2014-06-15,web article/post,26668,https://archive.cyprus-mail.com/2014/06/15/a-time-before-the-divide/,https://archive.cyprus-mail.com/2014/06/15/a-time-before-the-divide/,A time before the divide,2014-06-15T08:10:13,2014-06-15T05:10:13,2014-06-15,wordpress_rest_date,false,true,2016-11-15T15:49:45,2016-11-15T13:49:45,https://archive.cyprus-mail.com/wp-json/wp/v2/posts?after=2014-06-14T23%3A59%3A59&before=2014-06-15T23%3A59%3A59&per_page=100&orderby=date&order=asc&_fields=id%2Cdate%2Cdate_gmt%2Cmodified%2Cmodified_gmt%2Clink%2Cslug%2Ctitle&page=1,cyprus_mail/2014-06-15/api_page_001.json,1,2026-09-14T22:08:06+00:00,WordPress REST JSON fields,false,false,false,,false,false,false,true
