iso3c,session,year,median_pt,mean_pt,lower,upper
AUS,67,2012,-0.1474,-0.15425845311775,1.2823809999999995,-1.5794879999999998
AUS,68,2013,-0.22297,-0.23374246167125,1.1631929999999993,-1.6409875
AUS,69,2014,-0.4592295,-0.460834642974475,0.9185395999999998,-1.8166575
AUS,70,2015,-0.6159665000000001,-0.608257870599,0.85302825,-2.0761365
AUS,71,2016,-0.5259039999999999,-0.532984012998975,0.9343475999999994,-1.9928165
AUS,72,2017,-0.33617949999999996,-0.35546438206904,1.1473399999999996,-1.8998715
AUS,73,2018,0.012083,0.01082710446712499,1.6361419999999984,-1.6112525
AUT,64,2009,-1.13768,-1.13652458125,-0.7861406,-1.4874079999999998
AUT,65,2010,0.217043,0.224462469353,1.3691814999999996,-0.91178
AUT,66,2011,0.5602575,0.55295765585375,1.6583109999999996,-0.6000959
AUT,67,2012,-0.1759885,-0.17075709525725,0.9187786499999996,-1.2662215000000001
AUT,68,2013,-0.08336605,-0.1032449535855,0.9003967999999997,-1.1758595
AUT,69,2014,-0.452837,-0.47021542701675,0.5120445999999989,-1.5173825
AUT,70,2015,-0.524715,-0.5571597176195,0.48811609999999994,-1.7570905000000001
AUT,71,2016,-0.442093,-0.496675035774,0.6051533,-1.773782
AUT,72,2017,-1.79433,-1.823314782595,-0.7625004500000002,-2.9655855
AUT,73,2018,-0.006255,3.3300358792499955e-4,1.6532359999999993,-1.637709
AZE,64,2009,0.652792,0.67670242406,1.077008,0.31450959999999994
AZE,65,2010,0.2110655,0.216103297383,1.7675024999999998,-1.3430175
AZE,66,2011,0.0271776,0.02313852293,1.572906499999999,-1.473176
AZE,67,2012,0.09624085,0.0893831654903525,1.6212374999999997,-1.3776499999999998
AZE,68,2013,0.3299765,0.33041928605725,1.8788764999999992,-1.244996
AZE,69,2014,0.2714765,0.25535310828125,1.7683715,-1.2724774999999997
AZE,70,2015,0.113775,0.095366794677725,1.6554874999999998,-1.471447
AZE,71,2016,0.1136855,0.115953650627,1.7138974999999994,-1.4757765
AZE,72,2017,-8.41318e-4,0.0044014818265,1.5716799999999995,-1.5378145
AZE,73,2018,0.00243821,0.001226040675025,1.5928934999999995,-1.6349005
BDI,64,2009,1.7814,1.81287430825,2.2964279999999997,1.360294
BDI,65,2010,0.1894645,0.19037117779305,1.6779989999999996,-1.3238305
BDI,66,2011,5.952685000000001e-4,0.012049139737,1.4737709999999995,-1.4876665
BDI,67,2012,-0.04583479999999999,-0.0433895653825,1.532742999999999,-1.6131645
BDI,68,2013,-0.2844535,-0.29181667089525,1.2224974999999998,-1.773385
BDI,69,2014,-0.30947250000000004,-0.3060153064365,1.1935364999999996,-1.813325
BDI,70,2015,-0.0686428,-0.052805673019475,1.4718414999999996,-1.5889449999999998
BDI,71,2016,-0.197661,-0.20910689147375,1.3396754999999994,-1.809886
BDI,72,2017,-0.217697,-0.219893025262,1.3132325,-1.7229905
BDI,73,2018,0.0011331935,-0.00261029179324999,1.6017959999999982,-1.568128
BEL,64,2009,-1.315755,-1.3128361255,-0.962121,-1.6495145
BEL,65,2010,1.089385,1.04368490850125,2.3479915,-0.4108712999999999
BEL,66,2011,0.403494,0.434116223729,1.8479344999999985,-0.8599148
BEL,67,2012,0.120527,0.1502080294345,1.5431454999999998,-1.129509
BEL,68,2013,0.102414,0.139648952489875,1.4682579999999998,-1.074017
BEL,69,2014,0.3151585,0.313615164026925,1.586442499999999,-0.9599275
BEL,70,2015,0.03512235,0.05098337053625,1.382773499999999,-1.2797535
BEL,71,2016,-0.15744550000000002,-0.12285652993525,1.3400959999999995,-1.4264825
BEL,72,2017,0.4228110000000001,0.3984435540645,1.6823195,-0.9309057
BEL,73,2018,-0.00815346,-0.00327532827987499,1.6299219999999994,-1.615944
BEN,64,2009,1.381765,1.39423019775,1.851174,0.988227
BEN,65,2010,0.35539,0.3570387843783,1.7038124999999993,-0.9446288
BEN,66,2011,-0.2431415,-0.22671206194225,1.2198764999999985,-1.5866235000000002
BEN,67,2012,0.194437,0.21818729259675,1.5758204999999983,-1.137899
BEN,68,2013,0.166413,0.1807096396505,1.5624654999999998,-1.1433295
BEN,69,2014,0.7033705,0.72219570968575,2.1121475,-0.6038380999999999
BEN,70,2015,0.795784,0.79802616446925,2.2358914999999997,-0.5916424999999996
BEN,71,2016,0.3530815,0.37342509932725,1.8380224999999992,-0.99954385
BEN,72,2017,-0.1208205,-0.10005968231325,1.3740614999999994,-1.525518
BEN,73,2018,0.01586284999999999,0.004255204062175,1.621141,-1.545724
BFA,64,2009,1.67933,1.703655792,2.1239345,1.3084325
BFA,65,2010,-0.3713729999999999,-0.36012676178475,1.2055949999999984,-1.909607
BFA,66,2011,-0.585267,-0.5804765627115,0.9897215499999986,-2.1126690000000004
BFA,67,2012,-0.2239895,-0.23471187355125,1.2444694999999997,-1.750611
BFA,68,2013,-0.1518585,-0.16348578670175,1.364016499999999,-1.6803505
BFA,69,2014,0.23613,0.2324866116195,1.7325854999999997,-1.267965
BFA,70,2015,0.2439115,0.24229658061375,1.7696574999999983,-1.264827
BFA,71,2016,0.5570765,0.5257895506115,2.0361999999999996,-1.0647755
BFA,72,2017,0.3732595,0.347128964763,1.8783455,-1.2225885
BFA,73,2018,0.00188997,0.00438227229575,1.6791264999999975,-1.6516665
BGD,64,2009,0.9558345,0.9697455195,1.3701955,0.62538255
BGD,65,2010,0.111876,0.13997418350575,1.2260054999999994,-0.8234665
BGD,66,2011,0.0903991,0.08456171792525,1.2948419999999998,-1.1594304999999998
BGD,67,2012,-0.4649505,-0.43862207386935,0.7766018499999982,-1.6255075
BGD,68,2013,-0.09152875,-0.0917935375788,0.9734761999999996,-1.194187
BGD,69,2014,0.3350145,0.32697726081875,1.3097604999999988,-0.6897957999999998
BGD,70,2015,-0.4800765,-0.4301510107595,0.8352927499999981,-1.4560674999999998
BGD,71,2016,1.325435,1.2938749564625,2.351944,0.14123695
BGD,72,2017,-0.9864685,-0.95765508001175,0.14425694999999836,-1.9390725
BGD,73,2018,-0.004771335,-0.008649959713,1.6537909999999998,-1.6892325
BGR,64,2009,-0.7521469999999999,-0.748092341325,-0.40342605000000015,-1.0704315
BGR,65,2010,0.228978,0.217281487192675,1.7218879999999992,-1.3525195
BGR,66,2011,-0.0138173,-0.00807539208575,1.528218,-1.5696335
BGR,67,2012,-0.2959125,-0.282646283322,1.269946,-1.794566
BGR,68,2013,-0.3698475,-0.3492255345431,1.2785144999999989,-1.8981515
BGR,69,2014,-0.0558771,-0.047538122822275,1.495531499999999,-1.5753285
BGR,70,2015,-0.216821,-0.1997418366735,1.406624499999998,-1.801428
BGR,71,2016,-0.2185385,-0.22901605785125,1.3132944999999998,-1.7814905
BGR,72,2017,-0.09018175,-0.086070016458295,1.5225989999999996,-1.677909
BGR,73,2018,-0.00108083,-0.019140725841,1.6130274999999994,-1.6909415
BHR,64,2009,1.344315,1.39278673525,1.9686255,0.86215915
BHR,65,2010,-0.03182315,-0.0173705291615,1.4798929999999977,-1.519718
BHR,66,2011,-0.09527285,-0.08455594002125,1.5344634999999986,-1.6775985
BHR,67,2012,-0.05872995,-0.05115037590925,1.513559999999998,-1.6129915
BHR,68,2013,0.310367,0.3085998541985,1.804463,-1.1784395
BHR,69,2014,0.2234775,0.223405642224,1.7575515,-1.3077575
BHR,70,2015,0.15743249999999998,0.170183815453,1.6278155,-1.2651119999999998
BHR,71,2016,0.2108485,0.210177815407715,1.693716999999998,-1.3005965
BHR,72,2017,-0.17050949999999998,-0.15768957513925,1.3649299999999998,-1.7025814999999995
BHR,73,2018,-0.001070899,0.0024327864559675,1.6529939999999996,-1.6402835
BHS,64,2009,1.37725,1.3985011115,1.87477,0.96482495
BHS,65,2010,-0.3008825,-0.28651886742725,1.1698289999999996,-1.70743
BHS,66,2011,-0.17783149999999998,-0.18692440596075,1.2837454999999989,-1.6821414999999995
BHS,67,2012,0.1323835,0.10935315031075,1.5665589999999998,-1.4218945
BHS,68,2013,-0.3163955,-0.34760773503025,1.099727499999999,-1.8428085
BHS,69,2014,-0.371986,-0.38301124510675,1.085992,-1.874727
BHS,70,2015,-0.7442759999999999,-0.7256195552475,0.8178890999999999,-2.1406225
BHS,71,2016,0.1922325,0.173623927521,1.547007999999999,-1.3042895
BHS,72,2017,-0.5600835,-0.526968493828,0.95267645,-1.9484545
BHS,73,2018,0.0289794,-4.376828628750002e-4,1.641037999999999,-1.6675645
BIH,64,2009,0.727767,0.73256734975,1.0461029999999998,0.43365615
BIH,65,2010,0.01333219999999999,0.00720873494544999,1.5128469999999998,-1.5084674999999996
BIH,66,2011,-0.4644885,-0.44472802838225,1.1263229999999993,-1.9276645
BIH,67,2012,-0.08254539999999999,-0.07962500956265,1.3997984999999995,-1.525599
BIH,68,2013,0.0293816,0.0296892714677,1.520268,-1.4662084999999998
BIH,69,2014,0.10788,0.08244096105825,1.5259255,-1.4016315
BIH,70,2015,0.02484275,0.00787242131724999,1.452065999999999,-1.4587895000000002
BIH,71,2016,-0.35436,-0.3252676698905925,1.2023149999999998,-1.764099
BIH,72,2017,-0.202426,-0.19416728590425,1.3927309999999986,-1.7430245
BIH,73,2018,0.0179638,0.008831882719325,1.6305219999999994,-1.5906539999999998
BLR,64,2009,0.3755805,0.39006864290875,0.7413012499999999,0.05266047
BLR,65,2010,0.3882139999999999,0.369767787841425,1.7753594999999995,-1.1254339999999998
BLR,66,2011,0.003607585,0.014570984235055,1.4489999999999987,-1.4171145
BLR,67,2012,0.227226,0.2345051714737,1.6859594999999996,-1.237308
BLR,68,2013,0.1009675,0.102691381155,1.5825874999999994,-1.4126475
BLR,69,2014,3.4864849999999997e-4,0.00453966238199999,1.5704209999999996,-1.493216
BLR,70,2015,-0.06221875,-0.063069886158,1.4790839999999998,-1.611844
BLR,71,2016,0.02579065,0.04063514065275,1.5414205,-1.454318
BLR,72,2017,0.437473,0.4120350047775,1.8541634999999996,-1.1206085
BLR,73,2018,-0.00223966,0.007179606552,1.7138069999999992,-1.6664104999999998
BLZ,64,2009,1.24852,1.26693624725,1.7451225,0.8286522500000001
BLZ,65,2010,0.410233,0.40717017443725,1.8078929999999989,-1.044448
BLZ,66,2011,0.1982645,0.20727313097535,1.7216615,-1.2837825
BLZ,67,2012,-0.08732300000000001,-0.0814035715385,1.4138334999999995,-1.495021
BLZ,68,2013,0.00824188,0.01227880031825,1.4526714999999997,-1.405401
BLZ,69,2014,-0.04741529999999999,-0.0165345867155,1.4676889999999998,-1.4080795000000002
BLZ,70,2015,0.06057335,0.0725974046215,1.498855,-1.3297145
BLZ,71,2016,0.416523,0.402070356382875,1.842062499999995,-1.1023105
BLZ,72,2017,0.06568275,0.07066916859295,1.556364,-1.3959645
BLZ,73,2018,-8.56402e-4,0.01357122969225,1.6677189999999995,-1.642968
BOL,64,2009,0.645193,0.6513686455,0.9861837,0.3565466
BOL,65,2010,-0.351086,-0.37285364536975,0.01225532999999995,-0.82546365
BOL,66,2011,-0.09398815,-0.00403160343669999,0.7555826999999995,-0.48404325
BOL,67,2012,0.898744,0.899276730197,1.486801,0.28681235000000005
BOL,68,2013,-0.14124049999999994,-0.303549463,2.6591335,-3.3913420000000003
BOL,69,2014,-0.05688850000000001,-0.19158530525,2.5146645000000003,-2.9669005
BOL,70,2015,-0.3128155,-0.322802962821775,0.1495596999999998,-0.83104435
BOL,71,2016,0.2039655,0.21933376383325,0.6326394999999995,-0.16051485
BOL,72,2017,-0.4044,-0.43244049862425,-0.1011782,-0.8423788999999999
BOL,73,2018,-0.0177992,-0.0041903249085,1.674259,-1.636062
BRA,64,2009,0.648711,0.67210191975,0.99997915,0.37861955
BRA,65,2010,0.2752165,0.2720486898595,1.7823675,-1.2353169999999998
BRA,66,2011,0.512623,0.5017122175545,2.001976499999999,-1.024941
BRA,67,2012,0.326171,0.312260559775,1.826083999999999,-1.2210715
BRA,68,2013,-0.0169209,-0.01165717737625,1.5139634999999996,-1.460566
BRA,69,2014,-0.08189250000000001,-0.0576185361275,1.5199114999999976,-1.566833
BRA,70,2015,-0.1147935,-0.112372716196,1.4276644999999986,-1.6377325
BRA,71,2016,-0.0366586,-0.03734948527525,1.3846355,-1.473824
BRA,72,2017,-0.287419,-0.2757683272635,1.3610144999999998,-1.8050655
BRA,73,2018,-0.01402014999999999,-0.0112906065375,1.6446464999999997,-1.6799685
BRB,64,2009,1.22428,1.24436923175,1.7110769999999995,0.83301635
BRB,65,2010,-0.2060205,-0.204882521980425,1.3347095,-1.7151955
BRB,66,2011,0.1396315,0.114875706083,1.6661414999999968,-1.4804559999999998
BRB,67,2012,-0.05816309999999999,-0.062544604872,1.5350959999999991,-1.6069665
BRB,68,2013,-0.00562001,-0.01169112123234999,1.479032999999999,-1.5475235
BRB,69,2014,-0.2897235,-0.2972612827625,1.2500184999999993,-1.8195765
BRB,70,2015,-0.317346,-0.309585385666,1.3077929999999998,-1.819941
BRB,71,2016,-0.07671475,-0.0768644104455,1.411757499999999,-1.5607625
BRB,72,2017,-0.218712,-0.2125020965625,1.3662824999999987,-1.7253079999999998
BRB,73,2018,-3.255686e-4,0.01353194926095,1.7193364999999996,-1.6928919999999998
BRN,64,2009,1.20529,1.2204950565,1.7675820000000002,0.72082325
BRN,65,2010,0.599576,0.619442078239,1.8115479999999995,-0.5101973
BRN,66,2011,0.14815450000000002,0.05225520238024999,1.6015989999999998,-1.628184
BRN,67,2012,0.04845365,0.16358744787899998,1.935068,-1.472119
BRN,68,2013,-0.4904695,-0.6231050288172499,0.8727756,-2.386756
BRN,69,2014,-0.9180445,-0.91883342388375,0.4288806999999991,-2.2474904999999996
BRN,70,2015,0.1879615,0.1604062797495,1.3395489999999994,-1.1523739999999998
BRN,71,2016,-0.2044215,-0.243286858110675,0.8577363999999994,-1.4589555
BRN,72,2017,-0.6141289999999999,-0.64839731417,0.19950644999999945,-1.6400745
BRN,73,2018,0.03391025,0.0300468994521,1.7663324999999983,-1.7129
BTN,64,2009,1.093625,1.1114876965,1.5953149999999998,0.67232
BTN,65,2010,0.1762935,0.165186040587,1.6610679999999995,-1.3297610000000002
BTN,66,2011,0.2416595,0.253452135941,1.7742159999999991,-1.227496
BTN,67,2012,0.07406170000000001,0.0839577663375,1.5682714999999994,-1.3479009999999998
BTN,68,2013,0.209003,0.201999199532425,1.7386459999999984,-1.3229645
BTN,69,2014,0.3351885,0.31217934252325,1.8197144999999997,-1.249095
BTN,70,2015,-0.181982,-0.193246233319,1.3279754999999989,-1.6905964999999998
BTN,71,2016,-0.180103,-0.1666903334785,1.3138525,-1.6501020000000002
BTN,72,2017,-0.15088,-0.1389126234615,1.3745569999999987,-1.6456025
BTN,73,2018,-0.00631719,0.0024814358725,1.6375584999999993,-1.582234
BWA,64,2009,1.861275,1.8899910745,2.3914864999999996,1.4299295
BWA,65,2010,0.00131813,0.00286188087155,1.539916999999999,-1.5202615000000002
BWA,66,2011,-0.120427,-0.11087163505275,1.4338599999999997,-1.636647
BWA,67,2012,0.01382349999999999,0.0276267843725,1.6517285000000002,-1.5497599999999998
BWA,68,2013,0.1321,0.10679453674915,1.6429644999999995,-1.4543935
BWA,69,2014,0.1665735,0.16307852947,1.7007104999999998,-1.436517
BWA,70,2015,0.09056505,0.08900781974275,1.6096725,-1.4759505000000002
BWA,71,2016,-0.1776835,-0.1745910576767,1.4180484999999987,-1.7392935
BWA,72,2017,-0.1494155,-0.1405258507899,1.4534199999999995,-1.6888664999999998
BWA,73,2018,-0.0138076,-6.004411477500006e-4,1.6495354999999976,-1.615289
CAF,64,2009,1.833705,1.8615193505,2.3351800000000003,1.399899
CAF,65,2010,0.07565605,0.0838568712115,1.6761899999999996,-1.4431035
CAF,66,2011,-0.1918725,-0.17035691757275,1.391131,-1.6828925
CAF,67,2012,-0.188094,-0.176197073715,1.3705269999999998,-1.7006309999999998
CAF,68,2013,-0.213875,-0.21985913006,1.3791564999999997,-1.7780635
CAF,69,2014,0.15868900000000002,0.1426842614355,1.6541364999999997,-1.4133595
CAF,70,2015,-0.04357039999999999,-0.04362178036525,1.4920939999999994,-1.6052624999999998
CAF,71,2016,-0.3609355,-0.32390481974275,1.268724,-1.826777
CAF,72,2017,-0.212036,-0.2173271366075,1.345817,-1.7256299999999998
CAF,73,2018,-0.00997779,-0.01119043751174999,1.5309204999999997,-1.584971
CAN,64,2009,-0.2368245,-0.23344527534,0.08776380499999997,-0.56233375
CAN,65,2010,0.17591,0.16574080448,1.4107749999999997,-1.1497885
CAN,66,2011,-0.425791,-0.385465830314525,1.0861709999999989,-1.718332
CAN,67,2012,0.16927350000000002,0.17126498760353,1.507483,-1.1143225
CAN,68,2013,0.6378600000000001,0.62536284037925,1.9128194999999997,-0.78602475
CAN,69,2014,0.332416,0.32475315451825,1.6314604999999989,-0.9926105
CAN,70,2015,-0.718078,-0.6455023247128,0.9134787999999996,-2.0115825000000003
CAN,71,2016,-0.206459,-0.19412004992,1.1545964999999994,-1.5150435
CAN,72,2017,1.01167,0.95055571320625,2.202735999999999,-0.5375243999999999
CAN,73,2018,0.00246757,-0.00258087975349999,1.6750039999999995,-1.7039665000000002
CHE,64,2009,-0.603029,-0.6024404795325,-0.2355203000000001,-0.96932885
CHE,65,2010,0.302703,0.310010710181,1.7846704999999998,-1.1956744999999998
CHE,66,2011,0.35937399999999997,0.355809660913,1.8324874999999992,-1.1428895
CHE,67,2012,0.688735,0.67364061994575,2.1691965,-0.8898881999999999
CHE,68,2013,0.503702,0.498249488023,1.9792329999999996,-0.99995875
CHE,69,2014,0.171717,0.19384117821625,1.6703604999999997,-1.237623
CHE,70,2015,-0.1079405,-0.097038545216775,1.4528424999999998,-1.570507
CHE,71,2016,0.1197225,0.11837990780195,1.5113084999999995,-1.2749715
CHE,72,2017,0.193871,0.1735094822435,1.6383214999999995,-1.3108665
CHE,73,2018,0.0116333,-0.015109936156,1.5835254999999997,-1.6627265
CHL,64,2009,0.6559429999999999,0.678524226,0.97458885,0.393784
CHL,65,2010,-0.186731,-0.1808984987035,1.3781624999999995,-1.6895955
CHL,66,2011,0.2980045,0.28489563381855,1.7394364999999998,-1.2902845
CHL,67,2012,-0.172697,-0.1627348859895,1.339292499999999,-1.6729375
CHL,68,2013,-0.02233945,-0.02390395806825,1.4972194999999997,-1.4920719999999998
CHL,69,2014,-0.02804895,-0.03117788142275,1.5065694999999997,-1.534933
CHL,70,2015,0.1842075,0.16177355340625,1.7253239999999996,-1.3894725
CHL,71,2016,-0.0280304,-0.024231076167,1.5743794999999998,-1.6001175
CHL,72,2017,-0.235901,-0.2203210132255,1.3838539999999997,-1.777853
CHL,73,2018,-0.00300344,0.00439328898225,1.6694109999999989,-1.616428
CHN,64,2009,0.85735,0.87393123975,1.2565875,0.51937365
CHN,65,2010,0.6525965,0.6243730465475,2.051893,-0.90972055
CHN,66,2011,0.04781815,0.061381918113,1.5366484999999994,-1.328283
CHN,67,2012,-0.30627899999999997,-0.2780457422995,1.157387,-1.6577735
CHN,68,2013,-0.17296250000000002,-0.1585548785563,1.2153829999999994,-1.501583
CHN,69,2014,0.3879175,0.36957619577725,1.7309544999999995,-1.0767055
CHN,70,2015,-0.1636475,-0.1479104829005,1.3149094999999995,-1.5307945
CHN,71,2016,-0.24471,-0.23197721967425,1.2223714999999984,-1.6345725
CHN,72,2017,-0.228427,-0.2203524528225,1.2381509999999996,-1.6400274999999995
CHN,73,2018,-0.001140003,0.0067490663085,1.6565374999999998,-1.639418
CIV,64,2009,1.7957299999999998,1.82371444,2.2935709999999996,1.382113
CIV,65,2010,-0.114875,-0.0916735507535,1.4607964999999998,-1.5947265
CIV,66,2011,-0.15601,-0.14945583208775,1.3675589999999995,-1.6101595000000002
CIV,67,2012,0.182836,0.17749638075475,1.690335499999999,-1.338601
CIV,68,2013,-0.06033435,-0.03265604905825,1.5277784999999997,-1.5289025000000005
CIV,69,2014,0.25991149999999996,0.2543591686485,1.7530564999999998,-1.2720795
CIV,70,2015,0.05826555,0.0587986781381,1.5635199999999996,-1.4144725
CIV,71,2016,0.29014850000000003,0.2833335112585,1.8137649999999992,-1.2314805
CIV,72,2017,0.06006799999999999,0.0522436237093325,1.605694999999998,-1.4902965
CIV,73,2018,-0.02035145,-0.00547673742875,1.6362594999999995,-1.626588
CMR,64,2009,1.72277,1.75603350025,2.240596,1.3055295
CMR,65,2010,0.0476238,0.0411028899845,1.5921005,-1.4830115
CMR,66,2011,0.1240055,0.1069850240115,1.6081454999999998,-1.433123
CMR,67,2012,-0.1540565,-0.143569399476225,1.404389,-1.650141
CMR,68,2013,-0.052512,-0.05833375389265,1.4676234999999995,-1.5812024999999998
CMR,69,2014,0.05307395,0.05402341319,1.535113499999997,-1.4657175
CMR,70,2015,-0.02166069999999999,-0.02560412092325,1.4885489999999992,-1.5410535
CMR,71,2016,-0.00175371999999999,-0.00714171989175,1.4881279999999997,-1.558428
CMR,72,2017,-0.4166665,-0.398367909699,1.2514804999999998,-1.9814925
CMR,73,2018,-0.01400005,-0.0150991614430625,1.7009779999999997,-1.7290925
COD,64,2009,1.673445,1.698130702,2.1616004999999996,1.258055
COD,65,2010,0.05406334999999999,0.06480784366674999,1.6524245,-1.4988290000000002
COD,66,2011,0.0460224,0.03495981662075,1.5529894999999996,-1.516714
