iso3c,session,year,median_pt,mean_pt,lower,upper
AFG,64,2009,1.00511,1.040238101,1.5020975,0.6486762
AFG,65,2010,-0.06232665,-0.05466294065574999,1.3522179999999977,-1.4690120000000002
AFG,66,2011,0.176868,0.16224475344275,1.6994479999999996,-1.4357315000000002
AFG,67,2012,-0.316673,-0.31085764785535003,1.2926044999999988,-1.8808365
AFG,68,2013,-0.0589484,-0.03259602463075,1.3902529999999995,-1.377406
AFG,69,2014,0.6868665,0.64429052103775,2.0954279999999996,-0.96831255
AFG,70,2015,-9.462245e-4,-0.0204547289985,1.3741084999999995,-1.411756
AFG,71,2016,-0.5948875,-0.56808040446325,0.9397990499999984,-1.9665905
AFG,72,2017,-0.459672,-0.439439654799,0.9964577499999993,-1.867351
AFG,73,2018,-0.00293923,-0.00341308328449999,1.6596124999999993,-1.6474215
AGO,64,2009,1.41739,1.43863353025,1.8537655,1.0456655
AGO,65,2010,0.2439345,0.21781953777575,1.6089625,-1.233421
AGO,66,2011,-0.0426896,-0.04178163515239,1.4017289999999996,-1.4790235
AGO,67,2012,-0.170099,-0.18845054951525,1.2115929999999997,-1.6274984999999995
AGO,68,2013,-0.345148,-0.3510734773065,1.1068989999999996,-1.8310255
AGO,69,2014,-0.27244199999999996,-0.2922212356905,1.1445369999999992,-1.762111
AGO,70,2015,-0.860252,-0.8492610067725,0.5838365,-2.2507444999999997
AGO,71,2016,-0.660723,-0.66169583483175,0.6778095499999998,-1.9918135
AGO,72,2017,0.131882,0.10324276033225,1.4545594999999998,-1.3973655
AGO,73,2018,0.01436935,0.0074808458665,1.6378610000000002,-1.61358
ALB,64,2009,0.1095715,0.12021836144025,0.43918239999999986,-0.19655355
ALB,65,2010,-0.01547375,-0.00320980310352499,1.5228589999999995,-1.458937
ALB,66,2011,0.159047,0.170054887566,1.6752704999999992,-1.3732445000000002
ALB,67,2012,-0.01729645,-0.010683354718975,1.450678499999999,-1.4842824999999995
ALB,68,2013,0.5213645,0.5090841051975,1.977178499999999,-1.021493
ALB,69,2014,0.233829,0.22943825779475,1.7355794999999996,-1.31914
ALB,70,2015,-0.0412347,-0.04027072849935,1.501004,-1.548257
ALB,71,2016,-0.396999,-0.36420989778575,1.1989614999999991,-1.8774254999999995
ALB,72,2017,0.01675585,0.01270015443675,1.5132194999999995,-1.541905
ALB,73,2018,-0.00591761499999999,-0.005730967215305,1.6451279999999988,-1.6006425
AND,64,2009,0.06672135,0.070378760235500007,0.4197464499999998,-0.2789015
AND,65,2010,0.6807705,0.68169401328275,2.014345499999999,-0.63918925
AND,66,2011,0.0397368,0.06703809490625,1.4475869999999995,-1.2350425
AND,67,2012,0.557134,0.569379429775625,1.9106474999999987,-0.7483322499999999
AND,68,2013,0.951731,0.94968862940825,2.290249499999999,-0.351607
AND,69,2014,0.2845145,0.300386373055,1.6803884999999996,-1.0422965
AND,70,2015,0.14229150000000002,0.18218855970325,1.6053924999999998,-1.1690115
AND,71,2016,0.179929,0.198619779297935,1.595077999999999,-1.1284714999999998
AND,72,2017,0.26005,0.266219578545,1.5844194999999994,-1.033517
AND,73,2018,-0.003299655,-0.00941570707125,1.5984729999999998,-1.583251
ARE,64,2009,1.422125,1.4507243505,1.972987,0.9533029
ARE,65,2010,-0.0273669,-0.01358635999574999,1.460514999999999,-1.489529
ARE,66,2011,-0.152223,-0.16168750520375,1.327664499999999,-1.6564744999999998
ARE,67,2012,-0.100212,-0.091757446895975,1.4627715,-1.623648
ARE,68,2013,0.107776,0.115527236116,1.6124024999999993,-1.369671
ARE,69,2014,0.3701925,0.36240569476725,1.8518524999999992,-1.135846
ARE,70,2015,0.1447485,0.13343382155425,1.6181065,-1.32491
ARE,71,2016,0.3717085,0.378298679834275,1.7957735,-1.041386
ARE,72,2017,0.522867,0.5016493750775,2.0100695,-1.0564334999999998
ARE,73,2018,0.0045603,0.0165822807075,1.6944719999999986,-1.5852864999999998
ARG,64,2009,0.420619,0.428297322975,0.6468264499999999,0.2222033
ARG,65,2010,-1.960875,-1.98866927225,-1.2921015000000005,-2.7682995
ARG,66,2011,1.741345,1.78293256875,2.6170234999999997,1.056891
ARG,67,2012,0.0998372,0.104798943924,0.5884307499999999,-0.3663298
ARG,68,2013,0.0896438,0.09976133979375,0.60399975,-0.3791495
ARG,69,2014,-0.0762403,-0.069075185150885,0.45110634999999966,-0.5745941
ARG,70,2015,0.5771820000000001,0.59795488971975,1.2081759999999997,0.03850107000000003
ARG,71,2016,-0.6749115,-0.7011080665425,-0.17128360000000029,-1.3032955
ARG,72,2017,-0.17368050000000002,-0.18737725324175,0.26208519999999935,-0.69617745
ARG,73,2018,0.0186175,0.00571723688925,1.6867549999999998,-1.6418655
ARM,64,2009,0.4654695,0.47713338932575,0.8652231999999999,0.09257419
ARM,65,2010,0.455899,0.44824392703,1.9226114999999997,-1.0822925
ARM,66,2011,0.4590965,0.450589303306,1.9313644999999997,-1.1463489999999998
ARM,67,2012,0.14490150000000002,0.14135232069375,1.5667699999999998,-1.2952295
ARM,68,2013,-0.3639325,-0.33951196987997173,1.1670269999999996,-1.779021
ARM,69,2014,-0.1488185,-0.16016044606825,1.2960989999999992,-1.6812905
ARM,70,2015,-0.479007,-0.466033731952,1.0916985,-1.946247
ARM,71,2016,-0.1458365,-0.14239261981275,1.3683074999999998,-1.659192
ARM,72,2017,-0.241704,-0.2324143278525,1.2249419999999982,-1.7020194999999998
ARM,73,2018,-0.001993385,-0.0068494979285,1.6495419999999996,-1.646924
ATG,64,2009,1.31994,1.33795470275,1.7657709999999998,0.9457403
ATG,65,2010,-0.1203845,-0.116817194785775,1.4198834999999996,-1.6963915
ATG,66,2011,-0.1042605,-0.0883832619088,1.5572015,-1.6694204999999998
ATG,67,2012,-0.0328769,-0.02217512801025,1.543024,-1.549566
ATG,68,2013,0.0507914,0.04815127567725,1.6206354999999997,-1.5789585000000002
ATG,69,2014,-0.1173155,-0.11343617620975,1.4194825000000002,-1.6435735
ATG,70,2015,0.07047815,0.05856241993225,1.611694499999999,-1.4928085
ATG,71,2016,-0.03892819999999999,-0.04442466107345,1.5232914999999982,-1.5782604999999998
ATG,72,2017,-0.4130635,-0.39060940994,1.170417499999997,-1.8963699999999997
ATG,73,2018,-0.02802835,-0.00536115377975,1.66248,-1.604291
AUS,64,2009,-0.339366,-0.34019270495025,-0.01050485500000003,-0.6572831000000001
AUS,65,2010,-0.1869325,-0.1746018335910275,1.290546,-1.5264115
AUS,66,2011,0.202994,0.192904553102175,1.6155854999999997,-1.253879
