"country","year","ideal_point"
"MUS",2005,1.60530894775028
"MWI",2005,1.681096718419
"MYS",2005,3.90190139210227
"NAM",2005,3.37726758036067
"NER",2005,1.75872205860619
"NGA",2005,1.49835360606644
"NIC",2005,0.93808341411488
"NLD",2005,-7.32045760038298
"NOR",2005,-5.42477325328814
"NPL",2005,1.66359889389851
"NRU",2005,0.309021294271874
"NZL",2005,-2.80449306854035
"OMN",2005,4.19365755941585
"PAK",2005,2.33522173453861
"PAN",2005,0.692881867543327
"PER",2005,0.659861180541348
"PHL",2005,1.04556581388753
"PLW",2005,-1.50216589144339
"PNG",2005,1.28787387606667
"POL",2005,-6.83895617868178
"PRK",2005,2.10063675263914
"PRT",2005,-6.10308074372486
"PRY",2005,0.163392700952498
"PSE",2005,-0.0799841532200885
"QAT",2005,4.18348797325486
"ROU",2005,-0.353301155021743
"RUS",2005,-1.45632901160317
"RWA",2005,1.63018967111182
"SAU",2005,4.69182813970868
"SDN",2005,5.20061347105253
"SEN",2005,3.133223943445
"SGP",2005,1.49689048314607
"SLB",2005,0.305648905817784
"SLE",2005,1.50520815917708
"SLV",2005,0.155232651851408
"SMR",2005,-2.009335654949
"SOM",2005,3.93999621527908
"SRB",2005,-1.5949263501152
"STP",2005,1.82953037031212
"SUR",2005,1.69598146779455
"SVK",2005,-6.03758353776167
"SVN",2005,-6.610318801202
"SWE",2005,-6.5812130594792
"SWZ",2005,1.73846099235167
"SYC",2005,1.71125660110523
"SYR",2005,2.75974621143661
"TCD",2005,1.98947742673002
"TGO",2005,1.87850967152707
"THA",2005,0.781137807923315
"TJK",2005,0.369572795814506
"TKM",2005,1.60259222976412
"TLS",2005,0.638307218972219
"TON",2005,0.328357184734077
"TTO",2005,1.27926219807065
"TUN",2005,3.99198254390592
"TUR",2005,-2.57530821997435
"TUV",2005,-1.33557466424926
"TZA",2005,1.59520217206501
"UGA",2005,1.69428023132831
"UKR",2005,-2.60374099037954
"URY",2005,0.0709211889614459
"USA",2005,-2.22536214307103
"UZB",2005,-0.724401878903679
"VCT",2005,1.3194216844985
"VEN",2005,2.46342366808833
"VNM",2005,2.053723348804
"VUT",2005,1.53232078160614
"WSM",2005,0.260307899541771
"YEM",2005,4.16575065740179
"ZAF",2005,2.86171000518497
"ZMB",2005,1.59523214591337
"ZWE",2005,2.46389290268768
"AFG",2006,1.4952630145036
"AGO",2006,1.32936765051065
