spec_id,comparison_rule,sample_id,covariate,estimate,se_bootstrap,ci_95_low,ci_95_high,p_normal_two_sided,selected_factors,n_units,n_treated_units,n_never_treated_units,bootstrap_replications,bootstrap_seed,fect_version
four_case_chl2007,clean_controls,units_with_z,FALSE,-0.08366614901084916,0.08098622703814094,-0.2423962372493893,0.07506393922769099,0.3015612758335003,0,109,4,105,1000,42,2.4.5
four_case_chl2007,clean_controls,units_with_z,TRUE,-0.08684703813064665,0.1171215863446909,-0.316401129178439,0.14270705291714567,0.45838318069562334,0,109,4,105,1000,42,2.4.5
four_case_chl2007,full_switching,units_with_z,FALSE,0.0022682077999659628,0.09106732339337238,-0.17622046621950582,0.18075688181943772,0.9801291965358827,1,157,4,152,1000,42,2.4.5
four_case_chl2007,full_switching,units_with_z,TRUE,-0.08972490970113808,0.11635183296813559,-0.3177703118539039,0.13832049245162772,0.4406170401466361,0,157,4,152,1000,42,2.4.5
seven_case,clean_controls,units_with_z,FALSE,-0.045605449890077136,0.06352306390001278,-0.17010836732173862,0.07889746754158433,0.47279718148586947,0,112,7,105,1000,42,2.4.5
seven_case,clean_controls,units_with_z,TRUE,-0.032573926641847675,0.0814442777570685,-0.19220177779257852,0.12705392450888314,0.6891907418217034,0,112,7,105,1000,42,2.4.5
seven_case,full_switching,units_with_z,FALSE,0.021218197824177276,0.06196184514822478,-0.10022478708199116,0.14266118273034573,0.7320199898869282,1,156,7,148,1000,42,2.4.5
seven_case,full_switching,units_with_z,TRUE,-0.03338916033874665,0.08324886472865893,-0.19655393696076492,0.12977561628327164,0.6883638281423723,0,156,7,148,1000,42,2.4.5
