treated_iso3c,brazil_estimate,n_valid_assignments,n_donors,n_donors_with_dose,n_donors_dropped_missing_exposure,dropped_iso3c,exposure_rows_without_placebo,max_abs_delta_discrepancy,delta_share_ols_slope_per_unit_share,delta_share_ols_slope_per_percentage_point,delta_share_ols_intercept,delta_share_pearson_correlation,delta_share_spearman_correlation,delta_share_quartile_cutoff,delta_share_n_high_dose_donors,delta_share_rank_one_sided_negative,delta_share_rank_two_sided_absolute,delta_share_denominator,delta_share_p_rank_one_sided_negative,delta_share_p_rank_two_sided_absolute,delta_share_resolution_floor,post_share_ols_slope_per_unit_share,post_share_ols_slope_per_percentage_point,post_share_ols_intercept,post_share_pearson_correlation,post_share_spearman_correlation,post_share_quartile_cutoff,post_share_n_high_dose_donors,post_share_rank_one_sided_negative,post_share_rank_two_sided_absolute,post_share_denominator,post_share_p_rank_one_sided_negative,post_share_p_rank_two_sided_absolute,post_share_resolution_floor,selftest_rank_one_sided_negative,selftest_rank_two_sided_absolute,selftest_denominator,quartile_cutoff_probability,quantile_type,high_dose_boundary_rule,dose_measurement_basis,slope_inference_note,truncation_note
BRA,-0.27277140758306007,96,95,95,0,,,2.7755575615628914e-17,0.07266759806335338,7.266759806335338e-4,0.00501194303412246,0.011050856370961636,0.03685610302351624,0.022726032556823844,24,2,5,25,0.08,0.2,0.04,0.10877366210152313,0.0010877366210152314,0.002772033431761115,0.02491625155277449,0.04568868980963046,0.043189349456611154,24,2,4,25,0.08,0.16,0.04,3,7,96,0.75,7,dose >= cutoff,"Total-trade China export share from donor_china_exposure.csv (trade_with_china / total_trade); treatment and the donor screen are defined on goods, so no donor crossed the rank-1 threshold on the treatment-defining sector definition.","Slope and correlations are descriptive only: donor pseudo-ATTs share overlapping donor pools, so their errors are correlated and no standard error or p-value for the slope is defensible. Only the rank p-values are inferential.","Donors span dose without the rank-1 crown, so the diagnostic shows the presence or absence of a dose gradient BELOW the threshold; it does not identify the discontinuity at the threshold."
