run_date,audit_code_version,elapsed_minutes,parallel_cores,se_replications,se_seed,se_source,estimate,se_placebo,p_normal_two_sided,p_rank_one_sided_negative,p_rank_two_sided_absolute,synthdid_version
2026-08-25,2026-08-24-v2-no-covariates-helpers,0.07448843320210775,12,20000,20260520,Reused target se_synth_no_time_varying_covariates (pipeline is the source of truth).,-0.27200742539732464,0.13015888958002747,0.036634817982122966,0.03125,0.07291666666666667,0.0.9
