weight_rank,iso3c,country_name,region,latin_america,unit_weight,cumulative_weight,uniform_weight,high_weight_donor
1,GEO,Georgia,Europe & Central Asia,FALSE,0.03047979600036114,0.03047979600036114,0.010526315789473684,TRUE
2,MLT,Malta,Middle East & North Africa,FALSE,0.0304671011693046,0.06094689716966574,0.010526315789473684,TRUE
3,TCD,Chad,Sub-Saharan Africa,FALSE,0.02768695587259597,0.0886338530422617,0.010526315789473684,TRUE
4,GTM,Guatemala,Latin America & Caribbean,TRUE,0.027307436256591572,0.11594128929885328,0.010526315789473684,TRUE
5,PRY,Paraguay,Latin America & Caribbean,TRUE,0.02690239291590835,0.14284368221476162,0.010526315789473684,TRUE
6,BOL,Bolivia,Latin America & Caribbean,TRUE,0.02255316844252986,0.16539685065729148,0.010526315789473684,TRUE
7,ALB,Albania,Europe & Central Asia,FALSE,0.02201149151693896,0.18740834217423044,0.010526315789473684,TRUE
8,COL,Colombia,Latin America & Caribbean,TRUE,0.021939419601876755,0.2093477617761072,0.010526315789473684,TRUE
9,IND,India,South Asia,FALSE,0.02193824544455048,0.23128600722065767,0.010526315789473684,TRUE
10,DOM,Dominican Republic,Latin America & Caribbean,TRUE,0.021781236505260634,0.2530672437259183,0.010526315789473684,TRUE
11,AZE,Azerbaijan,Europe & Central Asia,FALSE,0.020984439469642607,0.27405168319556095,0.010526315789473684,FALSE
12,DEU,Germany,Europe & Central Asia,FALSE,0.020810823158681414,0.2948625063542424,0.010526315789473684,FALSE
13,TUR,Turkey,Europe & Central Asia,FALSE,0.020760423978084672,0.3156229303323271,0.010526315789473684,FALSE
14,CRI,Costa Rica,Latin America & Caribbean,TRUE,0.01800339936199655,0.33362632969432365,0.010526315789473684,FALSE
15,MWI,Malawi,Sub-Saharan Africa,FALSE,0.01782045039884441,0.35144678009316804,0.010526315789473684,FALSE
16,FJI,Fiji,East Asia & Pacific,FALSE,0.017475971203778133,0.3689227512969462,0.010526315789473684,FALSE
17,ARG,Argentina,Latin America & Caribbean,TRUE,0.01645917522000992,0.38538192651695613,0.010526315789473684,FALSE
18,PNG,Papua New Guinea,East Asia & Pacific,FALSE,0.016354722658632095,0.4017366491755882,0.010526315789473684,FALSE
19,CYP,Cyprus,Europe & Central Asia,FALSE,0.01627738395190683,0.418014033127495,0.010526315789473684,FALSE
20,ISL,Iceland,Europe & Central Asia,FALSE,0.016264956733175562,0.4342789898606706,0.010526315789473684,FALSE
21,HTI,Haiti,Latin America & Caribbean,TRUE,0.015853457016137936,0.45013244687680853,0.010526315789473684,FALSE
22,BRB,Barbados,Latin America & Caribbean,TRUE,0.01580208745846313,0.46593453433527166,0.010526315789473684,FALSE
23,HUN,Hungary,Europe & Central Asia,FALSE,0.015558858548025502,0.4814933928832972,0.010526315789473684,FALSE
24,KEN,Kenya,Sub-Saharan Africa,FALSE,0.015524706778354358,0.49701809966165156,0.010526315789473684,FALSE
25,NOR,Norway,Europe & Central Asia,FALSE,0.015282049625809596,0.5123001492874611,0.010526315789473684,FALSE
26,SUR,Suriname,Latin America & Caribbean,TRUE,0.015132741586044267,0.5274328908735054,0.010526315789473684,FALSE
27,TTO,Trinidad & Tobago,Latin America & Caribbean,TRUE,0.014507909410742953,0.5419408002842484,0.010526315789473684,FALSE
28,DNK,Denmark,Europe & Central Asia,FALSE,0.013855979098910114,0.5557967793831585,0.010526315789473684,FALSE
29,LTU,Lithuania,Europe & Central Asia,FALSE,0.013756710902903906,0.5695534902860624,0.010526315789473684,FALSE
30,NIC,Nicaragua,Latin America & Caribbean,TRUE,0.013668659947757797,0.5832221502338202,0.010526315789473684,FALSE
31,HRV,Croatia,Europe & Central Asia,FALSE,0.013629254969258178,0.5968514052030783,0.010526315789473684,FALSE
32,POL,Poland,Europe & Central Asia,FALSE,0.013619964495299229,0.6104713696983776,0.010526315789473684,FALSE
33,TUN,Tunisia,Middle East & North Africa,FALSE,0.013587852424771564,0.6240592221231491,0.010526315789473684,FALSE
34,PAK,Pakistan,South Asia,FALSE,0.01327931684687781,0.6373385389700269,0.010526315789473684,FALSE
35,EST,Estonia,Europe & Central Asia,FALSE,0.013120937216164962,0.6504594761861918,0.010526315789473684,FALSE
36,SLV,El Salvador,Latin America & Caribbean,TRUE,0.012962817062190796,0.6634222932483826,0.010526315789473684,FALSE
37,JAM,Jamaica,Latin America & Caribbean,TRUE,0.012726126470505833,0.6761484197188885,0.010526315789473684,FALSE
38,TGO,Togo,Sub-Saharan Africa,FALSE,0.01181925868639419,0.6879676784052827,0.010526315789473684,FALSE
39,MDV,Maldives,South Asia,FALSE,0.011794545239652012,0.6997622236449348,0.010526315789473684,FALSE
40,LBN,Lebanon,Middle East & North Africa,FALSE,0.011657980963997625,0.7114202046089324,0.010526315789473684,FALSE
41,LVA,Latvia,Europe & Central Asia,FALSE,0.011484856393559686,0.7229050610024921,0.010526315789473684,FALSE
42,ESP,Spain,Europe & Central Asia,FALSE,0.011192601412723857,0.7340976624152159,0.010526315789473684,FALSE
43,SVN,Slovenia,Europe & Central Asia,FALSE,0.010756741347210864,0.7448544037624267,0.010526315789473684,FALSE
44,MUS,Mauritius,Sub-Saharan Africa,FALSE,0.010626985902317325,0.7554813896647441,0.010526315789473684,FALSE
45,BGR,Bulgaria,Europe & Central Asia,FALSE,0.010559862958988567,0.7660412526237327,0.010526315789473684,FALSE
46,JOR,Jordan,Middle East & North Africa,FALSE,0.010502413262146158,0.7765436658858789,0.010526315789473684,FALSE
47,ROU,Romania,Europe & Central Asia,FALSE,0.010497780581584366,0.7870414464674632,0.010526315789473684,FALSE
48,DZA,Algeria,Middle East & North Africa,FALSE,0.010388377413843183,0.7974298238813063,0.010526315789473684,FALSE
49,GUY,Guyana,Latin America & Caribbean,TRUE,0.010217808864253608,0.80764763274556,0.010526315789473684,FALSE
50,AUT,Austria,Europe & Central Asia,FALSE,0.01020201930264918,0.8178496520482091,0.010526315789473684,FALSE
51,CZE,Czechia,Europe & Central Asia,FALSE,0.010018950664073841,0.827868602712283,0.010526315789473684,FALSE
52,QAT,Qatar,Middle East & North Africa,FALSE,0.009781592751036801,0.8376501954633199,0.010526315789473684,FALSE
53,NAM,Namibia,Sub-Saharan Africa,FALSE,0.009388182057316629,0.8470383775206365,0.010526315789473684,FALSE
54,SWE,Sweden,Europe & Central Asia,FALSE,0.009204821374011235,0.8562431988946477,0.010526315789473684,FALSE
55,FIN,Finland,Europe & Central Asia,FALSE,0.009012513968018237,0.865255712862666,0.010526315789473684,FALSE
56,NLD,Netherlands,Europe & Central Asia,FALSE,0.008931784016497883,0.8741874968791639,0.010526315789473684,FALSE
57,COM,Comoros,Sub-Saharan Africa,FALSE,0.00876924209248941,0.8829567389716533,0.010526315789473684,FALSE
58,UGA,Uganda,Sub-Saharan Africa,FALSE,0.008675857308637699,0.891632596280291,0.010526315789473684,FALSE
59,SEN,Senegal,Sub-Saharan Africa,FALSE,0.008554496643199004,0.90018709292349,0.010526315789473684,FALSE
60,PAN,Panama,Latin America & Caribbean,TRUE,0.008428499133049458,0.9086155920565394,0.010526315789473684,FALSE
61,GRC,Greece,Europe & Central Asia,FALSE,0.008357993475994792,0.9169735855325342,0.010526315789473684,FALSE
62,ISR,Israel,Middle East & North Africa,FALSE,0.008259059225476702,0.9252326447580108,0.010526315789473684,FALSE
63,PRT,Portugal,Europe & Central Asia,FALSE,0.008171157074363807,0.9334038018323746,0.010526315789473684,FALSE
64,SVK,Slovakia,Europe & Central Asia,FALSE,0.007930211240140523,0.9413340130725151,0.010526315789473684,FALSE
65,ITA,Italy,Europe & Central Asia,FALSE,0.007909503135576082,0.9492435162080911,0.010526315789473684,FALSE
66,MAR,Morocco,Middle East & North Africa,FALSE,0.007474789924599335,0.9567183061326905,0.010526315789473684,FALSE
67,MDA,Moldova,Europe & Central Asia,FALSE,0.007449270352560303,0.9641675764852508,0.010526315789473684,FALSE
68,BTN,Bhutan,South Asia,FALSE,0.006405379743444958,0.9705729562286957,0.010526315789473684,FALSE
69,GBR,United Kingdom,Europe & Central Asia,FALSE,0.006040091155346751,0.9766130473840424,0.010526315789473684,FALSE
70,USA,United States,North America,FALSE,0.004507633338794021,0.9811206807228364,0.010526315789473684,FALSE
71,LKA,Sri Lanka,South Asia,FALSE,0.004004462587084087,0.9851251433099205,0.010526315789473684,FALSE
72,BWA,Botswana,Sub-Saharan Africa,FALSE,0.00330300372682523,0.9884281470367458,0.010526315789473684,FALSE
73,CAN,Canada,North America,FALSE,0.003278801718542151,0.9917069487552879,0.010526315789473684,FALSE
74,IRL,Ireland,Europe & Central Asia,FALSE,0.0031849602586032323,0.9948919090138911,0.010526315789473684,FALSE
75,LBY,Libya,Middle East & North Africa,FALSE,0.0024468031997930033,0.9973387122136841,0.010526315789473684,FALSE
76,ARE,United Arab Emirates,Middle East & North Africa,FALSE,0.0010484827689929339,0.998387194982677,0.010526315789473684,FALSE
77,FRA,France,Europe & Central Asia,FALSE,7.95289104811736e-4,0.9991824840874888,0.010526315789473684,FALSE
78,BGD,Bangladesh,South Asia,FALSE,7.406020508489427e-4,0.9999230861383377,0.010526315789473684,FALSE
79,MEX,Mexico,Latin America & Caribbean,TRUE,7.691386166149274e-5,0.9999999999999992,0.010526315789473684,FALSE
80,BHR,Bahrain,Middle East & North Africa,FALSE,0,0.9999999999999992,0.010526315789473684,FALSE
81,BLR,Belarus,Europe & Central Asia,FALSE,0,0.9999999999999992,0.010526315789473684,FALSE
82,CIV,Côte d’Ivoire,Sub-Saharan Africa,FALSE,0,0.9999999999999992,0.010526315789473684,FALSE
83,CPV,Cape Verde,Sub-Saharan Africa,FALSE,0,0.9999999999999992,0.010526315789473684,FALSE
84,ECU,Ecuador,Latin America & Caribbean,TRUE,0,0.9999999999999992,0.010526315789473684,FALSE
85,EGY,Egypt,Middle East & North Africa,FALSE,0,0.9999999999999992,0.010526315789473684,FALSE
86,GAB,Gabon,Sub-Saharan Africa,FALSE,0,0.9999999999999992,0.010526315789473684,FALSE
87,GHA,Ghana,Sub-Saharan Africa,FALSE,0,0.9999999999999992,0.010526315789473684,FALSE
88,GIN,Guinea,Sub-Saharan Africa,FALSE,0,0.9999999999999992,0.010526315789473684,FALSE
89,KWT,Kuwait,Middle East & North Africa,FALSE,0,0.9999999999999992,0.010526315789473684,FALSE
90,MDG,Madagascar,Sub-Saharan Africa,FALSE,0,0.9999999999999992,0.010526315789473684,FALSE
91,NGA,Nigeria,Sub-Saharan Africa,FALSE,0,0.9999999999999992,0.010526315789473684,FALSE
92,RWA,Rwanda,Sub-Saharan Africa,FALSE,0,0.9999999999999992,0.010526315789473684,FALSE
93,SWZ,Eswatini,Sub-Saharan Africa,FALSE,0,0.9999999999999992,0.010526315789473684,FALSE
94,UKR,Ukraine,Europe & Central Asia,FALSE,0,0.9999999999999992,0.010526315789473684,FALSE
95,VEN,Venezuela,Latin America & Caribbean,TRUE,0,0.9999999999999992,0.010526315789473684,FALSE
