nominal_treatment_year,year_end,test_role,estimate,inference,china_rank,china_share_pct,china_margin_vs_competitor_usd_billion
2003,2008,Growth/lower-rank promotion,-0.07365195975304623,Point estimate only; no covariates,3,6.705576485596208,-12.935072682
2004,2008,China rank-2 threshold,-0.11422430378516167,Point estimate only; no covariates,2,7.447789702380135,-14.226192328580389
2005,2008,Rapid growth without rank 1,-0.1077966461119427,Point estimate only; no covariates,3,7.177744139870786,-16.660807282999993
2009,2015,Actual rank-1 reversal,-0.27200742539732464,Point estimate only; no covariates,1,15.054953300910368,4.143361322999979
2012,2016,Later-break falsification,-0.08621022378616651,Point estimate only; no covariates,1,18.779000161827472,14.892898484000012
