iso3c,estimate,rmspe_pre,status,error
ARG,-0.34277354077159194,0.10645166427693241,estimated,
BOL,0.38750012460027894,0.0894502107867903,estimated,
BRA,-0.32554122906351857,0.06875355828040872,estimated,
BRB,0.07739541699889202,0.10517155264264075,estimated,
COL,0.1042011584784674,0.15996284161700142,estimated,
CRI,-0.14085912072070225,0.1038607973418461,estimated,
DOM,-0.09051142208085268,0.16622146021509202,estimated,
ECU,0.23657111354255436,0.09752135989840374,estimated,
GTM,-0.10427695339966356,0.07187247140295584,estimated,
GUY,-0.0615570802571457,0.06915795504580936,estimated,
HTI,-0.13858552806546034,0.2662956869947865,estimated,
JAM,-7.951182577730594e-4,0.08403461246192388,estimated,
MEX,-0.030266937187128223,0.15186928304819977,estimated,
NIC,0.4269651123464789,0.15725955453125726,estimated,
PAN,0.2710326594097178,0.10762711668001461,estimated,
PRY,-0.04825260332136833,0.08725022972634809,estimated,
SLV,-0.14605079890064154,0.1066249335066166,estimated,
SUR,-0.12207684393101807,0.13191889295110115,estimated,
TTO,-0.025002769611895966,0.08313656563103851,estimated,
VEN,0.35796189735433104,0.1939021186571425,estimated,
