iso3c,estimate,rmspe_pre,status,error
ALB,-0.12087454194365663,0.13788043375553538,estimated,
ARE,0.0894622337950691,0.0932434788618571,estimated,
ARG,-0.21623068282165064,0.048017521669337426,estimated,
AUT,-0.08382145576729938,0.055169241756337174,estimated,
AZE,-0.1416065484948928,0.07673288108389889,estimated,
BGD,0.04174734455977453,0.10099950659296043,estimated,
BGR,-0.006922702651899777,0.05253054141530353,estimated,
BHR,-0.09840729501989583,0.1199695037902932,estimated,
BLR,0.08656804561164307,0.17644394800702173,estimated,
BOL,0.35866298610837777,0.06366756048617261,estimated,
BRA,-0.27200742539732464,0.057633146881819836,estimated,
BRB,0.1340506347893542,0.06180103241721886,estimated,
BTN,-0.03643413461754917,0.0913283355730108,estimated,
BWA,-0.002980739473525239,0.07069450432847071,estimated,
CAN,0.2591237222445844,0.09034852797697078,estimated,
CIV,-0.014812850381051448,0.11615113183896061,estimated,
COL,0.13575066509871844,0.08783617776349135,estimated,
COM,-0.02222805362155896,0.07944280075863545,estimated,
CPV,-0.017843687954887787,0.07891848235954199,estimated,
CRI,-0.07501667372395979,0.09154966489935719,estimated,
CYP,-0.05223684844778164,0.06414230064266989,estimated,
CZE,0.05000982263793268,0.04491029085446174,estimated,
DEU,0.11616774405391699,0.08392130021213871,estimated,
DNK,-0.012702905100370632,0.043095635997097335,estimated,
DOM,-0.092252030837165655,0.1432079321435134,estimated,
DZA,-0.05933174571577964,0.15729523415631744,estimated,
ECU,0.20671525732189258,0.06574773117701924,estimated,
EGY,-0.11467094090934617,0.19887912554518392,estimated,
ESP,-0.025226722604091225,0.038606025522315866,estimated,
EST,0.03270306523044731,0.03376100327335159,estimated,
FIN,-0.03253888761521161,0.0529722777583739,estimated,
FJI,-0.164736301005216,0.17495093588577354,estimated,
FRA,-0.11214993954039541,0.06118827997351397,estimated,
GAB,0.2053968178026839,0.059223029675599066,estimated,
GBR,-0.014760947452552197,0.07089096352105934,estimated,
GEO,0.0939199670004584,0.11228124749786232,estimated,
GHA,-0.062332651509961215,0.0887182484659825,estimated,
GIN,-0.016330972387839555,0.0714687471372985,estimated,
GRC,-0.3191710081243963,0.039990157886311946,estimated,
GTM,-0.09555209375307175,0.06162837343944078,estimated,
GUY,-0.01003799674360157,0.04242131004140141,estimated,
HRV,-0.003929870586161925,0.055425186324143734,estimated,
HTI,-0.11523538141962614,0.2356900405785544,estimated,
HUN,-0.012287103113659142,0.047858052822954335,estimated,
IND,-0.01910805920483014,0.16782747075116075,estimated,
IRL,-0.07240785688767049,0.04277314427890374,estimated,
ISL,-0.09098683074048315,0.05600597612358256,estimated,
ISR,0.05485699252599452,0.06187351583991742,estimated,
ITA,0.007269794039818715,0.05777864385673679,estimated,
JAM,0.07528356109442944,0.05539781847334271,estimated,
JOR,0.01536558857938548,0.13834416019741652,estimated,
KEN,-0.03596629213704657,0.09442575040255144,estimated,
KWT,-0.004648928869708726,0.10763766983030888,estimated,
LBN,0.1607029724962974,0.1947975871738778,estimated,
LBY,-0.569198617212658,0.16702483324226927,estimated,
LKA,0.04619455261835192,0.08047533082868558,estimated,
LTU,0.0458056115552668,0.03746277987508321,estimated,
LVA,4.906909480889343e-4,0.03973281360108324,estimated,
MAR,0.05366164775004608,0.07799591864272531,estimated,
MDA,5.777028500361838e-4,0.07563811801322111,estimated,
MDG,-0.017214816616272426,0.09236285584650776,estimated,
MDV,0.11643105123242938,0.044444723976899955,estimated,
MEX,-0.014523307206893557,0.09878358029789448,estimated,
MLT,-0.07266894048804864,0.09764880120241087,estimated,
MUS,-0.07426630246098341,0.04753017977207583,estimated,
MWI,0.09180864359319243,0.14995416806064968,estimated,
NAM,0.11994280731388397,0.05402499120971509,estimated,
NGA,-0.03746797025755616,0.16214436314364278,estimated,
NIC,0.3493798939500975,0.1336561302477482,estimated,
NLD,0.008821181625613411,0.06483741708293869,estimated,
NOR,-0.02145614206782451,0.06374553692936642,estimated,
PAK,-0.04734488049668768,0.0662391599734729,estimated,
PAN,0.2606787632741268,0.06548607642573548,estimated,
PNG,0.06344998119063829,0.20029779960011881,estimated,
POL,0.010842763253969651,0.03987637952469779,estimated,
PRT,-0.06923547041113952,0.040816632157305216,estimated,
PRY,-0.018281845126035663,0.07164618956737988,estimated,
QAT,0.05650137214713075,0.13190647898144892,estimated,
ROU,-0.049771141584941773,0.033447561582023666,estimated,
RWA,0.10783015951415043,0.21763483378406207,estimated,
SEN,0.1039090217028189,0.10139001293436269,estimated,
SLV,-0.06830753988069843,0.08074011397757341,estimated,
SUR,0.04122897394839977,0.05140924458511345,estimated,
SVK,0.015947948467211384,0.03748358385410353,estimated,
SVN,-0.11403279618569719,0.02435770951756806,estimated,
SWE,-0.04969762874901285,0.04343873601840282,estimated,
SWZ,0.030511711170784685,0.11772470768902057,estimated,
TCD,0.06361910067458852,0.1701520808648284,estimated,
TGO,0.3113222009246582,0.0803989992908123,estimated,
TTO,0.0614926337572135,0.052091921365579316,estimated,
TUN,0.08977986077156917,0.11898471250269921,estimated,
TUR,-0.05330838182077695,0.04514370533624583,estimated,
UGA,0.03580352444088095,0.1609357485789236,estimated,
UKR,-0.05092744433743122,0.14946462604705807,estimated,
USA,-0.21887622449108038,0.06634500699285212,estimated,
VEN,0.31686893348689577,0.13801685546368334,estimated,
