specification,estimate,se_placebo,ci_95_low,ci_95_high,p_normal_two_sided,rmspe_pre,rmspe_post,rmspe_ratio,n_units,n_donors,n_pre_years,n_post_years,status,error,rank_one_sided_negative,rank_two_sided_absolute,rank_denominator,p_rank_one_sided_negative,p_rank_two_sided_absolute,brazil_pre_treatment_mean,estimate_as_percent_of_pre_mean,se_replications,se_seed,source
Preferred: no covariates,-0.27277140758306007,0.13060794328219072,-0.5287582725110039,-0.016784542655116197,0.03675501981479939,0.05777659740154044,0.32033122306339695,5.544307513250275,96,95,12,7,estimated,,3,7,96,0.03125,0.07291666666666667,0.6467778905833333,-42.17389177249793,20000,20260520,Reused target se_synth_no_time_varying_covariates (pipeline is the source of truth).
