iso3c,estimate,rmspe_pre,status,error
ALB,-0.0911349246736261,0.0752828263122994,estimated,
ARE,0.07925314820921851,0.07433054166595823,estimated,
ARG,-0.19544737509324225,0.054883659181084656,estimated,
AUT,-0.008740562189285461,0.04138417925757665,estimated,
AZE,-0.25094637600856157,0.08618854829492825,estimated,
BGD,-0.06733971153687936,0.07259920183178993,estimated,
BGR,0.028091986818175405,0.04443533127916845,estimated,
BHR,-0.07337375081955065,0.0947758095079285,estimated,
BLR,-0.10723341914988199,0.1628035983907596,estimated,
BOL,0.07600492388654104,0.09124073166266154,estimated,
BRA,-0.33055290591675995,0.05784348982588361,estimated,
BRB,0.11853707301598503,0.08072281479643043,estimated,
BTN,-0.023030803193996505,0.0933234118777527,estimated,
BWA,0.043710994274372035,0.058274445883586865,estimated,
CAN,0.3840572314856197,0.03390766382669817,estimated,
CIV,0.11508814548580815,0.08685654441424336,estimated,
COL,0.13082280981411895,0.11529634450909663,estimated,
COM,-0.2764460820360205,0.10900083295911972,estimated,
CPV,0.015174785405273153,0.07262513290778266,estimated,
CRI,-0.021820617191200972,0.0607864510919517,estimated,
CYP,0.02588766621144814,0.09278458566721472,estimated,
CZE,0.11013223017507427,0.027245758515014536,estimated,
DEU,0.13522175412177478,0.05622478400989296,estimated,
DNK,0.016678376906255826,0.04053101399473849,estimated,
DOM,-0.19062079834383766,0.13207596379718978,estimated,
DZA,0.027286293660766903,0.11262144820930144,estimated,
ECU,-0.03176747220569474,0.06798299137475657,estimated,
EGY,0.02750752563091504,0.15793004595239493,estimated,
ESP,0.0015337152971861146,0.03424249611978755,estimated,
EST,0.06954881863713192,0.03071192816039264,estimated,
FIN,0.0016316524417362816,0.026021619090449196,estimated,
FJI,-0.3309112176911758,0.13981109605230946,estimated,
FRA,0.003981914680368446,0.03248732058464636,estimated,
GAB,0.17409563181130164,0.06456304559622941,estimated,
GBR,0.06842132013397947,0.05248845226112933,estimated,
GEO,0.10008360321246433,0.06222449544924161,estimated,
GHA,-0.09273738963758424,0.08018045025582989,estimated,
GIN,-0.028945961313719633,0.07198811785223139,estimated,
GRC,-0.0758279438275102,0.025761712641796674,estimated,
GTM,-0.11900049516416018,0.07249703392333129,estimated,
GUY,-0.08829115399728998,0.042555652923880215,estimated,
HRV,0.04523294565826188,0.052694126865510886,estimated,
HTI,0.08271625192972157,0.18674315594266983,estimated,
HUN,0.013823236285123268,0.04085098743860494,estimated,
IND,-0.07447201069732072,0.12754026501384114,estimated,
IRL,-0.00947758877723628,0.031000739427129335,estimated,
ISL,-0.057082311072092155,0.04436270563568474,estimated,
ISR,0.10436621323785077,0.07091870759958921,estimated,
ITA,-0.0058294788014421955,0.030687135029197777,estimated,
JAM,0.06744142516323864,0.04885526526136282,estimated,
JOR,0.05588028306471533,0.09428122567419489,estimated,
KEN,-0.07762036801990502,0.04759576288182212,estimated,
KWT,-0.04382748054838157,0.16464103775790714,estimated,
LBN,0.16519788013678943,0.16511856363281777,estimated,
LBY,-0.40005938524153084,0.16531672898903957,estimated,
LKA,0.12267011014418462,0.05459772560403738,estimated,
LTU,0.06312908268505933,0.027944152757340333,estimated,
LVA,0.030247058604547586,0.03334978981795089,estimated,
MAR,-0.02602631483368514,0.07647976205929377,estimated,
MDA,0.09868694869246004,0.08513532819632795,estimated,
MDG,0.009407801619358617,0.04875768366469059,estimated,
MDV,0.17876209447095207,0.04116505451047455,estimated,
MEX,0.10228412861167589,0.12861706642689585,estimated,
MUS,-0.15118567529959484,0.050138557380961665,estimated,
MWI,-0.03175391925482591,0.08567311952205828,estimated,
NAM,-0.061266438733958456,0.03905144540708152,estimated,
NGA,-0.019337402926435977,0.13554808467061719,estimated,
NIC,0.3328626784457183,0.19832404625416472,estimated,
NLD,0.01849642538589773,0.049258800064257514,estimated,
NOR,-0.0024283109929370953,0.03757027019100636,estimated,
PAK,0.06066486557269996,0.07590919553073355,estimated,
PAN,0.32298359837188045,0.052923048576945374,estimated,
PNG,0.08898755402188711,0.23691971138618878,estimated,
POL,0.04284866112152651,0.028978652050767273,estimated,
PRT,-0.05975116946654474,0.030727952995078103,estimated,
PRY,-0.050866358109901214,0.06697967672923746,estimated,
QAT,0.038508870628997174,0.11265356499606617,estimated,
ROU,-0.017079231239761874,0.03190784753767237,estimated,
RWA,-0.0701457810067431,0.2351846881291017,estimated,
SEN,-0.05242725616707648,0.10429585311796144,estimated,
SGP,-0.13724054221552098,0.04309307289495606,estimated,
SLV,-0.08103062355560996,0.0702981203877724,estimated,
SUR,0.005154301953483496,0.06696088809134901,estimated,
SVK,0.06602121732055002,0.026523713376155004,estimated,
SVN,-0.09600713052092427,0.022912315513116996,estimated,
SWE,0.016525980222483805,0.0288547711739046,estimated,
SWZ,-0.1044377599248999,0.09901648611985188,estimated,
TCD,0.13637315526575058,0.0704614982496073,estimated,
TGO,0.31654419067714257,0.04877089859158619,estimated,
TTO,-0.054029237498850025,0.05687546079040456,estimated,
TUN,0.08124745744888652,0.09655937939615616,estimated,
TUR,-0.030920789396523,0.08065803180555692,estimated,
UGA,0.006323254026362438,0.1238530805253438,estimated,
UKR,0.04712646332756629,0.0798394958821703,estimated,
USA,-0.0627972163411076,0.09556381014710387,estimated,
VEN,0.18442061349960115,0.12184566488043168,estimated,
