year,time_weight,time_weight_rank,high_time_weight
1997,0,8,FALSE
1998,0,8,FALSE
1999,0.004270828951173441,6,FALSE
2000,0.025415896007618947,5,FALSE
2001,0.04131462049376827,4,FALSE
2002,0.19688163008557008,3,TRUE
2003,0,8,FALSE
2004,0.003810651879409888,7,FALSE
2005,0,8,FALSE
2006,0,8,FALSE
2007,0.46440890530220735,1,TRUE
2008,0.2638974672802518,2,TRUE
