run_date,audit_code_version,elapsed_minutes,parallel_cores,dm_replications,dm_seed,bsv_se_source,ife_nboots,smoke_test,bsv_sha256,ungadm_sha256,bsv_reproduction_gate,synthdid_version,fect_version
2026-08-25,2026-08-24-v2-ungadm-no-covariates,35.053164132436116,12,20000,20260520,Reused target se_synth_no_time_varying_covariates (pipeline is the source of truth).,10000,FALSE,94ce7440bdba9252b2f4294333291585748dfe84dbaf56fe9f26e1af38f66198,3713cadff82a220dcc332cc09e433037144b1c41e3be07343d38a309506761f7,TRUE,0.0.9,2.1.0
