run_date,audit_code_version,elapsed_minutes,parallel_cores,comparison_replications,preferred_replications,placebo_seed,smoke_test,synthdid_version
2026-08-24,2026-08-24-v2-commodity-helpers,12.152104580402375,12,6,20000,20260520,TRUE,0.0.9
