spec_id,outcome,expected_sign,n_cases,ddd_mean,se_placebo,p_placebo_directional,p_placebo_two_sided,n_controls,placebo_draws,placebo_seed
latam_controls,distance,-1,3,-0.11768325930712034,0.10146192232909251,0.121375724855029,0.2409518096380724,26,5000,20260520
latam_controls,agreement,1,3,0.05542630020062575,0.05702188345254433,0.15496900619876025,0.3207358528294341,26,5000,20260520
displaced_partner,distance,-1,7,-0.014784725597884324,0.08363451042343242,0.39330375151270675,0.8410649455425575,103,4957,20260520
displaced_partner,agreement,1,7,-0.017716390182714505,0.055334508724289244,0.6123436869705526,0.7283178701089149,103,4957,20260520
