spec_id,outcome,case,placebo_unit,ddd
displaced_partner,distance,AUS,CAN,-0.05161941997959691
displaced_partner,distance,AUS,CIV,-0.011772545543385847
displaced_partner,distance,AUS,COL,0.34986811170056675
displaced_partner,distance,AUS,COM,0.11814685421174732
displaced_partner,distance,AUS,CPV,0.06868688097586956
displaced_partner,distance,AUS,CRI,-0.15756403516335316
displaced_partner,distance,AUS,CYP,0.07543614943219545
displaced_partner,distance,AUS,CZE,0.09356482696996389
displaced_partner,distance,AUS,DEU,0.00481711291252714
displaced_partner,distance,AUS,DJI,-0.00491327943106763
displaced_partner,distance,AUS,DMA,0.18042501434862054
displaced_partner,distance,AUS,DNK,0.13440448346397157
displaced_partner,distance,AUS,DOM,-0.5168070393336053
displaced_partner,distance,AUS,DZA,0.007556862208613055
displaced_partner,distance,AUS,ECU,-0.21283292899458556
displaced_partner,distance,AUS,EGY,-0.07261633618289688
displaced_partner,distance,AUS,ESP,-0.09436056009834015
displaced_partner,distance,AUS,EST,0.05931405650369537
displaced_partner,distance,AUS,FIN,-0.004919113136767767
displaced_partner,distance,AUS,FJI,-0.07473085605684185
displaced_partner,distance,AUS,FRA,0.0012890635169281164
displaced_partner,distance,AUS,FSM,0.21203643639701147
displaced_partner,distance,AUS,GEO,0.15532769587751397
displaced_partner,distance,AUS,GRC,-0.25997763651309197
displaced_partner,distance,AUS,GRD,0.1228727033927138
displaced_partner,distance,AUS,GTM,-0.3444327977286084
displaced_partner,distance,AUS,GUY,0.08115013367663375
displaced_partner,distance,AUS,HND,-0.44470857208866554
displaced_partner,distance,AUS,HRV,0.059745706115079046
displaced_partner,distance,AUS,HTI,-0.31254205004527114
displaced_partner,distance,AUS,HUN,0.07692421686436504
displaced_partner,distance,AUS,IND,0.4680120332312191
displaced_partner,distance,AUS,IRL,-0.1797121035621251
displaced_partner,distance,AUS,ISL,0.041302371343315686
displaced_partner,distance,AUS,ISR,-0.03400155591897944
displaced_partner,distance,AUS,ITA,-0.028868166972907006
displaced_partner,distance,AUS,JAM,0.030171322242775574
displaced_partner,distance,AUS,JOR,-0.08992525149126453
displaced_partner,distance,AUS,KEN,0.1329040670954969
displaced_partner,distance,AUS,KNA,NA
displaced_partner,distance,AUS,LBN,0.08540688771050206
displaced_partner,distance,AUS,LBY,-0.11764506350056735
displaced_partner,distance,AUS,LCA,-0.09624512286634632
displaced_partner,distance,AUS,LKA,0.08122073605392052
displaced_partner,distance,AUS,LSO,-0.013895077379446305
displaced_partner,distance,AUS,LTU,0.11398465521696714
displaced_partner,distance,AUS,LVA,0.09505177789606907
displaced_partner,distance,AUS,MAR,0.23175189169647054
displaced_partner,distance,AUS,MDA,0.188920677360359
displaced_partner,distance,AUS,MDG,0.17278868576854517
displaced_partner,distance,AUS,MDV,0.2641999632559377
displaced_partner,distance,AUS,MEX,-0.2155399531794179
displaced_partner,distance,AUS,MHL,-0.11753933157640309
displaced_partner,distance,AUS,MKD,0.044173770908684795
displaced_partner,distance,AUS,MUS,0.09946497211966199
displaced_partner,distance,AUS,MWI,-0.26701239345920774
displaced_partner,distance,AUS,NAM,-0.0014928610440042526
displaced_partner,distance,AUS,NGA,0.05109016267512329
displaced_partner,distance,AUS,NIC,-0.6112805338681343
displaced_partner,distance,AUS,NLD,0.11398465521696988
displaced_partner,distance,AUS,NOR,-0.006030112297093683
displaced_partner,distance,AUS,NPL,0.03345268359513119
displaced_partner,distance,AUS,PAK,0.12008436705409992
displaced_partner,distance,AUS,POL,0.049699634000627935
displaced_partner,distance,AUS,PRT,-0.14594084813754446
displaced_partner,distance,AUS,PRY,-0.18201531183757938
displaced_partner,distance,AUS,ROU,0.060967519979498216
displaced_partner,distance,AUS,RWA,0.12200135804946753
displaced_partner,distance,AUS,SEN,-0.06042348256465574
displaced_partner,distance,AUS,SGP,-0.22152266013518876
displaced_partner,distance,AUS,SLV,-0.08674803180356598
displaced_partner,distance,AUS,SUR,-0.028288792866759123
displaced_partner,distance,AUS,SVK,0.04801765352243358
displaced_partner,distance,AUS,SVN,-0.005669875388399177
displaced_partner,distance,AUS,SWE,-0.08422437492756697
displaced_partner,distance,AUS,SWZ,0.10971250111709306
displaced_partner,distance,AUS,SYR,-0.0461823469646331
displaced_partner,distance,AUS,TGO,0.28683082716904207
displaced_partner,distance,AUS,TTO,0.0133896801585507
displaced_partner,distance,AUS,TUN,0.016037830109418286
displaced_partner,distance,AUS,TUR,-0.1916569666618167
displaced_partner,distance,AUS,UGA,-0.2404009839928148
displaced_partner,distance,AUS,VCT,-0.1463808410254443
displaced_partner,distance,AUS,WSM,0.2983084126110119
displaced_partner,distance,CHL,AFG,0.04419593640957221
displaced_partner,distance,CHL,ALB,0.088324131562441
displaced_partner,distance,CHL,AND,0.03250777913892526
displaced_partner,distance,CHL,ARE,-0.01780555889557394
displaced_partner,distance,CHL,ARG,-0.14624766263948236
displaced_partner,distance,CHL,ATG,-0.0434722772519257
displaced_partner,distance,CHL,AUT,0.14805902693241477
displaced_partner,distance,CHL,AZE,0.05807889063778976
displaced_partner,distance,CHL,BGD,0.06354728335748998
displaced_partner,distance,CHL,BGR,0.16318027322972098
displaced_partner,distance,CHL,BHR,0.16565419027904718
displaced_partner,distance,CHL,BHS,-0.0702403140779994
displaced_partner,distance,CHL,BLR,0.06753355771082319
displaced_partner,distance,CHL,BLZ,9.78038918019542e-4
displaced_partner,distance,CHL,BOL,-0.24703092726498171
displaced_partner,distance,CHL,BRB,0.002433828509026652
displaced_partner,distance,CHL,BRN,0.04259087348872674
displaced_partner,distance,CHL,BTN,-0.03756388549489763
displaced_partner,distance,CHL,BWA,0.20225184076030317
displaced_partner,distance,CHL,CAN,-0.020495909754356396
displaced_partner,distance,CHL,CIV,0.20442910306726825
displaced_partner,distance,CHL,COL,0.19447413398509508
displaced_partner,distance,CHL,COM,-0.08470115298492696
displaced_partner,distance,CHL,CPV,0.023321402508011374
displaced_partner,distance,CHL,CRI,-0.17319120408061742
displaced_partner,distance,CHL,CYP,0.11902991361557766
displaced_partner,distance,CHL,CZE,0.1349099337557135
displaced_partner,distance,CHL,DEU,0.12413603028698134
displaced_partner,distance,CHL,DJI,-0.02720820888853291
displaced_partner,distance,CHL,DMA,-0.02845367851794079
displaced_partner,distance,CHL,DNK,0.18073254587740187
displaced_partner,distance,CHL,DOM,-0.6028264208429529
displaced_partner,distance,CHL,DZA,-0.14859338147396894
displaced_partner,distance,CHL,ECU,-0.28590241669552763
displaced_partner,distance,CHL,EGY,-0.08877697528012578
displaced_partner,distance,CHL,ESP,0.13180052371886092
displaced_partner,distance,CHL,EST,0.08130614776574155
displaced_partner,distance,CHL,FIN,0.07170600991288831
displaced_partner,distance,CHL,FJI,-0.05420735555752306
displaced_partner,distance,CHL,FRA,-0.08144842194361186
displaced_partner,distance,CHL,FSM,0.5887654692504772
displaced_partner,distance,CHL,GEO,0.2143398765608346
displaced_partner,distance,CHL,GRC,-0.17842690374177464
displaced_partner,distance,CHL,GRD,0.28373785038812
displaced_partner,distance,CHL,GTM,-0.39168638846716525
displaced_partner,distance,CHL,GUY,0.023534198493341416
displaced_partner,distance,CHL,HND,-0.22986677758186602
displaced_partner,distance,CHL,HRV,0.11308260755706534
displaced_partner,distance,CHL,HTI,-0.23930713178064242
displaced_partner,distance,CHL,HUN,0.15144722606081576
displaced_partner,distance,CHL,IND,0.012211590856817422
displaced_partner,distance,CHL,IRL,0.06455688363470613
displaced_partner,distance,CHL,ISL,0.06462479316132894
displaced_partner,distance,CHL,ISR,-0.09064288236868698
displaced_partner,distance,CHL,ITA,0.17171272200836973
displaced_partner,distance,CHL,JAM,0.015762737694828534
displaced_partner,distance,CHL,JOR,-0.11210071670851478
displaced_partner,distance,CHL,KEN,0.04250306346075333
displaced_partner,distance,CHL,KNA,-0.7020372877396448
displaced_partner,distance,CHL,LBN,-0.0030749564017602603
displaced_partner,distance,CHL,LBY,-0.12893957421950458
displaced_partner,distance,CHL,LCA,0.07055472692819298
displaced_partner,distance,CHL,LKA,-0.04183074815978795
displaced_partner,distance,CHL,LSO,-0.07708989325633114
displaced_partner,distance,CHL,LTU,0.06924531779817905
displaced_partner,distance,CHL,LVA,0.158953232211001
displaced_partner,distance,CHL,MAR,0.1303352094065924
displaced_partner,distance,CHL,MDA,0.1527866986310841
displaced_partner,distance,CHL,MDG,0.10854931380799526
displaced_partner,distance,CHL,MDV,0.08706350629180404
displaced_partner,distance,CHL,MEX,-0.08696065189978307
displaced_partner,distance,CHL,MHL,0.5943580466221651
displaced_partner,distance,CHL,MKD,0.16021467179818005
displaced_partner,distance,CHL,MUS,0.00958594529367973
displaced_partner,distance,CHL,MWI,-0.36993202454577095
displaced_partner,distance,CHL,NAM,-0.18027212222198805
displaced_partner,distance,CHL,NGA,-0.012562190979503191
displaced_partner,distance,CHL,NIC,-0.7438703594105239
displaced_partner,distance,CHL,NLD,0.1979133480894913
displaced_partner,distance,CHL,NOR,0.05067410186115106
displaced_partner,distance,CHL,NPL,-0.07580688410130124
displaced_partner,distance,CHL,PAK,-0.035517816184422416
displaced_partner,distance,CHL,POL,0.21560953627315502
displaced_partner,distance,CHL,PRT,0.06134819051130533
displaced_partner,distance,CHL,PRY,-0.200116011022222
displaced_partner,distance,CHL,ROU,0.1846621461455052
displaced_partner,distance,CHL,RWA,0.031103974176361193
displaced_partner,distance,CHL,SEN,-0.08434728944991367
displaced_partner,distance,CHL,SGP,-0.12898887312381724
displaced_partner,distance,CHL,SLV,-0.13037475022152825
displaced_partner,distance,CHL,SUR,-0.13397386178715665
displaced_partner,distance,CHL,SVK,0.14724364903121942
displaced_partner,distance,CHL,SVN,0.07351441435817027
displaced_partner,distance,CHL,SWE,0.04035215000367175
displaced_partner,distance,CHL,SWZ,-0.05509135625677235
displaced_partner,distance,CHL,SYR,-0.1091578606531731
displaced_partner,distance,CHL,TGO,0.11239373988142602
displaced_partner,distance,CHL,TTO,-0.03132853518728322
displaced_partner,distance,CHL,TUN,-0.03761618011136156
displaced_partner,distance,CHL,TUR,-0.1532260741333497
displaced_partner,distance,CHL,UGA,-0.18560646382311502
displaced_partner,distance,CHL,VCT,-0.24289652791709518
displaced_partner,distance,CHL,WSM,0.3274101346422566
displaced_partner,distance,BRA,AFG,-0.2548804939350142
displaced_partner,distance,BRA,ALB,0.18853367734013865
displaced_partner,distance,BRA,AND,-0.050590468782927785
displaced_partner,distance,BRA,ARE,-0.02316541071754332
displaced_partner,distance,BRA,ARG,-0.07905082383916667
displaced_partner,distance,BRA,ATG,0.05195483971429969
displaced_partner,distance,BRA,AUT,0.1127384276455698
displaced_partner,distance,BRA,AZE,-0.07153682134366043
displaced_partner,distance,BRA,BGD,-0.14215874294014733
displaced_partner,distance,BRA,BGR,0.07484145103572294
displaced_partner,distance,BRA,BHR,0.10831259687860557
displaced_partner,distance,BRA,BHS,0.043516575784941294
displaced_partner,distance,BRA,BLR,0.021214165173115748
displaced_partner,distance,BRA,BLZ,-0.009357623971545395
displaced_partner,distance,BRA,BOL,-0.22537045488541135
displaced_partner,distance,BRA,BRB,0.10761464311501764
displaced_partner,distance,BRA,BRN,-0.11415429074239561
displaced_partner,distance,BRA,BTN,-0.019887797977301946
displaced_partner,distance,BRA,BWA,0.19947081213835896
displaced_partner,distance,BRA,CAN,0.0646105869935204
displaced_partner,distance,BRA,CIV,0.04576108757831844
displaced_partner,distance,BRA,COL,0.2561656298082848
displaced_partner,distance,BRA,COM,-0.27956377923866704
displaced_partner,distance,BRA,CPV,0.1288684963661997
displaced_partner,distance,BRA,CRI,0.011622689483032323
displaced_partner,distance,BRA,CYP,0.03503582486710964
displaced_partner,distance,BRA,CZE,0.15556835643004052
displaced_partner,distance,BRA,DEU,0.12855628916654133
displaced_partner,distance,BRA,DJI,-0.02004075267667773
displaced_partner,distance,BRA,DMA,-0.20396056276446525
displaced_partner,distance,BRA,DNK,0.11970817999459926
displaced_partner,distance,BRA,DOM,-0.3226311834443403
displaced_partner,distance,BRA,DZA,-0.0427537636902813
displaced_partner,distance,BRA,ECU,-0.1724032093683609
displaced_partner,distance,BRA,EGY,0.03045675262092907
displaced_partner,distance,BRA,ESP,-0.04728243426266849
displaced_partner,distance,BRA,EST,0.06701387901343132
displaced_partner,distance,BRA,FIN,0.048863544309521195
displaced_partner,distance,BRA,FJI,-0.02297159640654924
displaced_partner,distance,BRA,FRA,-0.09823920391797641
displaced_partner,distance,BRA,FSM,0.32876186717466405
displaced_partner,distance,BRA,GEO,0.2805684093375991
displaced_partner,distance,BRA,GRC,-0.24463160826320546
displaced_partner,distance,BRA,GRD,0.22144152169512837
displaced_partner,distance,BRA,GTM,-0.09839866631632409
displaced_partner,distance,BRA,GUY,0.0089365026920096
