iso3c,estimate_china,rmspe_pre_china,status_china,error_china,estimate_anchor,rmspe_pre_anchor,status_anchor,error_anchor,estimate_difference,status
ALB,-0.12352518877549028,0.13832762012871083,estimated,,-0.1459983541109883,0.09573436323747571,estimated,,0.02247316533549802,estimated
ARE,0.0889972286503934,0.09430173443007417,estimated,,0.1171081637483225,0.08822664909396424,estimated,,-0.0281109350979291,estimated
ARG,-0.21681039368303445,0.04803279126701443,estimated,,-0.18520114562682302,0.029440611429108584,estimated,,-0.03160924805621143,estimated
AUT,-0.08401151248103308,0.05514293255179545,estimated,,-0.07823729305616961,0.04591595864559256,estimated,,-0.005774219424863475,estimated
AZE,-0.1410236765157426,0.07674978665329621,estimated,,-0.20108795578415653,0.06862873717673582,estimated,,0.06006427926841393,estimated
BGD,0.04258640453651576,0.10107474645771333,estimated,,0.049736435505469946,0.08014677603897494,estimated,,-0.007150030968954189,estimated
BGR,-0.006662285039963918,0.052530741361929895,estimated,,0.028199830336052868,0.05299634091849762,estimated,,-0.034862115376016786,estimated
BHR,-0.09894126938152466,0.12046879841491298,estimated,,-0.08710993665171186,0.09616701314929754,estimated,,-0.011831332729812793,estimated
BLR,0.08704600478016349,0.17640754413561396,estimated,,0.13490162160498212,0.11206786576033224,estimated,,-0.047855616824818634,estimated
BOL,0.35885989987479,0.06337565411064704,estimated,,0.5827085231290481,0.04165407821658342,estimated,,-0.22384862325425808,estimated
BRA,-0.27324260476871853,0.0585582093064837,estimated,,-0.31696384107685766,0.02831525571277708,estimated,,0.04372123630813912,estimated
BRB,0.13501981266616198,0.06184917737525763,estimated,,0.04446817104992757,0.05371940574763782,estimated,,0.09055164161623441,estimated
BTN,-0.035309970115564936,0.09574014714160568,estimated,,-0.06644214948154696,0.12620648021365535,estimated,,0.031132179365982025,estimated
BWA,-0.004462070574014848,0.070680517765508,estimated,,-0.04219566552367615,0.07462138039243921,estimated,,0.0377335949496613,estimated
CAN,0.2577568524464988,0.09138424015562753,estimated,,0.3050704037536093,0.10336292868874462,estimated,,-0.04731355130711046,estimated
CIV,-0.013177553197835423,0.11591119523675845,estimated,,0.0475128543956369,0.11440124960415816,estimated,,-0.06069040759347232,estimated
COL,0.13585179490196508,0.08933232858080807,estimated,,0.12436402156575527,0.06967611172666101,estimated,,0.011487773336209817,estimated
COM,-0.025077813087850398,0.07963748655426567,estimated,,-0.00266896957093066,0.0961735931229482,estimated,,-0.022408843516919737,estimated
CPV,-0.017564941086109766,0.07894111240814551,estimated,,-0.09436879341533695,0.08153701834398124,estimated,,0.07680385232922718,estimated
CRI,-0.07527506875908296,0.09326324215266522,estimated,,-0.07886357176644612,0.07173628234710881,estimated,,0.0035885030073631585,estimated
CYP,-0.0542160599557064,0.06623356925690829,estimated,,-0.06760562320766118,0.05519827558103171,estimated,,0.013389563251954784,estimated
CZE,0.050035305733152256,0.04492533199424974,estimated,,0.05962157553607221,0.041270469023156627,estimated,,-0.009586269802919954,estimated
DEU,0.11553697778257799,0.08389167956140295,estimated,,0.14918431629310996,0.060664264226372513,estimated,,-0.03364733851053198,estimated
DNK,-0.01438708593901746,0.04307626581498084,estimated,,0.013009747592365959,0.03604018386433552,estimated,,-0.02739683353138342,estimated
DOM,-0.09289821422110181,0.14307152675009394,estimated,,-0.24268802720034627,0.11101050475101061,estimated,,0.14978981297924446,estimated
DZA,-0.05913263898028993,0.1572459796352729,estimated,,-0.05738457878451111,0.11270094274913234,estimated,,-0.0017480601957788194,estimated
ECU,0.2075169044784499,0.06572262163388826,estimated,,0.39161655866364903,0.05191900467099435,estimated,,-0.18409965418519914,estimated
EGY,-0.11776699114485713,0.19851656699680564,estimated,,-0.16428752162329435,0.15130644377750166,estimated,,0.046520530478437225,estimated
ESP,-0.024619079965594967,0.038645722797040725,estimated,,-0.007802999491489287,0.03359300286680355,estimated,,-0.01681608047410568,estimated
EST,0.032023800204456034,0.03382247050909698,estimated,,0.06360850879206785,0.02965314422465677,estimated,,-0.031584708587611816,estimated
FIN,-0.03241739618010422,0.052948711550229934,estimated,,-0.023354710700772437,0.039765199707884925,estimated,,-0.00906268547933178,estimated
FJI,-0.16414347491375506,0.17504165476037767,estimated,,-0.27390384923358935,0.12983000692221988,estimated,,0.10976037431983429,estimated
FRA,-0.11273418156964932,0.06116635579539238,estimated,,-0.08887273738199242,0.061845643398623744,estimated,,-0.0238614441876569,estimated
GAB,0.20557935038549208,0.059221642738768614,estimated,,-0.028606425122112394,0.07553244537105927,estimated,,0.23418577550760447,estimated
GBR,-0.0156961993628845,0.07086603244915209,estimated,,0.015843246022177862,0.06517111455607012,estimated,,-0.03153944538506236,estimated
GEO,0.0880292131874265,0.115518027792351,estimated,,0.07464938249665343,0.0776087831775504,estimated,,0.013379830690773073,estimated
GHA,-0.06148406038154764,0.09135849158954651,estimated,,-0.06442132073525751,0.05011242619396974,estimated,,0.002937260353709871,estimated
