weight_rank,iso3c,country_name,region,latin_america,unit_weight,cumulative_weight,relative_to_uniform_weight,high_weight_top10,high_weight_2x_uniform,high_weight_donor
1,MLT,Malta,Middle East & North Africa,FALSE,0.030572090398788644,0.030572090398788644,2.9043485878849213,TRUE,TRUE,TRUE
2,GEO,Georgia,Europe & Central Asia,FALSE,0.029091920501683716,0.05966401090047236,2.763732447659953,TRUE,TRUE,TRUE
3,PRY,Paraguay,Latin America & Caribbean,TRUE,0.027248773297055738,0.0869127841975281,2.588633463220295,TRUE,TRUE,TRUE
4,TCD,Chad,Sub-Saharan Africa,FALSE,0.026759221250177045,0.11367200544770514,2.5421260187668193,TRUE,TRUE,TRUE
5,GTM,Guatemala,Latin America & Caribbean,TRUE,0.026217342003487576,0.13988934745119272,2.4906474903313196,TRUE,TRUE,TRUE
6,COL,Colombia,Latin America & Caribbean,TRUE,0.02500536728200791,0.16489471473320064,2.3755098917907516,TRUE,TRUE,TRUE
7,IND,India,South Asia,FALSE,0.021665520123917162,0.1865602348571178,2.0582244117721302,TRUE,TRUE,TRUE
8,DOM,Dominican Republic,Latin America & Caribbean,TRUE,0.021503546535691864,0.20806378139280968,2.042836920890727,TRUE,TRUE,TRUE
9,BOL,Bolivia,Latin America & Caribbean,TRUE,0.021464315463903098,0.22952809685671277,2.039109969070794,TRUE,TRUE,TRUE
10,TUR,Turkey,Europe & Central Asia,FALSE,0.021439403693077043,0.25096750054978983,2.036743350842319,TRUE,TRUE,TRUE
11,FJI,Fiji,East Asia & Pacific,FALSE,0.021418186016485194,0.27238568656627504,2.0347276715660936,FALSE,TRUE,TRUE
12,PNG,Papua New Guinea,East Asia & Pacific,FALSE,0.020733312349723976,0.293118998915999,1.9696646732237777,FALSE,FALSE,FALSE
13,ALB,Albania,Europe & Central Asia,FALSE,0.019738380782296665,0.3128573796982957,1.8751461743181832,FALSE,FALSE,FALSE
14,MWI,Malawi,Sub-Saharan Africa,FALSE,0.01970959257535825,0.33256697227365395,1.8724112946590337,FALSE,FALSE,FALSE
15,AZE,Azerbaijan,Europe & Central Asia,FALSE,0.01955284395594872,0.35211981622960264,1.8575201758151285,FALSE,FALSE,FALSE
16,DEU,Germany,Europe & Central Asia,FALSE,0.018983682588274424,0.3711034988178771,1.8034498458860704,FALSE,FALSE,FALSE
17,HRV,Croatia,Europe & Central Asia,FALSE,0.017633507776679887,0.38873700659455696,1.6751832387845893,FALSE,FALSE,FALSE
18,CYP,Cyprus,Europe & Central Asia,FALSE,0.01758927898471979,0.40632628557927675,1.6709815035483802,FALSE,FALSE,FALSE
19,CRI,Costa Rica,Latin America & Caribbean,TRUE,0.01732500162752721,0.42365128720680395,1.645875154615085,FALSE,FALSE,FALSE
20,KEN,Kenya,Sub-Saharan Africa,FALSE,0.015867116854296023,0.4395184040611,1.5073761011581222,FALSE,FALSE,FALSE
21,ARG,Argentina,Latin America & Caribbean,TRUE,0.015507269323146203,0.4550256733842462,1.4731905856988894,FALSE,FALSE,FALSE
22,HTI,Haiti,Latin America & Caribbean,TRUE,0.015313051923092949,0.47033872530733917,1.4547399326938302,FALSE,FALSE,FALSE
23,SUR,Suriname,Latin America & Caribbean,TRUE,0.014817233623292963,0.4851559589306321,1.4076371942128316,FALSE,FALSE,FALSE
24,ISL,Iceland,Europe & Central Asia,FALSE,0.014565588420439913,0.49972154735107205,1.3837308999417917,FALSE,FALSE,FALSE
25,TTO,Trinidad & Tobago,Latin America & Caribbean,TRUE,0.013870652104948897,0.513592199456021,1.3177119499701453,FALSE,FALSE,FALSE
26,NOR,Norway,Europe & Central Asia,FALSE,0.013559089675372338,0.5271512891313933,1.288113519160372,FALSE,FALSE,FALSE
27,BRB,Barbados,Latin America & Caribbean,TRUE,0.013415499854307287,0.5405667889857005,1.2744724861591923,FALSE,FALSE,FALSE
28,HUN,Hungary,Europe & Central Asia,FALSE,0.013345665223296827,0.5539124542089974,1.2678381962131986,FALSE,FALSE,FALSE
29,SLV,El Salvador,Latin America & Caribbean,TRUE,0.013189093971965675,0.567101548180963,1.2529639273367392,FALSE,FALSE,FALSE
30,NIC,Nicaragua,Latin America & Caribbean,TRUE,0.012954367320839148,0.5800559155018021,1.230664895479719,FALSE,FALSE,FALSE
31,PAK,Pakistan,South Asia,FALSE,0.012783254135790801,0.592839169637593,1.2144091429001262,FALSE,FALSE,FALSE
32,POL,Poland,Europe & Central Asia,FALSE,0.012747132819867519,0.6055863024574605,1.2109776178874143,FALSE,FALSE,FALSE
33,DNK,Denmark,Europe & Central Asia,FALSE,0.012745620177243058,0.6183319226347035,1.2108339168380906,FALSE,FALSE,FALSE
34,TUN,Tunisia,Middle East & North Africa,FALSE,0.011825196750051063,0.6301571193847546,1.123393691254851,FALSE,FALSE,FALSE
35,JAM,Jamaica,Latin America & Caribbean,TRUE,0.01177075444476801,0.6419278738295227,1.118221672252961,FALSE,FALSE,FALSE
36,MDV,Maldives,South Asia,FALSE,0.011770430292228766,0.65369830412175145,1.1181908777617326,FALSE,FALSE,FALSE
37,LTU,Lithuania,Europe & Central Asia,FALSE,0.011769800177088303,0.6654681042988397,1.118131016823389,FALSE,FALSE,FALSE
38,MUS,Mauritius,Sub-Saharan Africa,FALSE,0.0117365514240067,0.6772046557228464,1.1149723852806366,FALSE,FALSE,FALSE
39,BTN,Bhutan,South Asia,FALSE,0.011507605385656082,0.6887122611085025,1.0932225116373278,FALSE,FALSE,FALSE
40,EST,Estonia,Europe & Central Asia,FALSE,0.011328245924226838,0.7000405070327294,1.0761833628015496,FALSE,FALSE,FALSE
41,CZE,Czechia,Europe & Central Asia,FALSE,0.011255092481297512,0.7112955995140269,1.0692337857232637,FALSE,FALSE,FALSE
42,ROU,Romania,Europe & Central Asia,FALSE,0.011158346594654901,0.7224539461086817,1.0600429264922155,FALSE,FALSE,FALSE
43,LVA,Latvia,Europe & Central Asia,FALSE,0.011112173224000167,0.7335661193326819,1.055656456280016,FALSE,FALSE,FALSE
44,NAM,Namibia,Sub-Saharan Africa,FALSE,0.010872123572813995,0.7444382429054959,1.0328517394173296,FALSE,FALSE,FALSE
