year,time_weight,time_weight_rank,high_time_weight
1997,5.230291369317642e-5,7,FALSE
1998,0.051855610172471533,6,FALSE
1999,0.06987299911259745,5,FALSE
2000,5.230291369317642e-5,8,FALSE
2001,5.230291369317642e-5,9,FALSE
2002,5.230291369317642e-5,10,FALSE
2003,5.230291369317642e-5,11,FALSE
2004,5.230291369317642e-5,12,FALSE
2005,0.10716734491123406,3,TRUE
2006,0.09719320706973557,4,TRUE
2007,0.35575483820706694,1,TRUE
2008,0.31784218304473644,2,TRUE
