n_high_weight_donors,weighted_share_from_high_weight_donors,n_high_weight_top_china_post,n_high_weight_top_two_china_post,weighted_share_high_weight_top_china_post,weighted_share_high_weight_top_two_china_post
11,0.27238568656627504,0,2,0,0.051764588532184956
