check,rebuilt,stored,abs_diff
CHL 2008 ATT,-0.13007858362056574,-0.13007858362056574,0
AUS 2007 ATT,0.12845292972554007,0.1284529297255401,2.7755575615628914e-17
CHL 2008 placebo SE,0.15445565788329907,0.15445565788329907,0
