event_time,gap
-6,-0.0070483205774501834
-5,-0.0066591559293745295
-4,0.014768735692068028
-3,0.05297766899498045
-2,-0.007938163551303251
-1,0.018103037195993422
0,0.002691270961466866
1,0.009823449583702352
2,-0.08780994789692549
3,-0.08778806368122039
4,-0.10269043677840736
5,-0.025095972804124313
6,-0.07103783202472745
