metric,metric_label,min_duration_years,specification,specification_label,nboots,elapsed_seconds,att,se,ci_lo,ci_hi,p,r_cv,att_rel_pct,att_sd_units,n_obs,n_countries,n_treated,n_control,n_treated_country_years,n_entries,n_exits,n_left_censored,panel_min,panel_max,pre_treated_mean,outcome_sd
m2_goods_exports_itpde,M2 goods-only: ITPD-E export destinations,3,risk_set_restricted,"Status-current, restricted risk set",10000,598.9430000000001,-0.11337648971755174,0.040617647213754396,-0.19298707825651035,-0.03376590117859313,0.005249498867330231,2,16.207227128108396,0.14092919336996274,5142,165,39,126,477,39,0,0,1990,2022,0.6995427954540198,0.8044925753595954
m2_goods_exports_itpde,M2 goods-only: ITPD-E export destinations,3,clean_single_spell,Clean single-entry robustness,10000,614.7729999999999,-0.12088134909102459,0.04117876407808785,-0.20159172668407677,-0.04017097149797241,0.0033298227508740197,2,15.58602388474172,0.14712935126410037,4782,152,26,126,332,26,0,0,1990,2022,0.7755752845301619,0.8215991442390033
m2_goods_exports_itpde,M2 goods-only: ITPD-E export destinations,3,switching_allowed,"Status-current, switching allowed",10000,174.565,-0.03569632528139973,0.027938532625922566,-0.09045584922820796,0.019063198665408496,0.2013645409956324,1,5.213544347719303,0.0452260560693452,3828,116,27,89,316,31,11,0,1990,2022,0.6846844085447419,0.7892867161944541
m2_goods_exports_itpde,M2 goods-only: ITPD-E export destinations,5,risk_set_restricted,"Status-current, restricted risk set",10000,613.9179999999999,-0.1006420140210192,0.03912661176449206,-0.17733017307942364,-0.023953854962614762,0.010105044205677793,2,13.955989847893832,0.12443466188390026,5037,161,35,126,440,35,0,0,1990,2022,0.7211384869,0.8087940489999481
m2_goods_exports_itpde,M2 goods-only: ITPD-E export destinations,5,clean_single_spell,Clean single-entry robustness,10000,610.0699999999997,-0.12183520614851097,0.04084115862929215,-0.20188387706192357,-0.04178653523509836,0.0028530032991524,2,15.499386019303763,0.1481596351584244,4764,151,25,126,329,25,0,0,1990,2022,0.7860647253818371,0.822323880713089
m2_goods_exports_itpde,M2 goods-only: ITPD-E export destinations,5,switching_allowed,"Status-current, switching allowed",10000,173.91599999999994,-0.037366855516015665,0.030095452253529328,-0.09635394193293315,0.021620230900901816,0.21437998697250427,1,5.335811525722056,0.046991425971494055,3729,113,24,89,297,25,5,0,1990,2022,0.7003031373181624,0.7951845415094054
m2_goods_exports_itpde,M2 goods-only: ITPD-E export destinations,7,risk_set_restricted,"Status-current, restricted risk set",10000,598.3699999999999,-0.0942571873510109,0.04011517303871881,-0.17288292650689976,-0.015631448195122022,0.018790352567300755,2,12.400869309852801,0.11596494137205172,4925,157,31,126,411,31,0,0,1990,2022,0.7600853214066308,0.8128076144030842
m2_goods_exports_itpde,M2 goods-only: ITPD-E export destinations,7,clean_single_spell,Clean single-entry robustness,10000,599.817,-0.12188159995817308,0.04230310604286837,-0.2047956878021951,-0.03896751211415107,0.003962268458857383,2,14.554975503509457,0.14786087655647212,4698,149,23,126,318,23,0,0,1990,2022,0.8373878741931603,0.8242991844541321
m2_goods_exports_itpde,M2 goods-only: ITPD-E export destinations,7,switching_allowed,"Status-current, switching allowed",10000,162.86599999999999,-0.04228546155189066,0.03120095005620144,-0.10343932366204549,0.018868400558264165,0.17533410171047803,1,5.695486547367028,0.05276654988450777,3630,110,21,89,274,21,4,0,1990,2022,0.7424380902354839,0.8013687012784144
