min_duration_years,audit_role,iso3c,country_name,first_year_in_panel,last_year_in_panel,trade_years_observed,ever_observed_china_top,first_observed_china_top_year,n_observed_china_top_periods,n_qualifying_periods,n_short_eligible_periods,n_pre_min_entry_periods,n_no_clean_prior_periods,longest_observed_china_top_period,first_qualifying_entry,sample,ever_treated,treated_years,untreated_years,first_treat
3,never_china_top_control,HTI,Haiti,1990,2023,33,FALSE,,0,0,0,0,0,0,,risk_set_restricted,FALSE,0,33,
3,never_china_top_control,HUN,Hungary,1990,2023,33,FALSE,,0,0,0,0,0,0,,risk_set_restricted,FALSE,0,33,
3,never_china_top_control,IND,India,1990,2023,33,FALSE,,0,0,0,0,0,0,,risk_set_restricted,FALSE,0,33,
3,never_china_top_control,IRL,Ireland,1990,2023,33,FALSE,,0,0,0,0,0,0,,risk_set_restricted,FALSE,0,33,
3,never_china_top_control,ISL,Iceland,1990,2023,33,FALSE,,0,0,0,0,0,0,,risk_set_restricted,FALSE,0,33,
3,never_china_top_control,ISR,Israel,1990,2023,33,FALSE,,0,0,0,0,0,0,,risk_set_restricted,FALSE,0,33,
3,never_china_top_control,ITA,Italy,1990,2023,33,FALSE,,0,0,0,0,0,0,,risk_set_restricted,FALSE,0,33,
3,never_china_top_control,JAM,Jamaica,1990,2023,33,FALSE,,0,0,0,0,0,0,,risk_set_restricted,FALSE,0,33,
3,never_china_top_control,JOR,Jordan,1990,2023,33,FALSE,,0,0,0,0,0,0,,risk_set_restricted,FALSE,0,33,
3,never_china_top_control,KEN,Kenya,1990,2023,33,FALSE,,0,0,0,0,0,0,,risk_set_restricted,FALSE,0,33,
3,never_china_top_control,KHM,Cambodia,1991,2023,30,FALSE,,0,0,0,0,0,0,,risk_set_restricted,FALSE,0,30,
3,never_china_top_control,KIR,Kiribati,2000,2023,23,FALSE,,0,0,0,0,0,0,,risk_set_restricted,FALSE,0,23,
3,never_china_top_control,KNA,St. Kitts & Nevis,1990,2023,33,FALSE,,0,0,0,0,0,0,,risk_set_restricted,FALSE,0,33,
3,never_china_top_control,LBN,Lebanon,1990,2023,33,FALSE,,0,0,0,0,0,0,,risk_set_restricted,FALSE,0,33,
3,never_china_top_control,LBY,Libya,1990,2023,33,FALSE,,0,0,0,0,0,0,,risk_set_restricted,FALSE,0,33,
3,never_china_top_control,LCA,St. Lucia,1990,2023,33,FALSE,,0,0,0,0,0,0,,risk_set_restricted,FALSE,0,33,
3,never_china_top_control,LKA,Sri Lanka,1990,2023,33,FALSE,,0,0,0,0,0,0,,risk_set_restricted,FALSE,0,33,
3,never_china_top_control,LSO,Lesotho,1990,2023,33,FALSE,,0,0,0,0,0,0,,risk_set_restricted,FALSE,0,33,
3,never_china_top_control,LTU,Lithuania,1991,2023,31,FALSE,,0,0,0,0,0,0,,risk_set_restricted,FALSE,0,31,
3,never_china_top_control,LUX,Luxembourg,1990,2023,24,FALSE,,0,0,0,0,0,0,,risk_set_restricted,FALSE,0,24,
3,never_china_top_control,LVA,Latvia,1991,2023,31,FALSE,,0,0,0,0,0,0,,risk_set_restricted,FALSE,0,31,
3,never_china_top_control,MAR,Morocco,1990,2023,33,FALSE,,0,0,0,0,0,0,,risk_set_restricted,FALSE,0,33,
3,never_china_top_control,MCO,Monaco,1993,2023,10,FALSE,,0,0,0,0,0,0,,risk_set_restricted,FALSE,0,10,
3,never_china_top_control,MDA,Moldova,1992,2023,31,FALSE,,0,0,0,0,0,0,,risk_set_restricted,FALSE,0,31,
3,never_china_top_control,MDG,Madagascar,1990,2023,33,FALSE,,0,0,0,0,0,0,,risk_set_restricted,FALSE,0,33,
3,never_china_top_control,MDV,Maldives,1990,2023,33,FALSE,,0,0,0,0,0,0,,risk_set_restricted,FALSE,0,33,
3,never_china_top_control,MEX,Mexico,1990,2023,33,FALSE,,0,0,0,0,0,0,,risk_set_restricted,FALSE,0,33,
3,never_china_top_control,MHL,Marshall Islands,1991,2023,32,FALSE,,0,0,0,0,0,0,,risk_set_restricted,FALSE,0,32,
3,never_china_top_control,MKD,North Macedonia,1993,2023,30,FALSE,,0,0,0,0,0,0,,risk_set_restricted,FALSE,0,30,
3,never_china_top_control,MNE,Montenegro,2006,2023,17,FALSE,,0,0,0,0,0,0,,risk_set_restricted,FALSE,0,17,
3,never_china_top_control,MUS,Mauritius,1990,2023,33,FALSE,,0,0,0,0,0,0,,risk_set_restricted,FALSE,0,33,
3,never_china_top_control,MWI,Malawi,1990,2023,33,FALSE,,0,0,0,0,0,0,,risk_set_restricted,FALSE,0,33,
3,never_china_top_control,NAM,Namibia,1990,2023,33,FALSE,,0,0,0,0,0,0,,risk_set_restricted,FALSE,0,33,
3,never_china_top_control,NER,Niger,1990,2023,30,FALSE,,0,0,0,0,0,0,,risk_set_restricted,FALSE,0,30,
3,never_china_top_control,NGA,Nigeria,1990,2023,33,FALSE,,0,0,0,0,0,0,,risk_set_restricted,FALSE,0,33,
3,never_china_top_control,NIC,Nicaragua,1990,2023,33,FALSE,,0,0,0,0,0,0,,risk_set_restricted,FALSE,0,33,
3,never_china_top_control,NLD,Netherlands,1990,2023,33,FALSE,,0,0,0,0,0,0,,risk_set_restricted,FALSE,0,33,
3,never_china_top_control,NOR,Norway,1990,2023,33,FALSE,,0,0,0,0,0,0,,risk_set_restricted,FALSE,0,33,
3,never_china_top_control,NPL,Nepal,1990,2023,33,FALSE,,0,0,0,0,0,0,,risk_set_restricted,FALSE,0,33,
3,never_china_top_control,NRU,Nauru,2000,2023,23,FALSE,,0,0,0,0,0,0,,risk_set_restricted,FALSE,0,23,
3,never_china_top_control,PAK,Pakistan,1990,2023,33,FALSE,,0,0,0,0,0,0,,risk_set_restricted,FALSE,0,33,
3,never_china_top_control,PLW,Palau,1995,2023,25,FALSE,,0,0,0,0,0,0,,risk_set_restricted,FALSE,0,25,
3,never_china_top_control,POL,Poland,1990,2023,33,FALSE,,0,0,0,0,0,0,,risk_set_restricted,FALSE,0,33,
3,never_china_top_control,PRT,Portugal,1990,2023,33,FALSE,,0,0,0,0,0,0,,risk_set_restricted,FALSE,0,33,
3,never_china_top_control,PRY,Paraguay,1990,2023,33,FALSE,,0,0,0,0,0,0,,risk_set_restricted,FALSE,0,33,
3,never_china_top_control,ROU,Romania,1990,2023,33,FALSE,,0,0,0,0,0,0,,risk_set_restricted,FALSE,0,33,
3,never_china_top_control,RWA,Rwanda,1990,2023,33,FALSE,,0,0,0,0,0,0,,risk_set_restricted,FALSE,0,33,
3,never_china_top_control,SEN,Senegal,1990,2023,33,FALSE,,0,0,0,0,0,0,,risk_set_restricted,FALSE,0,33,
3,never_china_top_control,SGP,Singapore,1990,2023,33,FALSE,,0,0,0,0,0,0,,risk_set_restricted,FALSE,0,33,
3,never_china_top_control,SLV,El Salvador,1990,2023,33,FALSE,,0,0,0,0,0,0,,risk_set_restricted,FALSE,0,33,
3,never_china_top_control,SMR,San Marino,1991,2023,23,FALSE,,0,0,0,0,0,0,,risk_set_restricted,FALSE,0,23,
3,never_china_top_control,SOM,Somalia,1990,2023,23,FALSE,,0,0,0,0,0,0,,risk_set_restricted,FALSE,0,23,
3,never_china_top_control,STP,São Tomé & Príncipe,1991,2023,24,FALSE,,0,0,0,0,0,0,,risk_set_restricted,FALSE,0,24,
3,never_china_top_control,SUR,Suriname,1990,2023,33,FALSE,,0,0,0,0,0,0,,risk_set_restricted,FALSE,0,33,
3,never_china_top_control,SVK,Slovakia,1993,2023,30,FALSE,,0,0,0,0,0,0,,risk_set_restricted,FALSE,0,30,
3,never_china_top_control,SVN,Slovenia,1992,2023,31,FALSE,,0,0,0,0,0,0,,risk_set_restricted,FALSE,0,31,
3,never_china_top_control,SWE,Sweden,1990,2023,33,FALSE,,0,0,0,0,0,0,,risk_set_restricted,FALSE,0,33,
3,never_china_top_control,SWZ,Eswatini,1990,2023,33,FALSE,,0,0,0,0,0,0,,risk_set_restricted,FALSE,0,33,
3,never_china_top_control,SYC,Seychelles,1990,2023,31,FALSE,,0,0,0,0,0,0,,risk_set_restricted,FALSE,0,31,
3,never_china_top_control,SYR,Syria,1990,2023,33,FALSE,,0,0,0,0,0,0,,risk_set_restricted,FALSE,0,33,
3,never_china_top_control,TGO,Togo,1990,2023,33,FALSE,,0,0,0,0,0,0,,risk_set_restricted,FALSE,0,33,
3,never_china_top_control,TJK,Tajikistan,1992,2023,30,FALSE,,0,0,0,0,0,0,,risk_set_restricted,FALSE,0,30,
3,never_china_top_control,TON,Tonga,1999,2023,24,FALSE,,0,0,0,0,0,0,,risk_set_restricted,FALSE,0,24,
3,never_china_top_control,TTO,Trinidad & Tobago,1990,2023,33,FALSE,,0,0,0,0,0,0,,risk_set_restricted,FALSE,0,33,
3,never_china_top_control,TUN,Tunisia,1990,2023,33,FALSE,,0,0,0,0,0,0,,risk_set_restricted,FALSE,0,33,
3,never_china_top_control,TUR,Turkey,1990,2023,33,FALSE,,0,0,0,0,0,0,,risk_set_restricted,FALSE,0,33,
3,never_china_top_control,TUV,Tuvalu,2001,2023,22,FALSE,,0,0,0,0,0,0,,risk_set_restricted,FALSE,0,22,
3,never_china_top_control,UGA,Uganda,1990,2023,33,FALSE,,0,0,0,0,0,0,,risk_set_restricted,FALSE,0,33,
3,never_china_top_control,USA,United States,1990,2023,33,FALSE,,0,0,0,0,0,0,,risk_set_restricted,FALSE,0,33,
3,never_china_top_control,VCT,St. Vincent & Grenadines,1990,2023,33,FALSE,,0,0,0,0,0,0,,risk_set_restricted,FALSE,0,33,
3,never_china_top_control,VUT,Vanuatu,1990,2023,32,FALSE,,0,0,0,0,0,0,,risk_set_restricted,FALSE,0,32,
3,never_china_top_control,WSM,Samoa,1990,2023,33,FALSE,,0,0,0,0,0,0,,risk_set_restricted,FALSE,0,33,
3,never_china_top_control,AFG,Afghanistan,1990,2023,33,FALSE,,0,0,0,0,0,0,,switching_allowed,FALSE,0,33,
3,never_china_top_control,ALB,Albania,1990,2023,33,FALSE,,0,0,0,0,0,0,,switching_allowed,FALSE,0,33,
3,never_china_top_control,ARE,United Arab Emirates,1990,2023,33,FALSE,,0,0,0,0,0,0,,switching_allowed,FALSE,0,33,
3,never_china_top_control,ARG,Argentina,1990,2023,33,FALSE,,0,0,0,0,0,0,,switching_allowed,FALSE,0,33,
3,never_china_top_control,ATG,Antigua & Barbuda,1990,2023,33,FALSE,,0,0,0,0,0,0,,switching_allowed,FALSE,0,33,
3,never_china_top_control,AUT,Austria,1990,2023,33,FALSE,,0,0,0,0,0,0,,switching_allowed,FALSE,0,33,
3,never_china_top_control,BGD,Bangladesh,1990,2023,33,FALSE,,0,0,0,0,0,0,,switching_allowed,FALSE,0,33,
3,never_china_top_control,BGR,Bulgaria,1990,2023,33,FALSE,,0,0,0,0,0,0,,switching_allowed,FALSE,0,33,
3,never_china_top_control,BHR,Bahrain,1990,2023,33,FALSE,,0,0,0,0,0,0,,switching_allowed,FALSE,0,33,
3,never_china_top_control,BHS,Bahamas,1990,2023,33,FALSE,,0,0,0,0,0,0,,switching_allowed,FALSE,0,33,
3,never_china_top_control,BLZ,Belize,1990,2023,33,FALSE,,0,0,0,0,0,0,,switching_allowed,FALSE,0,33,
3,never_china_top_control,BOL,Bolivia,1990,2023,33,FALSE,,0,0,0,0,0,0,,switching_allowed,FALSE,0,33,
3,never_china_top_control,BRB,Barbados,1990,2023,33,FALSE,,0,0,0,0,0,0,,switching_allowed,FALSE,0,33,
3,never_china_top_control,BRN,Brunei,1990,2023,33,FALSE,,0,0,0,0,0,0,,switching_allowed,FALSE,0,33,
3,never_china_top_control,BTN,Bhutan,1990,2023,33,FALSE,,0,0,0,0,0,0,,switching_allowed,FALSE,0,33,
3,never_china_top_control,BWA,Botswana,1990,2023,33,FALSE,,0,0,0,0,0,0,,switching_allowed,FALSE,0,33,
3,never_china_top_control,CAN,Canada,1990,2023,33,FALSE,,0,0,0,0,0,0,,switching_allowed,FALSE,0,33,
3,never_china_top_control,CIV,Côte d’Ivoire,1990,2023,33,FALSE,,0,0,0,0,0,0,,switching_allowed,FALSE,0,33,
3,never_china_top_control,COL,Colombia,1990,2023,33,FALSE,,0,0,0,0,0,0,,switching_allowed,FALSE,0,33,
3,never_china_top_control,COM,Comoros,1990,2023,33,FALSE,,0,0,0,0,0,0,,switching_allowed,FALSE,0,33,
3,never_china_top_control,CPV,Cape Verde,1990,2023,33,FALSE,,0,0,0,0,0,0,,switching_allowed,FALSE,0,33,
3,never_china_top_control,CRI,Costa Rica,1990,2023,33,FALSE,,0,0,0,0,0,0,,switching_allowed,FALSE,0,33,
3,never_china_top_control,CYP,Cyprus,1990,2023,33,FALSE,,0,0,0,0,0,0,,switching_allowed,FALSE,0,33,
3,never_china_top_control,DEU,Germany,1990,2023,33,FALSE,,0,0,0,0,0,0,,switching_allowed,FALSE,0,33,
3,never_china_top_control,DJI,Djibouti,1990,2023,33,FALSE,,0,0,0,0,0,0,,switching_allowed,FALSE,0,33,
3,never_china_top_control,DMA,Dominica,1990,2023,33,FALSE,,0,0,0,0,0,0,,switching_allowed,FALSE,0,33,
3,never_china_top_control,DNK,Denmark,1990,2023,33,FALSE,,0,0,0,0,0,0,,switching_allowed,FALSE,0,33,
3,never_china_top_control,DZA,Algeria,1990,2023,33,FALSE,,0,0,0,0,0,0,,switching_allowed,FALSE,0,33,
3,never_china_top_control,ECU,Ecuador,1990,2023,33,FALSE,,0,0,0,0,0,0,,switching_allowed,FALSE,0,33,
3,never_china_top_control,EGY,Egypt,1990,2023,33,FALSE,,0,0,0,0,0,0,,switching_allowed,FALSE,0,33,
3,never_china_top_control,ESP,Spain,1990,2023,33,FALSE,,0,0,0,0,0,0,,switching_allowed,FALSE,0,33,
3,never_china_top_control,FIN,Finland,1990,2023,33,FALSE,,0,0,0,0,0,0,,switching_allowed,FALSE,0,33,
3,never_china_top_control,FJI,Fiji,1990,2023,33,FALSE,,0,0,0,0,0,0,,switching_allowed,FALSE,0,33,
3,never_china_top_control,FRA,France,1990,2023,33,FALSE,,0,0,0,0,0,0,,switching_allowed,FALSE,0,33,
3,never_china_top_control,GBR,United Kingdom,1990,2023,33,FALSE,,0,0,0,0,0,0,,switching_allowed,FALSE,0,33,
3,never_china_top_control,GRC,Greece,1990,2023,33,FALSE,,0,0,0,0,0,0,,switching_allowed,FALSE,0,33,
3,never_china_top_control,GRD,Grenada,1990,2023,33,FALSE,,0,0,0,0,0,0,,switching_allowed,FALSE,0,33,
3,never_china_top_control,GTM,Guatemala,1990,2023,33,FALSE,,0,0,0,0,0,0,,switching_allowed,FALSE,0,33,
3,never_china_top_control,GUY,Guyana,1990,2023,33,FALSE,,0,0,0,0,0,0,,switching_allowed,FALSE,0,33,
3,never_china_top_control,HND,Honduras,1990,2023,33,FALSE,,0,0,0,0,0,0,,switching_allowed,FALSE,0,33,
3,never_china_top_control,HTI,Haiti,1990,2023,33,FALSE,,0,0,0,0,0,0,,switching_allowed,FALSE,0,33,
3,never_china_top_control,HUN,Hungary,1990,2023,33,FALSE,,0,0,0,0,0,0,,switching_allowed,FALSE,0,33,
3,never_china_top_control,IND,India,1990,2023,33,FALSE,,0,0,0,0,0,0,,switching_allowed,FALSE,0,33,
3,never_china_top_control,IRL,Ireland,1990,2023,33,FALSE,,0,0,0,0,0,0,,switching_allowed,FALSE,0,33,
3,never_china_top_control,ISL,Iceland,1990,2023,33,FALSE,,0,0,0,0,0,0,,switching_allowed,FALSE,0,33,
3,never_china_top_control,ISR,Israel,1990,2023,33,FALSE,,0,0,0,0,0,0,,switching_allowed,FALSE,0,33,
3,never_china_top_control,ITA,Italy,1990,2023,33,FALSE,,0,0,0,0,0,0,,switching_allowed,FALSE,0,33,
3,never_china_top_control,JAM,Jamaica,1990,2023,33,FALSE,,0,0,0,0,0,0,,switching_allowed,FALSE,0,33,
3,never_china_top_control,JOR,Jordan,1990,2023,33,FALSE,,0,0,0,0,0,0,,switching_allowed,FALSE,0,33,
3,never_china_top_control,KEN,Kenya,1990,2023,33,FALSE,,0,0,0,0,0,0,,switching_allowed,FALSE,0,33,
3,never_china_top_control,KNA,St. Kitts & Nevis,1990,2023,33,FALSE,,0,0,0,0,0,0,,switching_allowed,FALSE,0,33,
3,never_china_top_control,LBN,Lebanon,1990,2023,33,FALSE,,0,0,0,0,0,0,,switching_allowed,FALSE,0,33,
3,never_china_top_control,LBY,Libya,1990,2023,33,FALSE,,0,0,0,0,0,0,,switching_allowed,FALSE,0,33,
3,never_china_top_control,LCA,St. Lucia,1990,2023,33,FALSE,,0,0,0,0,0,0,,switching_allowed,FALSE,0,33,
3,never_china_top_control,LKA,Sri Lanka,1990,2023,33,FALSE,,0,0,0,0,0,0,,switching_allowed,FALSE,0,33,
3,never_china_top_control,LSO,Lesotho,1990,2023,33,FALSE,,0,0,0,0,0,0,,switching_allowed,FALSE,0,33,
3,never_china_top_control,MAR,Morocco,1990,2023,33,FALSE,,0,0,0,0,0,0,,switching_allowed,FALSE,0,33,
3,never_china_top_control,MDG,Madagascar,1990,2023,33,FALSE,,0,0,0,0,0,0,,switching_allowed,FALSE,0,33,
3,never_china_top_control,MDV,Maldives,1990,2023,33,FALSE,,0,0,0,0,0,0,,switching_allowed,FALSE,0,33,
3,never_china_top_control,MEX,Mexico,1990,2023,33,FALSE,,0,0,0,0,0,0,,switching_allowed,FALSE,0,33,
3,never_china_top_control,MUS,Mauritius,1990,2023,33,FALSE,,0,0,0,0,0,0,,switching_allowed,FALSE,0,33,
3,never_china_top_control,MWI,Malawi,1990,2023,33,FALSE,,0,0,0,0,0,0,,switching_allowed,FALSE,0,33,
3,never_china_top_control,NAM,Namibia,1990,2023,33,FALSE,,0,0,0,0,0,0,,switching_allowed,FALSE,0,33,
3,never_china_top_control,NGA,Nigeria,1990,2023,33,FALSE,,0,0,0,0,0,0,,switching_allowed,FALSE,0,33,
3,never_china_top_control,NIC,Nicaragua,1990,2023,33,FALSE,,0,0,0,0,0,0,,switching_allowed,FALSE,0,33,
3,never_china_top_control,NLD,Netherlands,1990,2023,33,FALSE,,0,0,0,0,0,0,,switching_allowed,FALSE,0,33,
3,never_china_top_control,NOR,Norway,1990,2023,33,FALSE,,0,0,0,0,0,0,,switching_allowed,FALSE,0,33,
3,never_china_top_control,NPL,Nepal,1990,2023,33,FALSE,,0,0,0,0,0,0,,switching_allowed,FALSE,0,33,
3,never_china_top_control,PAK,Pakistan,1990,2023,33,FALSE,,0,0,0,0,0,0,,switching_allowed,FALSE,0,33,
3,never_china_top_control,POL,Poland,1990,2023,33,FALSE,,0,0,0,0,0,0,,switching_allowed,FALSE,0,33,
3,never_china_top_control,PRT,Portugal,1990,2023,33,FALSE,,0,0,0,0,0,0,,switching_allowed,FALSE,0,33,
3,never_china_top_control,PRY,Paraguay,1990,2023,33,FALSE,,0,0,0,0,0,0,,switching_allowed,FALSE,0,33,
3,never_china_top_control,ROU,Romania,1990,2023,33,FALSE,,0,0,0,0,0,0,,switching_allowed,FALSE,0,33,
3,never_china_top_control,RWA,Rwanda,1990,2023,33,FALSE,,0,0,0,0,0,0,,switching_allowed,FALSE,0,33,
3,never_china_top_control,SEN,Senegal,1990,2023,33,FALSE,,0,0,0,0,0,0,,switching_allowed,FALSE,0,33,
3,never_china_top_control,SGP,Singapore,1990,2023,33,FALSE,,0,0,0,0,0,0,,switching_allowed,FALSE,0,33,
3,never_china_top_control,SLV,El Salvador,1990,2023,33,FALSE,,0,0,0,0,0,0,,switching_allowed,FALSE,0,33,
3,never_china_top_control,SUR,Suriname,1990,2023,33,FALSE,,0,0,0,0,0,0,,switching_allowed,FALSE,0,33,
3,never_china_top_control,SWE,Sweden,1990,2023,33,FALSE,,0,0,0,0,0,0,,switching_allowed,FALSE,0,33,
3,never_china_top_control,SWZ,Eswatini,1990,2023,33,FALSE,,0,0,0,0,0,0,,switching_allowed,FALSE,0,33,
3,never_china_top_control,SYR,Syria,1990,2023,33,FALSE,,0,0,0,0,0,0,,switching_allowed,FALSE,0,33,
3,never_china_top_control,TGO,Togo,1990,2023,33,FALSE,,0,0,0,0,0,0,,switching_allowed,FALSE,0,33,
3,never_china_top_control,TTO,Trinidad & Tobago,1990,2023,33,FALSE,,0,0,0,0,0,0,,switching_allowed,FALSE,0,33,
3,never_china_top_control,TUN,Tunisia,1990,2023,33,FALSE,,0,0,0,0,0,0,,switching_allowed,FALSE,0,33,
3,never_china_top_control,TUR,Turkey,1990,2023,33,FALSE,,0,0,0,0,0,0,,switching_allowed,FALSE,0,33,
3,never_china_top_control,UGA,Uganda,1990,2023,33,FALSE,,0,0,0,0,0,0,,switching_allowed,FALSE,0,33,
3,never_china_top_control,USA,United States,1990,2023,33,FALSE,,0,0,0,0,0,0,,switching_allowed,FALSE,0,33,
3,never_china_top_control,VCT,St. Vincent & Grenadines,1990,2023,33,FALSE,,0,0,0,0,0,0,,switching_allowed,FALSE,0,33,
3,never_china_top_control,WSM,Samoa,1990,2023,33,FALSE,,0,0,0,0,0,0,,switching_allowed,FALSE,0,33,
3,never_china_top_control,CSK,,1990,1992,3,FALSE,,0,0,0,0,0,0,,,,,,
3,never_china_top_control,YUG,,1990,2023,2,FALSE,,0,0,0,0,0,0,,,,,,
3,treated_qualifying,AGO,Angola,1990,2023,33,TRUE,2007,1,1,0,0,0,16,2007,clean_single_spell,TRUE,16,17,2007
3,treated_qualifying,AUS,Australia,1990,2023,33,TRUE,2009,1,1,0,0,0,14,2009,clean_single_spell,TRUE,14,19,2009
3,treated_qualifying,BFA,Burkina Faso,1990,2023,33,TRUE,1991,2,1,0,1,0,3,2005,clean_single_spell,TRUE,3,15,2005
3,treated_qualifying,BRA,Brazil,1990,2023,33,TRUE,2009,1,1,0,0,0,14,2009,clean_single_spell,TRUE,14,19,2009
3,treated_qualifying,CHL,Chile,1990,2023,33,TRUE,2007,1,1,0,0,0,16,2007,clean_single_spell,TRUE,16,17,2007
3,treated_qualifying,COD,Congo - Kinshasa,1990,2023,32,TRUE,2008,1,1,0,0,0,14,2008,clean_single_spell,TRUE,14,18,2008
3,treated_qualifying,ERI,Eritrea,1993,2023,30,TRUE,2014,1,1,0,0,0,9,2014,clean_single_spell,TRUE,9,21,2014
3,treated_qualifying,GAB,Gabon,1990,2023,33,TRUE,2017,1,1,0,0,0,6,2017,clean_single_spell,TRUE,6,27,2017
3,treated_qualifying,JPN,Japan,1990,2023,33,TRUE,2008,1,1,0,0,0,15,2008,clean_single_spell,TRUE,15,18,2008
3,treated_qualifying,KAZ,Kazakhstan,1992,2023,31,TRUE,1992,2,1,0,1,0,16,2007,clean_single_spell,TRUE,16,15,2007
3,treated_qualifying,KOR,South Korea,1991,2023,32,TRUE,2003,1,1,0,0,0,20,2003,clean_single_spell,TRUE,20,12,2003
3,treated_qualifying,KWT,Kuwait,1990,2023,33,TRUE,2018,1,1,0,0,0,5,2018,clean_single_spell,TRUE,5,28,2018
3,treated_qualifying,MMR,Myanmar (Burma),1990,2023,33,TRUE,1993,2,1,0,1,0,9,2014,clean_single_spell,TRUE,9,24,2014
3,treated_qualifying,MRT,Mauritania,1990,2023,32,TRUE,2006,1,1,0,0,0,17,2006,clean_single_spell,TRUE,17,15,2006
3,treated_qualifying,MYS,Malaysia,1990,2023,33,TRUE,2009,1,1,0,0,0,14,2009,clean_single_spell,TRUE,14,19,2009
3,treated_qualifying,NZL,New Zealand,1990,2023,33,TRUE,2013,1,1,0,0,0,10,2013,clean_single_spell,TRUE,10,23,2013
3,treated_qualifying,PER,Peru,1990,2023,33,TRUE,2010,1,1,0,0,0,13,2010,clean_single_spell,TRUE,13,20,2010
3,treated_qualifying,PHL,Philippines,1990,2023,33,TRUE,2005,1,1,0,0,0,18,2005,clean_single_spell,TRUE,18,15,2005
3,treated_qualifying,RUS,Russia,1990,2023,31,TRUE,1993,2,1,0,1,0,11,2012,clean_single_spell,TRUE,11,20,2012
3,treated_qualifying,SAU,Saudi Arabia,1990,2023,33,TRUE,2013,1,1,0,0,0,10,2013,clean_single_spell,TRUE,10,23,2013
3,treated_qualifying,SLB,Solomon Islands,1990,2023,33,TRUE,2003,1,1,0,0,0,20,2003,clean_single_spell,TRUE,20,13,2003
3,treated_qualifying,SLE,Sierra Leone,1990,2023,33,TRUE,2012,1,1,0,0,0,11,2012,clean_single_spell,TRUE,11,22,2012
3,treated_qualifying,THA,Thailand,1990,2023,33,TRUE,2008,1,1,0,0,0,14,2008,clean_single_spell,TRUE,14,18,2008
3,treated_qualifying,TKM,Turkmenistan,1992,2023,31,TRUE,2010,1,1,0,0,0,13,2010,clean_single_spell,TRUE,13,18,2010
3,treated_qualifying,URY,Uruguay,1990,2023,33,TRUE,2013,1,1,0,0,0,10,2013,clean_single_spell,TRUE,10,23,2013
3,treated_qualifying,ZAF,South Africa,1994,2023,29,TRUE,2009,1,1,0,0,0,14,2009,clean_single_spell,TRUE,14,15,2009
3,treated_qualifying,AGO,Angola,1990,2023,33,TRUE,2007,1,1,0,0,0,16,2007,risk_set_restricted,TRUE,16,17,2007
3,treated_qualifying,AUS,Australia,1990,2023,33,TRUE,2009,1,1,0,0,0,14,2009,risk_set_restricted,TRUE,14,19,2009
3,treated_qualifying,BFA,Burkina Faso,1990,2023,33,TRUE,1991,2,1,0,1,0,3,2005,risk_set_restricted,TRUE,3,15,2005
3,treated_qualifying,BRA,Brazil,1990,2023,33,TRUE,2009,1,1,0,0,0,14,2009,risk_set_restricted,TRUE,14,19,2009
3,treated_qualifying,CHL,Chile,1990,2023,33,TRUE,2007,1,1,0,0,0,16,2007,risk_set_restricted,TRUE,16,17,2007
3,treated_qualifying,CMR,Cameroon,1990,2023,33,TRUE,2012,4,1,3,0,0,3,2017,risk_set_restricted,TRUE,3,25,2017
3,treated_qualifying,COD,Congo - Kinshasa,1990,2023,32,TRUE,2008,1,1,0,0,0,14,2008,risk_set_restricted,TRUE,14,18,2008
3,treated_qualifying,COG,Congo - Brazzaville,1990,2023,33,TRUE,2003,2,2,0,0,0,12,2003,risk_set_restricted,TRUE,15,13,2003
3,treated_qualifying,CUB,Cuba,1990,2023,33,TRUE,2004,2,2,0,0,0,12,2004,risk_set_restricted,TRUE,18,14,2004
3,treated_qualifying,ERI,Eritrea,1993,2023,30,TRUE,2014,1,1,0,0,0,9,2014,risk_set_restricted,TRUE,9,21,2014
3,treated_qualifying,GAB,Gabon,1990,2023,33,TRUE,2017,1,1,0,0,0,6,2017,risk_set_restricted,TRUE,6,27,2017
3,treated_qualifying,GMB,Gambia,1990,2023,33,TRUE,2011,3,2,1,0,0,3,2011,risk_set_restricted,TRUE,6,21,2011
3,treated_qualifying,GNQ,Equatorial Guinea,1995,2023,28,TRUE,2006,3,2,1,0,0,6,2013,risk_set_restricted,TRUE,9,17,2013
3,treated_qualifying,IDN,Indonesia,1990,2023,33,TRUE,2013,2,1,1,0,0,7,2016,risk_set_restricted,TRUE,7,25,2016
3,treated_qualifying,IRN,Iran,1990,2023,33,TRUE,2007,2,1,1,0,0,13,2007,risk_set_restricted,TRUE,13,17,2007
3,treated_qualifying,IRQ,Iraq,1990,2023,24,TRUE,2014,2,2,0,0,0,4,2014,risk_set_restricted,TRUE,7,15,2014
3,treated_qualifying,JPN,Japan,1990,2023,33,TRUE,2008,1,1,0,0,0,15,2008,risk_set_restricted,TRUE,15,18,2008
3,treated_qualifying,KAZ,Kazakhstan,1992,2023,31,TRUE,1992,2,1,0,1,0,16,2007,risk_set_restricted,TRUE,16,15,2007
3,treated_qualifying,KOR,South Korea,1991,2023,32,TRUE,2003,1,1,0,0,0,20,2003,risk_set_restricted,TRUE,20,12,2003
3,treated_qualifying,KWT,Kuwait,1990,2023,33,TRUE,2018,1,1,0,0,0,5,2018,risk_set_restricted,TRUE,5,28,2018
