min_duration_years,audit_role,iso3c,country_name,first_year_in_panel,last_year_in_panel,trade_years_observed,ever_observed_china_top,first_observed_china_top_year,n_observed_china_top_periods,n_qualifying_periods,n_short_eligible_periods,n_pre_min_entry_periods,n_no_clean_prior_periods,longest_observed_china_top_period,first_qualifying_entry,sample,ever_treated,treated_years,untreated_years,first_treat
3,treated_qualifying,MMR,Myanmar (Burma),1990,2023,33,TRUE,1993,2,1,0,1,0,9,2014,risk_set_restricted,TRUE,9,24,2014
3,treated_qualifying,MRT,Mauritania,1990,2023,32,TRUE,2006,1,1,0,0,0,17,2006,risk_set_restricted,TRUE,17,15,2006
3,treated_qualifying,MYS,Malaysia,1990,2023,33,TRUE,2009,1,1,0,0,0,14,2009,risk_set_restricted,TRUE,14,19,2009
3,treated_qualifying,NZL,New Zealand,1990,2023,33,TRUE,2013,1,1,0,0,0,10,2013,risk_set_restricted,TRUE,10,23,2013
3,treated_qualifying,OMN,Oman,1990,2023,33,TRUE,2000,2,1,1,0,0,19,2004,risk_set_restricted,TRUE,19,13,2004
3,treated_qualifying,PER,Peru,1990,2023,33,TRUE,2010,1,1,0,0,0,13,2010,risk_set_restricted,TRUE,13,20,2010
3,treated_qualifying,PHL,Philippines,1990,2023,33,TRUE,2005,1,1,0,0,0,18,2005,risk_set_restricted,TRUE,18,15,2005
3,treated_qualifying,PRK,North Korea,1991,2023,32,TRUE,1993,4,2,1,1,0,12,2002,risk_set_restricted,TRUE,16,11,2002
3,treated_qualifying,RUS,Russia,1990,2023,31,TRUE,1993,2,1,0,1,0,11,2012,risk_set_restricted,TRUE,11,20,2012
3,treated_qualifying,SAU,Saudi Arabia,1990,2023,33,TRUE,2013,1,1,0,0,0,10,2013,risk_set_restricted,TRUE,10,23,2013
3,treated_qualifying,SDN,Sudan,1990,2023,33,TRUE,1990,4,2,1,1,0,6,2000,risk_set_restricted,TRUE,10,10,2000
3,treated_qualifying,SLB,Solomon Islands,1990,2023,33,TRUE,2003,1,1,0,0,0,20,2003,risk_set_restricted,TRUE,20,13,2003
3,treated_qualifying,SLE,Sierra Leone,1990,2023,33,TRUE,2012,1,1,0,0,0,11,2012,risk_set_restricted,TRUE,11,22,2012
3,treated_qualifying,THA,Thailand,1990,2023,33,TRUE,2008,1,1,0,0,0,14,2008,risk_set_restricted,TRUE,14,18,2008
3,treated_qualifying,TKM,Turkmenistan,1992,2023,31,TRUE,2010,1,1,0,0,0,13,2010,risk_set_restricted,TRUE,13,18,2010
3,treated_qualifying,URY,Uruguay,1990,2023,33,TRUE,2013,1,1,0,0,0,10,2013,risk_set_restricted,TRUE,10,23,2013
3,treated_qualifying,YEM,Yemen,1991,2023,32,TRUE,1993,6,2,2,2,0,11,2005,risk_set_restricted,TRUE,15,13,2005
3,treated_qualifying,ZAF,South Africa,1994,2023,29,TRUE,2009,1,1,0,0,0,14,2009,risk_set_restricted,TRUE,14,15,2009
3,treated_qualifying,ZWE,Zimbabwe,1990,2023,33,TRUE,2011,2,1,1,0,0,7,2011,risk_set_restricted,TRUE,7,21,2011
3,treated_qualifying,AGO,Angola,1990,2023,33,TRUE,2007,1,1,0,0,0,16,2007,switching_allowed,TRUE,16,17,2007
3,treated_qualifying,AUS,Australia,1990,2023,33,TRUE,2009,1,1,0,0,0,14,2009,switching_allowed,TRUE,14,19,2009
3,treated_qualifying,BFA,Burkina Faso,1990,2023,33,TRUE,1991,2,1,0,1,0,3,2005,switching_allowed,TRUE,3,30,2005
3,treated_qualifying,BRA,Brazil,1990,2023,33,TRUE,2009,1,1,0,0,0,14,2009,switching_allowed,TRUE,14,19,2009
3,treated_qualifying,CHL,Chile,1990,2023,33,TRUE,2007,1,1,0,0,0,16,2007,switching_allowed,TRUE,16,17,2007
3,treated_qualifying,CMR,Cameroon,1990,2023,33,TRUE,2012,4,1,3,0,0,3,2017,switching_allowed,TRUE,3,30,2017
3,treated_qualifying,COG,Congo - Brazzaville,1990,2023,33,TRUE,2003,2,2,0,0,0,12,2003,switching_allowed,TRUE,15,18,2003
3,treated_qualifying,CUB,Cuba,1990,2023,33,TRUE,2004,2,2,0,0,0,12,2004,switching_allowed,TRUE,18,15,2004
3,treated_qualifying,GAB,Gabon,1990,2023,33,TRUE,2017,1,1,0,0,0,6,2017,switching_allowed,TRUE,6,27,2017
3,treated_qualifying,GMB,Gambia,1990,2023,33,TRUE,2011,3,2,1,0,0,3,2011,switching_allowed,TRUE,6,27,2011
3,treated_qualifying,IDN,Indonesia,1990,2023,33,TRUE,2013,2,1,1,0,0,7,2016,switching_allowed,TRUE,7,26,2016
3,treated_qualifying,IRN,Iran,1990,2023,33,TRUE,2007,2,1,1,0,0,13,2007,switching_allowed,TRUE,13,20,2007
3,treated_qualifying,JPN,Japan,1990,2023,33,TRUE,2008,1,1,0,0,0,15,2008,switching_allowed,TRUE,15,18,2008
3,treated_qualifying,KWT,Kuwait,1990,2023,33,TRUE,2018,1,1,0,0,0,5,2018,switching_allowed,TRUE,5,28,2018
3,treated_qualifying,MMR,Myanmar (Burma),1990,2023,33,TRUE,1993,2,1,0,1,0,9,2014,switching_allowed,TRUE,9,24,2014
3,treated_qualifying,MYS,Malaysia,1990,2023,33,TRUE,2009,1,1,0,0,0,14,2009,switching_allowed,TRUE,14,19,2009
3,treated_qualifying,NZL,New Zealand,1990,2023,33,TRUE,2013,1,1,0,0,0,10,2013,switching_allowed,TRUE,10,23,2013
3,treated_qualifying,OMN,Oman,1990,2023,33,TRUE,2000,2,1,1,0,0,19,2004,switching_allowed,TRUE,19,14,2004
3,treated_qualifying,PER,Peru,1990,2023,33,TRUE,2010,1,1,0,0,0,13,2010,switching_allowed,TRUE,13,20,2010
3,treated_qualifying,PHL,Philippines,1990,2023,33,TRUE,2005,1,1,0,0,0,18,2005,switching_allowed,TRUE,18,15,2005
3,treated_qualifying,SAU,Saudi Arabia,1990,2023,33,TRUE,2013,1,1,0,0,0,10,2013,switching_allowed,TRUE,10,23,2013
3,treated_qualifying,SDN,Sudan,1990,2023,33,TRUE,1990,4,2,1,1,0,6,2000,switching_allowed,TRUE,10,23,2000
3,treated_qualifying,SLB,Solomon Islands,1990,2023,33,TRUE,2003,1,1,0,0,0,20,2003,switching_allowed,TRUE,20,13,2003
3,treated_qualifying,SLE,Sierra Leone,1990,2023,33,TRUE,2012,1,1,0,0,0,11,2012,switching_allowed,TRUE,11,22,2012
3,treated_qualifying,THA,Thailand,1990,2023,33,TRUE,2008,1,1,0,0,0,14,2008,switching_allowed,TRUE,14,19,2008
3,treated_qualifying,URY,Uruguay,1990,2023,33,TRUE,2013,1,1,0,0,0,10,2013,switching_allowed,TRUE,10,23,2013
3,treated_qualifying,ZWE,Zimbabwe,1990,2023,33,TRUE,2011,2,1,1,0,0,7,2011,switching_allowed,TRUE,7,26,2011
5,excluded_no_clean_prior,SSD,South Sudan,2011,2023,11,TRUE,2012,1,0,0,0,1,11,,,,,,
5,excluded_pre_2000,KGZ,Kyrgyzstan,1992,2023,29,TRUE,1992,1,0,0,1,0,4,,,,,,
5,excluded_pre_2000,MNG,Mongolia,1990,2023,33,TRUE,1993,1,0,0,1,0,30,,,,,,
5,excluded_short_duration,ARM,Armenia,1991,2023,31,TRUE,1993,3,0,2,1,0,2,,,,,,
5,excluded_short_duration,BEN,Benin,1990,2023,33,TRUE,2004,3,0,3,0,0,2,,,,,,
5,excluded_short_duration,BFA,Burkina Faso,1990,2023,33,TRUE,1991,2,0,1,1,0,3,,,,,,
5,excluded_short_duration,CAF,Central African Republic,1990,2023,26,TRUE,2013,3,0,3,0,0,2,,,,,,
5,excluded_short_duration,CMR,Cameroon,1990,2023,33,TRUE,2012,4,0,4,0,0,3,,,,,,
5,excluded_short_duration,ETH,Ethiopia,1990,2023,30,TRUE,2009,3,0,3,0,0,2,,,,,,
5,excluded_short_duration,GHA,Ghana,1990,2023,33,TRUE,2019,1,0,1,0,0,1,,,,,,
5,excluded_short_duration,GIN,Guinea,1990,2023,33,TRUE,2019,2,0,2,0,0,1,,,,,,
5,excluded_short_duration,GMB,Gambia,1990,2023,33,TRUE,2011,3,0,3,0,0,3,,,,,,
5,excluded_short_duration,IRQ,Iraq,1990,2023,24,TRUE,2014,2,0,2,0,0,4,,,,,,
5,excluded_short_duration,LAO,Laos,1990,2023,33,TRUE,2003,2,0,2,0,0,1,,,,,,
5,excluded_short_duration,LBR,Liberia,1991,2023,24,TRUE,2012,2,0,2,0,0,1,,,,,,
5,excluded_short_duration,MLI,Mali,1990,2023,33,TRUE,1991,3,0,2,1,0,2,,,,,,
5,excluded_short_duration,MLT,Malta,1990,2023,33,TRUE,2011,2,0,2,0,0,2,,,,,,
5,excluded_short_duration,MOZ,Mozambique,1990,2023,33,TRUE,2014,1,0,1,0,0,1,,,,,,
5,excluded_short_duration,PAN,Panama,1990,2023,33,TRUE,2021,1,0,1,0,0,2,,,,,,
5,excluded_short_duration,PNG,Papua New Guinea,1990,2023,33,TRUE,2018,1,0,1,0,0,2,,,,,,
5,excluded_short_duration,QAT,Qatar,1990,2023,33,TRUE,2021,1,0,1,0,0,2,,,,,,
5,excluded_short_duration,TCD,Chad,1990,2023,32,TRUE,2019,1,0,1,0,0,2,,,,,,
5,excluded_short_duration,TLS,Timor-Leste,2002,2023,21,TRUE,2021,1,0,1,0,0,2,,,,,,
5,excluded_short_duration,TZA,Tanzania,1990,2023,33,TRUE,2011,1,0,1,0,0,1,,,,,,
5,excluded_short_duration,UKR,Ukraine,1990,2023,31,TRUE,1993,2,0,1,1,0,2,,,,,,
5,excluded_short_duration,UZB,Uzbekistan,1994,2023,28,TRUE,2013,1,0,1,0,0,2,,,,,,
5,excluded_short_duration,VEN,Venezuela,1990,2021,32,TRUE,2021,1,0,1,0,0,1,,,,,,
5,excluded_short_duration,VNM,Vietnam,1990,2023,33,TRUE,2018,1,0,1,0,0,1,,,,,,
5,excluded_short_duration,ZMB,Zambia,1990,2023,33,TRUE,2012,4,0,4,0,0,2,,,,,,
5,never_china_top_control,AFG,Afghanistan,1990,2023,33,FALSE,,0,0,0,0,0,0,,clean_single_spell,FALSE,0,33,
5,never_china_top_control,ALB,Albania,1990,2023,33,FALSE,,0,0,0,0,0,0,,clean_single_spell,FALSE,0,33,
5,never_china_top_control,AND,Andorra,1993,2023,30,FALSE,,0,0,0,0,0,0,,clean_single_spell,FALSE,0,30,
5,never_china_top_control,ARE,United Arab Emirates,1990,2023,33,FALSE,,0,0,0,0,0,0,,clean_single_spell,FALSE,0,33,
5,never_china_top_control,ARG,Argentina,1990,2023,33,FALSE,,0,0,0,0,0,0,,clean_single_spell,FALSE,0,33,
5,never_china_top_control,ATG,Antigua & Barbuda,1990,2023,33,FALSE,,0,0,0,0,0,0,,clean_single_spell,FALSE,0,33,
5,never_china_top_control,AUT,Austria,1990,2023,33,FALSE,,0,0,0,0,0,0,,clean_single_spell,FALSE,0,33,
5,never_china_top_control,AZE,Azerbaijan,1991,2023,31,FALSE,,0,0,0,0,0,0,,clean_single_spell,FALSE,0,31,
5,never_china_top_control,BDI,Burundi,1990,2023,32,FALSE,,0,0,0,0,0,0,,clean_single_spell,FALSE,0,32,
5,never_china_top_control,BEL,Belgium,1990,2023,24,FALSE,,0,0,0,0,0,0,,clean_single_spell,FALSE,0,24,
5,never_china_top_control,BGD,Bangladesh,1990,2023,33,FALSE,,0,0,0,0,0,0,,clean_single_spell,FALSE,0,33,
5,never_china_top_control,BGR,Bulgaria,1990,2023,33,FALSE,,0,0,0,0,0,0,,clean_single_spell,FALSE,0,33,
5,never_china_top_control,BHR,Bahrain,1990,2023,33,FALSE,,0,0,0,0,0,0,,clean_single_spell,FALSE,0,33,
5,never_china_top_control,BHS,Bahamas,1990,2023,33,FALSE,,0,0,0,0,0,0,,clean_single_spell,FALSE,0,33,
5,never_china_top_control,BIH,Bosnia & Herzegovina,1991,2023,29,FALSE,,0,0,0,0,0,0,,clean_single_spell,FALSE,0,29,
5,never_china_top_control,BLR,Belarus,1990,2023,31,FALSE,,0,0,0,0,0,0,,clean_single_spell,FALSE,0,31,
5,never_china_top_control,BLZ,Belize,1990,2023,33,FALSE,,0,0,0,0,0,0,,clean_single_spell,FALSE,0,33,
5,never_china_top_control,BOL,Bolivia,1990,2023,33,FALSE,,0,0,0,0,0,0,,clean_single_spell,FALSE,0,33,
5,never_china_top_control,BRB,Barbados,1990,2023,33,FALSE,,0,0,0,0,0,0,,clean_single_spell,FALSE,0,33,
5,never_china_top_control,BRN,Brunei,1990,2023,33,FALSE,,0,0,0,0,0,0,,clean_single_spell,FALSE,0,33,
5,never_china_top_control,BTN,Bhutan,1990,2023,33,FALSE,,0,0,0,0,0,0,,clean_single_spell,FALSE,0,33,
5,never_china_top_control,BWA,Botswana,1990,2023,33,FALSE,,0,0,0,0,0,0,,clean_single_spell,FALSE,0,33,
5,never_china_top_control,CAN,Canada,1990,2023,33,FALSE,,0,0,0,0,0,0,,clean_single_spell,FALSE,0,33,
5,never_china_top_control,CHE,Switzerland,2002,2023,21,FALSE,,0,0,0,0,0,0,,clean_single_spell,FALSE,0,21,
5,never_china_top_control,CIV,Côte d’Ivoire,1990,2023,33,FALSE,,0,0,0,0,0,0,,clean_single_spell,FALSE,0,33,
5,never_china_top_control,COL,Colombia,1990,2023,33,FALSE,,0,0,0,0,0,0,,clean_single_spell,FALSE,0,33,
5,never_china_top_control,COM,Comoros,1990,2023,33,FALSE,,0,0,0,0,0,0,,clean_single_spell,FALSE,0,33,
5,never_china_top_control,CPV,Cape Verde,1990,2023,33,FALSE,,0,0,0,0,0,0,,clean_single_spell,FALSE,0,33,
5,never_china_top_control,CRI,Costa Rica,1990,2023,33,FALSE,,0,0,0,0,0,0,,clean_single_spell,FALSE,0,33,
5,never_china_top_control,CYP,Cyprus,1990,2023,33,FALSE,,0,0,0,0,0,0,,clean_single_spell,FALSE,0,33,
5,never_china_top_control,CZE,Czechia,1993,2023,30,FALSE,,0,0,0,0,0,0,,clean_single_spell,FALSE,0,30,
5,never_china_top_control,DEU,Germany,1990,2023,33,FALSE,,0,0,0,0,0,0,,clean_single_spell,FALSE,0,33,
5,never_china_top_control,DJI,Djibouti,1990,2023,33,FALSE,,0,0,0,0,0,0,,clean_single_spell,FALSE,0,33,
5,never_china_top_control,DMA,Dominica,1990,2023,33,FALSE,,0,0,0,0,0,0,,clean_single_spell,FALSE,0,33,
5,never_china_top_control,DNK,Denmark,1990,2023,33,FALSE,,0,0,0,0,0,0,,clean_single_spell,FALSE,0,33,
5,never_china_top_control,DOM,Dominican Republic,1990,2023,31,FALSE,,0,0,0,0,0,0,,clean_single_spell,FALSE,0,31,
5,never_china_top_control,DZA,Algeria,1990,2023,33,FALSE,,0,0,0,0,0,0,,clean_single_spell,FALSE,0,33,
5,never_china_top_control,ECU,Ecuador,1990,2023,33,FALSE,,0,0,0,0,0,0,,clean_single_spell,FALSE,0,33,
5,never_china_top_control,EGY,Egypt,1990,2023,33,FALSE,,0,0,0,0,0,0,,clean_single_spell,FALSE,0,33,
5,never_china_top_control,ESP,Spain,1990,2023,33,FALSE,,0,0,0,0,0,0,,clean_single_spell,FALSE,0,33,
5,never_china_top_control,EST,Estonia,1991,2023,31,FALSE,,0,0,0,0,0,0,,clean_single_spell,FALSE,0,31,
5,never_china_top_control,FIN,Finland,1990,2023,33,FALSE,,0,0,0,0,0,0,,clean_single_spell,FALSE,0,33,
5,never_china_top_control,FJI,Fiji,1990,2023,33,FALSE,,0,0,0,0,0,0,,clean_single_spell,FALSE,0,33,
5,never_china_top_control,FRA,France,1990,2023,33,FALSE,,0,0,0,0,0,0,,clean_single_spell,FALSE,0,33,
5,never_china_top_control,FSM,Micronesia (Federated States of),1991,2023,31,FALSE,,0,0,0,0,0,0,,clean_single_spell,FALSE,0,31,
5,never_china_top_control,GBR,United Kingdom,1990,2023,33,FALSE,,0,0,0,0,0,0,,clean_single_spell,FALSE,0,33,
5,never_china_top_control,GEO,Georgia,1993,2023,30,FALSE,,0,0,0,0,0,0,,clean_single_spell,FALSE,0,30,
5,never_china_top_control,GNB,Guinea-Bissau,1990,2023,30,FALSE,,0,0,0,0,0,0,,clean_single_spell,FALSE,0,30,
5,never_china_top_control,GRC,Greece,1990,2023,33,FALSE,,0,0,0,0,0,0,,clean_single_spell,FALSE,0,33,
5,never_china_top_control,GRD,Grenada,1990,2023,33,FALSE,,0,0,0,0,0,0,,clean_single_spell,FALSE,0,33,
5,never_china_top_control,GTM,Guatemala,1990,2023,33,FALSE,,0,0,0,0,0,0,,clean_single_spell,FALSE,0,33,
5,never_china_top_control,GUY,Guyana,1990,2023,33,FALSE,,0,0,0,0,0,0,,clean_single_spell,FALSE,0,33,
5,never_china_top_control,HND,Honduras,1990,2023,33,FALSE,,0,0,0,0,0,0,,clean_single_spell,FALSE,0,33,
5,never_china_top_control,HRV,Croatia,1992,2023,31,FALSE,,0,0,0,0,0,0,,clean_single_spell,FALSE,0,31,
5,never_china_top_control,HTI,Haiti,1990,2023,33,FALSE,,0,0,0,0,0,0,,clean_single_spell,FALSE,0,33,
5,never_china_top_control,HUN,Hungary,1990,2023,33,FALSE,,0,0,0,0,0,0,,clean_single_spell,FALSE,0,33,
5,never_china_top_control,IND,India,1990,2023,33,FALSE,,0,0,0,0,0,0,,clean_single_spell,FALSE,0,33,
5,never_china_top_control,IRL,Ireland,1990,2023,33,FALSE,,0,0,0,0,0,0,,clean_single_spell,FALSE,0,33,
5,never_china_top_control,ISL,Iceland,1990,2023,33,FALSE,,0,0,0,0,0,0,,clean_single_spell,FALSE,0,33,
5,never_china_top_control,ISR,Israel,1990,2023,33,FALSE,,0,0,0,0,0,0,,clean_single_spell,FALSE,0,33,
5,never_china_top_control,ITA,Italy,1990,2023,33,FALSE,,0,0,0,0,0,0,,clean_single_spell,FALSE,0,33,
5,never_china_top_control,JAM,Jamaica,1990,2023,33,FALSE,,0,0,0,0,0,0,,clean_single_spell,FALSE,0,33,
5,never_china_top_control,JOR,Jordan,1990,2023,33,FALSE,,0,0,0,0,0,0,,clean_single_spell,FALSE,0,33,
5,never_china_top_control,KEN,Kenya,1990,2023,33,FALSE,,0,0,0,0,0,0,,clean_single_spell,FALSE,0,33,
5,never_china_top_control,KHM,Cambodia,1991,2023,30,FALSE,,0,0,0,0,0,0,,clean_single_spell,FALSE,0,30,
5,never_china_top_control,KIR,Kiribati,2000,2023,23,FALSE,,0,0,0,0,0,0,,clean_single_spell,FALSE,0,23,
5,never_china_top_control,KNA,St. Kitts & Nevis,1990,2023,33,FALSE,,0,0,0,0,0,0,,clean_single_spell,FALSE,0,33,
5,never_china_top_control,LBN,Lebanon,1990,2023,33,FALSE,,0,0,0,0,0,0,,clean_single_spell,FALSE,0,33,
5,never_china_top_control,LBY,Libya,1990,2023,33,FALSE,,0,0,0,0,0,0,,clean_single_spell,FALSE,0,33,
5,never_china_top_control,LCA,St. Lucia,1990,2023,33,FALSE,,0,0,0,0,0,0,,clean_single_spell,FALSE,0,33,
5,never_china_top_control,LKA,Sri Lanka,1990,2023,33,FALSE,,0,0,0,0,0,0,,clean_single_spell,FALSE,0,33,
5,never_china_top_control,LSO,Lesotho,1990,2023,33,FALSE,,0,0,0,0,0,0,,clean_single_spell,FALSE,0,33,
5,never_china_top_control,LTU,Lithuania,1991,2023,31,FALSE,,0,0,0,0,0,0,,clean_single_spell,FALSE,0,31,
5,never_china_top_control,LUX,Luxembourg,1990,2023,24,FALSE,,0,0,0,0,0,0,,clean_single_spell,FALSE,0,24,
5,never_china_top_control,LVA,Latvia,1991,2023,31,FALSE,,0,0,0,0,0,0,,clean_single_spell,FALSE,0,31,
5,never_china_top_control,MAR,Morocco,1990,2023,33,FALSE,,0,0,0,0,0,0,,clean_single_spell,FALSE,0,33,
5,never_china_top_control,MCO,Monaco,1993,2023,10,FALSE,,0,0,0,0,0,0,,clean_single_spell,FALSE,0,10,
5,never_china_top_control,MDA,Moldova,1992,2023,31,FALSE,,0,0,0,0,0,0,,clean_single_spell,FALSE,0,31,
5,never_china_top_control,MDG,Madagascar,1990,2023,33,FALSE,,0,0,0,0,0,0,,clean_single_spell,FALSE,0,33,
5,never_china_top_control,MDV,Maldives,1990,2023,33,FALSE,,0,0,0,0,0,0,,clean_single_spell,FALSE,0,33,
5,never_china_top_control,MEX,Mexico,1990,2023,33,FALSE,,0,0,0,0,0,0,,clean_single_spell,FALSE,0,33,
5,never_china_top_control,MHL,Marshall Islands,1991,2023,32,FALSE,,0,0,0,0,0,0,,clean_single_spell,FALSE,0,32,
5,never_china_top_control,MKD,North Macedonia,1993,2023,30,FALSE,,0,0,0,0,0,0,,clean_single_spell,FALSE,0,30,
5,never_china_top_control,MNE,Montenegro,2006,2023,17,FALSE,,0,0,0,0,0,0,,clean_single_spell,FALSE,0,17,
5,never_china_top_control,MUS,Mauritius,1990,2023,33,FALSE,,0,0,0,0,0,0,,clean_single_spell,FALSE,0,33,
5,never_china_top_control,MWI,Malawi,1990,2023,33,FALSE,,0,0,0,0,0,0,,clean_single_spell,FALSE,0,33,
5,never_china_top_control,NAM,Namibia,1990,2023,33,FALSE,,0,0,0,0,0,0,,clean_single_spell,FALSE,0,33,
5,never_china_top_control,NER,Niger,1990,2023,30,FALSE,,0,0,0,0,0,0,,clean_single_spell,FALSE,0,30,
5,never_china_top_control,NGA,Nigeria,1990,2023,33,FALSE,,0,0,0,0,0,0,,clean_single_spell,FALSE,0,33,
5,never_china_top_control,NIC,Nicaragua,1990,2023,33,FALSE,,0,0,0,0,0,0,,clean_single_spell,FALSE,0,33,
5,never_china_top_control,NLD,Netherlands,1990,2023,33,FALSE,,0,0,0,0,0,0,,clean_single_spell,FALSE,0,33,
5,never_china_top_control,NOR,Norway,1990,2023,33,FALSE,,0,0,0,0,0,0,,clean_single_spell,FALSE,0,33,
5,never_china_top_control,NPL,Nepal,1990,2023,33,FALSE,,0,0,0,0,0,0,,clean_single_spell,FALSE,0,33,
5,never_china_top_control,NRU,Nauru,2000,2023,23,FALSE,,0,0,0,0,0,0,,clean_single_spell,FALSE,0,23,
5,never_china_top_control,PAK,Pakistan,1990,2023,33,FALSE,,0,0,0,0,0,0,,clean_single_spell,FALSE,0,33,
5,never_china_top_control,PLW,Palau,1995,2023,25,FALSE,,0,0,0,0,0,0,,clean_single_spell,FALSE,0,25,
5,never_china_top_control,POL,Poland,1990,2023,33,FALSE,,0,0,0,0,0,0,,clean_single_spell,FALSE,0,33,
5,never_china_top_control,PRT,Portugal,1990,2023,33,FALSE,,0,0,0,0,0,0,,clean_single_spell,FALSE,0,33,
5,never_china_top_control,PRY,Paraguay,1990,2023,33,FALSE,,0,0,0,0,0,0,,clean_single_spell,FALSE,0,33,
5,never_china_top_control,ROU,Romania,1990,2023,33,FALSE,,0,0,0,0,0,0,,clean_single_spell,FALSE,0,33,
5,never_china_top_control,RWA,Rwanda,1990,2023,33,FALSE,,0,0,0,0,0,0,,clean_single_spell,FALSE,0,33,
5,never_china_top_control,SEN,Senegal,1990,2023,33,FALSE,,0,0,0,0,0,0,,clean_single_spell,FALSE,0,33,
5,never_china_top_control,SGP,Singapore,1990,2023,33,FALSE,,0,0,0,0,0,0,,clean_single_spell,FALSE,0,33,
5,never_china_top_control,SLV,El Salvador,1990,2023,33,FALSE,,0,0,0,0,0,0,,clean_single_spell,FALSE,0,33,
5,never_china_top_control,SMR,San Marino,1991,2023,23,FALSE,,0,0,0,0,0,0,,clean_single_spell,FALSE,0,23,
5,never_china_top_control,SOM,Somalia,1990,2023,23,FALSE,,0,0,0,0,0,0,,clean_single_spell,FALSE,0,23,
5,never_china_top_control,STP,São Tomé & Príncipe,1991,2023,24,FALSE,,0,0,0,0,0,0,,clean_single_spell,FALSE,0,24,
5,never_china_top_control,SUR,Suriname,1990,2023,33,FALSE,,0,0,0,0,0,0,,clean_single_spell,FALSE,0,33,
5,never_china_top_control,SVK,Slovakia,1993,2023,30,FALSE,,0,0,0,0,0,0,,clean_single_spell,FALSE,0,30,
5,never_china_top_control,SVN,Slovenia,1992,2023,31,FALSE,,0,0,0,0,0,0,,clean_single_spell,FALSE,0,31,
5,never_china_top_control,SWE,Sweden,1990,2023,33,FALSE,,0,0,0,0,0,0,,clean_single_spell,FALSE,0,33,
5,never_china_top_control,SWZ,Eswatini,1990,2023,33,FALSE,,0,0,0,0,0,0,,clean_single_spell,FALSE,0,33,
5,never_china_top_control,SYC,Seychelles,1990,2023,31,FALSE,,0,0,0,0,0,0,,clean_single_spell,FALSE,0,31,
5,never_china_top_control,SYR,Syria,1990,2023,33,FALSE,,0,0,0,0,0,0,,clean_single_spell,FALSE,0,33,
5,never_china_top_control,TGO,Togo,1990,2023,33,FALSE,,0,0,0,0,0,0,,clean_single_spell,FALSE,0,33,
5,never_china_top_control,TJK,Tajikistan,1992,2023,30,FALSE,,0,0,0,0,0,0,,clean_single_spell,FALSE,0,30,
5,never_china_top_control,TON,Tonga,1999,2023,24,FALSE,,0,0,0,0,0,0,,clean_single_spell,FALSE,0,24,
5,never_china_top_control,TTO,Trinidad & Tobago,1990,2023,33,FALSE,,0,0,0,0,0,0,,clean_single_spell,FALSE,0,33,
5,never_china_top_control,TUN,Tunisia,1990,2023,33,FALSE,,0,0,0,0,0,0,,clean_single_spell,FALSE,0,33,
5,never_china_top_control,TUR,Turkey,1990,2023,33,FALSE,,0,0,0,0,0,0,,clean_single_spell,FALSE,0,33,
5,never_china_top_control,TUV,Tuvalu,2001,2023,22,FALSE,,0,0,0,0,0,0,,clean_single_spell,FALSE,0,22,
5,never_china_top_control,UGA,Uganda,1990,2023,33,FALSE,,0,0,0,0,0,0,,clean_single_spell,FALSE,0,33,
5,never_china_top_control,USA,United States,1990,2023,33,FALSE,,0,0,0,0,0,0,,clean_single_spell,FALSE,0,33,
5,never_china_top_control,VCT,St. Vincent & Grenadines,1990,2023,33,FALSE,,0,0,0,0,0,0,,clean_single_spell,FALSE,0,33,
5,never_china_top_control,VUT,Vanuatu,1990,2023,32,FALSE,,0,0,0,0,0,0,,clean_single_spell,FALSE,0,32,
5,never_china_top_control,WSM,Samoa,1990,2023,33,FALSE,,0,0,0,0,0,0,,clean_single_spell,FALSE,0,33,
5,never_china_top_control,AFG,Afghanistan,1990,2023,33,FALSE,,0,0,0,0,0,0,,risk_set_restricted,FALSE,0,33,
5,never_china_top_control,ALB,Albania,1990,2023,33,FALSE,,0,0,0,0,0,0,,risk_set_restricted,FALSE,0,33,
5,never_china_top_control,AND,Andorra,1993,2023,30,FALSE,,0,0,0,0,0,0,,risk_set_restricted,FALSE,0,30,
5,never_china_top_control,ARE,United Arab Emirates,1990,2023,33,FALSE,,0,0,0,0,0,0,,risk_set_restricted,FALSE,0,33,
5,never_china_top_control,ARG,Argentina,1990,2023,33,FALSE,,0,0,0,0,0,0,,risk_set_restricted,FALSE,0,33,
5,never_china_top_control,ATG,Antigua & Barbuda,1990,2023,33,FALSE,,0,0,0,0,0,0,,risk_set_restricted,FALSE,0,33,
5,never_china_top_control,AUT,Austria,1990,2023,33,FALSE,,0,0,0,0,0,0,,risk_set_restricted,FALSE,0,33,
5,never_china_top_control,AZE,Azerbaijan,1991,2023,31,FALSE,,0,0,0,0,0,0,,risk_set_restricted,FALSE,0,31,
5,never_china_top_control,BDI,Burundi,1990,2023,32,FALSE,,0,0,0,0,0,0,,risk_set_restricted,FALSE,0,32,
5,never_china_top_control,BEL,Belgium,1990,2023,24,FALSE,,0,0,0,0,0,0,,risk_set_restricted,FALSE,0,24,
5,never_china_top_control,BGD,Bangladesh,1990,2023,33,FALSE,,0,0,0,0,0,0,,risk_set_restricted,FALSE,0,33,
5,never_china_top_control,BGR,Bulgaria,1990,2023,33,FALSE,,0,0,0,0,0,0,,risk_set_restricted,FALSE,0,33,
