specified_r,run_label,nboots,elapsed_seconds,att,se,ci_lo,ci_hi,p,r_cv,att_rel_pct,att_sd_units,n_obs,n_countries,n_treated,n_control,n_treated_country_years,n_entries,n_exits,n_left_censored,panel_min,panel_max,pre_treated_mean,outcome_sd
1,final,10000,246.20299999999997,-0.04663962261936745,0.036277489809942824,-0.11774350264685539,0.024464257408120485,0.19857036024387106,1,6.538169579352263,0.05764199871799992,5002,160,35,125,440,35,0,0,1990,2022,0.7133437279855327,0.8091257009934885
2,final,10000,533.6800000000002,-0.10072962830167595,0.03927339447902987,-0.1777054814805745,-0.023753775122777404,0.010322600374976851,2,14.120770163092939,0.12449194010027693,5002,160,35,125,440,35,0,0,1990,2022,0.7133437279855327,0.8091257009934885
