iso3c,year,hr,dist,n,ctrl,gap,cue,e
BRA,1995,FALSE,0.14285714285714288,63,0.3023974022454539,-0.15954025938831104,2009,-14
BRA,1995,TRUE,0.7142857142857142,14,0.7952797741632693,-0.08099405987755515,2009,-14
BRA,1996,FALSE,0.17241379310344823,58,0.29394032928940267,-0.12152653618595444,2009,-13
BRA,1996,TRUE,0.5882352941176471,17,0.7317738711646274,-0.14353857704698036,2009,-13
BRA,1997,FALSE,0.13114754098360654,61,0.30726109903180937,-0.17611355804820283,2009,-12
BRA,1997,TRUE,0.5238095238095238,21,0.6273590648380565,-0.10354954102853264,2009,-12
BRA,1998,FALSE,0.25806451612903225,62,0.34203878482441435,-0.0839742686953821,2009,-11
BRA,1998,TRUE,0.4666666666666666,15,0.5553096141331435,-0.08864294746647688,2009,-11
BRA,1999,FALSE,0.27536231884057977,69,0.3803680832377631,-0.10500576439718334,2009,-10
BRA,1999,TRUE,0.4499999999999999,20,0.5995909366983039,-0.14959093669830398,2009,-10
BRA,2000,FALSE,0.23728813559322035,59,0.3201950338413263,-0.08290689824810596,2009,-9
BRA,2000,TRUE,0.3529411764705882,17,0.5252465834818776,-0.17230540701128938,2009,-9
BRA,2001,FALSE,0.1639344262295082,61,0.30778846264012477,-0.14385403641061656,2009,-8
BRA,2001,TRUE,0.3333333333333333,21,0.5142013412809799,-0.18086800794764663,2009,-8
BRA,2002,FALSE,0.37037037037037046,81,0.47511427221484254,-0.10474390184447208,2009,-7
BRA,2002,TRUE,0.38095238095238093,21,0.49567211679993634,-0.1147197358475554,2009,-7
BRA,2003,FALSE,0.12121212121212122,66,0.30206594875457315,-0.18085382754245194,2009,-6
BRA,2003,TRUE,0.36000000000000004,25,0.5050867450309671,-0.14508674503096702,2009,-6
BRA,2004,FALSE,0.15151515151515152,66,0.32087222642439633,-0.16935707490924481,2009,-5
BRA,2004,TRUE,0.3499999999999999,20,0.5325011246063878,-0.18250112460638784,2009,-5
BRA,2005,FALSE,0.16883116883116883,77,0.29568144384680006,-0.12685027501563123,2009,-4
BRA,2005,TRUE,0.3636363636363636,22,0.5443264767568173,-0.18069011312045374,2009,-4
BRA,2006,FALSE,0.16049382716049387,81,0.3028486495398367,-0.14235482237934283,2009,-3
BRA,2006,TRUE,0.42857142857142855,28,0.5781956096034888,-0.14962418103206027,2009,-3
BRA,2007,FALSE,0.10769230769230767,65,0.2573832137593102,-0.14969090606700255,2009,-2
BRA,2007,TRUE,0.42307692307692313,26,0.5804959481241908,-0.15741902504726768,2009,-2
BRA,2008,FALSE,0.24637681159420277,69,0.34953220114933625,-0.10315538955513348,2009,-1
BRA,2008,TRUE,0.42307692307692313,26,0.5548260330786821,-0.13174911000175893,2009,-1
BRA,2009,FALSE,0.09999999999999998,60,0.25941285716975915,-0.15941285716975917,2009,0
BRA,2009,TRUE,0.20000000000000004,25,0.5554167855681422,-0.35541678556814216,2009,0
BRA,2010,FALSE,0.06349206349206349,63,0.21474184877014998,-0.1512497852780865,2009,1
BRA,2010,TRUE,0.45833333333333337,24,0.6596175208867265,-0.20128418755339317,2009,1
BRA,2011,FALSE,0.14084507042253522,71,0.34558760142295536,-0.20474253100042014,2009,2
BRA,2011,TRUE,0.25,24,0.6243208119528236,-0.37432081195282363,2009,2
BRA,2012,FALSE,0.22222222222222215,63,0.34339293290185596,-0.12117071067963381,2009,3
BRA,2012,TRUE,0.30434782608695654,23,0.5423577405443837,-0.23800991445742714,2009,3
BRA,2013,FALSE,0.09302325581395351,43,0.3105695101089998,-0.2175462542950463,2009,4
BRA,2013,TRUE,0.19047619047619047,21,0.5619948222203861,-0.37151863174419564,2009,4
BRA,2014,FALSE,0.08196721311475409,61,0.31249999776209914,-0.23053278464734506,2009,5
BRA,2014,TRUE,0.38888888888888884,18,0.7004926477494351,-0.31160375886054625,2009,5
BRA,2015,FALSE,0.25,52,0.4085853903356554,-0.15858539033565539,2009,6
BRA,2015,TRUE,0.35,20,0.6794730655679692,-0.3294730655679692,2009,6
BRA,2016,FALSE,0.4387755102040818,98,0.49016557169115943,-0.05139006148707764,2009,7
BRA,2016,TRUE,0.3684210526315789,19,0.7186409408158634,-0.35021988818428446,2009,7
BRA,2017,FALSE,0.5824175824175821,91,0.5493215228769344,0.03309605954064776,2009,8
BRA,2017,TRUE,0.30000000000000004,30,0.5555539765095702,-0.2555539765095701,2009,8
BRA,2018,FALSE,0.25,72,0.40905097640715415,-0.15905097640715415,2009,9
BRA,2018,TRUE,0.6190476190476191,21,0.720647389410105,-0.10159977036248591,2009,9
BRA,2019,FALSE,0.4594594594594595,74,0.42209464127479757,0.03736481818466192,2009,10
BRA,2019,TRUE,1,14,0.7993445123252816,0.2006554876747184,2009,10
CHL,1991,FALSE,0.10526315789473688,57,0.2639628226628646,-0.1586996647681277,2007,-16
CHL,1991,TRUE,0.10000000000000002,10,0.33315558862433864,-0.2331555886243386,2007,-16
CHL,1992,FALSE,0.15254237288135591,59,0.2995753581504089,-0.147032985269053,2007,-15
CHL,1992,TRUE,0.6363636363636365,11,0.7266904761904762,-0.09032683982683976,2007,-15
CHL,1993,FALSE,0.13999999999999996,50,0.30338125388068615,-0.1633812538806862,2007,-14
CHL,1993,TRUE,0.6363636363636365,11,0.7377828212779669,-0.10141918491433044,2007,-14
CHL,1994,FALSE,0.17307692307692304,52,0.2835417958968734,-0.11046487281995035,2007,-13
CHL,1994,TRUE,0.6428571428571429,14,0.6988770129546829,-0.05601987009753995,2007,-13
CHL,1995,FALSE,0.12698412698412698,63,0.3023974022454539,-0.17541327526132694,2007,-12
CHL,1995,TRUE,0.6923076923076922,13,0.7952797741632693,-0.10297208185557716,2007,-12
CHL,1996,FALSE,0.1694915254237288,59,0.29394032928940267,-0.12444880386567386,2007,-11
CHL,1996,TRUE,0.6470588235294118,17,0.7317738711646274,-0.08471504763521565,2007,-11
CHL,1997,FALSE,0.1475409836065574,61,0.30726109903180937,-0.15972011542525197,2007,-10
CHL,1997,TRUE,0.6190476190476192,21,0.6273590648380565,-0.0083114457904373,2007,-10
CHL,1998,FALSE,0.22580645161290328,62,0.34203878482441435,-0.11623233321151108,2007,-9
CHL,1998,TRUE,0.4666666666666666,15,0.5553096141331435,-0.08864294746647688,2007,-9
CHL,1999,FALSE,0.2903225806451613,62,0.3803680832377631,-0.0900455025926018,2007,-8
CHL,1999,TRUE,0.5789473684210525,19,0.5995909366983039,-0.020643568277251334,2007,-8
CHL,2000,FALSE,0.22033898305084748,59,0.3201950338413263,-0.09985605079047882,2007,-7
CHL,2000,TRUE,0.4705882352941176,17,0.5252465834818776,-0.05465834818776,2007,-7
CHL,2001,FALSE,0.20000000000000004,60,0.30778846264012477,-0.10778846264012473,2007,-6
CHL,2001,TRUE,0.6666666666666667,21,0.5142013412809799,0.1524653253856868,2007,-6
CHL,2002,FALSE,0.4074074074074076,81,0.47511427221484254,-0.06770686480743493,2007,-5
CHL,2002,TRUE,0.38095238095238093,21,0.49567211679993634,-0.1147197358475554,2007,-5
CHL,2003,FALSE,0.13636363636363638,66,0.30206594875457315,-0.16570231239093677,2007,-4
CHL,2003,TRUE,0.5200000000000001,25,0.5050867450309671,0.014913254969033063,2007,-4
CHL,2004,FALSE,0.265625,64,0.32087222642439633,-0.055247226424396334,2007,-3
CHL,2004,TRUE,0.55,20,0.5325011246063878,0.01749887539361228,2007,-3
CHL,2005,FALSE,0.15584415584415592,77,0.29568144384680006,-0.13983728800264414,2007,-2
CHL,2005,TRUE,0.5909090909090909,22,0.5443264767568173,0.046582614152273605,2007,-2
CHL,2006,FALSE,0.19753086419753088,81,0.3028486495398367,-0.10531778534230582,2007,-1
CHL,2006,TRUE,0.5,28,0.5781956096034888,-0.07819560960348881,2007,-1
CHL,2007,FALSE,0.15151515151515155,66,0.2573832137593102,-0.10586806224415868,2007,0
CHL,2007,TRUE,0.5769230769230771,26,0.5804959481241908,-0.0035728712011137143,2007,0
CHL,2008,FALSE,0.3235294117647058,68,0.34953220114933625,-0.026002789384630465,2007,1
CHL,2008,TRUE,0.576923076923077,26,0.5548260330786821,0.022097043844394926,2007,1
CHL,2009,FALSE,0.14516129032258066,62,0.25941285716975915,-0.11425156684717849,2007,2
CHL,2009,TRUE,0.44,25,0.5554167855681422,-0.11541678556814222,2007,2
CHL,2010,FALSE,0.07936507936507939,63,0.21474184877014998,-0.1353767694050706,2007,3
CHL,2010,TRUE,0.625,24,0.6596175208867265,-0.03461752088672654,2007,3
CHL,2011,FALSE,0.16901408450704228,71,0.34558760142295536,-0.17657351691591308,2007,4
CHL,2011,TRUE,0.5,24,0.6243208119528236,-0.12432081195282363,2007,4
CHL,2012,FALSE,0.23809523809523805,63,0.34339293290185596,-0.10529769480661791,2007,5
CHL,2012,TRUE,0.391304347826087,23,0.5423577405443837,-0.1510533927182967,2007,5
CHL,2013,FALSE,0.11904761904761904,42,0.3105695101089998,-0.19152189106138076,2007,6
CHL,2013,TRUE,0.38095238095238093,21,0.5619948222203861,-0.18104244126800517,2007,6
CHL,2014,FALSE,0.13114754098360656,61,0.31249999776209914,-0.18135245677849257,2007,7
CHL,2014,TRUE,0.4444444444444443,18,0.7004926477494351,-0.2560482033049908,2007,7
CHL,2015,FALSE,0.2884615384615385,52,0.4085853903356554,-0.1201238518741169,2007,8
CHL,2015,TRUE,0.4,20,0.6794730655679692,-0.27947306556796914,2007,8
CHL,2016,FALSE,0.41414141414141414,99,0.49016557169115943,-0.07602415754974529,2007,9
CHL,2016,TRUE,0.4736842105263158,19,0.7186409408158634,-0.24495673028954756,2007,9
CHL,2017,FALSE,0.5543478260869562,92,0.5493215228769344,0.005026303210021843,2007,10
CHL,2017,TRUE,0.3,30,0.5555539765095702,-0.2555539765095702,2007,10
CHL,2018,FALSE,0.30000000000000004,70,0.40905097640715415,-0.10905097640715411,2007,11
CHL,2018,TRUE,0.5714285714285714,21,0.720647389410105,-0.14921881798153358,2007,11
CHL,2019,FALSE,0.27027027027027034,74,0.42209464127479757,-0.15182437100452723,2007,12
CHL,2019,TRUE,0.5,14,0.7993445123252816,-0.2993445123252816,2007,12
KOR,1991,FALSE,0.28813559322033894,59,0.2639628226628646,0.024172770557474355,2003,-12
KOR,1991,TRUE,0.2,10,0.33315558862433864,-0.13315558862433863,2003,-12
KOR,1992,FALSE,0.3499999999999999,60,0.2995753581504089,0.050424641849591,2003,-11
KOR,1992,TRUE,0.6363636363636365,11,0.7266904761904762,-0.09032683982683976,2003,-11
KOR,1993,FALSE,0.3000000000000001,50,0.30338125388068615,-0.0033812538806860526,2003,-10
KOR,1993,TRUE,0.8181818181818181,11,0.7377828212779669,0.08039899690385122,2003,-10
KOR,1994,FALSE,0.3,50,0.2835417958968734,0.016458204103126595,2003,-9
KOR,1994,TRUE,0.7142857142857142,14,0.6988770129546829,0.015408701331031338,2003,-9
KOR,1995,FALSE,0.30645161290322576,62,0.3023974022454539,0.0040542106577718395,2003,-8
KOR,1995,TRUE,1,11,0.7952797741632693,0.20472022583673066,2003,-8
KOR,1996,FALSE,0.3389830508474576,59,0.29394032928940267,0.04504272155805494,2003,-7
KOR,1996,TRUE,0.8823529411764706,17,0.7317738711646274,0.15057907001184312,2003,-7
KOR,1997,FALSE,0.3770491803278689,61,0.30726109903180937,0.06978808129605951,2003,-6
KOR,1997,TRUE,0.7619047619047619,21,0.6273590648380565,0.13454569706670538,2003,-6
KOR,1998,FALSE,0.3770491803278688,61,0.34203878482441435,0.03501039550345447,2003,-5
KOR,1998,TRUE,0.8,15,0.5553096141331435,0.24469038586685654,2003,-5
KOR,1999,FALSE,0.4705882352941176,68,0.3803680832377631,0.09022015205635447,2003,-4
KOR,1999,TRUE,0.8500000000000001,20,0.5995909366983039,0.2504090633016962,2003,-4
KOR,2000,FALSE,0.41818181818181815,55,0.3201950338413263,0.09798678434049185,2003,-3
KOR,2000,TRUE,0.7058823529411764,17,0.5252465834818776,0.18063576945929882,2003,-3
KOR,2001,FALSE,0.3448275862068965,58,0.30778846264012477,0.03703912356677175,2003,-2
KOR,2001,TRUE,0.8095238095238095,21,0.5142013412809799,0.2953224682428296,2003,-2
KOR,2002,FALSE,0.5874999999999998,80,0.47511427221484254,0.11238572778515726,2003,-1
KOR,2002,TRUE,0.8571428571428572,21,0.49567211679993634,0.36147074034292087,2003,-1
KOR,2003,FALSE,0.3939393939393939,66,0.30206594875457315,0.09187344518482077,2003,0
KOR,2003,TRUE,0.92,25,0.5050867450309671,0.414913254969033,2003,0
KOR,2004,FALSE,0.39393939393939387,66,0.32087222642439633,0.07306716751499753,2003,1
KOR,2004,TRUE,1,20,0.5325011246063878,0.46749887539361223,2003,1
KOR,2005,FALSE,0.3466666666666667,75,0.29568144384680006,0.050985222819866616,2003,2
KOR,2005,TRUE,0.8181818181818181,22,0.5443264767568173,0.2738553414250008,2003,2
KOR,2006,FALSE,0.419753086419753,81,0.3028486495398367,0.11690443687991631,2003,3
KOR,2006,TRUE,1,28,0.5781956096034888,0.4218043903965112,2003,3
KOR,2007,FALSE,0.28125,64,0.2573832137593102,0.023866786240689775,2003,4
KOR,2007,TRUE,1.0384615384615385,26,0.5804959481241908,0.45796559033734774,2003,4
KOR,2008,FALSE,0.41176470588235276,68,0.34953220114933625,0.0622325047330165,2003,5
KOR,2008,TRUE,1,26,0.5548260330786821,0.44517396692131794,2003,5
KOR,2009,FALSE,0.31147540983606553,61,0.25941285716975915,0.05206255266630638,2003,6
KOR,2009,TRUE,1.12,25,0.5554167855681422,0.5645832144318579,2003,6
KOR,2010,FALSE,0.23333333333333328,60,0.21474184877014998,0.018591484563183297,2003,7
KOR,2010,TRUE,1.0833333333333335,24,0.6596175208867265,0.42371581244660694,2003,7
KOR,2011,FALSE,0.4202898550724637,69,0.34558760142295536,0.07470225364950833,2003,8
KOR,2011,TRUE,1.173913043478261,23,0.6243208119528236,0.5495922315254373,2003,8
KOR,2012,FALSE,0.41269841269841273,63,0.34339293290185596,0.06930547979655677,2003,9
KOR,2012,TRUE,0.9565217391304349,23,0.5423577405443837,0.41416399858605124,2003,9
KOR,2013,FALSE,0.3571428571428571,42,0.3105695101089998,0.04657334703385729,2003,10
KOR,2013,TRUE,1.1428571428571428,21,0.5619948222203861,0.5808623206367567,2003,10
KOR,2014,FALSE,0.5,52,0.31249999776209914,0.18750000223790086,2003,11
KOR,2014,TRUE,1.25,16,0.7004926477494351,0.5495073522505649,2003,11
KOR,2015,FALSE,0.4230769230769231,52,0.4085853903356554,0.014491532741267688,2003,12
KOR,2015,TRUE,1.25,20,0.6794730655679692,0.5705269344320308,2003,12
KOR,2016,FALSE,0.6041666666666667,96,0.49016557169115943,0.11400109497550731,2003,13
KOR,2016,TRUE,1.2777777777777777,18,0.7186409408158634,0.5591368369619143,2003,13
KOR,2017,FALSE,0.5340909090909091,88,0.5493215228769344,-0.015230613786025304,2003,14
KOR,2017,TRUE,0.9666666666666666,30,0.5555539765095702,0.4111126901570964,2003,14
KOR,2018,FALSE,0.5492957746478873,71,0.40905097640715415,0.1402447982407331,2003,15
KOR,2018,TRUE,1.0952380952380953,21,0.720647389410105,0.37459070582799037,2003,15
KOR,2019,FALSE,0.5540540540540541,74,0.42209464127479757,0.1319594127792565,2003,16
KOR,2019,TRUE,1.3571428571428572,14,0.7993445123252816,0.5577983448175756,2003,16
NZL,1991,FALSE,0.45762711864406774,59,0.2639628226628646,0.19366429598120316,2013,-22
NZL,1991,TRUE,0.7,10,0.33315558862433864,0.3668444113756613,2013,-22
NZL,1992,FALSE,0.45,60,0.2995753581504089,0.1504246418495911,2013,-21
NZL,1992,TRUE,1.0909090909090908,11,0.7266904761904762,0.3642186147186146,2013,-21
NZL,1993,FALSE,0.37254901960784303,51,0.30338125388068615,0.06916776572715688,2013,-20
NZL,1993,TRUE,1.0909090909090908,11,0.7377828212779669,0.3531262696311239,2013,-20
NZL,1994,FALSE,0.34615384615384603,52,0.2835417958968734,0.06261205025697264,2013,-19
NZL,1994,TRUE,1,14,0.6988770129546829,0.30112298704531715,2013,-19
NZL,1995,FALSE,0.328125,64,0.3023974022454539,0.025727597754546083,2013,-18
NZL,1995,TRUE,1.0714285714285716,14,0.7952797741632693,0.2761487972653023,2013,-18
NZL,1996,FALSE,0.30508474576271183,59,0.29394032928940267,0.01114441647330916,2013,-17
NZL,1996,TRUE,1.1176470588235294,17,0.7317738711646274,0.385873187658902,2013,-17
NZL,1997,FALSE,0.36065573770491804,61,0.30726109903180937,0.053394638673108674,2013,-16
NZL,1997,TRUE,1.0476190476190477,21,0.6273590648380565,0.4202599827809912,2013,-16
NZL,1998,FALSE,0.4193548387096774,62,0.34203878482441435,0.07731605388526303,2013,-15
NZL,1998,TRUE,1,15,0.5553096141331435,0.4446903858668565,2013,-15
NZL,1999,FALSE,0.5441176470588235,68,0.3803680832377631,0.16374956382106037,2013,-14
NZL,1999,TRUE,1.05,20,0.5995909366983039,0.45040906330169617,2013,-14
NZL,2000,FALSE,0.35593220338983056,59,0.3201950338413263,0.035737169548504255,2013,-13
NZL,2000,TRUE,1,17,0.5252465834818776,0.4747534165181224,2013,-13
NZL,2001,FALSE,0.32758620689655177,58,0.30778846264012477,0.019797744256426997,2013,-12
NZL,2001,TRUE,1.0952380952380951,21,0.5142013412809799,0.5810367539571152,2013,-12
NZL,2002,FALSE,0.5249999999999998,80,0.47511427221484254,0.04988572778515726,2013,-11
NZL,2002,TRUE,0.9523809523809523,21,0.49567211679993634,0.456708835581016,2013,-11
NZL,2003,FALSE,0.3538461538461538,65,0.30206594875457315,0.051780205091580656,2013,-10
NZL,2003,TRUE,0.92,25,0.5050867450309671,0.414913254969033,2013,-10
NZL,2004,FALSE,0.3636363636363636,66,0.32087222642439633,0.04276413721196726,2013,-9
NZL,2004,TRUE,1.05,20,0.5325011246063878,0.5174988753936123,2013,-9
NZL,2005,FALSE,0.3896103896103897,77,0.29568144384680006,0.09392894576358962,2013,-8
NZL,2005,TRUE,0.9545454545454546,22,0.5443264767568173,0.41021897778863725,2013,-8
NZL,2006,FALSE,0.419753086419753,81,0.3028486495398367,0.11690443687991631,2013,-7
NZL,2006,TRUE,1.1071428571428572,28,0.5781956096034888,0.5289472475393684,2013,-7
NZL,2007,FALSE,0.3181818181818182,66,0.2573832137593102,0.06079860442250795,2013,-6
NZL,2007,TRUE,1.0769230769230769,26,0.5804959481241908,0.49642712879888606,2013,-6
NZL,2008,FALSE,0.4782608695652175,69,0.34953220114933625,0.12872866841588126,2013,-5
NZL,2008,TRUE,1.04,25,0.5548260330786821,0.485173966921318,2013,-5
NZL,2009,FALSE,0.3548387096774193,62,0.25941285716975915,0.09542585250766017,2013,-4
NZL,2009,TRUE,1.2,25,0.5554167855681422,0.6445832144318577,2013,-4
NZL,2010,FALSE,0.25396825396825395,63,0.21474184877014998,0.03922640519810397,2013,-3
NZL,2010,TRUE,1.2916666666666665,24,0.6596175208867265,0.63204914577994,2013,-3
NZL,2011,FALSE,0.4084507042253522,71,0.34558760142295536,0.06286310280239682,2013,-2
NZL,2011,TRUE,1.2083333333333335,24,0.6243208119528236,0.5840125213805099,2013,-2
NZL,2012,FALSE,0.38095238095238093,63,0.34339293290185596,0.03755944805052497,2013,-1
NZL,2012,TRUE,1,23,0.5423577405443837,0.4576422594556163,2013,-1
NZL,2013,FALSE,0.3488372093023256,43,0.3105695101089998,0.03826769919332579,2013,0
NZL,2013,TRUE,1.1428571428571428,21,0.5619948222203861,0.5808623206367567,2013,0
NZL,2014,FALSE,0.45762711864406785,59,0.31249999776209914,0.14512712088196872,2013,1
NZL,2014,TRUE,1.2777777777777777,18,0.7004926477494351,0.5772851300283426,2013,1
NZL,2015,FALSE,0.44230769230769224,52,0.4085853903356554,0.03372230197203685,2013,2
NZL,2015,TRUE,1.25,20,0.6794730655679692,0.5705269344320308,2013,2
NZL,2016,FALSE,0.59375,96,0.49016557169115943,0.10358442830884057,2013,3
NZL,2016,TRUE,1.368421052631579,19,0.7186409408158634,0.6497801118157156,2013,3
NZL,2017,FALSE,0.6739130434782605,92,0.5493215228769344,0.12459152060132617,2013,4
NZL,2017,TRUE,1,30,0.5555539765095702,0.44444602349042983,2013,4
NZL,2018,FALSE,0.48611111111111105,72,0.40905097640715415,0.0770601347039569,2013,5
NZL,2018,TRUE,1.1904761904761905,21,0.720647389410105,0.4698288010660855,2013,5
NZL,2019,FALSE,0.5540540540540541,74,0.42209464127479757,0.1319594127792565,2013,6
NZL,2019,TRUE,1.4285714285714286,14,0.7993445123252816,0.629226916246147,2013,6
URY,1991,FALSE,0.30357142857142855,56,0.2639628226628646,0.039608605908563965,2013,-22
URY,1991,TRUE,0.3,10,0.33315558862433864,-0.03315558862433865,2013,-22
URY,1992,FALSE,0.29310344827586204,58,0.2995753581504089,-0.006471909874546877,2013,-21
URY,1992,TRUE,0.6,10,0.7266904761904762,-0.12669047619047624,2013,-21
URY,1993,FALSE,0.26530612244897955,49,0.30338125388068615,-0.0380751314317066,2013,-20
URY,1993,TRUE,0.6363636363636364,11,0.7377828212779669,-0.10141918491433055,2013,-20
URY,1994,FALSE,0.21153846153846154,52,0.2835417958968734,-0.07200333435841186,2013,-19
URY,1994,TRUE,0.7142857142857142,14,0.6988770129546829,0.015408701331031338,2013,-19
URY,1995,FALSE,0.1875,64,0.3023974022454539,-0.11489740224545392,2013,-18
URY,1995,TRUE,0.6428571428571429,14,0.7952797741632693,-0.15242263130612643,2013,-18
URY,1996,FALSE,0.2586206896551724,58,0.29394032928940267,-0.03531963963423029,2013,-17
URY,1996,TRUE,0.7058823529411764,17,0.7317738711646274,-0.025891518223451038,2013,-17
URY,1997,FALSE,0.26315789473684215,57,0.30726109903180937,-0.044103204294967224,2013,-16
