year,after,dist_AUS,dist_ctrl,n_rc_AUS,n_rc_ctrl,gap
2006,FALSE,1.4285714285714286,0.2868338557993737,14,14,1.141737572772055
2006,TRUE,0.8210526315789475,0.3917364016736374,95,95,0.4293162299053101
2007,FALSE,0.6,0.2719101123595511,5,5,0.3280898876404489
2007,TRUE,0.8505747126436781,0.3582863065760656,87,87,0.49228840606761254
2008,FALSE,0.5744680851063831,0.26152538772041767,47,47,0.3129426973859655
2008,TRUE,1.145833333333333,0.560361116943094,48,48,0.585472216390239
