iso3c,region,n_ctrl,dHR_reg,dNonHR_reg,DDD_reg
AUS,East Asia & Pacific,6,0.06583026017549032,0.06148097884348233,0.004349281332007987
BRA,Latin America & Caribbean,26,-0.10593011133034153,-0.0330001129437779,-0.07292999838656362
CHL,Latin America & Caribbean,26,-0.02714471918747835,-0.00800161245466266,-0.01914310673281569
KOR,East Asia & Pacific,6,0.09657324706007792,-0.042986359256425445,0.13955960631650335
NZL,East Asia & Pacific,6,0.13042556691262852,0.04474340301278448,0.08568216389984404
URY,Latin America & Caribbean,26,-0.10012064006692512,-0.014858600592339403,-0.08526203947458572
ZAF,Sub-Saharan Africa,16,0.01667373835977891,7.54358374297201e-4,0.015919379985481708
