coding,run_label,nboots,elapsed_seconds,att,se,ci_lo,ci_hi,p,r_cv,att_rel_pct,att_sd_units,n_obs,n_countries,n_treated,n_control,n_treated_country_years,n_entries,n_exits,n_left_censored,panel_min,panel_max,pre_treated_mean,outcome_sd
Full union + consecutive trade-defined treatment,smoke,20,2.5180000000000007,-0.10072962830167595,0.02898968811494368,-0.15754941700696556,-0.04390983959638634,5.114802662744827e-4,2,14.120770163092939,0.12449194010027693,5002,160,35,125,440,35,0,0,1990,2022,0.7133437279855327,0.8091257009934885
