iso3c,year,old_treatment,old_outcome,new_treatment,new_outcome,master_treatment,master_china_top_status,master_country_role,master_row_status,row_change
CHE,2014,0,1.649352,0,1.649352,0,0,never_observed_china_top_control,included_estimation,unchanged
CHE,2015,0,0.8989251,0,0.8989251,0,0,never_observed_china_top_control,included_estimation,unchanged
CHE,2016,0,1.1234446,0,1.1234446,0,0,never_observed_china_top_control,included_estimation,unchanged
CHE,2017,0,1.0330655,0,1.0330655,0,0,never_observed_china_top_control,included_estimation,unchanged
CHE,2018,0,1.1846838000000002,0,1.1846838000000002,0,0,never_observed_china_top_control,included_estimation,unchanged
CHE,2019,0,1.1571032,0,1.1571031999999999,0,0,never_observed_china_top_control,included_estimation,unchanged
CHE,2020,0,1.3432341,0,1.3432341,0,0,never_observed_china_top_control,included_estimation,unchanged
CHE,2021,0,1.0351022,0,1.0351022,0,0,never_observed_china_top_control,included_estimation,unchanged
CHE,2022,0,1.8987545,0,1.8987545,0,0,never_observed_china_top_control,included_estimation,unchanged
CHL,1990,0,0.1155329,0,0.1155329,0,0,treated_qualifying,included_estimation,unchanged
CHL,1991,0,0.01015359999999998,0,0.010153599999999985,0,0,treated_qualifying,included_estimation,unchanged
CHL,1992,0,0.5745081,0,0.5745081,0,0,treated_qualifying,included_estimation,unchanged
CHL,1993,0,1.3236101,0,1.3236101,0,0,treated_qualifying,included_estimation,unchanged
CHL,1994,0,1.6838270599,0,1.6838270599,0,0,treated_qualifying,included_estimation,unchanged
CHL,1995,0,1.4387163,0,1.4387163,0,0,treated_qualifying,included_estimation,unchanged
CHL,1996,0,1.311307096,0,1.311307096,0,0,treated_qualifying,included_estimation,unchanged
CHL,1997,0,1.178168634,0,1.178168634,0,0,treated_qualifying,included_estimation,unchanged
CHL,1998,0,0.2842087,0,0.2842087,0,0,treated_qualifying,included_estimation,unchanged
CHL,1999,0,0.60889295,0,0.60889295,0,0,treated_qualifying,included_estimation,unchanged
CHL,2000,0,0.71022496,0,0.71022496,0,0,treated_qualifying,included_estimation,unchanged
CHL,2001,0,0.7222355,0,0.7222355,0,0,treated_qualifying,included_estimation,unchanged
CHL,2002,0,0.43262187,0,0.43262186999999996,0,0,treated_qualifying,included_estimation,unchanged
CHL,2003,0,0.91516335,0,0.91516335,0,0,treated_qualifying,included_estimation,unchanged
CHL,2004,0,0.9442829,0,0.9442829,0,0,treated_qualifying,included_estimation,unchanged
CHL,2005,0,0.6834531300000001,0,0.6834531300000001,0,0,treated_qualifying,included_estimation,unchanged
CHL,2006,0,0.841468356,0,0.841468356,0,0,treated_qualifying,included_estimation,unchanged
CHL,2007,1,0.62655028,1,0.62655028,1,1,treated_qualifying,included_estimation,unchanged
CHL,2008,1,0.654315685,1,0.654315685,1,1,treated_qualifying,included_estimation,unchanged
CHL,2009,1,0.53830287,1,0.53830287,1,1,treated_qualifying,included_estimation,unchanged
CHL,2010,1,0.7074399,1,0.7074399,1,1,treated_qualifying,included_estimation,unchanged
CHL,2011,1,0.6487881,1,0.6487881,1,1,treated_qualifying,included_estimation,unchanged
CHL,2012,1,0.5912183,1,0.5912183,1,1,treated_qualifying,included_estimation,unchanged
CHL,2013,1,0.3105272,1,0.3105272,1,1,treated_qualifying,included_estimation,unchanged
CHL,2014,1,0.5359572,1,0.5359572,1,1,treated_qualifying,included_estimation,unchanged
CHL,2015,1,0.095658000000000007,1,0.09565799999999999,1,1,treated_qualifying,included_estimation,unchanged
CHL,2016,1,0.1979461,1,0.1979461,1,1,treated_qualifying,included_estimation,unchanged
CHL,2017,1,0.0176848,1,0.0176848,1,1,treated_qualifying,included_estimation,unchanged
CHL,2018,1,0.3878804,1,0.3878804,1,1,treated_qualifying,included_estimation,unchanged
CHL,2019,1,0.1387293,1,0.1387293,1,1,treated_qualifying,included_estimation,unchanged
CHL,2020,1,0.42576890000000006,1,0.42576890000000006,1,1,treated_qualifying,included_estimation,unchanged
CHL,2021,1,0.12370109999999998,1,0.12370109999999998,1,1,treated_qualifying,included_estimation,unchanged
CHL,2022,1,1.12083806,1,1.12083806,1,1,treated_qualifying,included_estimation,unchanged
CIV,1990,0,0.2306065,0,0.2306065,0,0,never_observed_china_top_control,included_estimation,unchanged
CIV,1991,0,0.6443865,0,0.6443865,0,0,never_observed_china_top_control,included_estimation,unchanged
CIV,1992,0,0.71676577,0,0.71676577,0,0,never_observed_china_top_control,included_estimation,unchanged
CIV,1993,0,1.1304423,0,1.1304423000000001,0,0,never_observed_china_top_control,included_estimation,unchanged
CIV,1994,0,1.6962476,0,1.6962476,0,0,never_observed_china_top_control,included_estimation,unchanged
CIV,1995,0,1.3544820000000002,0,1.3544820000000002,0,0,never_observed_china_top_control,included_estimation,unchanged
CIV,1996,0,0.8842376999999999,0,0.8842376999999999,0,0,never_observed_china_top_control,included_estimation,unchanged
CIV,1997,0,0.4695392000000001,0,0.46953920000000005,0,0,never_observed_china_top_control,included_estimation,unchanged
CIV,1998,0,0.27649660000000004,0,0.27649660000000004,0,0,never_observed_china_top_control,included_estimation,unchanged
CIV,1999,0,0.10008649999999995,0,0.10008649999999997,0,0,never_observed_china_top_control,included_estimation,unchanged
CIV,2000,0,0.19319070000000005,0,0.19319070000000005,0,0,never_observed_china_top_control,included_estimation,unchanged
CIV,2001,0,0.16931620000000003,0,0.16931620000000003,0,0,never_observed_china_top_control,included_estimation,unchanged
CIV,2002,0,0.0740419,0,0.0740419,0,0,never_observed_china_top_control,included_estimation,unchanged
CIV,2003,0,0.19124830000000004,0,0.19124830000000004,0,0,never_observed_china_top_control,included_estimation,unchanged
CIV,2004,0,0.5883864000000001,0,0.5883864000000001,0,0,never_observed_china_top_control,included_estimation,unchanged
CIV,2005,0,0.3689825000000001,0,0.36898250000000005,0,0,never_observed_china_top_control,included_estimation,unchanged
CIV,2006,0,0.6551412,0,0.6551412,0,0,never_observed_china_top_control,included_estimation,unchanged
CIV,2007,0,0.60585968,0,0.60585968,0,0,never_observed_china_top_control,included_estimation,unchanged
CIV,2008,0,0.4930683,0,0.4930683,0,0,never_observed_china_top_control,included_estimation,unchanged
CIV,2009,0,0.53142952,0,0.53142952,0,0,never_observed_china_top_control,included_estimation,unchanged
CIV,2010,0,0.9601257,0,0.9601257000000001,0,0,never_observed_china_top_control,included_estimation,unchanged
CIV,2011,0,0.6510129,0,0.6510129,0,0,never_observed_china_top_control,included_estimation,unchanged
CIV,2012,0,0.4417791,0,0.4417791,0,0,never_observed_china_top_control,included_estimation,unchanged
CIV,2013,0,0.22270419999999996,0,0.22270419999999996,0,0,never_observed_china_top_control,included_estimation,unchanged
CIV,2014,0,0.77737433,0,0.77737433,0,0,never_observed_china_top_control,included_estimation,unchanged
CIV,2015,0,0.08036459999999998,0,0.08036459999999998,0,0,never_observed_china_top_control,included_estimation,unchanged
CIV,2016,0,0.2659994,0,0.2659994,0,0,never_observed_china_top_control,included_estimation,unchanged
CIV,2017,0,0.05124610000000002,0,0.05124610000000002,0,0,never_observed_china_top_control,included_estimation,unchanged
CIV,2018,0,0.45689839,0,0.45689839,0,0,never_observed_china_top_control,included_estimation,unchanged
CIV,2019,0,0.1906828,0,0.1906828,0,0,never_observed_china_top_control,included_estimation,unchanged
CIV,2020,0,0.3796469,0,0.3796469,0,0,never_observed_china_top_control,included_estimation,unchanged
CIV,2021,0,0.1524507,0,0.1524507,0,0,never_observed_china_top_control,included_estimation,unchanged
CIV,2022,0,1.03743321,0,1.03743321,0,0,never_observed_china_top_control,included_estimation,unchanged
COD,1990,0,0.0062498,0,0.0062498,0,0,treated_qualifying,included_estimation,unchanged
COD,1991,0,0.00822849999999997,0,0.008228499999999972,0,0,treated_qualifying,included_estimation,unchanged
COD,1992,0,0.72501569,0,0.72501569,0,0,treated_qualifying,included_estimation,unchanged
COD,1993,0,1.2621696,0,1.2621696,0,0,treated_qualifying,included_estimation,unchanged
COD,1994,0,1.4654212,0,1.4654212,0,0,treated_qualifying,included_estimation,unchanged
COD,1995,0,0.7367593000000001,0,0.7367593000000001,0,0,treated_qualifying,included_estimation,unchanged
COD,1996,0,1.1932111,0,1.1932110999999999,0,0,treated_qualifying,included_estimation,unchanged
COD,1997,0,0.6420295,0,0.6420295,0,0,treated_qualifying,included_estimation,unchanged
COD,1998,0,0.09972370000000004,0,0.09972370000000003,0,0,treated_qualifying,included_estimation,unchanged
COD,1999,0,0.8376386000000001,0,0.8376386000000001,0,0,treated_qualifying,included_estimation,unchanged
COD,2000,0,0.6845113999999999,0,0.6845113999999999,0,0,treated_qualifying,included_estimation,unchanged
COD,2001,0,0.7293797000000001,0,0.7293797000000001,0,0,treated_qualifying,included_estimation,unchanged
COD,2002,0,0.6454584000000001,0,0.6454584000000001,0,0,treated_qualifying,included_estimation,unchanged
COD,2003,0,0.03263570000000004,0,0.032635700000000045,0,0,treated_qualifying,included_estimation,unchanged
COD,2004,0,0.10333120000000008,0,0.10333120000000007,0,0,treated_qualifying,included_estimation,unchanged
COD,2005,0,0.29359630000000003,0,0.29359630000000003,0,0,treated_qualifying,included_estimation,unchanged
COD,2006,0,0.32919489999999996,0,0.32919489999999996,0,0,treated_qualifying,included_estimation,unchanged
COD,2007,0,0.16413480000000008,0,0.16413480000000008,0,0,treated_qualifying,included_estimation,unchanged
COD,2008,1,0.03224590000000005,1,0.03224590000000005,1,1,treated_qualifying,included_estimation,unchanged
COD,2009,1,0.1737339,1,0.1737339,1,1,treated_qualifying,included_estimation,unchanged
COD,2010,1,0.5475940000000001,1,0.5475940000000001,1,1,treated_qualifying,included_estimation,unchanged
COD,2011,1,0.00762149999999994,1,0.007621499999999948,1,1,treated_qualifying,included_estimation,unchanged
COD,2012,1,0.2336184,1,0.2336184,1,1,treated_qualifying,included_estimation,unchanged
COD,2013,1,0.14584260000000004,1,0.14584260000000004,1,1,treated_qualifying,included_estimation,unchanged
COD,2014,1,0.03121819999999997,1,0.031218199999999974,1,1,treated_qualifying,included_estimation,unchanged
COD,2015,1,0.6294105999999999,1,0.6294105999999999,1,1,treated_qualifying,included_estimation,unchanged
COD,2016,1,0.03401009999999999,1,0.03401009999999999,1,1,treated_qualifying,included_estimation,unchanged
COD,2017,1,0.13636149999999997,1,0.13636149999999997,1,1,treated_qualifying,included_estimation,unchanged
COD,2018,1,0.2761024,1,0.2761024,1,1,treated_qualifying,included_estimation,unchanged
COD,2019,1,0.12373459999999996,1,0.12373459999999997,1,1,treated_qualifying,included_estimation,unchanged
COD,2020,1,0.45970050000000007,1,0.45970050000000007,1,1,treated_qualifying,included_estimation,unchanged
COD,2022,1,0.7444736000000001,1,0.7444736000000001,1,1,treated_qualifying,included_estimation,unchanged
COG,1990,0,0.3903451,0,0.3903451,0,0,treated_qualifying,included_estimation,unchanged
COG,1991,0,0.22205855,0,0.22205855,0,0,treated_qualifying,included_estimation,unchanged
COG,1992,0,0.733376237,0,0.733376237,0,0,treated_qualifying,included_estimation,unchanged
COG,1993,0,1.169149,0,1.169149,0,0,treated_qualifying,included_estimation,unchanged
COG,1994,0,1.1744351,0,1.1744351,0,0,treated_qualifying,included_estimation,unchanged
COG,1995,0,1.3183714000000002,0,1.3183714000000002,0,0,treated_qualifying,included_estimation,unchanged
COG,1996,0,0.8331711999999999,0,0.8331711999999999,0,0,treated_qualifying,included_estimation,unchanged
COG,1997,0,0.4718784,0,0.47187840000000003,0,0,treated_qualifying,included_estimation,unchanged
COG,1998,0,0.12668569999999996,0,0.12668569999999996,0,0,treated_qualifying,included_estimation,unchanged
COG,1999,0,0.13344520000000004,0,0.13344520000000004,0,0,treated_qualifying,included_estimation,unchanged
COG,2000,0,0.1617978,0,0.1617978,0,0,treated_qualifying,included_estimation,unchanged
COG,2001,0,0.35301379999999993,0,0.35301379999999993,0,0,treated_qualifying,included_estimation,unchanged
COG,2002,0,0.33695110000000006,0,0.33695110000000006,0,0,treated_qualifying,included_estimation,unchanged
COG,2006,0,0.20159210000000005,0,0.20159210000000005,0,0,treated_qualifying,included_estimation,unchanged
COG,2007,0,0.04580390000000001,0,0.04580390000000001,0,0,treated_qualifying,included_estimation,unchanged
COG,2008,0,0.01093999999999995,0,0.01093999999999995,0,0,treated_qualifying,included_estimation,unchanged
COG,2009,0,0.03052929999999998,0,0.03052929999999998,0,0,treated_qualifying,included_estimation,unchanged
COG,2010,0,0.37057170000000006,0,0.37057170000000006,0,0,treated_qualifying,included_estimation,unchanged
COG,2011,1,0.13114590000000004,1,0.13114590000000004,1,1,treated_qualifying,included_estimation,unchanged
COG,2012,1,0.2951806,1,0.2951806,1,1,treated_qualifying,included_estimation,unchanged
COG,2013,1,0.15208680000000008,1,0.15208680000000008,1,1,treated_qualifying,included_estimation,unchanged
COG,2014,1,0.1320656,1,0.1320656,1,1,treated_qualifying,included_estimation,unchanged
COG,2015,1,0.5458753,1,0.5458753,1,1,treated_qualifying,included_estimation,unchanged
COG,2016,1,0.26505100000000004,1,0.26505100000000004,1,1,treated_qualifying,included_estimation,unchanged
COG,2017,1,0.3697886000000001,1,0.3697886000000001,1,1,treated_qualifying,included_estimation,unchanged
COG,2018,1,0.11827619999999994,1,0.11827619999999994,1,1,treated_qualifying,included_estimation,unchanged
COG,2019,1,0.3654304,1,0.36543040000000004,1,1,treated_qualifying,included_estimation,unchanged
COG,2020,1,0.02440000000000009,1,0.02440000000000009,1,1,treated_qualifying,included_estimation,unchanged
COG,2021,1,0.35266780000000003,1,0.35266780000000003,1,1,treated_qualifying,included_estimation,unchanged
COG,2022,1,0.6134156,1,0.6134156,1,1,treated_qualifying,included_estimation,unchanged
COL,1990,0,0.4582292,0,0.4582292,0,0,never_observed_china_top_control,included_estimation,unchanged
COL,1991,0,0.282526,0,0.282526,0,0,never_observed_china_top_control,included_estimation,unchanged
COL,1992,0,0.2315142,0,0.2315142,0,0,never_observed_china_top_control,included_estimation,unchanged
COL,1993,0,0.9480037,0,0.9480037000000001,0,0,never_observed_china_top_control,included_estimation,unchanged
COL,1994,0,1.06036,0,1.06036,0,0,never_observed_china_top_control,included_estimation,unchanged
COL,1995,0,0.9893403,0,0.9893403000000001,0,0,never_observed_china_top_control,included_estimation,unchanged
COL,1996,0,0.6507291,0,0.6507291,0,0,never_observed_china_top_control,included_estimation,unchanged
COL,1997,0,0.4069941,0,0.4069941,0,0,never_observed_china_top_control,included_estimation,unchanged
COL,1998,0,0.2171076,0,0.2171076,0,0,never_observed_china_top_control,included_estimation,unchanged
COL,1999,0,0.245896,0,0.245896,0,0,never_observed_china_top_control,included_estimation,unchanged
COL,2000,0,0.4703297000000001,0,0.4703297000000001,0,0,never_observed_china_top_control,included_estimation,unchanged
COL,2001,0,0.2631201,0,0.2631201,0,0,never_observed_china_top_control,included_estimation,unchanged
COL,2002,0,0.30235769999999995,0,0.30235769999999995,0,0,never_observed_china_top_control,included_estimation,unchanged
COL,2003,0,0.6202017,0,0.6202017,0,0,never_observed_china_top_control,included_estimation,unchanged
COL,2004,0,0.3828108,0,0.3828108,0,0,never_observed_china_top_control,included_estimation,unchanged
COL,2005,0,0.2361089,0,0.2361089,0,0,never_observed_china_top_control,included_estimation,unchanged
COL,2006,0,0.5751633,0,0.5751633,0,0,never_observed_china_top_control,included_estimation,unchanged
COL,2007,0,0.42099870000000006,0,0.42099870000000006,0,0,never_observed_china_top_control,included_estimation,unchanged
COL,2008,0,0.463549,0,0.463549,0,0,never_observed_china_top_control,included_estimation,unchanged
COL,2009,0,0.4920474,0,0.4920474,0,0,never_observed_china_top_control,included_estimation,unchanged
COL,2010,0,0.7361617,0,0.7361617,0,0,never_observed_china_top_control,included_estimation,unchanged
COL,2011,0,0.69081529,0,0.69081529,0,0,never_observed_china_top_control,included_estimation,unchanged
COL,2012,0,0.8170875,0,0.8170875,0,0,never_observed_china_top_control,included_estimation,unchanged
COL,2013,0,0.3828984,0,0.38289839999999997,0,0,never_observed_china_top_control,included_estimation,unchanged
COL,2014,0,0.6987222,0,0.6987222,0,0,never_observed_china_top_control,included_estimation,unchanged
COL,2015,0,0.0483085,0,0.048308500000000004,0,0,never_observed_china_top_control,included_estimation,unchanged
COL,2016,0,0.2775046,0,0.2775046,0,0,never_observed_china_top_control,included_estimation,unchanged
COL,2017,0,0.12144799999999996,0,0.12144799999999997,0,0,never_observed_china_top_control,included_estimation,unchanged
COL,2018,0,0.43271985,0,0.43271985,0,0,never_observed_china_top_control,included_estimation,unchanged
COL,2019,0,0.43680198,0,0.43680198000000003,0,0,never_observed_china_top_control,included_estimation,unchanged
COL,2020,0,0.65471394,0,0.65471394,0,0,never_observed_china_top_control,included_estimation,unchanged
COL,2021,0,0.23611857999999997,0,0.23611857999999997,0,0,never_observed_china_top_control,included_estimation,unchanged
COL,2022,0,1.06323829,0,1.06323829,0,0,never_observed_china_top_control,included_estimation,unchanged
COM,1990,0,0.4407818999999999,0,0.44078189999999995,0,0,never_observed_china_top_control,included_estimation,unchanged
COM,1991,0,0.3933468000000001,0,0.39334680000000005,0,0,never_observed_china_top_control,included_estimation,unchanged
COM,1992,0,0.2551117,0,0.2551117,0,0,never_observed_china_top_control,included_estimation,unchanged
COM,1993,0,0.7140319,0,0.7140319,0,0,never_observed_china_top_control,included_estimation,unchanged
COM,1994,0,1.2103732,0,1.2103732,0,0,never_observed_china_top_control,included_estimation,unchanged
COM,1995,0,1.0792819,0,1.0792819,0,0,never_observed_china_top_control,included_estimation,unchanged
COM,1996,0,1.25772869,0,1.25772869,0,0,never_observed_china_top_control,included_estimation,unchanged
COM,1997,0,0.16601,0,0.16601,0,0,never_observed_china_top_control,included_estimation,unchanged
COM,1998,0,0.1988257,0,0.1988257,0,0,never_observed_china_top_control,included_estimation,unchanged
COM,1999,0,0.06194460000000001,0,0.061944600000000016,0,0,never_observed_china_top_control,included_estimation,unchanged
COM,2000,0,0.09732229999999996,0,0.09732229999999997,0,0,never_observed_china_top_control,included_estimation,unchanged
COM,2001,0,0.4126474,0,0.4126474,0,0,never_observed_china_top_control,included_estimation,unchanged
COM,2002,0,0.4487067,0,0.4487067,0,0,never_observed_china_top_control,included_estimation,unchanged
COM,2003,0,0.14652179999999992,0,0.14652179999999992,0,0,never_observed_china_top_control,included_estimation,unchanged
COM,2004,0,0.22299500000000003,0,0.22299500000000005,0,0,never_observed_china_top_control,included_estimation,unchanged
COM,2005,0,0.3440696000000001,0,0.3440696000000001,0,0,never_observed_china_top_control,included_estimation,unchanged
COM,2006,0,0.20020820000000009,0,0.20020820000000006,0,0,never_observed_china_top_control,included_estimation,unchanged
COM,2007,0,0.03054729999999994,0,0.030547299999999944,0,0,never_observed_china_top_control,included_estimation,unchanged
COM,2008,0,0.21253160000000004,0,0.21253160000000004,0,0,never_observed_china_top_control,included_estimation,unchanged
COM,2009,0,0.1857433,0,0.1857433,0,0,never_observed_china_top_control,included_estimation,unchanged
COM,2010,0,0.01017479999999992,0,0.010174799999999928,0,0,never_observed_china_top_control,included_estimation,unchanged
COM,2011,0,0.11077970000000004,0,0.11077970000000004,0,0,never_observed_china_top_control,included_estimation,unchanged
COM,2012,0,0.01879520000000001,0,0.018795200000000012,0,0,never_observed_china_top_control,included_estimation,unchanged
COM,2013,0,0.08888590000000007,0,0.08888590000000007,0,0,never_observed_china_top_control,included_estimation,unchanged
COM,2014,0,0.03959709999999994,0,0.03959709999999994,0,0,never_observed_china_top_control,included_estimation,unchanged
COM,2015,0,0.6188701999999999,0,0.6188701999999999,0,0,never_observed_china_top_control,included_estimation,unchanged
COM,2016,0,0.35324069999999996,0,0.35324069999999996,0,0,never_observed_china_top_control,included_estimation,unchanged
COM,2017,0,0.23391160000000005,0,0.23391160000000005,0,0,never_observed_china_top_control,included_estimation,unchanged
COM,2018,0,0.25057379999999996,0,0.25057379999999996,0,0,never_observed_china_top_control,included_estimation,unchanged
COM,2019,0,0.1688982,0,0.1688982,0,0,never_observed_china_top_control,included_estimation,unchanged
COM,2020,0,0.23004510000000009,0,0.23004510000000006,0,0,never_observed_china_top_control,included_estimation,unchanged
COM,2021,0,0.6864089,0,0.6864089,0,0,never_observed_china_top_control,included_estimation,unchanged
COM,2022,0,0.30090870000000003,0,0.30090870000000003,0,0,never_observed_china_top_control,included_estimation,unchanged
CPV,1990,0,0.3915451,0,0.3915451,0,0,never_observed_china_top_control,included_estimation,unchanged
CPV,1991,0,0.25090399999999996,0,0.25090399999999996,0,0,never_observed_china_top_control,included_estimation,unchanged
CPV,1992,0,0.4119736,0,0.4119736,0,0,never_observed_china_top_control,included_estimation,unchanged
CPV,1993,0,0.9669785,0,0.9669785000000001,0,0,never_observed_china_top_control,included_estimation,unchanged
CPV,1994,0,1.2693276,0,1.2693276,0,0,never_observed_china_top_control,included_estimation,unchanged
CPV,1995,0,0.9002983000000001,0,0.9002983000000001,0,0,never_observed_china_top_control,included_estimation,unchanged
CPV,1996,0,0.7341686999999999,0,0.7341686999999999,0,0,never_observed_china_top_control,included_estimation,unchanged
CPV,1997,0,0.6053609000000001,0,0.6053609000000001,0,0,never_observed_china_top_control,included_estimation,unchanged
CPV,1998,0,0.2785988,0,0.2785988,0,0,never_observed_china_top_control,included_estimation,unchanged
CPV,1999,0,0.06539040000000007,0,0.06539040000000007,0,0,never_observed_china_top_control,included_estimation,unchanged
CPV,2000,0,0.25971190000000005,0,0.25971190000000005,0,0,never_observed_china_top_control,included_estimation,unchanged
CPV,2001,0,0.1110354,0,0.1110354,0,0,never_observed_china_top_control,included_estimation,unchanged
CPV,2002,0,0.10781990000000008,0,0.10781990000000008,0,0,never_observed_china_top_control,included_estimation,unchanged
CPV,2003,0,0.2771344,0,0.2771344,0,0,never_observed_china_top_control,included_estimation,unchanged
CPV,2004,0,0.28214360000000005,0,0.28214360000000005,0,0,never_observed_china_top_control,included_estimation,unchanged
CPV,2005,0,0.2365243,0,0.23652430000000002,0,0,never_observed_china_top_control,included_estimation,unchanged
CPV,2006,0,0.5861434,0,0.5861434,0,0,never_observed_china_top_control,included_estimation,unchanged
CPV,2007,0,0.19122240000000007,0,0.19122240000000007,0,0,never_observed_china_top_control,included_estimation,unchanged
CPV,2008,0,0.4108685,0,0.41086849999999997,0,0,never_observed_china_top_control,included_estimation,unchanged
CPV,2009,0,0.1556055,0,0.1556055,0,0,never_observed_china_top_control,included_estimation,unchanged
CPV,2010,0,0.4939806000000001,0,0.49398060000000005,0,0,never_observed_china_top_control,included_estimation,unchanged
CPV,2011,0,0.4404322,0,0.4404322,0,0,never_observed_china_top_control,included_estimation,unchanged
CPV,2012,0,0.43364,0,0.43363999999999997,0,0,never_observed_china_top_control,included_estimation,unchanged
CPV,2013,0,0.02444010000000007,0,0.024440100000000076,0,0,never_observed_china_top_control,included_estimation,unchanged
CPV,2014,0,0.4367552,0,0.4367552,0,0,never_observed_china_top_control,included_estimation,unchanged
CPV,2015,0,0.25822219999999996,0,0.25822219999999996,0,0,never_observed_china_top_control,included_estimation,unchanged
CPV,2016,0,0.01918520000000001,0,0.019185200000000013,0,0,never_observed_china_top_control,included_estimation,unchanged
CPV,2017,0,0.17869280000000004,0,0.17869280000000004,0,0,never_observed_china_top_control,included_estimation,unchanged
CPV,2018,0,0.0796114,0,0.0796114,0,0,never_observed_china_top_control,included_estimation,unchanged
CPV,2019,0,0.08724080000000001,0,0.08724080000000001,0,0,never_observed_china_top_control,included_estimation,unchanged
CPV,2020,0,0.31114630000000004,0,0.31114630000000004,0,0,never_observed_china_top_control,included_estimation,unchanged
CPV,2021,0,0.2685171,0,0.2685171,0,0,never_observed_china_top_control,included_estimation,unchanged
CPV,2022,0,0.8850788,0,0.8850788,0,0,never_observed_china_top_control,included_estimation,unchanged
CRI,1990,0,0.4403209,0,0.4403209,0,0,never_observed_china_top_control,included_estimation,unchanged
CRI,1991,0,0.35628187,0,0.35628187,0,0,never_observed_china_top_control,included_estimation,unchanged
CRI,1992,0,0.9331967,0,0.9331967,0,0,never_observed_china_top_control,included_estimation,unchanged
CRI,1993,0,1.51108785,0,1.51108785,0,0,never_observed_china_top_control,included_estimation,unchanged
CRI,1994,0,1.71233212,0,1.71233212,0,0,never_observed_china_top_control,included_estimation,unchanged
CRI,1995,0,1.53861628,0,1.53861628,0,0,never_observed_china_top_control,included_estimation,unchanged
CRI,1996,0,1.1504229,0,1.1504229,0,0,never_observed_china_top_control,included_estimation,unchanged
CRI,1997,0,1.0755241,0,1.0755241,0,0,never_observed_china_top_control,included_estimation,unchanged
CRI,1998,0,0.283825,0,0.283825,0,0,never_observed_china_top_control,included_estimation,unchanged
CRI,1999,0,0.4433737,0,0.4433737,0,0,never_observed_china_top_control,included_estimation,unchanged
CRI,2000,0,0.65946424,0,0.65946424,0,0,never_observed_china_top_control,included_estimation,unchanged
CRI,2001,0,0.279187,0,0.279187,0,0,never_observed_china_top_control,included_estimation,unchanged
CRI,2002,0,0.3524149999999999,0,0.3524149999999999,0,0,never_observed_china_top_control,included_estimation,unchanged
CRI,2003,0,1.00085275,0,1.00085275,0,0,never_observed_china_top_control,included_estimation,unchanged
CRI,2004,0,0.84578443,0,0.84578443,0,0,never_observed_china_top_control,included_estimation,unchanged
CRI,2005,0,0.6976730600000001,0,0.6976730600000001,0,0,never_observed_china_top_control,included_estimation,unchanged
CRI,2006,0,0.5984839,0,0.5984839,0,0,never_observed_china_top_control,included_estimation,unchanged
CRI,2007,0,0.4852700000000001,0,0.4852700000000001,0,0,never_observed_china_top_control,included_estimation,unchanged
CRI,2008,0,0.55227212,0,0.55227212,0,0,never_observed_china_top_control,included_estimation,unchanged
CRI,2009,0,0.4606841,0,0.46068410000000004,0,0,never_observed_china_top_control,included_estimation,unchanged
CRI,2010,0,0.5964005000000001,0,0.5964005000000001,0,0,never_observed_china_top_control,included_estimation,unchanged
CRI,2011,0,0.6045531,0,0.6045531,0,0,never_observed_china_top_control,included_estimation,unchanged
CRI,2012,0,0.6359653,0,0.6359653,0,0,never_observed_china_top_control,included_estimation,unchanged
CRI,2013,0,0.29815309999999995,0,0.29815309999999995,0,0,never_observed_china_top_control,included_estimation,unchanged
CRI,2014,0,0.6440918,0,0.6440918,0,0,never_observed_china_top_control,included_estimation,unchanged
CRI,2015,0,0.00756510000000001,0,0.007565100000000019,0,0,never_observed_china_top_control,included_estimation,unchanged
CRI,2016,0,0.28861400000000004,0,0.28861400000000004,0,0,never_observed_china_top_control,included_estimation,unchanged
CRI,2017,0,0.16297729999999996,0,0.16297729999999996,0,0,never_observed_china_top_control,included_estimation,unchanged
CRI,2018,0,0.3795336,0,0.3795336,0,0,never_observed_china_top_control,included_estimation,unchanged
CRI,2019,0,0.2194437,0,0.21944370000000002,0,0,never_observed_china_top_control,included_estimation,unchanged
CRI,2020,0,0.43532060000000006,0,0.43532060000000006,0,0,never_observed_china_top_control,included_estimation,unchanged
CRI,2021,0,0.1267457,0,0.1267457,0,0,never_observed_china_top_control,included_estimation,unchanged
CRI,2022,0,1.03528639,0,1.03528639,0,0,never_observed_china_top_control,included_estimation,unchanged
CUB,1990,0,1.559323,0,1.559323,0,0,treated_qualifying,included_estimation,unchanged
CUB,1991,0,1.6456199,0,1.6456199,0,0,treated_qualifying,included_estimation,unchanged
CUB,1992,0,1.0062106,0,1.0062106,0,0,treated_qualifying,included_estimation,unchanged
CUB,1993,0,0.33837499999999987,0,0.33837499999999987,0,0,treated_qualifying,included_estimation,unchanged
CUB,1994,0,0.07305800000000007,0,0.07305800000000007,0,0,treated_qualifying,included_estimation,unchanged
CUB,1995,0,0.3848809999999998,0,0.3848809999999998,0,0,treated_qualifying,included_estimation,unchanged
CUB,1996,0,0.7785700000000002,0,0.7785700000000002,0,0,treated_qualifying,included_estimation,unchanged
CUB,1997,0,0.8754079999999997,0,0.8754079999999997,0,0,treated_qualifying,included_estimation,unchanged
CUB,1998,0,1.1551129,0,1.1551129,0,0,treated_qualifying,included_estimation,unchanged
