iso3c,country_name,pre_window_start,pre_window_end,observed_years,pre_primary_share_mean,pre_agriculture_share_mean,pre_mining_energy_share_mean,pre_energy_mapped_share_mean,pre_metals_mapped_share_mean,pre_mining_unmapped_share_mean,pre_china_goods_share_mean,price_mapping_coverage,pre_primary_share_pooled,pre_agriculture_share_pooled,pre_mining_energy_share_pooled,pre_goods_exports
KHM,Cambodia,2004,2008,5,0.017744008402219447,0.01503362185436755,0.0027103865478518984,4.88139959721784e-10,0.0027103860597119385,0,0.009452835771985994,1,0.018537429514022347,0.015137764326501216,0.003399665187521131,19447.44360200001
KIR,Kiribati,2004,2008,5,0.21893295399989254,0.2146419609701749,0.004290993029717623,0,0.004290993029717623,0,0.0011716372594836391,0.9999999999999999,0.1861701817998566,0.1818597297791833,0.0043104520206732845,66.991582
KNA,St. Kitts & Nevis,2004,2008,5,0.012952112927117291,0.010308719289846432,0.0026433936372708584,0,0.0026433936372708584,0,1.15212238495595e-4,1,0.01298626026116172,0.010259036403311281,0.0027272238578504382,360.8875
KOR,South Korea,2004,2008,5,0.0031611986460535237,0.0022204557953132377,9.407428507402858e-4,4.3978929236542636e-4,5.008981352475052e-4,5.5423127354276364e-8,0.24805416095663818,0.9999824676859761,0.0031471052560960223,0.002160743850389854,9.863614057061688e-4,1773281.696629
KWT,Kuwait,2004,2008,5,0.6360343826333326,5.236207082036939e-4,0.6355107619251289,0.6332321227573773,0.002278633543316731,5.624434905081845e-9,0.03751172188378722,0.999999991157027,0.6493824657310882,4.0536156846986685e-4,0.6489771041626182,263838.5069500003
LAO,Laos,2004,2008,5,0.22679480831619783,0.11909771592563274,0.1076970923905651,0.007956669656769388,0.01972242029840983,0.08001800243538587,0.05850366798015449,0.6471788616791235,0.23238375635051534,0.11385505977083975,0.1185286965796756,4626.645561999995
LBN,Lebanon,2004,2008,5,0.08664876863966997,0.08115624070951347,0.005492527930156489,2.124310430189514e-5,0.0054705359982374115,7.488276171836201e-7,0.0017281067787626543,0.99999135789661,0.08582076001070492,0.07973692742877912,0.006083832581925805,12438.950608999996
LBR,Liberia,2004,2008,5,0.2575987381542898,0.17005832009324984,0.08754041806103997,0.07657398883251602,0.010966429228523958,0,0.006676698310718367,1.0000000000000002,0.2545411183016812,0.1641260907847947,0.09041502751688649,6467.939789000001
LBY,Libya,2004,2008,5,0.8621949124968767,3.232884792551477e-4,0.8618716240176215,0.8609934184101957,8.709647849809833e-4,7.240822444870364e-6,0.03464087907811338,0.9999916018729176,0.8666585629356882,3.097741611778822e-4,0.8663487887745104,195405.03885099996
LCA,St. Lucia,2004,2008,5,0.22566236457354605,0.20728788055133796,0.01837448402220808,0.005357794406769628,0.01301668961543845,0,0.038176900442802225,0.9999999999999999,0.21376125573654117,0.19685894744566002,0.016902308290881154,787.1663900000007
LIE,Liechtenstein,2004,2008,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
LKA,Sri Lanka,2004,2008,5,0.18011478881385967,0.16713599628221867,0.012978792531640988,5.937427140015935e-6,0.012972855104500972,0,0.00550535538492965,1,0.18192256783917254,0.16880852427405843,0.013114043565114107,38050.30473800002
LSO,Lesotho,2004,2008,5,0.1747725808907186,4.2862582423773636e-4,0.17434395506648087,1.8542763780588593e-4,0.1733887411242806,7.69786304394395e-4,0.0011813739806472217,0.9955954973001417,0.17690423350648835,4.505656691402509e-4,0.1764536678373481,3926.051453000001
LTU,Lithuania,2004,2008,5,0.08698420705678767,0.05368288935527423,0.03330131770151344,0.020026969716714478,0.005801872972777807,0.007472475012021155,0.001448066669314232,0.9140938882486709,0.08850054447251904,0.057653752776600696,0.030846791695918342,62621.139372999955
LUX,Luxembourg,2004,2008,5,0.019087835485899266,0.009425179714119382,0.009662655771779886,2.547008124226876e-4,0.0016538602713771255,0.007754094687980071,0.011565456618831434,0.5937677326636515,0.01958740099355676,0.00983634001515872,0.009751060978398039,90635.0293530001
LVA,Latvia,2004,2008,5,0.09709726273689354,0.07286690475220271,0.024230357984690823,0.011344576430778446,0.011072584716580285,0.0018131968373320923,0.0015847877275514941,0.9813259737069485,0.09831752335565495,0.07389395233357998,0.024423571022074975,38367.34501899995
MAC,Macao SAR China,2004,2008,5,0.004692057294914299,0.0028319800654054692,0.0018600772295088292,1.8029540372005743e-7,0.0018598969341051092,0,0.08725111559708447,0.9999999999999998,0.004670745402436997,0.002782014360934797,0.0018887310415022002,14187.573779000013
MAR,Morocco,2004,2008,5,0.18697818241121966,0.10419083173869036,0.08278735067252932,1.0992377006565328e-4,0.08257529926861527,1.0212763384839622e-4,0.0213254377280127,0.9994537991944763,0.1917125988729238,0.1033445435631884,0.08836805530973539,78102.37922300008
MCO,Monaco,2004,2008,1,1,1,0,0,0,0,0,1,1,1,0,0.001
MDA,Moldova,2004,2008,5,0.1357842402020398,0.12323469851937884,0.012549541682660979,2.0009620805125982e-4,0.0028029587223766528,0.009546486752233067,5.764821730746419e-4,0.9296937057052543,0.13618491564187907,0.1218827110656159,0.014302204576263189,8937.244416999998
MDG,Madagascar,2004,2008,5,0.23143767686849173,0.2007662001789552,0.030671476689536546,3.4033245966683073e-6,0.03066807336493988,0,0.023787288639434377,1,0.23459353521997506,0.20313679725959802,0.031456737960377026,6760.857730000019
MDV,Maldives,2004,2008,5,0.11829045287604727,0.11822188780762008,6.856506842720118e-5,0,6.856506842720118e-5,0,0.0025274351463082318,1.0000000000000002,0.11654729296757523,0.1164854098871838,6.188308039141843e-5,1012.6515939999996
MEX,Mexico,2004,2008,5,0.18190902367153863,0.029247353551650528,0.1526616701198881,0.1444270132693387,0.007026482955152597,0.0012081738953968655,0.010960910225253704,0.9933583619382274,0.1836887588459015,0.029210980420682677,0.1544777784252188,1203240.289158998
MHL,Marshall Islands,2004,2008,5,0.025510174327599444,0.00929992910202585,0.016210245225573593,0.01584192671086348,3.6831851471011906e-4,0,4.790510793011903e-5,1.0000000000000002,0.018458940132471815,0.007460449652003091,0.01099849048046872,4548.331345
MKD,North Macedonia,2004,2008,5,0.12362128298900542,0.0827269718095652,0.0408943111794402,5.6252965556508875e-5,0.03658074483279765,0.004257313381086044,0.002862785321567876,0.9655616470064892,0.12520586065676015,0.07957254676674491,0.045633313890015244,13570.355278000017
MLI,Mali,2004,2008,5,0.459918201237756,0.4591269938417531,7.91207396002976e-4,1.4243503863490429e-6,5.998143709031006e-4,1.8996867471352642e-4,0.09768832680904349,0.9995869511704425,0.3650410042937142,0.3644162176287014,6.247866650128128e-4,5129.368437999999
MLT,Malta,2004,2008,5,0.007807931016755855,0.007145313351670891,6.626176650849635e-4,1.799180202482863e-4,4.826996448366772e-4,0,0.07236878271984551,0.9999999999999999,0.007559323057040036,0.006847366839052032,7.119562179880031e-4,24009.00022800002
MMR,Myanmar (Burma),2004,2008,5,0.7285103241701746,0.2972980487589964,0.4312122754111781,0.41476260634453604,0.01644966906664209,0,0.07156824607614644,1,0.7434142683817845,0.30140988007160274,0.4420043883101818,23708.768904000048
MNE,Montenegro,2004,2008,3,0.09423720618954742,0.01772417433065114,0.07651303185889628,0.004672159054363197,0.014000078684324005,0.05784079412020907,0.0018355564862370271,0.38622125528775864,0.094520230763417007,0.017728903796006525,0.07679132696741048,1977.8036139999986
MNG,Mongolia,2004,2008,5,0.654586354577471,0.04637367549957991,0.6082126790778911,0.06935938991887203,0.5387954012869214,5.78878720976886e-5,0.609301971239123,0.9999115657213248,0.6939034019388493,0.04516733065579983,0.6487360712830494,7739.002658000007
MNP,Northern Mariana Islands,2004,2008,5,2.053874833808057e-4,1.623909587686338e-4,4.299652461217191e-5,0,4.299652461217191e-5,0,0,1,2.0277296615215092e-4,1.5571054527257174e-4,4.7062420879579165e-5,68.71724700000003
MOZ,Mozambique,2004,2008,5,0.22831825330047906,0.10891245767546656,0.11940579562501252,0.04241212467349582,0.017298357541386727,0.05969531341012998,0.033285802424124,0.7385434035728727,0.2274952584822666,0.11081875927693088,0.11667649920533574,13589.098180000006
MRT,Mauritania,2004,2008,5,0.639896699317144,0.026921187953626795,0.6129755113635171,0.13314813839815284,0.47982737296536426,0,0.19886782933509634,0.9999999999999998,0.6766847250186732,0.02352314639353275,0.6531615786251405,8067.719760999999
MSR,Montserrat,2004,2008,5,0.15598019369860128,0.004165119509223264,0.151815074189378,0,0.151815074189378,0,9.770485857399864e-4,1,0.1610369795743643,0.004142667685496635,0.15689431188886765,27.013994000000004
MUS,Mauritius,2004,2008,5,0.02714804030079327,0.02487670021153704,0.0022713400892562336,2.584868111804035e-4,0.0020128532780758304,0,0.003942678745473417,1.0000000000000002,0.027410203742260823,0.025068115009067072,0.002342088733193752,11391.703321000026
MWI,Malawi,2004,2008,5,0.7516375607464869,0.7484200602850479,0.0032175004614391147,0.0016164829596128339,6.660111227378166e-4,9.350063790884641e-4,0.004736420623514795,0.9987560409059922,0.7544787140875793,0.7514095859987907,0.0030691280887886526,3782.198286999992
MYS,Malaysia,2004,2008,5,0.1117903246429886,0.020941453607049215,0.09084887103593937,0.08932029563326938,0.0012279873133894494,3.0058808928057535e-4,0.12422257517623138,0.9973111439631246,0.11342649909490797,0.02082328326040361,0.09260321583450437,970489.0685719997
MYT,Mayotte,2004,2008,5,0.09834026109399908,0.09781068189504002,5.295791989590727e-4,0,5.295791989590727e-4,0,0.0028692511703620944,1.0000000000000002,0.08940657526921081,0.08898376099668842,4.2281427252239867e-4,46.12900099999999
NAM,Namibia,2004,2008,5,0.30186396988895076,0.035975093189146476,0.26588887669980427,2.5914140418168736e-4,0.26543539357817786,1.943417174447289e-4,0.03856894025553296,0.9993561943894257,0.29937203901170023,0.03543079653587785,0.2639412424758224,16540.27812800004
NCL,New Caledonia,2004,2008,5,0.1815695697039095,0.004229113823950143,0.17734045587995936,5.89531293241432e-7,0.17733986634866614,0,0.08944833183816475,1.0000000000000002,0.18877462872521947,0.0037912995175570594,0.18498332920766242,7875.3089439999985
NER,Niger,2004,2008,5,0.37254582786706214,0.17277285741566295,0.19977297045139916,0.043377582160694136,0.15639538829070504,0,0.004681479910173853,1,0.36396077498713053,0.1704733035809288,0.19348747140620176,2186.32637
NFK,Norfolk Island,2004,2008,5,0.14103581245062927,0.13537964171511846,0.0056561707355108105,0,0.0056561707355108105,0,0.0033098747395195,1,0.10205078039901198,0.0940155342007117,0.008035246198300284,12.049412999999998
NGA,Nigeria,2004,2008,5,0.9436791840249069,0.011695783128888122,0.9319834008960187,0.9304549978677052,0.001306538009426174,2.2186501888740967e-4,0.00840393067404131,0.999764893596634,0.9423533112214314,0.011058403979889345,0.9312949072415421,310529.73243199964
NIC,Nicaragua,2004,2008,5,0.20214938837840163,0.19912167159084826,0.003027716787553372,0.002021071102927312,0.0010066456846260605,0,0.0021582581742060772,1,0.2057420436468961,0.2027117247799496,0.003030318866946534,11373.507381000012
NIU,Niue,2004,2008,5,0.1698070441545092,0.15710780382575845,0.012699240328750755,0,0.012699240328750755,0,0,1,0.11653481439413603,0.11113293665131305,0.005401877742822989,17.685701999999996
NLD,Netherlands,2004,2008,5,0.1282974951560074,0.06478776547954286,0.06350972967646454,0.05515290134481762,0.007016516514410366,0.0013403118172365576,0.009489820803132853,0.9895530944263037,0.12959517660961492,0.06449276399731418,0.06510241261230072,1745370.478736001
NOR,Norway,2004,2008,5,0.5900781607915986,0.025774730733047806,0.5643034300585508,0.5498440050244608,0.009005818604648122,0.005453606429441838,0.013911934211599497,0.9907578236379301,0.5877362856317,0.025919449075644106,0.5618168365560559,551490.0573419995
NPL,Nepal,2004,2008,5,0.08118982644043692,0.06783480694495579,0.013355019495481122,1.1885636782480713e-6,0.013353830931802875,0,0.012735747582010619,0.9999999999999998,0.08450306552738537,0.07055212026638859,0.01395094526099682,3683.3185879999924
NRU,Nauru,2004,2008,5,0.559522723879531,0.011853885114728688,0.5476688387648022,0.0842315950542861,0.4634372437105161,0,2.9586931322261346e-5,0.9999999999999998,0.8443207934049939,0.0049804727348126635,0.839340320670181,190.028146
NZL,New Zealand,2004,2008,5,0.1589708099855463,0.11771468898514487,0.04125612100040144,0.039057777823130975,0.0021940111325507465,4.332044719721216e-6,0.05699693478511968,0.9999727494329298,0.16151290596689913,0.11671396283890359,0.044798943127995546,123830.15487999999
OMN,Oman,2004,2008,5,0.8720013688323587,0.006444642224974857,0.8655567266073838,0.8608625018008967,0.004693942990775151,2.8181571183676005e-7,0.2937602707403857,0.9999996768173515,0.8679170668468696,0.006329520146116137,0.8615875467007534,110433.67346400017
PAK,Pakistan,2004,2008,5,0.10020793209471901,0.0943032003397141,0.005904731755004902,4.51651417726672e-4,0.005453079258390535,1.0788876951426375e-9,0.05019605658554511,0.9999999892335099,0.1025705651004307,0.09631015233959422,0.006260412760836469,89782.7100979999
PAN,Panama,2004,2008,5,0.13025611912669258,0.10199376258964868,0.028262356537043898,0.026814914048356023,0.0014474424886878811,0,0.00300110279586537,1.0000000000000002,0.12490000900258297,0.09546510824889323,0.029434900753689732,26693.771879000025
PCN,Pitcairn Islands,2004,2008,5,0.0011423875114112414,0.0010876000673108986,5.4787444100342766e-5,4.1802866555675e-5,1.2984577544667764e-5,0,0,1,0.0012497678687664424,0.0012318761275286099,1.7891741237832414e-5,65.560975
PER,Peru,2004,2008,5,0.3773444674573087,0.06894590474002511,0.3083985627172836,0.026257605612362407,0.28214095710492126,0,0.13341340758447437,1.0000000000000002,0.39399712502549167,0.0683943554923316,0.3256027695331601,111663.44783900012
PHL,Philippines,2004,2008,5,0.048575464588856046,0.02868073328901307,0.019894731299842972,0.006701742078951929,0.01319143638858651,1.5528323045381555e-6,0.2395941466309575,0.9999680325794581,0.04934019962614309,0.02877614426950304,0.02056405535664005,329166.7893129998
PLW,Palau,2004,2008,5,0.9324068145306594,0.9319239799737145,4.8283455694506094e-4,0,4.8283455694506094e-4,0,6.084614190228154e-6,1.0000000000000002,0.9337568602765162,0.9332944141637984,4.624461127177248e-4,151.70416200000003
PNG,Papua New Guinea,2004,2008,5,0.624966351967342,0.17824017856144078,0.44672617340590115,0.23890576435567884,0.2078204090502223,0,0.08933155136123024,0.9999999999999998,0.6269657632226351,0.17438580748783053,0.4525799557348045,21585.460808000003
POL,Poland,2004,2008,5,0.04810247692427184,0.0226196255170227,0.02548285140724914,0.017426118510711856,0.0030602186719250637,0.00499651422461222,0.008116191696506113,0.8961277143279279,0.04593972845558922,0.022527830988831352,0.023411897466757862,500014.48877099995
PRI,Puerto Rico,2004,2008,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
PRK,North Korea,2004,2008,5,0.23775005846939895,0.08474874031889021,0.15300131815050871,0.07500596819803754,0.07799534995247119,0,0.32154388715433974,1,0.21730936522107286,0.06304265118589701,0.15426671403517586,9069.786568999989
PRT,Portugal,2004,2008,5,0.041591135178477956,0.02288796683483853,0.01870316834363942,9.311412859562506e-4,0.013672024870169825,0.004100002187513346,0.007987675134981342,0.9014212483040144,0.04217995034687121,0.023100585260031253,0.019079365086839953,213268.07388400036
PRY,Paraguay,2004,2008,5,0.7223008745670491,0.3501147378360517,0.3721861367309973,2.6418244969199555e-5,5.919725179442655e-4,0.3715677459680839,0.013118056095086547,0.48557760477473655,0.7147502871384703,0.3659206809707507,0.3488296061677197,23079.65464700002
PSE,Palestinian Territories,2004,2008,5,0.15462317038605894,0.12812495143712338,0.02649821894893557,0,0.02649821894893557,0,0.00262224632697604,1,0.06092391705319698,0.045045129254491396,0.015878787798705593,1104.92408
PYF,French Polynesia,2004,2008,5,0.5746055486660357,0.5745623045747262,4.324409130947561e-5,0,4.324409130947561e-5,0,0.007201709721145712,1,0.572056798698925,0.5720117763675009,4.502233142410935e-5,1475.312315
QAT,Qatar,2004,2008,5,0.8022203969779906,5.451593583769297e-4,0.8016752376196138,0.799843040661394,0.0018318500701430091,3.4688807669871516e-7,0.01711478729205768,0.9999995675900563,0.80998119338022,4.717542584640526e-4,0.8095094391217561,189229.33794099986
ROU,Romania,2004,2008,5,0.03725555137238238,0.02842599829428978,0.008829553078092597,1.2382306783798158e-4,0.0032324140230963246,0.005473315987158292,0.008371100679460782,0.8530872370549407,0.0387907714698353,0.0296792863959533,0.009111485073881997,164395.85170299967
RUS,Russia,2004,2008,5,0.4988423322790881,0.024197552678458616,0.4746447796006295,0.45453245270828546,0.017709161557749716,0.0024031653345942534,0.06147250631106728,0.9951825152376006,0.5012576656078305,0.023953318851496784,0.47730434675633376,1462890.8507519988
RWA,Rwanda,2004,2008,5,0.8678247051652649,0.39692043521398973,0.4709042699512752,0.1322419572846426,0.33797447749552256,6.878351711099995e-4,0.07882744284594695,0.9992074030999395,0.8701749087246161,0.3700456694847045,0.5001292392399116,1448.2018010000004
SAU,Saudi Arabia,2004,2008,5,0.758154765120672,0.0010107686703376183,0.7571439964503345,0.7541419965740557,0.0030010713785114905,9.284977671843922e-7,0.07704412880959674,0.9999987753189586,0.7657122607247351,0.0010200294291780256,0.7646922312955571,1036962.1765250005
SCG,NA,2004,2008,2,0.06855468655869788,0.052668597549146136,0.015886089009551747,0.002155420061815693,0.008391020726028021,0.005339648221708031,0.0030760310850040124,0.9221111131893789,0.06862541136490234,0.052739332230843095,0.01588607913405924,8467.940759000023
SDN,Sudan,2004,2008,5,0.8795032703446349,0.07306764483055198,0.8064356255140829,0.8055173873867919,9.181660064124416e-4,7.212087865792431e-8,0.41158315983960364,0.9999999179981689,0.8985687042486219,0.06398664273873154,0.8345820615098903,39229.80777800003
SEN,Senegal,2004,2008,5,0.1719800560960655,0.12829926305946243,0.04368079303660309,0.012666309098695734,0.031014331038446877,1.528994604812612e-7,0.00822852716651826,0.9999991109465601,0.1683873616980893,0.12600061929840486,0.04238674239968442,6883.7638959999995
SGP,Singapore,2004,2008,5,0.006332057025536632,0.003362916622050878,0.002969140403485754,0.0022201310188611316,7.473648507524345e-4,1.6445338721873465e-6,0.10103356929611129,0.9997402844185459,0.006502549074843736,0.003335254062138326,0.003167295012705411,853412.4507369994
SGS,South Georgia & South Sandwich Islands,2004,2008,5,0.2689197662675551,0.0022976030281999286,0.26662216323935517,0.26662216323935517,0,0,0,1,0.4977326912722636,0.0027811673639381545,0.4949515239083254,16.080298000000006
SHN,St. Helena,2004,2008,5,0.0010731691377665526,9.346550232015803e-4,1.3851411456497218e-4,0,1.3851411456497218e-4,0,0,0.9999999999999998,7.294364038585565e-4,6.402910792261621e-4,8.914532463239458e-5,108.14925
SLB,Solomon Islands,2004,2008,5,0.7855574505437505,0.7852617916581894,2.9565888556103316e-4,0,2.9565888556103316e-4,0,0.4761572705396182,1,0.7845596081183216,0.784293666487383,2.659416309383427e-4,1362.0845999999992
SLE,Sierra Leone,2004,2008,5,0.6783938720039028,0.08386817227378979,0.5945256997301129,0.026136370097056678,0.5683893296330563,0,0.009428669869360582,1,0.6792797146671908,0.08606868159465648,0.5932110330725344,1446.977235999999
SLV,El Salvador,2004,2008,5,0.07215248919358683,0.06928723546234154,0.0028652537312452825,2.8588698082557802e-05,0.0017477455793226701,0.0010889194538400541,0.001247826492291143,0.9849080819523987,0.0729802400126197,0.06984820900539641,0.0031320310072232797,18437.00904200001
SMR,San Marino,2004,2008,5,4.0550151102847516e-5,4.646739963162471e-6,3.5903411139685046e-5,0,3.5903411139685046e-5,0,6.000381594558014e-4,1,4.8214953433760764e-5,7.343340652680474e-6,4.087161278108029e-5,633.2267860000002
SOM,Somalia,2004,2008,5,0.5199191831218167,0.5176240041755477,0.002295178946269074,9.344453293282601e-4,0.001360733616940814,0,0.026243099582964897,1,0.5063599743029057,0.5041441923474299,0.002215781955475754,754.2082360000004
SPM,St. Pierre & Miquelon,2004,2008,5,0.011481098482176549,0.011481098482176549,0,0,0,0,1.7613263470893363e-6,1,0.011193070057165872,0.011193070057165872,0,83.23462599999999
SRB,Serbia,2004,2008,4,0.09035516248637337,0.06089787403293908,0.02945728845343429,0.0017780652107354158,0.008665719199613295,0.01901350404308558,0.0014266065173822,0.7895692562563535,0.0912469478237613,0.059178522545722194,0.03206842527803912,25094.437629000015
STP,São Tomé & Príncipe,2004,2008,5,0.38209481694355724,0.3808782613569604,0.0012165555865968356,0,0.0012165555865968356,0,0.02093702259092822,1,0.36714254189427725,0.3661787084837603,9.638334105169719e-4,71.113949
SUR,Suriname,2004,2008,5,0.04130771439807933,0.03992360295104758,0.001384111447031742,9.05696764271885e-4,4.4539152054170095e-4,3.302316221815629e-5,0.003229454194514125,0.9992005570218697,0.04184122130928264,0.04050508911950704,0.0013361321897756007,6241.8921300000075
SVK,Slovakia,2004,2008,5,0.030833112009664244,0.015465882756219554,0.015367229253444688,4.8571600690956176e-4,0.003647183533718885,0.011234329712816241,0.010103570441878946,0.6356407452710259,0.030801143355210763,0.015319016223728393,0.015482127131482377,204809.4910390001
SVN,Slovenia,2004,2008,5,0.032588165714139077,0.013163589990949546,0.019424575723189532,0.0011303455340765625,0.0013658695001951475,0.016928360688917822,0.004284963050198365,0.4805365592708678,0.0322703331114156,0.01368645922013544,0.018583873891280158,96560.824589
SWE,Sweden,2004,2008,5,0.027082317549094886,0.008379365809003416,0.01870295174009147,3.1442942833829487e-4,0.012933749415057039,0.005454772896696135,0.026218098759987825,0.7985854465073858,0.027571800251305775,0.008538683875405835,0.01903311637589994,723381.860967001
SWZ,Eswatini,2004,2008,5,0.05121968565718384,0.039056163657155626,0.01216352200002822,0.0076076926304072465,0.004554665971961808,1.1633976591652585e-6,0.01180921339734688,0.9999772861226258,0.04976149219577391,0.03780510077157516,0.01195639142419875,8233.306899
SYC,Seychelles,2004,2008,5,0.010578555511895057,0.0074906370286979594,0.0030879184831970985,0.0029008878449196256,1.8703063827747257e-4,0,0.0028944149587041526,1,0.009119623275907426,0.007034722446000955,0.002084900829906471,3604.316758
SYR,Syria,2004,2008,5,0.6147927046640252,0.1263466961345228,0.48844600852950243,0.46398451151828823,0.023675724028180776,7.857729830333566e-4,0.0029519821644618262,0.9987218895457406,0.6031717794508397,0.1210145584385349,0.48215722101230485,43245.1020400001
TCA,Turks & Caicos Islands,2004,2008,5,0.07000943759417579,0.060258420592004314,0.009751017002171474,6.82638362051945e-7,0.009750334363809421,0,3.4249610761848755e-4,1,0.05235495465322887,0.0448974629983852,0.007457491654843673,237.27146900000002
TCD,Chad,2004,2008,5,0.9168645390525499,0.04084144154040525,0.8760230975121447,0.8760200159441363,3.081568008442407e-6,0,0.07967429167759642,1,0.9269978124783272,0.03601414350357686,0.8909836689747505,12448.443983000005
TGO,Togo,2004,2008,5,0.37850617303889034,0.2633552123101241,0.11515096072876625,0.009295536378006253,0.10585542435075998,0,0.03792910494080363,1,0.355227198282066,0.2438166394901597,0.1114105587919063,5240.883246000002
THA,Thailand,2004,2008,5,0.0842978673662715,0.07103248134534323,0.013265386020928253,0.009901607584715161,0.003187835965622088,1.7594247059100174e-4,0.12257271192782675,0.9979128479036539,0.08493284971791698,0.07165429562975595,0.01327855408816102,745094.521685999
TJK,Tajikistan,2004,2008,5,0.2634882618193502,0.25421244844176777,0.009275813377582397,0.0011493792315537138,0.00770086680915655,4.255673368721335e-4,0.024209078990861013,0.9983848717436835,0.25837573027176103,0.24896784369749544,0.009407886574265613,4310.8405569999995
TKL,Tokelau,2004,2008,5,0.022221844839436844,0.001841993339526106,0.02037985149991074,0,0.02037985149991074,0,0,1,0.019329956007180123,0.002173431319938897,0.017156524687241225,93.32432
TKM,Turkmenistan,2004,2008,5,0.7916229334752631,0.02390620007632349,0.7677167333989396,0.7641181800081985,2.2993399789044612e-4,0.003368619392850716,0.004408354464876422,0.9957446667467524,0.7936153463215717,0.02361275967266793,0.7700025866489038,28266.56910300002
TLS,Timor-Leste,2004,2008,5,0.252817769553399,0.0617749077603262,0.19104286179307284,0.19077719954251202,2.6566225056080133e-4,0,0.07152260237469134,1,0.27838816116980836,0.04089732637018554,0.23749083479962282,456.99082699999997
TON,Tonga,2004,2008,5,0.8180748783293285,0.8170151250290411,0.0010597533002873413,0,0.0010597533002873413,0,0.001236686952636571,0.9999999999999999,0.8276149865972114,0.8267061102947815,9.088763024299369e-4,99.45467800000002
TTO,Trinidad & Tobago,2004,2008,5,0.43710156067741285,0.003907409643904302,0.4331941510335085,0.42735782565010244,0.005836325383406085,0,0.0010078381171629751,0.9999999999999999,0.4358021550918876,0.003637609503321779,0.43216454558856576,72816.6032550001
TUN,Tunisia,2004,2008,5,0.1247046214699537,0.018730266439788926,0.10597435503016477,0.09519912749696535,0.01077424680163639,9.807315630229476e-7,0.0033306616441708035,0.9999921355636103,0.12901537185779396,0.018773597989868294,0.11024177386792566,69245.45863300012
TUR,Turkey,2004,2008,5,0.0730775917266737,0.045408421158581194,0.02766917056809251,0.009992827599740382,0.01649383997061561,0.001182502997736537,0.010179542652783162,0.983818528090535,0.07577555060834694,0.04460585455272269,0.031169696055624245,480992.4957639993
TUV,Tuvalu,2004,2008,5,0.012650759484713836,0.009838642244565286,0.0028121172401485493,7.053365861423283e-6,0.0028050638742871258,0,0.012643265086045711,0.9999999999999999,0.012267565957421239,0.007900786351619338,0.004366779605801899,12.315483
TWN,Taiwan,2004,2008,5,0.005678982408090512,0.0027998680967475566,0.0028791143113429548,0.0023475703314172446,5.311784106913544e-4,3.655692343570663e-7,0.3158453926294526,0.9999356276867779,0.0053900982549058675,0.002740188616046915,0.0026499096388589525,1351920.389459998
TZA,Tanzania,2004,2008,5,0.4012471040705197,0.30167369132804833,0.09957341274247142,0.010534980055963676,0.08903827009272285,1.6259378487859955e-7,0.0663712809332562,0.99999959477892,0.3996445571425524,0.3031457128288982,0.09649884431365419,11148.473846000004
UGA,Uganda,2004,2008,5,0.471148931537982,0.45468482084914574,0.016464110688836266,2.9251616608691103e-5,0.009009325449259056,0.007425533622968521,0.01728437756827286,0.9842395193410942,0.4661426957099514,0.44935570180792206,0.01678699390202938,5789.643671000002
UKR,Ukraine,2004,2008,5,0.13329045082205418,0.05925073704809398,0.0740397137739602,0.021324298794636393,0.046386004362889983,0.006329410616433816,0.017897733119794625,0.9525141480323768,0.1366940465756708,0.06308772141325016,0.07360632516242063,242499.0657339998
UMI,United States Minor Outlying Islands (the),2004,2008,5,0.07507333549681654,0.05265553323398515,0.022417802262831382,3.495425788052502e-5,0.022382848004950856,0,0,0.9999999999999998,0.05139003751661517,0.02564511388308041,0.025744923633534752,135.3474980000001
URY,Uruguay,2004,2008,5,0.1986160466926558,0.19355838314081583,0.005057663551839963,2.067199181399273e-8,0.002186150234635944,0.002871492645212205,0.051205049455180146,0.9855424942091631,0.2015389514164927,0.19631763656545714,0.005221314851035572,27495.15478300007
USA,United States,2004,2008,5,0.07320324895493337,0.05318738284696346,0.020015866107969897,0.012403480426390666,0.006600657345789642,0.0010117283357895823,0.05567799468213511,0.9861791880793098,0.0741090396539107,0.05371605207502985,0.020392987578880865,5096304.861806005
UZB,Uzbekistan,2004,2008,5,0.4650854101118071,0.29152633678159917,0.1735590733302079,0.16858690664525225,0.0049574300342116965,1.4736650743942428e-5,0.09833301943131398,0.9999683140979623,0.4572650963595408,0.26285149486873816,0.1944136014908027,24470.989131000017
VAT,Vatican City,2004,2008,5,0.006037631079329013,0.002585540488092984,0.003452090591236029,0,0.003452090591236029,0,1.1418256355719311e-5,1,0.0062084452286941105,0.0038730615017075923,0.0023353837269865186,17.026323999999995
VCT,St. Vincent & Grenadines,2004,2008,5,0.10841671889214917,0.10805523607918681,3.6148281296235156e-4,1.207662489929652e-6,3.6027515047242186e-4,0,0.016806929606460807,0.9999999999999999,0.10504682712482812,0.10465523633166841,3.915907931597053e-4,1181.7157299999997
VEN,Venezuela,2004,2008,5,0.6995561280329574,0.002538642485422832,0.6970174855475346,0.6824791360381642,0.014211122740512465,3.272267688579916e-4,0.03714926781849401,0.9995322365772451,0.7131397649140794,0.0022178837608627876,0.7109218811532165,335620.1876469989
