specification,variable,brazil_pre_mean,synthetic_pre_mean,difference,standardized_difference,material_raw_imbalance,diagnostic_scope
current_baseline,abs_distance_china,0.6467778905833333,0.9875941790859187,-0.3408162885025854,-0.43350158849226217,TRUE,"Raw pre-period means weighted by omega; descriptive, not residualized synthdid balance"
current_baseline,gpi,0.17857519706566746,-0.03470461716338913,0.2132798142290566,0.40371571609192947,TRUE,"Raw pre-period means weighted by omega; descriptive, not residualized synthdid balance"
current_baseline,perc_trade_with_us,0.08860337421206912,0.052724662901429076,0.03587871131064005,0.07169939978093076,FALSE,"Raw pre-period means weighted by omega; descriptive, not residualized synthdid balance"
current_baseline,perc_trade_with_china,0.5548997782530728,-0.1380075114642302,0.692907289717303,2.44783404120162,TRUE,"Raw pre-period means weighted by omega; descriptive, not residualized synthdid balance"
current_baseline,pci_cur,-0.23350518383315028,-0.11328301331067506,-0.12022217052247522,-0.3013350314791836,TRUE,"Raw pre-period means weighted by omega; descriptive, not residualized synthdid balance"
current_baseline,exachange_rate,-0.1470832311859646,0.015606903092963241,-0.16269013427892787,-0.4217401055140857,TRUE,"Raw pre-period means weighted by omega; descriptive, not residualized synthdid balance"
current_baseline,distance_us,-0.15570655839743588,-0.02910568718146539,-0.1266008712159705,-0.2507436970037217,TRUE,"Raw pre-period means weighted by omega; descriptive, not residualized synthdid balance"
current_baseline,us_power_gap,0.04116562019224115,0.22146162303380507,-0.1802960028415639,-0.40371571609192924,TRUE,"Raw pre-period means weighted by omega; descriptive, not residualized synthdid balance"
current_baseline,hog_left,0.5,0.3734012730487948,0.12659872695120522,0.3662006917677495,TRUE,"Raw pre-period means weighted by omega; descriptive, not residualized synthdid balance"
current_baseline,CA_GDP,0.01709779184158193,-0.08698187298557608,0.10407966482715801,0.26162687430485543,TRUE,"Raw pre-period means weighted by omega; descriptive, not residualized synthdid balance"
current_baseline,govdef_GDP,-0.2443910622383861,0.02289411768248493,-0.26728517992087103,-0.7761201940575018,TRUE,"Raw pre-period means weighted by omega; descriptive, not residualized synthdid balance"
current_baseline,inst_parliamentary,0,0.42751146163329523,-0.42751146163329523,-0.8889133576211462,TRUE,"Raw pre-period means weighted by omega; descriptive, not residualized synthdid balance"
current_baseline,inst_military_exec,0,0.09351729695754597,-0.09351729695754597,-0.31954955307928423,TRUE,"Raw pre-period means weighted by omega; descriptive, not residualized synthdid balance"
current_baseline,us_trade_agreement,0,0.044129227803923955,-0.044129227803923955,-0.2282803509113041,FALSE,"Raw pre-period means weighted by omega; descriptive, not residualized synthdid balance"
all_current_covariates_frozen,abs_distance_china,0.6467778905833333,1.0057064784817102,-0.3589285878983769,-0.45653954420095333,TRUE,"Raw pre-period means weighted by omega; descriptive, not residualized synthdid balance"
all_current_covariates_frozen,frozen_gpi,0.16820842273040865,-0.0346686722260814,0.20287709495649003,0.39459860421273074,TRUE,"Raw pre-period means weighted by omega; descriptive, not residualized synthdid balance"
all_current_covariates_frozen,frozen_perc_trade_with_us,0.03189011584096302,0.04082489665249271,-0.008934780811529694,-0.017431509439426694,FALSE,"Raw pre-period means weighted by omega; descriptive, not residualized synthdid balance"
all_current_covariates_frozen,frozen_perc_trade_with_china,1.0616424663082873,-0.030297591379536432,1.0919400576878238,2.6803146636029167,TRUE,"Raw pre-period means weighted by omega; descriptive, not residualized synthdid balance"
all_current_covariates_frozen,frozen_pci_cur,-0.19315340535688277,6.468551241353718e-4,-0.19380026048101814,-0.3673312343651979,TRUE,"Raw pre-period means weighted by omega; descriptive, not residualized synthdid balance"
all_current_covariates_frozen,frozen_exachange_rate,-0.14700374985188783,0.022741837468677403,-0.16974558732056522,-0.37098081238782216,TRUE,"Raw pre-period means weighted by omega; descriptive, not residualized synthdid balance"
all_current_covariates_frozen,frozen_distance_us,-0.15570655839743588,-0.04186354719265105,-0.11384301120478484,-0.22547567985395428,FALSE,"Raw pre-period means weighted by omega; descriptive, not residualized synthdid balance"
all_current_covariates_frozen,frozen_us_power_gap,-0.05448247071607292,0.11701959768633081,-0.17150206840240373,-0.39459860421273113,TRUE,"Raw pre-period means weighted by omega; descriptive, not residualized synthdid balance"
all_current_covariates_frozen,frozen_hog_left,1,0.4315772653227485,0.5684227346772515,1.1493990983249613,TRUE,"Raw pre-period means weighted by omega; descriptive, not residualized synthdid balance"
all_current_covariates_frozen,frozen_CA_GDP,0.12705145195237605,-0.062497168719153805,0.18954862067152986,0.3338795522246333,TRUE,"Raw pre-period means weighted by omega; descriptive, not residualized synthdid balance"
all_current_covariates_frozen,frozen_govdef_GDP,-0.13049441893917726,0.10955985481143636,-0.2400542737506136,-0.5183715076477491,TRUE,"Raw pre-period means weighted by omega; descriptive, not residualized synthdid balance"
all_current_covariates_frozen,frozen_inst_parliamentary,0,0.449754182629341,-0.449754182629341,-0.9132122197799377,TRUE,"Raw pre-period means weighted by omega; descriptive, not residualized synthdid balance"
all_current_covariates_frozen,frozen_inst_military_exec,0,0.095880731610758,-0.095880731610758,-0.2980719323598751,TRUE,"Raw pre-period means weighted by omega; descriptive, not residualized synthdid balance"
all_current_covariates_frozen,frozen_us_trade_agreement,0,0.10542557406435685,-0.10542557406435685,-0.34171358213726083,TRUE,"Raw pre-period means weighted by omega; descriptive, not residualized synthdid balance"
predetermined_core,abs_distance_china,0.6467778905833333,1.0057064784817105,-0.3589285878983771,-0.4565395442009536,TRUE,"Raw pre-period means weighted by omega; descriptive, not residualized synthdid balance"
predetermined_core,frozen_perc_trade_with_china,1.0616424663082873,-0.03029759137953649,1.0919400576878238,2.6803146636029167,TRUE,"Raw pre-period means weighted by omega; descriptive, not residualized synthdid balance"
predetermined_core,frozen_perc_trade_with_us,0.03189011584096302,0.04082489665249287,-0.008934780811529854,-0.017431509439427006,FALSE,"Raw pre-period means weighted by omega; descriptive, not residualized synthdid balance"
predetermined_core,frozen_pci_cur,-0.19315340535688277,6.468551241353479e-4,-0.19380026048101812,-0.3673312343651978,TRUE,"Raw pre-period means weighted by omega; descriptive, not residualized synthdid balance"
predetermined_core,frozen_distance_us,-0.15570655839743588,-0.04186354719265115,-0.11384301120478474,-0.22547567985395411,FALSE,"Raw pre-period means weighted by omega; descriptive, not residualized synthdid balance"
predetermined_core,frozen_inst_parliamentary,0,0.44975418262934097,-0.44975418262934097,-0.9132122197799376,TRUE,"Raw pre-period means weighted by omega; descriptive, not residualized synthdid balance"
predetermined_core,frozen_us_trade_agreement,0,0.1054255740643569,-0.1054255740643569,-0.341713582137261,TRUE,"Raw pre-period means weighted by omega; descriptive, not residualized synthdid balance"
predetermined_plus_primary_level,abs_distance_china,0.6467778905833333,1.0057064784817105,-0.3589285878983771,-0.4565395442009536,TRUE,"Raw pre-period means weighted by omega; descriptive, not residualized synthdid balance"
predetermined_plus_primary_level,frozen_perc_trade_with_china,1.0616424663082873,-0.030297591379536443,1.0919400576878238,2.6803146636029167,TRUE,"Raw pre-period means weighted by omega; descriptive, not residualized synthdid balance"
predetermined_plus_primary_level,frozen_perc_trade_with_us,0.03189011584096302,0.040824896652492865,-0.008934780811529847,-0.017431509439426993,FALSE,"Raw pre-period means weighted by omega; descriptive, not residualized synthdid balance"
predetermined_plus_primary_level,frozen_pci_cur,-0.19315340535688277,6.468551241353543e-4,-0.19380026048101812,-0.3673312343651978,TRUE,"Raw pre-period means weighted by omega; descriptive, not residualized synthdid balance"
predetermined_plus_primary_level,frozen_distance_us,-0.15570655839743588,-0.04186354719265123,-0.11384301120478466,-0.22547567985395395,FALSE,"Raw pre-period means weighted by omega; descriptive, not residualized synthdid balance"
predetermined_plus_primary_level,frozen_inst_parliamentary,0,0.44975418262934075,-0.44975418262934075,-0.9132122197799372,TRUE,"Raw pre-period means weighted by omega; descriptive, not residualized synthdid balance"
predetermined_plus_primary_level,frozen_us_trade_agreement,0,0.10542557406435685,-0.10542557406435685,-0.34171358213726083,TRUE,"Raw pre-period means weighted by omega; descriptive, not residualized synthdid balance"
predetermined_plus_primary_level,primary_level_z,0.09091327874963678,-0.05810139151147511,0.1490146702611119,0.14749909864481267,FALSE,"Raw pre-period means weighted by omega; descriptive, not residualized synthdid balance"
predetermined_plus_primary_gfc_2008_2009,abs_distance_china,0.6467778905833333,1.0107735210231201,-0.3639956304397868,-0.462984573575312,TRUE,"Raw pre-period means weighted by omega; descriptive, not residualized synthdid balance"
predetermined_plus_primary_gfc_2008_2009,frozen_perc_trade_with_china,1.0616424663082873,-0.03484221670465524,1.0964846830129424,2.691470061569807,TRUE,"Raw pre-period means weighted by omega; descriptive, not residualized synthdid balance"
predetermined_plus_primary_gfc_2008_2009,frozen_perc_trade_with_us,0.03189011584096302,0.04297037421771341,-0.01108025837675039,-0.02161727663608385,FALSE,"Raw pre-period means weighted by omega; descriptive, not residualized synthdid balance"
predetermined_plus_primary_gfc_2008_2009,frozen_pci_cur,-0.19315340535688277,-0.0013221670198766083,-0.19183123833700616,-0.3635991272315071,TRUE,"Raw pre-period means weighted by omega; descriptive, not residualized synthdid balance"
