specification,weight_rank,iso3c,country_name,unit_weight
predetermined_plus_primary_gfc_2008_2009,57,NAM,Namibia,0.00886569393169203
predetermined_plus_primary_gfc_2008_2009,58,COM,Comoros,0.008748382816542067
predetermined_plus_primary_gfc_2008_2009,59,NLD,Netherlands,0.008656010515503302
predetermined_plus_primary_gfc_2008_2009,60,ISR,Israel,0.0085121687826954
predetermined_plus_primary_gfc_2008_2009,61,GRC,Greece,0.008253153924689552
predetermined_plus_primary_gfc_2008_2009,62,PRT,Portugal,0.008156890179183916
predetermined_plus_primary_gfc_2008_2009,63,SVK,Slovakia,0.0080263803722983
predetermined_plus_primary_gfc_2008_2009,64,ITA,Italy,0.007850379585621995
predetermined_plus_primary_gfc_2008_2009,65,MDA,Moldova,0.007579546471919412
predetermined_plus_primary_gfc_2008_2009,66,UGA,Uganda,0.007316309491423115
predetermined_plus_primary_gfc_2008_2009,67,MAR,Morocco,0.00715329089687118
predetermined_plus_primary_gfc_2008_2009,68,BTN,Bhutan,0.006748281644894257
predetermined_plus_primary_gfc_2008_2009,69,GBR,United Kingdom,0.005926827909351816
predetermined_plus_primary_gfc_2008_2009,70,LKA,Sri Lanka,0.005243604835389852
predetermined_plus_primary_gfc_2008_2009,71,USA,United States,0.004591229561966756
predetermined_plus_primary_gfc_2008_2009,72,CAN,Canada,0.004185203558680861
predetermined_plus_primary_gfc_2008_2009,73,IRL,Ireland,0.0034243485063779893
predetermined_plus_primary_gfc_2008_2009,74,BWA,Botswana,0.0031940846152954403
predetermined_plus_primary_gfc_2008_2009,75,LBY,Libya,0.001476559817318565
predetermined_plus_primary_gfc_2008_2009,76,BGD,Bangladesh,0.001316764596719925
predetermined_plus_primary_gfc_2008_2009,77,UKR,Ukraine,0.0012599728475547664
predetermined_plus_primary_gfc_2008_2009,78,CPV,Cape Verde,0.001045939306874569
predetermined_plus_primary_gfc_2008_2009,79,FRA,France,8.079460803782842e-4
predetermined_plus_primary_gfc_2008_2009,80,EGY,Egypt,5.361961232285953e-4
predetermined_plus_primary_gfc_2008_2009,81,ARE,United Arab Emirates,4.298953658633448e-4
predetermined_plus_primary_gfc_2008_2009,82,BHR,Bahrain,4.298953658633448e-4
predetermined_plus_primary_gfc_2008_2009,83,BLR,Belarus,4.298953658633448e-4
predetermined_plus_primary_gfc_2008_2009,84,CIV,Côte d’Ivoire,4.298953658633448e-4
predetermined_plus_primary_gfc_2008_2009,85,ECU,Ecuador,4.298953658633448e-4
predetermined_plus_primary_gfc_2008_2009,86,GAB,Gabon,4.298953658633448e-4
predetermined_plus_primary_gfc_2008_2009,87,GHA,Ghana,4.298953658633448e-4
predetermined_plus_primary_gfc_2008_2009,88,GIN,Guinea,4.298953658633448e-4
predetermined_plus_primary_gfc_2008_2009,89,KWT,Kuwait,4.298953658633448e-4
predetermined_plus_primary_gfc_2008_2009,90,MDG,Madagascar,4.298953658633448e-4
predetermined_plus_primary_gfc_2008_2009,91,MEX,Mexico,4.298953658633448e-4
predetermined_plus_primary_gfc_2008_2009,92,NGA,Nigeria,4.298953658633448e-4
predetermined_plus_primary_gfc_2008_2009,93,RWA,Rwanda,4.298953658633448e-4
predetermined_plus_primary_gfc_2008_2009,94,SWZ,Eswatini,4.298953658633448e-4
predetermined_plus_primary_gfc_2008_2009,95,VEN,Venezuela,4.298953658633448e-4
predetermined_plus_agriculture_mining_gfc,1,MLT,Malta,0.03157980172287123
predetermined_plus_agriculture_mining_gfc,2,GEO,Georgia,0.030774711482388695
predetermined_plus_agriculture_mining_gfc,3,TCD,Chad,0.026548391843999517
predetermined_plus_agriculture_mining_gfc,4,GTM,Guatemala,0.026302032463769047
predetermined_plus_agriculture_mining_gfc,5,PRY,Paraguay,0.02481565143765472
predetermined_plus_agriculture_mining_gfc,6,ALB,Albania,0.02209916861968174
predetermined_plus_agriculture_mining_gfc,7,DOM,Dominican Republic,0.021806083916133687
predetermined_plus_agriculture_mining_gfc,8,COL,Colombia,0.02177433537974314
predetermined_plus_agriculture_mining_gfc,9,IND,India,0.021584122620273278
predetermined_plus_agriculture_mining_gfc,10,BOL,Bolivia,0.021044742144785217
predetermined_plus_agriculture_mining_gfc,11,TUR,Turkey,0.0207021227441731
predetermined_plus_agriculture_mining_gfc,12,DEU,Germany,0.02070041896951328
predetermined_plus_agriculture_mining_gfc,13,AZE,Azerbaijan,0.019077713377547954
predetermined_plus_agriculture_mining_gfc,14,FJI,Fiji,0.018895222550040332
predetermined_plus_agriculture_mining_gfc,15,CRI,Costa Rica,0.017841057755821958
predetermined_plus_agriculture_mining_gfc,16,HTI,Haiti,0.01696300568751364
predetermined_plus_agriculture_mining_gfc,17,CYP,Cyprus,0.01639431081098929
predetermined_plus_agriculture_mining_gfc,18,BRB,Barbados,0.01593542538105725
predetermined_plus_agriculture_mining_gfc,19,SUR,Suriname,0.01584548082861281
predetermined_plus_agriculture_mining_gfc,20,ISL,Iceland,0.015643587891909182
predetermined_plus_agriculture_mining_gfc,21,HUN,Hungary,0.015595329488949877
predetermined_plus_agriculture_mining_gfc,22,ARG,Argentina,0.015583128819457549
predetermined_plus_agriculture_mining_gfc,23,PNG,Papua New Guinea,0.01517393048282679
predetermined_plus_agriculture_mining_gfc,24,TUN,Tunisia,0.014810481403298834
predetermined_plus_agriculture_mining_gfc,25,MWI,Malawi,0.014142850589768677
predetermined_plus_agriculture_mining_gfc,26,TTO,Trinidad & Tobago,0.014124512163692317
predetermined_plus_agriculture_mining_gfc,27,HRV,Croatia,0.014086871097054757
predetermined_plus_agriculture_mining_gfc,28,DNK,Denmark,0.014073090307328213
predetermined_plus_agriculture_mining_gfc,29,KEN,Kenya,0.013931496847612116
predetermined_plus_agriculture_mining_gfc,30,POL,Poland,0.013902155837377816
predetermined_plus_agriculture_mining_gfc,31,SLV,El Salvador,0.013882763164763192
predetermined_plus_agriculture_mining_gfc,32,LTU,Lithuania,0.013657449248161032
predetermined_plus_agriculture_mining_gfc,33,PAK,Pakistan,0.013646538694355694
predetermined_plus_agriculture_mining_gfc,34,NOR,Norway,0.013631012431280528
predetermined_plus_agriculture_mining_gfc,35,EST,Estonia,0.013350094343495503
predetermined_plus_agriculture_mining_gfc,36,NIC,Nicaragua,0.01330307178348521
predetermined_plus_agriculture_mining_gfc,37,JAM,Jamaica,0.01290924278504862
predetermined_plus_agriculture_mining_gfc,38,MDV,Maldives,0.01197915087601581
predetermined_plus_agriculture_mining_gfc,39,LBN,Lebanon,0.011926808651692183
predetermined_plus_agriculture_mining_gfc,40,LVA,Latvia,0.011391981051261314
predetermined_plus_agriculture_mining_gfc,41,ESP,Spain,0.011051707839208542
predetermined_plus_agriculture_mining_gfc,42,ROU,Romania,0.011040263496776007
predetermined_plus_agriculture_mining_gfc,43,MUS,Mauritius,0.011036059359407406
predetermined_plus_agriculture_mining_gfc,44,SVN,Slovenia,0.010990895664494302
predetermined_plus_agriculture_mining_gfc,45,TGO,Togo,0.010896645105031402
predetermined_plus_agriculture_mining_gfc,46,BGR,Bulgaria,0.010582912646154546
predetermined_plus_agriculture_mining_gfc,47,AUT,Austria,0.010340366205980028
predetermined_plus_agriculture_mining_gfc,48,CZE,Czechia,0.010296178082387555
predetermined_plus_agriculture_mining_gfc,49,DZA,Algeria,0.010266917420604833
predetermined_plus_agriculture_mining_gfc,50,JOR,Jordan,0.010134824389611441
predetermined_plus_agriculture_mining_gfc,51,GUY,Guyana,0.009677299564612022
predetermined_plus_agriculture_mining_gfc,52,QAT,Qatar,0.009619451760090202
predetermined_plus_agriculture_mining_gfc,53,PAN,Panama,0.00946616132057518
predetermined_plus_agriculture_mining_gfc,54,SWE,Sweden,0.009434833299680638
predetermined_plus_agriculture_mining_gfc,55,NAM,Namibia,0.009083208497143724
predetermined_plus_agriculture_mining_gfc,56,FIN,Finland,0.009057593771311784
predetermined_plus_agriculture_mining_gfc,57,SEN,Senegal,0.008695770551906047
predetermined_plus_agriculture_mining_gfc,58,ISR,Israel,0.008645303861395953
predetermined_plus_agriculture_mining_gfc,59,NLD,Netherlands,0.008576011198878393
predetermined_plus_agriculture_mining_gfc,60,PRT,Portugal,0.008215046979000355
predetermined_plus_agriculture_mining_gfc,61,GRC,Greece,0.00811223359274093
predetermined_plus_agriculture_mining_gfc,62,SVK,Slovakia,0.008099019184814071
predetermined_plus_agriculture_mining_gfc,63,ITA,Italy,0.007845315877684274
predetermined_plus_agriculture_mining_gfc,64,COM,Comoros,0.007844629874120324
predetermined_plus_agriculture_mining_gfc,65,MDA,Moldova,0.007413439065588874
predetermined_plus_agriculture_mining_gfc,66,MAR,Morocco,0.006987034690720027
predetermined_plus_agriculture_mining_gfc,67,BTN,Bhutan,0.00688280263086911
predetermined_plus_agriculture_mining_gfc,68,UGA,Uganda,0.006688427428375956
predetermined_plus_agriculture_mining_gfc,69,GBR,United Kingdom,0.005972712563639581
predetermined_plus_agriculture_mining_gfc,70,LKA,Sri Lanka,0.005016567603407561
predetermined_plus_agriculture_mining_gfc,71,USA,United States,0.004692947758049231
predetermined_plus_agriculture_mining_gfc,72,CAN,Canada,0.004451090866754098
predetermined_plus_agriculture_mining_gfc,73,BWA,Botswana,0.003843233119086932
predetermined_plus_agriculture_mining_gfc,74,IRL,Ireland,0.003550865865087947
predetermined_plus_agriculture_mining_gfc,75,LBY,Libya,0.001971878790055842
predetermined_plus_agriculture_mining_gfc,76,UKR,Ukraine,0.0013660444128882404
predetermined_plus_agriculture_mining_gfc,77,BGD,Bangladesh,0.001233449473984484
predetermined_plus_agriculture_mining_gfc,78,CPV,Cape Verde,0.0010791935322260115
predetermined_plus_agriculture_mining_gfc,79,ARE,United Arab Emirates,7.854602928305586e-4
predetermined_plus_agriculture_mining_gfc,80,FRA,France,7.445629581820766e-4
predetermined_plus_agriculture_mining_gfc,81,MEX,Mexico,6.452071142439003e-4
predetermined_plus_agriculture_mining_gfc,82,EGY,Egypt,5.496132579463174e-4
predetermined_plus_agriculture_mining_gfc,83,BHR,Bahrain,4.374977951575171e-4
predetermined_plus_agriculture_mining_gfc,84,BLR,Belarus,4.374977951575171e-4
predetermined_plus_agriculture_mining_gfc,85,CIV,Côte d’Ivoire,4.374977951575171e-4
predetermined_plus_agriculture_mining_gfc,86,ECU,Ecuador,4.374977951575171e-4
predetermined_plus_agriculture_mining_gfc,87,GAB,Gabon,4.374977951575171e-4
predetermined_plus_agriculture_mining_gfc,88,GHA,Ghana,4.374977951575171e-4
predetermined_plus_agriculture_mining_gfc,89,GIN,Guinea,4.374977951575171e-4
predetermined_plus_agriculture_mining_gfc,90,KWT,Kuwait,4.374977951575171e-4
predetermined_plus_agriculture_mining_gfc,91,MDG,Madagascar,4.374977951575171e-4
predetermined_plus_agriculture_mining_gfc,92,NGA,Nigeria,4.374977951575171e-4
predetermined_plus_agriculture_mining_gfc,93,RWA,Rwanda,4.374977951575171e-4
predetermined_plus_agriculture_mining_gfc,94,SWZ,Eswatini,4.374977951575171e-4
predetermined_plus_agriculture_mining_gfc,95,VEN,Venezuela,4.374977951575171e-4
predetermined_plus_weighted_price_gfc,1,MLT,Malta,0.030731337985231005
predetermined_plus_weighted_price_gfc,2,GEO,Georgia,0.030455740256192392
predetermined_plus_weighted_price_gfc,3,GTM,Guatemala,0.02723213453001426
predetermined_plus_weighted_price_gfc,4,PRY,Paraguay,0.027035781764907726
predetermined_plus_weighted_price_gfc,5,TCD,Chad,0.027011136939361267
predetermined_plus_weighted_price_gfc,6,IND,India,0.022520835606882474
predetermined_plus_weighted_price_gfc,7,ALB,Albania,0.022375741991962676
predetermined_plus_weighted_price_gfc,8,BOL,Bolivia,0.02206121399780566
predetermined_plus_weighted_price_gfc,9,DOM,Dominican Republic,0.021915651956614466
predetermined_plus_weighted_price_gfc,10,DEU,Germany,0.02120688475907074
predetermined_plus_weighted_price_gfc,11,COL,Colombia,0.02111364012402685
predetermined_plus_weighted_price_gfc,12,TUR,Turkey,0.021100907788257406
predetermined_plus_weighted_price_gfc,13,AZE,Azerbaijan,0.02017705937122735
predetermined_plus_weighted_price_gfc,14,CRI,Costa Rica,0.017598297739346534
predetermined_plus_weighted_price_gfc,15,MWI,Malawi,0.01746548640368105
predetermined_plus_weighted_price_gfc,16,FJI,Fiji,0.017045550424078182
predetermined_plus_weighted_price_gfc,17,ISL,Iceland,0.016676762041316906
predetermined_plus_weighted_price_gfc,18,CYP,Cyprus,0.0163944044340564
predetermined_plus_weighted_price_gfc,19,ARG,Argentina,0.016291132186437688
predetermined_plus_weighted_price_gfc,20,PNG,Papua New Guinea,0.016152799751797463
predetermined_plus_weighted_price_gfc,21,BRB,Barbados,0.015987907586126344
predetermined_plus_weighted_price_gfc,22,HUN,Hungary,0.015808960362431627
predetermined_plus_weighted_price_gfc,23,HTI,Haiti,0.01579616723049339
predetermined_plus_weighted_price_gfc,24,SUR,Suriname,0.015330249305184356
predetermined_plus_weighted_price_gfc,25,KEN,Kenya,0.015308567606471122
predetermined_plus_weighted_price_gfc,26,NOR,Norway,0.014773340124241967
predetermined_plus_weighted_price_gfc,27,TTO,Trinidad & Tobago,0.014007553178723056
predetermined_plus_weighted_price_gfc,28,LTU,Lithuania,0.013786490199508688
predetermined_plus_weighted_price_gfc,29,DNK,Denmark,0.013766827160582942
predetermined_plus_weighted_price_gfc,30,NIC,Nicaragua,0.01375533473339926
predetermined_plus_weighted_price_gfc,31,TUN,Tunisia,0.013725477566154937
predetermined_plus_weighted_price_gfc,32,POL,Poland,0.013591635365836227
predetermined_plus_weighted_price_gfc,33,HRV,Croatia,0.013492101544497802
predetermined_plus_weighted_price_gfc,34,PAK,Pakistan,0.01331722603950107
predetermined_plus_weighted_price_gfc,35,EST,Estonia,0.013169576639918133
predetermined_plus_weighted_price_gfc,36,JAM,Jamaica,0.012785553736612812
predetermined_plus_weighted_price_gfc,37,SLV,El Salvador,0.01252426796562379
predetermined_plus_weighted_price_gfc,38,LBN,Lebanon,0.012338170051729701
predetermined_plus_weighted_price_gfc,39,TGO,Togo,0.011999882348007453
predetermined_plus_weighted_price_gfc,40,MDV,Maldives,0.011784083823588858
predetermined_plus_weighted_price_gfc,41,LVA,Latvia,0.011561615045043565
predetermined_plus_weighted_price_gfc,42,JOR,Jordan,0.011351215074424997
predetermined_plus_weighted_price_gfc,43,ESP,Spain,0.011207446823816084
predetermined_plus_weighted_price_gfc,44,SVN,Slovenia,0.010955501908346862
predetermined_plus_weighted_price_gfc,45,MUS,Mauritius,0.010618088106401224
predetermined_plus_weighted_price_gfc,46,ROU,Romania,0.010551846116011341
predetermined_plus_weighted_price_gfc,47,BGR,Bulgaria,0.010493588067511096
predetermined_plus_weighted_price_gfc,48,AUT,Austria,0.010378376650455507
predetermined_plus_weighted_price_gfc,49,GUY,Guyana,0.010256444119544367
predetermined_plus_weighted_price_gfc,50,CZE,Czechia,0.010051327318568486
predetermined_plus_weighted_price_gfc,51,NAM,Namibia,0.009804763673955644
predetermined_plus_weighted_price_gfc,52,SWE,Sweden,0.009313361976869461
predetermined_plus_weighted_price_gfc,53,FIN,Finland,0.00917375572238569
predetermined_plus_weighted_price_gfc,54,NLD,Netherlands,0.008910765257818157
predetermined_plus_weighted_price_gfc,55,DZA,Algeria,0.008761991790827303
predetermined_plus_weighted_price_gfc,56,QAT,Qatar,0.008565520964942714
predetermined_plus_weighted_price_gfc,57,UGA,Uganda,0.008512105148030453
predetermined_plus_weighted_price_gfc,58,COM,Comoros,0.008408126421730186
predetermined_plus_weighted_price_gfc,59,SEN,Senegal,0.008376352809057927
predetermined_plus_weighted_price_gfc,60,GRC,Greece,0.008360202725364703
predetermined_plus_weighted_price_gfc,61,PRT,Portugal,0.008265199628100246
predetermined_plus_weighted_price_gfc,62,ISR,Israel,0.008203698304251234
predetermined_plus_weighted_price_gfc,63,MAR,Morocco,0.008132476035329366
predetermined_plus_weighted_price_gfc,64,ITA,Italy,0.008114548145684566
predetermined_plus_weighted_price_gfc,65,SVK,Slovakia,0.007984243064242787
predetermined_plus_weighted_price_gfc,66,PAN,Panama,0.00791287270552322
predetermined_plus_weighted_price_gfc,67,MDA,Moldova,0.007286226100008963
predetermined_plus_weighted_price_gfc,68,BTN,Bhutan,0.006369305161141699
predetermined_plus_weighted_price_gfc,69,GBR,United Kingdom,0.005906137854272013
predetermined_plus_weighted_price_gfc,70,USA,United States,0.004235432208056002
predetermined_plus_weighted_price_gfc,71,LKA,Sri Lanka,0.003438357982985605
predetermined_plus_weighted_price_gfc,72,IRL,Ireland,0.003219198583658354
predetermined_plus_weighted_price_gfc,73,BWA,Botswana,0.002920915806009588
predetermined_plus_weighted_price_gfc,74,CAN,Canada,0.002356392500287785
predetermined_plus_weighted_price_gfc,75,LBY,Libya,0.001174824652139542
predetermined_plus_weighted_price_gfc,76,BGD,Bangladesh,0.0010614381800500552
predetermined_plus_weighted_price_gfc,77,FRA,France,7.94611368631852e-4
predetermined_plus_weighted_price_gfc,78,ARE,United Arab Emirates,4.1110296542330927e-4
predetermined_plus_weighted_price_gfc,79,BHR,Bahrain,4.1110296542330927e-4
predetermined_plus_weighted_price_gfc,80,BLR,Belarus,4.1110296542330927e-4
predetermined_plus_weighted_price_gfc,81,CIV,Côte d’Ivoire,4.1110296542330927e-4
predetermined_plus_weighted_price_gfc,82,CPV,Cape Verde,4.1110296542330927e-4
predetermined_plus_weighted_price_gfc,83,ECU,Ecuador,4.1110296542330927e-4
predetermined_plus_weighted_price_gfc,84,EGY,Egypt,4.1110296542330927e-4
predetermined_plus_weighted_price_gfc,85,GAB,Gabon,4.1110296542330927e-4
predetermined_plus_weighted_price_gfc,86,GHA,Ghana,4.1110296542330927e-4
predetermined_plus_weighted_price_gfc,87,GIN,Guinea,4.1110296542330927e-4
predetermined_plus_weighted_price_gfc,88,KWT,Kuwait,4.1110296542330927e-4
predetermined_plus_weighted_price_gfc,89,MDG,Madagascar,4.1110296542330927e-4
predetermined_plus_weighted_price_gfc,90,MEX,Mexico,4.1110296542330927e-4
predetermined_plus_weighted_price_gfc,91,NGA,Nigeria,4.1110296542330927e-4
predetermined_plus_weighted_price_gfc,92,RWA,Rwanda,4.1110296542330927e-4
predetermined_plus_weighted_price_gfc,93,SWZ,Eswatini,4.1110296542330927e-4
predetermined_plus_weighted_price_gfc,94,UKR,Ukraine,4.1110296542330927e-4
predetermined_plus_weighted_price_gfc,95,VEN,Venezuela,4.1110296542330927e-4
predetermined_plus_pre_china_gfc,1,MLT,Malta,0.03096875212237487
predetermined_plus_pre_china_gfc,2,GEO,Georgia,0.030953839154187167
predetermined_plus_pre_china_gfc,3,GTM,Guatemala,0.026485003372515487
predetermined_plus_pre_china_gfc,4,TCD,Chad,0.026139403401466088
predetermined_plus_pre_china_gfc,5,PRY,Paraguay,0.025454351891514397
predetermined_plus_pre_china_gfc,6,COL,Colombia,0.023103890758420263
predetermined_plus_pre_china_gfc,7,ALB,Albania,0.021309554819014094
predetermined_plus_pre_china_gfc,8,BOL,Bolivia,0.020951770171190823
predetermined_plus_pre_china_gfc,9,DOM,Dominican Republic,0.020802767574610876
predetermined_plus_pre_china_gfc,10,FJI,Fiji,0.020326965854752823
predetermined_plus_pre_china_gfc,11,DEU,Germany,0.019665746013153813
predetermined_plus_pre_china_gfc,12,TUR,Turkey,0.019649492095418806
predetermined_plus_pre_china_gfc,13,IND,India,0.01954122491731968
predetermined_plus_pre_china_gfc,14,CRI,Costa Rica,0.01881699263080519
predetermined_plus_pre_china_gfc,15,AZE,Azerbaijan,0.018774665020025214
predetermined_plus_pre_china_gfc,16,HTI,Haiti,0.016698430171028306
predetermined_plus_pre_china_gfc,17,ARG,Argentina,0.015962244845438185
predetermined_plus_pre_china_gfc,18,CYP,Cyprus,0.01564998721411176
predetermined_plus_pre_china_gfc,19,SUR,Suriname,0.015586054063952231
predetermined_plus_pre_china_gfc,20,BRB,Barbados,0.015183254032530994
predetermined_plus_pre_china_gfc,21,TUN,Tunisia,0.015005186159376219
predetermined_plus_pre_china_gfc,22,MWI,Malawi,0.014930479406385649
predetermined_plus_pre_china_gfc,23,SLV,El Salvador,0.014895796601815461
predetermined_plus_pre_china_gfc,24,HUN,Hungary,0.014832161648847587
predetermined_plus_pre_china_gfc,25,PNG,Papua New Guinea,0.014775611187991722
predetermined_plus_pre_china_gfc,26,KEN,Kenya,0.014408164428765835
predetermined_plus_pre_china_gfc,27,ISL,Iceland,0.01429709539094553
predetermined_plus_pre_china_gfc,28,HRV,Croatia,0.014216733425086737
predetermined_plus_pre_china_gfc,29,TTO,Trinidad & Tobago,0.014184458221953756
predetermined_plus_pre_china_gfc,30,DNK,Denmark,0.014173026765769942
predetermined_plus_pre_china_gfc,31,POL,Poland,0.013862540073187083
predetermined_plus_pre_china_gfc,32,PAK,Pakistan,0.01348189790974372
predetermined_plus_pre_china_gfc,33,LTU,Lithuania,0.013375764628690015
predetermined_plus_pre_china_gfc,34,NOR,Norway,0.013078479805528396
predetermined_plus_pre_china_gfc,35,NIC,Nicaragua,0.01305481237691074
predetermined_plus_pre_china_gfc,36,EST,Estonia,0.013018097092203773
predetermined_plus_pre_china_gfc,37,JAM,Jamaica,0.012560089584953936
predetermined_plus_pre_china_gfc,38,MDV,Maldives,0.011922376934247155
predetermined_plus_pre_china_gfc,39,DZA,Algeria,0.011675049534304335
predetermined_plus_pre_china_gfc,40,LVA,Latvia,0.010988450582519158
predetermined_plus_pre_china_gfc,41,ROU,Romania,0.010986612386418211
predetermined_plus_pre_china_gfc,42,QAT,Qatar,0.01095993157399033
predetermined_plus_pre_china_gfc,43,TGO,Togo,0.01093645189271907
predetermined_plus_pre_china_gfc,44,MUS,Mauritius,0.0108318118225673
predetermined_plus_pre_china_gfc,45,ESP,Spain,0.010761500872947482
predetermined_plus_pre_china_gfc,46,BGR,Bulgaria,0.01065669967487104
predetermined_plus_pre_china_gfc,47,PAN,Panama,0.010558071420256028
predetermined_plus_pre_china_gfc,48,SVN,Slovenia,0.010384114977238859
predetermined_plus_pre_china_gfc,49,LBN,Lebanon,0.010365421775578193
predetermined_plus_pre_china_gfc,50,GUY,Guyana,0.01006217917760809
predetermined_plus_pre_china_gfc,51,CZE,Czechia,0.009915433675954584
predetermined_plus_pre_china_gfc,52,AUT,Austria,0.009768248299348938
predetermined_plus_pre_china_gfc,53,SEN,Senegal,0.009486521503341954
predetermined_plus_pre_china_gfc,54,COM,Comoros,0.009448362162505834
predetermined_plus_pre_china_gfc,55,SWE,Sweden,0.008822507369889635
predetermined_plus_pre_china_gfc,56,ISR,Israel,0.00848312392060843
predetermined_plus_pre_china_gfc,57,NLD,Netherlands,0.008326530202754078
predetermined_plus_pre_china_gfc,58,FIN,Finland,0.008255428843123323
predetermined_plus_pre_china_gfc,59,JOR,Jordan,0.008203884944059192
predetermined_plus_pre_china_gfc,60,NAM,Namibia,0.00802495980347788
predetermined_plus_pre_china_gfc,61,GRC,Greece,0.00798792917955412
predetermined_plus_pre_china_gfc,62,PRT,Portugal,0.0077299593071355486
predetermined_plus_pre_china_gfc,63,SVK,Slovakia,0.007630385894704131
predetermined_plus_pre_china_gfc,64,MDA,Moldova,0.007598220561256807
predetermined_plus_pre_china_gfc,65,ITA,Italy,0.007253039573000245
predetermined_plus_pre_china_gfc,66,LKA,Sri Lanka,0.006943211036147411
predetermined_plus_pre_china_gfc,67,BWA,Botswana,0.006790299928495679
predetermined_plus_pre_china_gfc,68,BTN,Bhutan,0.006401566766711682
predetermined_plus_pre_china_gfc,69,UGA,Uganda,0.00621894473418351
predetermined_plus_pre_china_gfc,70,CAN,Canada,0.006134087025270166
predetermined_plus_pre_china_gfc,71,GBR,United Kingdom,0.005796356245997493
predetermined_plus_pre_china_gfc,72,MAR,Morocco,0.005454459183584511
predetermined_plus_pre_china_gfc,73,USA,United States,0.004665698068558895
predetermined_plus_pre_china_gfc,74,LBY,Libya,0.0033560524520064115
predetermined_plus_pre_china_gfc,75,UKR,Ukraine,0.003331002703466544
predetermined_plus_pre_china_gfc,76,IRL,Ireland,0.0030707769183480893
predetermined_plus_pre_china_gfc,77,CPV,Cape Verde,0.001843264981441861
predetermined_plus_pre_china_gfc,78,ARE,United Arab Emirates,0.0015285766201662346
predetermined_plus_pre_china_gfc,79,EGY,Egypt,0.0012980458024517507
predetermined_plus_pre_china_gfc,80,MEX,Mexico,0.001138581916732813
predetermined_plus_pre_china_gfc,81,GIN,Guinea,9.25897851191699e-4
predetermined_plus_pre_china_gfc,82,BGD,Bangladesh,4.932275048055432e-4
predetermined_plus_pre_china_gfc,83,BHR,Bahrain,4.932275048055432e-4
predetermined_plus_pre_china_gfc,84,BLR,Belarus,4.932275048055432e-4
predetermined_plus_pre_china_gfc,85,CIV,Côte d’Ivoire,4.932275048055432e-4
predetermined_plus_pre_china_gfc,86,ECU,Ecuador,4.932275048055432e-4
predetermined_plus_pre_china_gfc,87,FRA,France,4.932275048055432e-4
predetermined_plus_pre_china_gfc,88,GAB,Gabon,4.932275048055432e-4
predetermined_plus_pre_china_gfc,89,GHA,Ghana,4.932275048055432e-4
predetermined_plus_pre_china_gfc,90,KWT,Kuwait,4.932275048055432e-4
predetermined_plus_pre_china_gfc,91,MDG,Madagascar,4.932275048055432e-4
predetermined_plus_pre_china_gfc,92,NGA,Nigeria,4.932275048055432e-4
predetermined_plus_pre_china_gfc,93,RWA,Rwanda,4.932275048055432e-4
predetermined_plus_pre_china_gfc,94,SWZ,Eswatini,4.932275048055432e-4
predetermined_plus_pre_china_gfc,95,VEN,Venezuela,4.932275048055432e-4
existing_commodity_gfc_exposure,1,MLT,Malta,0.030200918481880324
existing_commodity_gfc_exposure,2,GEO,Georgia,0.02918290342776307
existing_commodity_gfc_exposure,3,PRY,Paraguay,0.026276007958465304
existing_commodity_gfc_exposure,4,TCD,Chad,0.02610183734624061
existing_commodity_gfc_exposure,5,COL,Colombia,0.02599378304973146
existing_commodity_gfc_exposure,6,GTM,Guatemala,0.025685761787913125
existing_commodity_gfc_exposure,7,FJI,Fiji,0.02247255279185598
existing_commodity_gfc_exposure,8,TUR,Turkey,0.02071412960536898
existing_commodity_gfc_exposure,9,DOM,Dominican Republic,0.020335378326294368
existing_commodity_gfc_exposure,10,BOL,Bolivia,0.020066522214221297
existing_commodity_gfc_exposure,11,ALB,Albania,0.019630920487400408
existing_commodity_gfc_exposure,12,IND,India,0.01897556853297554
existing_commodity_gfc_exposure,13,DEU,Germany,0.018686679637833433
existing_commodity_gfc_exposure,14,HRV,Croatia,0.01799042384829674
existing_commodity_gfc_exposure,15,CRI,Costa Rica,0.017868790698207765
existing_commodity_gfc_exposure,16,AZE,Azerbaijan,0.0173388039424631
existing_commodity_gfc_exposure,17,PNG,Papua New Guinea,0.01705428976053517
existing_commodity_gfc_exposure,18,MWI,Malawi,0.016556108311055924
existing_commodity_gfc_exposure,19,CYP,Cyprus,0.016479856661603353
existing_commodity_gfc_exposure,20,SUR,Suriname,0.015877478993872124
existing_commodity_gfc_exposure,21,HTI,Haiti,0.015797573802305544
existing_commodity_gfc_exposure,22,ARG,Argentina,0.01565455833788685
existing_commodity_gfc_exposure,23,KEN,Kenya,0.014461463468569033
existing_commodity_gfc_exposure,24,ISL,Iceland,0.014343600304087909
existing_commodity_gfc_exposure,25,TUN,Tunisia,0.013953571778907579
existing_commodity_gfc_exposure,26,TTO,Trinidad & Tobago,0.013836763926004964
existing_commodity_gfc_exposure,27,SLV,El Salvador,0.013648688252899391
existing_commodity_gfc_exposure,28,BRB,Barbados,0.013423592495541828
existing_commodity_gfc_exposure,29,DNK,Denmark,0.01341684069559971
existing_commodity_gfc_exposure,30,PAK,Pakistan,0.013286302014985752
existing_commodity_gfc_exposure,31,NIC,Nicaragua,0.01327834299716347
existing_commodity_gfc_exposure,32,HUN,Hungary,0.013002058180422443
