source_bpm5,metric,metric_label,iso3c,country_name,year,top1_partner_iso3_bpm5,top1_partner_name_bpm5,top1_value_musd_bpm5,top2_partner_iso3_bpm5,top2_partner_name_bpm5,top2_value_musd_bpm5,top1_top2_margin_musd_bpm5,top1_top2_margin_share_bpm5,source_bpm6,top1_partner_iso3_bpm6,top1_partner_name_bpm6,top1_value_musd_bpm6,top2_partner_iso3_bpm6,top2_partner_name_bpm6,top2_value_musd_bpm6,top1_top2_margin_musd_bpm6,top1_top2_margin_share_bpm6,top1_same,top2_ordered_same,top2_unordered_same,china_top1_bpm5,china_top1_bpm6,china_top1_status_same,china_in_top2_bpm5,china_in_top2_bpm6,china_in_top2_status_same,china_in_top2_any_source,china_top1_any_source,top1_disagreement_involves_china,top2_disagreement_involves_china,min_top1_top2_margin_share,close_top1_top2_case
BPM5,goods_services_exports_combined,Bens + serviços: exportações,AGO,Angola,2012,CHN,China,34458.65746100002,USA,United States,11318.678322,23139.979139000017,0.6715287490579,BPM6,CHN,China,33727.84992500002,USA,United States,10069.397316999999,23658.452608000018,0.7014515499982618,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,0.6715287490579,FALSE
BPM5,goods_services_exports_combined,Bens + serviços: exportações,ALB,Albania,2005,ITA,Italy,607.3982540000001,GRC,Greece,218.038571,389.3596830000001,0.6410286503721165,BPM6,ITA,Italy,807.3819990000001,GRC,Greece,165.27067099999996,642.1113280000001,0.7953005253960338,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.6410286503721165,FALSE
BPM5,goods_services_exports_combined,Bens + serviços: exportações,ALB,Albania,2006,ITA,Italy,649.974111,DEU,Germany,83.72586600000001,566.248245,0.8711858448159022,BPM6,ITA,Italy,933.64438500000006,GRC,Greece,198.70179600000003,734.942589,0.7871761463011422,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.7871761463011422,FALSE
BPM5,goods_services_exports_combined,Bens + serviços: exportações,ALB,Albania,2007,ITA,Italy,816.326482,GRC,Greece,191.9249,624.4015820000001,0.7648919834993176,BPM6,ITA,Italy,1146.067959,GRC,Greece,291.76194399999997,854.306015,0.7454235224806595,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.7454235224806595,FALSE
BPM5,goods_services_exports_combined,Bens + serviços: exportações,ALB,Albania,2008,NGA,Nigeria,998.9633409999998,ITA,Italy,993.5167,5.446640999999772,0.005452293168783832,BPM6,ITA,Italy,1428.066064,NGA,Nigeria,839.5271899999998,588.5388740000003,0.4121230024551583,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.005452293168783832,TRUE
BPM5,goods_services_exports_combined,Bens + serviços: exportações,ALB,Albania,2009,NGA,Nigeria,2437.1458939999998,ITA,Italy,873.0341600000003,1564.1117339999996,0.6417800993574821,BPM6,NGA,Nigeria,2305.021347,ITA,Italy,1270.7401330000002,1034.2812139999996,0.4487078678668739,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.4487078678668739,FALSE
BPM5,goods_services_exports_combined,Bens + serviços: exportações,ALB,Albania,2010,ITA,Italy,1054.585768,CHE,Switzerland,269.231986,785.3537819999999,0.7447035659218189,BPM6,ITA,Italy,1251.970711,GRC,Greece,311.078164,940.8925469999999,0.7515292001108163,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.7447035659218189,FALSE
BPM5,goods_services_exports_combined,Bens + serviços: exportações,ALB,Albania,2011,ITA,Italy,1180.214873,GBR,United Kingdom,277.12431799999996,903.090555,0.7651916406581329,BPM6,ITA,Italy,1444.7926919999998,DEU,Germany,289.94822600000003,1154.8444659999998,0.7993149968120132,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.7651916406581329,FALSE
BPM5,goods_services_exports_combined,Bens + serviços: exportações,ALB,Albania,2012,ITA,Italy,1264.079683,ESP,Spain,291.707774,972.371909,0.7692330808547613,BPM6,ITA,Italy,1444.282563,DEU,Germany,292.4898569999999,1151.7927060000002,0.7974843257870172,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.7692330808547613,FALSE
BPM5,goods_services_exports_combined,Bens + serviços: exportações,AND,Andorra,2005,ESP,Spain,82.71714399999999,FRA,France,24.420701,58.29644299999999,0.7047685664775853,BPM6,ESP,Spain,82.71714399999999,FRA,France,24.420701,58.29644299999999,0.7047685664775853,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.7047685664775853,FALSE
BPM5,goods_services_exports_combined,Bens + serviços: exportações,AND,Andorra,2006,ESP,Spain,100.32255799999997,FRA,France,22.297598000000004,78.02495999999996,0.7777409343968281,BPM6,ESP,Spain,100.32255799999997,FRA,France,22.297598000000004,78.02495999999996,0.7777409343968281,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.7777409343968281,FALSE
BPM5,goods_services_exports_combined,Bens + serviços: exportações,AND,Andorra,2007,ESP,Spain,66.33999500000003,DEU,Germany,21.285408999999994,45.054586000000036,0.6791466595678823,BPM6,ESP,Spain,66.33999500000003,DEU,Germany,21.285408999999994,45.054586000000036,0.6791466595678823,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.6791466595678823,FALSE
BPM5,goods_services_exports_combined,Bens + serviços: exportações,AND,Andorra,2008,ESP,Spain,74.081183,NGA,Nigeria,40.995298000000005,33.08588499999999,0.4466165854829828,BPM6,ESP,Spain,74.081183,NGA,Nigeria,40.995298000000005,33.08588499999999,0.4466165854829828,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.4466165854829828,FALSE
BPM5,goods_services_exports_combined,Bens + serviços: exportações,AND,Andorra,2009,NGA,Nigeria,81.59455899999998,ESP,Spain,35.797686,45.79687299999998,0.5612736138447662,BPM6,NGA,Nigeria,81.59455899999998,ESP,Spain,35.797686,45.79687299999998,0.5612736138447662,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.5612736138447662,FALSE
BPM5,goods_services_exports_combined,Bens + serviços: exportações,AND,Andorra,2010,NGA,Nigeria,184.89855800000004,ESP,Spain,23.031822,161.86673600000003,0.875435361697088,BPM6,NGA,Nigeria,184.89855800000004,ESP,Spain,23.031822,161.86673600000003,0.875435361697088,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.875435361697088,FALSE
BPM5,goods_services_exports_combined,Bens + serviços: exportações,AND,Andorra,2011,NGA,Nigeria,340.692135,ESP,Spain,22.671478000000008,318.02065700000003,0.9334546481385607,BPM6,NGA,Nigeria,340.692135,ESP,Spain,22.671478000000008,318.02065700000003,0.9334546481385607,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.9334546481385607,FALSE
BPM5,goods_services_exports_combined,Bens + serviços: exportações,AND,Andorra,2012,NGA,Nigeria,157.77331500000003,ESP,Spain,33.132187,124.64112800000002,0.7900013256360875,BPM6,NGA,Nigeria,157.77331500000003,ESP,Spain,33.132187,124.64112800000002,0.7900013256360875,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.7900013256360875,FALSE
BPM5,goods_services_exports_combined,Bens + serviços: exportações,ARE,United Arab Emirates,2005,JPN,Japan,26126.619505000002,KOR,South Korea,10398.577590999997,15728.041914000005,0.6019929945774285,BPM6,JPN,Japan,26705.289240000002,KOR,South Korea,10305.720308999998,16399.568931,0.6140944134181563,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.6019929945774285,FALSE
BPM5,goods_services_exports_combined,Bens + serviços: exportações,ARE,United Arab Emirates,2006,JPN,Japan,32958.379120000005,KOR,South Korea,13465.588559000002,19492.790561,0.5914365657979602,BPM6,JPN,Japan,32958.594750000004,KOR,South Korea,13264.344537,19694.250213000003,0.5975452036831759,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.5914365657979602,FALSE
BPM5,goods_services_exports_combined,Bens + serviços: exportações,ARE,United Arab Emirates,2007,JPN,Japan,34209.01862200001,KOR,South Korea,13307.159046000004,20901.859576000006,0.6110043613632898,BPM6,JPN,Japan,33894.48054700001,KOR,South Korea,13037.680914000004,20856.799633000002,0.6153450147754523,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.6110043613632898,FALSE
BPM5,goods_services_exports_combined,Bens + serviços: exportações,ARE,United Arab Emirates,2008,JPN,Japan,51384.87963200001,IND,India,20917.115361,30467.76427100001,0.5929324830416877,BPM6,JPN,Japan,48766.51627000001,KOR,South Korea,19700.71285699999,29065.803413000016,0.5960196798162637,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.5929324830416877,FALSE
BPM5,goods_services_exports_combined,Bens + serviços: exportações,ARE,United Arab Emirates,2009,JPN,Japan,26041.573666999997,IND,India,21292.191914000003,4749.381752999994,0.18237691061728858,BPM6,JPN,Japan,24158.419459999997,IND,India,20282.028578,3876.390881999996,0.16045713952513666,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.16045713952513666,FALSE
BPM5,goods_services_exports_combined,Bens + serviços: exportações,ARE,United Arab Emirates,2010,IND,India,33404.45899800002,JPN,Japan,31243.820502000006,2160.6384960000105,0.06468114020734093,BPM6,IND,India,31674.685827000016,JPN,Japan,30877.542600000008,797.1432270000078,0.025166570912615333,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.025166570912615333,TRUE
BPM5,goods_services_exports_combined,Bens + serviços: exportações,ARE,United Arab Emirates,2011,JPN,Japan,44335.93589000002,IND,India,37475.57646400001,6860.35942600001,0.1547358658001706,BPM6,JPN,Japan,44470.469787000024,IND,India,35783.80086000001,8686.668927000013,0.195335668109793,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.1547358658001706,FALSE
BPM5,goods_services_exports_combined,Bens + serviços: exportações,ARE,United Arab Emirates,2012,JPN,Japan,45431.837329000016,IND,India,39779.724221000004,5652.113108000012,0.12440864029049865,BPM6,JPN,Japan,45786.70374400002,IND,India,38099.436082,7687.26766200002,0.1678930133293855,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.12440864029049865,FALSE
BPM5,goods_services_exports_combined,Bens + serviços: exportações,ARG,Argentina,2005,BRA,Brazil,6861.646028000002,USA,United States,5875.5452209999985,986.1008070000034,0.14371199023908657,BPM6,BRA,Brazil,6940.569849000001,USA,United States,6051.107573999999,889.4622750000026,0.12815407010537563,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.12815407010537563,FALSE
BPM5,goods_services_exports_combined,Bens + serviços: exportações,ARG,Argentina,2006,BRA,Brazil,8998.942702999999,USA,United States,5445.825917,3553.1167859999987,0.3948371384579977,BPM6,BRA,Brazil,9069.658305999998,USA,United States,5636.385167,3433.273138999997,0.3785449267398231,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.3785449267398231,FALSE
BPM5,goods_services_exports_combined,Bens + serviços: exportações,ARG,Argentina,2007,BRA,Brazil,11360.083922,CHN,China,6749.572217999998,4610.511704000001,0.40585190529017656,BPM6,BRA,Brazil,11434.357764,CHN,China,6528.515155999999,4905.842608000002,0.4290440013557723,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,0.40585190529017656,FALSE
BPM5,goods_services_exports_combined,Bens + serviços: exportações,ARG,Argentina,2008,BRA,Brazil,14424.176966000006,CHN,China,9897.161494999998,4527.015471000008,0.313849135494585,BPM6,BRA,Brazil,14466.710195000007,CHN,China,9635.665039,4831.045156000007,0.3339422087593706,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,0.313849135494585,FALSE
BPM5,goods_services_exports_combined,Bens + serviços: exportações,ARG,Argentina,2009,BRA,Brazil,12347.713147,CHL,Chile,5629.284521000003,6718.428625999997,0.5441030696143363,BPM6,BRA,Brazil,12372.305863000001,USA,United States,5921.6948230000025,6450.611039999999,0.5213750057126274,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.5213750057126274,FALSE
BPM5,goods_services_exports_combined,Bens + serviços: exportações,ARG,Argentina,2010,BRA,Brazil,16018.937599,CHN,China,7381.468756,8637.468843,0.5392036013386557,BPM6,BRA,Brazil,15888.250159000001,CHN,China,7082.784713,8805.465446000002,0.5542124121838609,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,0.5392036013386557,FALSE
BPM5,goods_services_exports_combined,Bens + serviços: exportações,ARG,Argentina,2011,BRA,Brazil,18585.851281000003,CHN,China,6871.912418,11713.938863000003,0.630261088711872,BPM6,BRA,Brazil,18475.856314,USA,United States,7268.024635,11207.831679,0.6066204179401046,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,0.6066204179401046,FALSE
BPM5,goods_services_exports_combined,Bens + serviços: exportações,ARG,Argentina,2012,BRA,Brazil,17792.724398,CHN,China,7210.481970999998,10582.242427000001,0.5947511010843007,BPM6,BRA,Brazil,17713.105158,USA,United States,7144.597511,10568.507646999999,0.5966490659164188,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,0.5947511010843007,FALSE
BPM5,goods_services_exports_combined,Bens + serviços: exportações,ARM,Armenia,2005,RUS,Russia,209.975739,DEU,Germany,177.884884,32.090855000000005,0.1528312516142639,BPM6,RUS,Russia,209.32413,DEU,Germany,182.537401,26.78672900000001,0.12796770730636745,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.12796770730636745,FALSE
BPM5,goods_services_exports_combined,Bens + serviços: exportações,ARM,Armenia,2006,RUS,Russia,230.09939100000003,DEU,Germany,179.29425300000003,50.805138,0.22079649050440117,BPM6,RUS,Russia,221.60157800000002,DEU,Germany,190.033954,31.567624000000023,0.14245216250220033,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.14245216250220033,FALSE
BPM5,goods_services_exports_combined,Bens + serviços: exportações,ARM,Armenia,2007,RUS,Russia,321.5750139999999,DEU,Germany,206.11240199999997,115.46261199999992,0.3590534306872485,BPM6,RUS,Russia,326.6389929999999,DEU,Germany,217.99788999999998,108.64110299999993,0.3326029816654497,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.3326029816654497,FALSE
BPM5,goods_services_exports_combined,Bens + serviços: exportações,ARM,Armenia,2008,RUS,Russia,416.12298999999996,DEU,Germany,238.91052900000003,177.21246099999993,0.4258655860374356,BPM6,RUS,Russia,410.73200099999997,DEU,Germany,252.76712600000002,157.96487499999995,0.3845935418117079,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.3845935418117079,FALSE
BPM5,goods_services_exports_combined,Bens + serviços: exportações,ARM,Armenia,2009,RUS,Russia,275.493807,DEU,Germany,157.83740700000004,117.65639999999996,0.42707457304112817,BPM6,RUS,Russia,263.53600600000004,DEU,Germany,165.37361900000002,98.16238700000002,0.3724818801420251,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.3724818801420251,FALSE
BPM5,goods_services_exports_combined,Bens + serviços: exportações,ARM,Armenia,2010,RUS,Russia,418.56985299999997,DEU,Germany,194.30921499999997,224.260638,0.5357782850166231,BPM6,RUS,Russia,410.6579649999999,DEU,Germany,201.82083899999995,208.83712599999993,0.5085427382371605,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.5085427382371605,FALSE
BPM5,goods_services_exports_combined,Bens + serviços: exportações,ARM,Armenia,2011,RUS,Russia,523.885453,DEU,Germany,218.33275600000002,305.55269699999997,0.5832433316295957,BPM6,RUS,Russia,495.77303099999995,DEU,Germany,234.337405,261.43562599999996,0.5273292608770402,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.5273292608770402,FALSE
BPM5,goods_services_exports_combined,Bens + serviços: exportações,ARM,Armenia,2012,RUS,Russia,599.9465420000001,DEU,Germany,209.22971900000002,390.7168230000001,0.6512527294473514,BPM6,RUS,Russia,567.1524200000001,DEU,Germany,224.25669100000002,342.8957290000001,0.6045918467561154,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.6045918467561154,FALSE
BPM5,goods_services_exports_combined,Bens + serviços: exportações,ATG,Antigua & Barbuda,2005,DEU,Germany,178.324007,GBR,United Kingdom,137.311594,41.01241299999998,0.2299881754002981,BPM6,USA,United States,225.17703400000002,DEU,Germany,177.76900899999998,47.40802500000004,0.21053667933116144,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.21053667933116144,FALSE
BPM5,goods_services_exports_combined,Bens + serviços: exportações,ATG,Antigua & Barbuda,2006,DEU,Germany,235.6957,GBR,United Kingdom,187.59726000000003,48.098439999999954,0.20407007849527994,BPM6,USA,United States,271.478696,DEU,Germany,209.186341,62.292355000000015,0.22945577652251584,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.20407007849527994,FALSE
BPM5,goods_services_exports_combined,Bens + serviços: exportações,ATG,Antigua & Barbuda,2007,USA,United States,198.187478,GBR,United Kingdom,159.85223499999998,38.33524300000002,0.1934291882961446,BPM6,USA,United States,309.73601499999995,GBR,United Kingdom,103.441485,206.29452999999995,0.6660333962132237,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.1934291882961446,FALSE
BPM5,goods_services_exports_combined,Bens + serviços: exportações,ATG,Antigua & Barbuda,2008,NGA,Nigeria,207.92985100000004,GBR,United Kingdom,156.516361,51.41349000000005,0.24726363123301637,BPM6,USA,United States,321.873893,NGA,Nigeria,124.42797100000003,197.445922,0.6134263333994596,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.24726363123301637,FALSE
