source,metric,metric_label,iso3c,country_name,year,top1_partner_iso3,top1_partner_name,top1_value_musd,top2_partner_iso3,top2_partner_name,top2_value_musd,top1_top2_margin_musd,top1_top2_margin_share
BPM5,goods_services_exports_combined,Bens + serviços: exportações,AND,Andorra,2010,NGA,Nigeria,184.898558,ESP,Spain,23.031822,161.866736,0.8754353616970879
BPM5,goods_services_exports_combined,Bens + serviços: exportações,AND,Andorra,2011,NGA,Nigeria,340.6921349999999,ESP,Spain,22.671478,318.0206569999999,0.9334546481385607
BPM5,goods_services_exports_combined,Bens + serviços: exportações,AND,Andorra,2012,NGA,Nigeria,157.77331500000005,ESP,Spain,33.132186999999995,124.64112800000007,0.7900013256360876
BPM5,goods_services_exports_combined,Bens + serviços: exportações,ARE,United Arab Emirates,2005,JPN,Japan,26126.619505000002,KOR,South Korea,10398.577590999994,15728.041914000009,0.6019929945774287
BPM5,goods_services_exports_combined,Bens + serviços: exportações,ARE,United Arab Emirates,2006,JPN,Japan,32958.37912000001,KOR,South Korea,13465.588559000003,19492.79056100001,0.5914365657979603
BPM5,goods_services_exports_combined,Bens + serviços: exportações,ARE,United Arab Emirates,2007,JPN,Japan,34209.018622,KOR,South Korea,13307.159046000006,20901.859575999995,0.6110043613632896
BPM5,goods_services_exports_combined,Bens + serviços: exportações,ARE,United Arab Emirates,2008,JPN,Japan,51384.879632000026,IND,India,20917.115361000015,30467.76427100001,0.5929324830416876
BPM5,goods_services_exports_combined,Bens + serviços: exportações,ARE,United Arab Emirates,2009,JPN,Japan,26041.573667,IND,India,21292.191914000003,4749.381752999998,0.1823769106172887
BPM5,goods_services_exports_combined,Bens + serviços: exportações,ARE,United Arab Emirates,2010,IND,India,33404.458998,JPN,Japan,31243.820502000002,2160.6384959999996,0.06468114020734063
BPM5,goods_services_exports_combined,Bens + serviços: exportações,ARE,United Arab Emirates,2011,JPN,Japan,44335.93588999999,IND,India,37475.57646399998,6860.35942600001,0.15473586580017068
BPM5,goods_services_exports_combined,Bens + serviços: exportações,ARE,United Arab Emirates,2012,JPN,Japan,45431.837328999994,IND,India,39779.724221,5652.113107999998,0.12440864029049839
BPM5,goods_services_exports_combined,Bens + serviços: exportações,ARG,Argentina,2005,BRA,Brazil,6861.646028,USA,United States,5875.545221,986.1008069999998,0.1437119902390861
BPM5,goods_services_exports_combined,Bens + serviços: exportações,ARG,Argentina,2006,BRA,Brazil,8998.942702999999,USA,United States,5445.825916999999,3553.1167859999996,0.3948371384579978
BPM5,goods_services_exports_combined,Bens + serviços: exportações,ARG,Argentina,2007,BRA,Brazil,11360.083921999996,CHN,China,6749.572217999999,4610.511703999997,0.4058519052901763
BPM5,goods_services_exports_combined,Bens + serviços: exportações,ARG,Argentina,2008,BRA,Brazil,14424.176965999999,CHN,China,9897.161495,4527.015470999999,0.31384913549458454
BPM5,goods_services_exports_combined,Bens + serviços: exportações,ARG,Argentina,2009,BRA,Brazil,12347.713147000002,CHL,Chile,5629.284521000002,6718.428626,0.5441030696143365
BPM5,goods_services_exports_combined,Bens + serviços: exportações,ARG,Argentina,2010,BRA,Brazil,16018.937599000004,CHN,China,7381.468756000001,8637.468843000002,0.5392036013386557
BPM5,goods_services_exports_combined,Bens + serviços: exportações,ARG,Argentina,2011,BRA,Brazil,18585.851281,CHN,China,6871.912418,11713.938863,0.6302610887118719
BPM5,goods_services_exports_combined,Bens + serviços: exportações,ARG,Argentina,2012,BRA,Brazil,17792.724398000002,CHN,China,7210.4819709999965,10582.242427000005,0.5947511010843008
BPM5,goods_services_exports_combined,Bens + serviços: exportações,ARM,Armenia,2005,RUS,Russia,209.97573900000003,DEU,Germany,177.88488399999997,32.09085500000006,0.15283125161426414
BPM5,goods_services_exports_combined,Bens + serviços: exportações,ARM,Armenia,2006,RUS,Russia,230.09939100000003,DEU,Germany,179.2942529999999,50.80513800000011,0.22079649050440167
BPM5,goods_services_exports_combined,Bens + serviços: exportações,ARM,Armenia,2007,RUS,Russia,321.575014,DEU,Germany,206.11240199999986,115.46261200000015,0.35905343068724904
BPM5,goods_services_exports_combined,Bens + serviços: exportações,ARM,Armenia,2008,RUS,Russia,416.12298999999996,DEU,Germany,238.91052900000008,177.21246099999988,0.42586558603743546
BPM5,goods_services_exports_combined,Bens + serviços: exportações,ARM,Armenia,2009,RUS,Russia,275.493807,DEU,Germany,157.83740699999998,117.65640000000002,0.42707457304112834
BPM5,goods_services_exports_combined,Bens + serviços: exportações,ARM,Armenia,2010,RUS,Russia,418.569853,DEU,Germany,194.30921499999994,224.26063800000009,0.5357782850166232
BPM5,goods_services_exports_combined,Bens + serviços: exportações,ARM,Armenia,2011,RUS,Russia,523.8854529999999,DEU,Germany,218.33275599999996,305.5526969999999,0.5832433316295957
BPM5,goods_services_exports_combined,Bens + serviços: exportações,ARM,Armenia,2012,RUS,Russia,599.9465420000001,DEU,Germany,209.22971899999996,390.7168230000002,0.6512527294473516
BPM5,goods_services_exports_combined,Bens + serviços: exportações,ATG,Antigua & Barbuda,2005,DEU,Germany,178.324007,GBR,United Kingdom,137.311594,41.01241299999998,0.2299881754002981
BPM5,goods_services_exports_combined,Bens + serviços: exportações,ATG,Antigua & Barbuda,2006,DEU,Germany,235.6957,GBR,United Kingdom,187.59726000000003,48.098439999999954,0.20407007849527994
BPM5,goods_services_exports_combined,Bens + serviços: exportações,ATG,Antigua & Barbuda,2007,USA,United States,198.187478,GBR,United Kingdom,159.85223499999998,38.33524300000002,0.1934291882961446
BPM5,goods_services_exports_combined,Bens + serviços: exportações,ATG,Antigua & Barbuda,2008,NGA,Nigeria,207.92985099999999,GBR,United Kingdom,156.51636100000002,51.41348999999997,0.24726363123301603
BPM5,goods_services_exports_combined,Bens + serviços: exportações,ATG,Antigua & Barbuda,2009,NGA,Nigeria,1459.735515000001,USA,United States,215.802246,1243.933269000001,0.852163461269215
BPM5,goods_services_exports_combined,Bens + serviços: exportações,ATG,Antigua & Barbuda,2010,NGA,Nigeria,2704.037308000001,USA,United States,147.290924,2556.746384000001,0.9455292559890968
BPM5,goods_services_exports_combined,Bens + serviços: exportações,ATG,Antigua & Barbuda,2011,NGA,Nigeria,4703.283229,USA,United States,149.405187,4553.878041999999,0.9682338528798814
BPM5,goods_services_exports_combined,Bens + serviços: exportações,ATG,Antigua & Barbuda,2012,NGA,Nigeria,472.35801799999996,USA,United States,178.81074600000002,293.5472719999999,0.6214508081029333
BPM5,goods_services_exports_combined,Bens + serviços: exportações,AUS,Australia,2005,JPN,Japan,27950.011999999995,CHN,China,18270.446224000007,9679.565775999989,0.3463170526009073
BPM5,goods_services_exports_combined,Bens + serviços: exportações,AUS,Australia,2006,JPN,Japan,31102.858183000004,CHN,China,21499.011541999993,9603.846641000011,0.3087769807036325
BPM5,goods_services_exports_combined,Bens + serviços: exportações,AUS,Australia,2007,JPN,Japan,34661.179165,CHN,China,29143.518545999996,5517.660619000006,0.1591884855599951
BPM5,goods_services_exports_combined,Bens + serviços: exportações,AUS,Australia,2008,JPN,Japan,50868.53689999999,CHN,China,42061.128074,8807.408825999992,0.17314059657965106
BPM5,goods_services_exports_combined,Bens + serviços: exportações,AUS,Australia,2009,CHN,China,43090.46866400001,JPN,Japan,37862.500909999995,5227.967754000012,0.12132538624180073
BPM5,goods_services_exports_combined,Bens + serviços: exportações,AUS,Australia,2010,CHN,China,64913.855228000015,JPN,Japan,48276.508283999996,16637.34694400002,0.2562988577024716
BPM5,goods_services_exports_combined,Bens + serviços: exportações,AUS,Australia,2011,CHN,China,87359.11701399999,JPN,Japan,59738.51377,27620.60324399999,0.31617310462940657
BPM5,goods_services_exports_combined,Bens + serviços: exportações,AUS,Australia,2012,CHN,China,89280.67074300001,JPN,Japan,59498.013046,29782.65769700001,0.33358460962654785
BPM5,goods_services_exports_combined,Bens + serviços: exportações,AUT,Austria,2005,DEU,Germany,47814.80374900001,ITA,Italy,11880.451582999998,35934.35216600001,0.7515319388245222
BPM5,goods_services_exports_combined,Bens + serviços: exportações,AUT,Austria,2006,DEU,Germany,54687.125487000005,ITA,Italy,14108.983305000005,40578.142181999996,0.7420053956144772
BPM5,goods_services_exports_combined,Bens + serviços: exportações,AUT,Austria,2007,DEU,Germany,56978.18493999999,ITA,Italy,15030.185548999994,41947.999391,0.736211577030274
BPM5,goods_services_exports_combined,Bens + serviços: exportações,AUT,Austria,2008,DEU,Germany,65773.63736000002,ITA,Italy,15375.889025999997,50397.748334000025,0.7662302155825309
BPM5,goods_services_exports_combined,Bens + serviços: exportações,AUT,Austria,2009,DEU,Germany,52840.094012999994,ITA,Italy,12373.871259000003,40466.22275399999,0.765824200540678
BPM5,goods_services_exports_combined,Bens + serviços: exportações,AUT,Austria,2010,DEU,Germany,57430.96113499999,ITA,Italy,13679.606610000006,43751.35452499999,0.7618078064574949
BPM5,goods_services_exports_combined,Bens + serviços: exportações,AUT,Austria,2011,DEU,Germany,66979.628202,ITA,Italy,15613.808247,51365.819955000006,0.7668872063620417
BPM5,goods_services_exports_combined,Bens + serviços: exportações,AUT,Austria,2012,DEU,Germany,63466.52138100003,ITA,Italy,14183.970354000001,49282.55102700002,0.7765125605537558
BPM5,goods_services_exports_combined,Bens + serviços: exportações,AZE,Azerbaijan,2005,ITA,Italy,1268.8350780000005,CZE,Czechia,601.3943049999998,667.4407730000007,0.5260264194871198
BPM5,goods_services_exports_combined,Bens + serviços: exportações,AZE,Azerbaijan,2006,ITA,Italy,2964.649038,FRA,France,1218.572254,1746.076784,0.5889657634409001
BPM5,goods_services_exports_combined,Bens + serviços: exportações,AZE,Azerbaijan,2007,ITA,Italy,3721.6203499999992,FRA,France,2425.767001000001,1295.8533489999982,0.3481960079565876
BPM5,goods_services_exports_combined,Bens + serviços: exportações,AZE,Azerbaijan,2008,ITA,Italy,6250.946365000001,USA,United States,4766.377119,1484.569246000001,0.23749511822919006
BPM5,goods_services_exports_combined,Bens + serviços: exportações,AZE,Azerbaijan,2009,ITA,Italy,4560.115559,USA,United States,2321.3674309999997,2238.748128,0.49094109546884845
BPM5,goods_services_exports_combined,Bens + serviços: exportações,AZE,Azerbaijan,2010,ITA,Italy,7117.955926,USA,United States,2352.0469909999997,4765.9089349999995,0.6695614562028126
BPM5,goods_services_exports_combined,Bens + serviços: exportações,AZE,Azerbaijan,2011,ITA,Italy,11519.965404000002,FRA,France,4718.795812999998,6801.169591000004,0.59038107776247994
BPM5,goods_services_exports_combined,Bens + serviços: exportações,AZE,Azerbaijan,2012,ITA,Italy,9342.308513999998,FRA,France,2493.633757,6848.674756999999,0.7330816303847018
BPM5,goods_services_exports_combined,Bens + serviços: exportações,BDI,Burundi,2005,CHE,Switzerland,32.412941000000004,DEU,Germany,26.613948,5.798993000000003,0.17890980642577303
BPM5,goods_services_exports_combined,Bens + serviços: exportações,BDI,Burundi,2006,ARE,United Arab Emirates,76.24395100000001,KEN,Kenya,37.207019,39.03693200000001,0.512000381512233
BPM5,goods_services_exports_combined,Bens + serviços: exportações,BDI,Burundi,2007,DEU,Germany,32.616996,ARE,United Arab Emirates,18.008431,14.608564999999999,0.44788198766066617
BPM5,goods_services_exports_combined,Bens + serviços: exportações,BDI,Burundi,2008,FRA,France,25.594144999999997,ARE,United Arab Emirates,17.666894,7.927250999999998,0.30972908061589866
BPM5,goods_services_exports_combined,Bens + serviços: exportações,BDI,Burundi,2009,ARE,United Arab Emirates,29.790388,FRA,France,29.483277,0.307110999999999,0.010309063446907742
BPM5,goods_services_exports_combined,Bens + serviços: exportações,BDI,Burundi,2010,FRA,France,36.017602,DEU,Germany,25.71606,10.301541999999998,0.2860140994394907
BPM5,goods_services_exports_combined,Bens + serviços: exportações,BDI,Burundi,2011,ARE,United Arab Emirates,63.82167,FRA,France,30.868810000000003,32.952859999999994,0.5163271346550473
BPM5,goods_services_exports_combined,Bens + serviços: exportações,BDI,Burundi,2012,ARE,United Arab Emirates,163.269547,FRA,France,31.702378,131.56716899999998,0.8058279784410745
BPM5,goods_services_exports_combined,Bens + serviços: exportações,BEL,Belgium,2005,FRA,France,44221.60840900003,DEU,Germany,37998.23187199999,6223.37653700004,0.14073157356559315
BPM5,goods_services_exports_combined,Bens + serviços: exportações,BEL,Belgium,2006,FRA,France,50273.729961999976,DEU,Germany,42523.159899999984,7750.570061999992,0.15416739652813422
BPM5,goods_services_exports_combined,Bens + serviços: exportações,BEL,Belgium,2007,FRA,France,58302.83245999998,DEU,Germany,48295.34017399999,10007.492285999993,0.1716467599214132
BPM5,goods_services_exports_combined,Bens + serviços: exportações,BEL,Belgium,2008,FRA,France,67676.81620000002,DEU,Germany,58336.473915999995,9340.34228400002,0.13801391389921824
BPM5,goods_services_exports_combined,Bens + serviços: exportações,BEL,Belgium,2009,FRA,France,54990.84616,DEU,Germany,44390.05695500001,10600.789204999994,0.19277370590290974
BPM5,goods_services_exports_combined,Bens + serviços: exportações,BEL,Belgium,2010,FRA,France,58516.48087100001,DEU,Germany,49483.889704999994,9032.591166000013,0.1543597808951024
BPM5,goods_services_exports_combined,Bens + serviços: exportações,BEL,Belgium,2011,FRA,France,67009.72566999999,NLD,Netherlands,59129.32639799998,7880.399272000002,0.11760082873355246
BPM5,goods_services_exports_combined,Bens + serviços: exportações,BEL,Belgium,2012,FRA,France,63384.67457500001,NLD,Netherlands,57494.636571000025,5890.038003999987,0.09292527008292187
BPM5,goods_services_exports_combined,Bens + serviços: exportações,BEN,Benin,2005,CHN,China,160.14216,MLI,Mali,149.11117800000008,11.03098199999991,0.0688824354560967
BPM5,goods_services_exports_combined,Bens + serviços: exportações,BEN,Benin,2006,MLI,Mali,169.616523,NGA,Nigeria,119.57668099999998,50.03984200000002,0.29501749661499677
BPM5,goods_services_exports_combined,Bens + serviços: exportações,BEN,Benin,2007,NGA,Nigeria,320.661456,CHN,China,130.760521,189.90093499999998,0.592216281210923
BPM5,goods_services_exports_combined,Bens + serviços: exportações,BEN,Benin,2008,CHN,China,139.478256,IND,India,131.62102,7.857236,0.05633305308893453
BPM5,goods_services_exports_combined,Bens + serviços: exportações,BEN,Benin,2009,NGA,Nigeria,288.119387,IND,India,153.58255400000002,134.536833,0.46694821338072606
BPM5,goods_services_exports_combined,Bens + serviços: exportações,BEN,Benin,2010,MLI,Mali,475.22069599999986,NGA,Nigeria,407.56688999999994,67.65380599999992,0.14236292015362886
BPM5,goods_services_exports_combined,Bens + serviços: exportações,BEN,Benin,2011,IND,India,294.561008,MLI,Mali,263.80978699999997,30.751221000000044,0.10439678085294997
BPM5,goods_services_exports_combined,Bens + serviços: exportações,BEN,Benin,2012,CHN,China,347.01286400000004,ARE,United Arab Emirates,303.02907200000004,43.983791999999994,0.12674974493164606
BPM5,goods_services_exports_combined,Bens + serviços: exportações,BFA,Burkina Faso,2005,CHN,China,195.497841,FRA,France,74.97893,120.51891099999999,0.616471825896021
BPM5,goods_services_exports_combined,Bens + serviços: exportações,BFA,Burkina Faso,2006,CHN,China,233.26682499999998,FRA,France,76.92403099999999,156.342794,0.6702315856530392
BPM5,goods_services_exports_combined,Bens + serviços: exportações,BFA,Burkina Faso,2007,CHN,China,199.31481600000004,FRA,France,96.039598,103.27521800000004,0.5181512346779078
BPM5,goods_services_exports_combined,Bens + serviços: exportações,BFA,Burkina Faso,2008,CHE,Switzerland,141.42515899999998,CHN,China,93.20611400000001,48.219044999999966,0.34095096898565247
BPM5,goods_services_exports_combined,Bens + serviços: exportações,BFA,Burkina Faso,2009,CHE,Switzerland,425.224923,FRA,France,217.265203,207.95971999999998,0.48905816369564015
BPM5,goods_services_exports_combined,Bens + serviços: exportações,BFA,Burkina Faso,2010,CHE,Switzerland,910.3681049999999,CHN,China,173.51998600000002,736.8481189999999,0.8093957981974774
BPM5,goods_services_exports_combined,Bens + serviços: exportações,BFA,Burkina Faso,2011,CHE,Switzerland,1757.5171790000002,CHN,China,244.37147,1513.1457090000001,0.8609564259627643
BPM5,goods_services_exports_combined,Bens + serviços: exportações,BFA,Burkina Faso,2012,CHE,Switzerland,1558.9586609999997,CHN,China,314.81243300000006,1244.1462279999996,0.7980623599101323
BPM5,goods_services_exports_combined,Bens + serviços: exportações,BGD,Bangladesh,2005,USA,United States,3150.637105000001,GBR,United Kingdom,1549.4576480000005,1601.1794570000006,0.5082081508082792
BPM5,goods_services_exports_combined,Bens + serviços: exportações,BGD,Bangladesh,2006,USA,United States,3763.2107310000006,DEU,Germany,2053.2033629999996,1710.007368000001,0.45440117235890204
BPM5,goods_services_exports_combined,Bens + serviços: exportações,BGD,Bangladesh,2007,USA,United States,3925.037001999999,DEU,Germany,2143.9981390000003,1781.0388629999989,0.4537635854368945
BPM5,goods_services_exports_combined,Bens + serviços: exportações,BGD,Bangladesh,2008,USA,United States,4344.399106999999,DEU,Germany,2677.6361079999997,1666.7629989999996,0.3836578909875924
BPM5,goods_services_exports_combined,Bens + serviços: exportações,BGD,Bangladesh,2009,USA,United States,4263.092569,DEU,Germany,2940.3841209999996,1322.7084480000008,0.31026969895478257
BPM5,goods_services_exports_combined,Bens + serviços: exportações,BGD,Bangladesh,2010,USA,United States,4967.484868999999,DEU,Germany,3279.1031689999995,1688.3816999999995,0.3398866316707848
BPM5,goods_services_exports_combined,Bens + serviços: exportações,BGD,Bangladesh,2011,USA,United States,5488.365177999999,DEU,Germany,4450.201557,1038.1636209999988,0.18915716927172715
BPM5,goods_services_exports_combined,Bens + serviços: exportações,BGD,Bangladesh,2012,USA,United States,5428.696739000001,DEU,Germany,4240.4197730000005,1188.2769660000004,0.21888807261296533
BPM5,goods_services_exports_combined,Bens + serviços: exportações,BGR,Bulgaria,2005,DEU,Germany,2209.578146,ITA,Italy,1678.6915529999994,530.8865930000004,0.24026604081012687
BPM5,goods_services_exports_combined,Bens + serviços: exportações,BGR,Bulgaria,2006,DEU,Germany,2576.273006,TUR,Turkey,1838.156073999999,738.1169320000008,0.28650571204253844
BPM5,goods_services_exports_combined,Bens + serviços: exportações,BGR,Bulgaria,2007,DEU,Germany,2712.2116889999998,TUR,Turkey,2261.5034109999992,450.7082780000005,0.16617739678209925
BPM5,goods_services_exports_combined,Bens + serviços: exportações,BGR,Bulgaria,2008,DEU,Germany,3037.688475000001,GRC,Greece,2325.56168,712.126795000001,0.23443048912380682
BPM5,goods_services_exports_combined,Bens + serviços: exportações,BGR,Bulgaria,2009,DEU,Germany,2820.2537899999998,GRC,Greece,1730.1651420000003,1090.0886479999995,0.38652147259413827
BPM5,goods_services_exports_combined,Bens + serviços: exportações,BGR,Bulgaria,2010,DEU,Germany,2923.7278449999994,ITA,Italy,2306.1558679999994,617.5719770000001,0.2112275867455099
BPM5,goods_services_exports_combined,Bens + serviços: exportações,BGR,Bulgaria,2011,DEU,Germany,3833.212953,ITA,Italy,3141.6848749999995,691.5280780000007,0.18040429438150254
BPM5,goods_services_exports_combined,Bens + serviços: exportações,BGR,Bulgaria,2012,DEU,Germany,3720.466977000001,ITA,Italy,3143.140609,577.3263680000009,0.15517578077403824
BPM5,goods_services_exports_combined,Bens + serviços: exportações,BHR,Bahrain,2005,SAU,Saudi Arabia,925.6446319999998,USA,United States,578.528522,347.1161099999998,0.3749993226342179
BPM5,goods_services_exports_combined,Bens + serviços: exportações,BHR,Bahrain,2006,SAU,Saudi Arabia,1094.68075,USA,United States,715.446141,379.234609,0.3464339799526026
BPM5,goods_services_exports_combined,Bens + serviços: exportações,BHR,Bahrain,2007,SAU,Saudi Arabia,1309.9771419999997,USA,United States,775.5387109999999,534.4384309999998,0.4079753866422808
BPM5,goods_services_exports_combined,Bens + serviços: exportações,BHR,Bahrain,2008,SAU,Saudi Arabia,1856.423058,IND,India,1729.1646579999992,127.25840000000085,0.06855032286503783
BPM5,goods_services_exports_combined,Bens + serviços: exportações,BHR,Bahrain,2009,SAU,Saudi Arabia,1518.4124739999997,USA,United States,700.793923,817.6185509999998,0.5384693322797346
BPM5,goods_services_exports_combined,Bens + serviços: exportações,BHR,Bahrain,2010,SAU,Saudi Arabia,1853.0229350000002,JPN,Japan,817.8651800000001,1035.1577550000002,0.5586319173108346
BPM5,goods_services_exports_combined,Bens + serviços: exportações,BHR,Bahrain,2011,SAU,Saudi Arabia,2085.476103,QAT,Qatar,954.3930419999999,1131.083061,0.542362033960933
BPM5,goods_services_exports_combined,Bens + serviços: exportações,BHR,Bahrain,2012,SAU,Saudi Arabia,2097.752585,ARE,United Arab Emirates,1056.046381,1041.706204,0.4965820142226162
BPM5,goods_services_exports_combined,Bens + serviços: exportações,BHS,Bahamas,2005,USA,United States,1449.791111,ESP,Spain,824.6397780000002,625.1513329999998,0.4312009697512898
BPM5,goods_services_exports_combined,Bens + serviços: exportações,BHS,Bahamas,2006,USA,United States,1271.2027699999999,ESP,Spain,561.38261,709.8201599999999,0.5583846863392218
BPM5,goods_services_exports_combined,Bens + serviços: exportações,BHS,Bahamas,2007,USA,United States,1429.2806419999997,POL,Poland,451.853558,977.4270839999997,0.6838594571827972
BPM5,goods_services_exports_combined,Bens + serviços: exportações,BHS,Bahamas,2008,USA,United States,1489.0641770000002,SGP,Singapore,610.045939,879.0182380000002,0.5903158853575725
BPM5,goods_services_exports_combined,Bens + serviços: exportações,BHS,Bahamas,2009,USA,United States,1900.0925469999997,SGP,Singapore,512.619397,1387.4731499999998,0.7302134583868772
BPM5,goods_services_exports_combined,Bens + serviços: exportações,BHS,Bahamas,2010,USA,United States,1888.5633750000002,SGP,Singapore,486.32602600000007,1402.237349,0.7424889032384205
BPM5,goods_services_exports_combined,Bens + serviços: exportações,BHS,Bahamas,2011,USA,United States,1849.010162,SGP,Singapore,989.6864939999999,859.3236680000001,0.46474794225603616
BPM5,goods_services_exports_combined,Bens + serviços: exportações,BHS,Bahamas,2012,USA,United States,1646.048792,SGP,Singapore,822.0300239999999,824.0187680000001,0.5006040963091938
BPM5,goods_services_exports_combined,Bens + serviços: exportações,BIH,Bosnia & Herzegovina,2005,HRV,Croatia,629.0903040000003,DEU,Germany,512.3127660000001,116.77753800000016,0.18562921294046858
BPM5,goods_services_exports_combined,Bens + serviços: exportações,BIH,Bosnia & Herzegovina,2006,HRV,Croatia,840.6571629999999,DEU,Germany,561.4456959999999,279.21146699999997,0.33213476228953515
BPM5,goods_services_exports_combined,Bens + serviços: exportações,BIH,Bosnia & Herzegovina,2007,HRV,Croatia,1123.0310930000005,DEU,Germany,669.9830250000001,453.0480680000004,0.4034154270740215
BPM5,goods_services_exports_combined,Bens + serviços: exportações,BIH,Bosnia & Herzegovina,2008,HRV,Croatia,1237.7439479999998,DEU,Germany,826.7121030000001,411.03184499999975,0.33208148233256385
