source,metric,metric_label,iso3c,country_name,year,top1_partner_iso3,top1_partner_name,top1_value_musd,top2_partner_iso3,top2_partner_name,top2_value_musd,top1_top2_margin_musd,top1_top2_margin_share
BPM5,goods_services_two_way_combined,Bens + serviços: exportações + importações,KOR,South Korea,2007,CHN,China,182949.645441,USA,United States,113285.44037699999,69664.20506400001,0.38078349316323895
BPM5,goods_services_two_way_combined,Bens + serviços: exportações + importações,KOR,South Korea,2008,CHN,China,209838.30942600002,USA,United States,113302.55033799999,96535.75908800004,0.46004830744237196
BPM5,goods_services_two_way_combined,Bens + serviços: exportações + importações,KOR,South Korea,2009,CHN,China,173711.04971099997,USA,United States,94885.71648099998,78825.33322999999,0.45377270680903903
BPM5,goods_services_two_way_combined,Bens + serviços: exportações + importações,KOR,South Korea,2010,CHN,China,230813.52569300006,USA,United States,120577.08181599999,110236.44387700007,0.47759958410592934
BPM5,goods_services_two_way_combined,Bens + serviços: exportações + importações,KOR,South Korea,2011,CHN,China,273099.4724739999,USA,United States,134127.57507299999,138971.8974009999,0.5088691535800406
BPM5,goods_services_two_way_combined,Bens + serviços: exportações + importações,KOR,South Korea,2012,CHN,China,276283.32798299997,USA,United States,140477.02857099997,135806.299412,0.49154721134804163
BPM5,goods_services_two_way_combined,Bens + serviços: exportações + importações,KWT,Kuwait,2005,JPN,Japan,9717.315106999999,USA,United States,8977.051231000001,740.2638759999973,0.07617987765640513
BPM5,goods_services_two_way_combined,Bens + serviços: exportações + importações,KWT,Kuwait,2006,JPN,Japan,11672.275255000006,KOR,South Korea,10189.537243,1482.7380120000053,0.12703076132177835
BPM5,goods_services_two_way_combined,Bens + serviços: exportações + importações,KWT,Kuwait,2007,JPN,Japan,13154.322363,KOR,South Korea,11245.625962000002,1908.6964009999974,0.14510032127300676
BPM5,goods_services_two_way_combined,Bens + serviços: exportações + importações,KWT,Kuwait,2008,JPN,Japan,19566.758037,KOR,South Korea,15354.289640999996,4212.468396000004,0.21528698765704493
BPM5,goods_services_two_way_combined,Bens + serviços: exportações + importações,KWT,Kuwait,2009,JPN,Japan,11794.166758000001,KOR,South Korea,9782.11946,2012.0472980000013,0.17059681614516994
BPM5,goods_services_two_way_combined,Bens + serviços: exportações + importações,KWT,Kuwait,2010,JPN,Japan,13534.484317999997,KOR,South Korea,13337.250862000004,197.23345599999266,0.014572661312088913
BPM5,goods_services_two_way_combined,Bens + serviços: exportações + importações,KWT,Kuwait,2011,KOR,South Korea,19505.356816999996,IND,India,17880.398579,1624.9582379999956,0.083308306187137
BPM5,goods_services_two_way_combined,Bens + serviços: exportações + importações,KWT,Kuwait,2012,KOR,South Korea,21213.101561000007,IND,India,20334.491058999985,878.6105020000214,0.04141829517355136
BPM5,goods_services_two_way_combined,Bens + serviços: exportações + importações,LAO,Laos,2005,THA,Thailand,1083.5369999999998,VNM,Vietnam,171.62889799999996,911.9081019999999,0.8416031035396115
BPM5,goods_services_two_way_combined,Bens + serviços: exportações + importações,LAO,Laos,2006,THA,Thailand,1638.0628899999995,VNM,Vietnam,271.20121500000005,1366.8616749999994,0.834437849330681
BPM5,goods_services_two_way_combined,Bens + serviços: exportações + importações,LAO,Laos,2007,THA,Thailand,1944.8028489999997,VNM,Vietnam,325.157298,1619.6455509999996,0.8328070641365046
BPM5,goods_services_two_way_combined,Bens + serviços: exportações + importações,LAO,Laos,2008,THA,Thailand,2572.7086320000003,CHN,China,465.253896,2107.454736,0.8191579527455792
BPM5,goods_services_two_way_combined,Bens + serviços: exportações + importações,LAO,Laos,2009,THA,Thailand,2301.44282,CHN,China,848.8715170000002,1452.5713030000002,0.6311568075369346
BPM5,goods_services_two_way_combined,Bens + serviços: exportações + importações,LAO,Laos,2010,THA,Thailand,2314.31495,CHN,China,914.011777,1400.3031729999998,0.6050616287122026
BPM5,goods_services_two_way_combined,Bens + serviços: exportações + importações,LAO,Laos,2011,THA,Thailand,3000.21582,CHN,China,1408.2049040000002,1592.0109159999997,0.5306321316577818
BPM5,goods_services_two_way_combined,Bens + serviços: exportações + importações,LAO,Laos,2012,THA,Thailand,2997.9223769999985,CHN,China,1483.6206680000003,1514.3017089999983,0.505117050600673
BPM5,goods_services_two_way_combined,Bens + serviços: exportações + importações,LBN,Lebanon,2005,CHE,Switzerland,1586.0522969999997,USA,United States,1314.625249,271.4270479999998,0.17113373153798334
BPM5,goods_services_two_way_combined,Bens + serviços: exportações + importações,LBN,Lebanon,2006,CHE,Switzerland,2610.1931189999996,USA,United States,1980.5781859999993,629.6149330000003,0.24121392720597407
BPM5,goods_services_two_way_combined,Bens + serviços: exportações + importações,LBN,Lebanon,2007,USA,United States,2248.6484189999996,FRA,France,1855.4855389999998,393.16287999999986,0.1748440870871419
BPM5,goods_services_two_way_combined,Bens + serviços: exportações + importações,LBN,Lebanon,2008,USA,United States,3204.9872959999993,CHE,Switzerland,3008.6858260000004,196.30146999999897,0.06124875135854486
BPM5,goods_services_two_way_combined,Bens + serviços: exportações + importações,LBN,Lebanon,2009,CHE,Switzerland,3537.4480229999995,USA,United States,3181.611169,355.8368539999997,0.1005914013962601
BPM5,goods_services_two_way_combined,Bens + serviços: exportações + importações,LBN,Lebanon,2010,USA,United States,3462.8215000000005,FRA,France,2983.0168029999995,479.80469700000094,0.13855888817832535
BPM5,goods_services_two_way_combined,Bens + serviços: exportações + importações,LBN,Lebanon,2011,USA,United States,3400.5568139999996,FRA,France,3334.0463930000014,66.51042099999813,0.019558685426509136
BPM5,goods_services_two_way_combined,Bens + serviços: exportações + importações,LBN,Lebanon,2012,USA,United States,3646.444965000001,FRA,France,3449.962175999999,196.48278900000196,0.05388338255092845
BPM5,goods_services_two_way_combined,Bens + serviços: exportações + importações,LBR,Liberia,2005,KOR,South Korea,2114.51294,JPN,Japan,1183.7763290000003,930.7366109999998,0.4401659566103198
BPM5,goods_services_two_way_combined,Bens + serviços: exportações + importações,LBR,Liberia,2006,KOR,South Korea,3453.7702959999992,DEU,Germany,1073.0463999999997,2380.7238959999995,0.6893115905123298
BPM5,goods_services_two_way_combined,Bens + serviços: exportações + importações,LBR,Liberia,2007,KOR,South Korea,2704.1112749999998,JPN,Japan,1315.8236950000003,1388.2875799999995,0.5133988356303864
BPM5,goods_services_two_way_combined,Bens + serviços: exportações + importações,LBR,Liberia,2008,KOR,South Korea,3081.8432629999993,JPN,Japan,1482.935231,1598.9080319999994,0.5188154930512441
BPM5,goods_services_two_way_combined,Bens + serviços: exportações + importações,LBR,Liberia,2009,KOR,South Korea,5186.163992999999,CHN,China,2085.6386019999995,3100.5253909999997,0.5978456129009648
BPM5,goods_services_two_way_combined,Bens + serviços: exportações + importações,LBR,Liberia,2010,KOR,South Korea,5675.942700000001,CHN,China,4691.527775999998,984.4149240000033,0.17343637454268224
BPM5,goods_services_two_way_combined,Bens + serviços: exportações + importações,LBR,Liberia,2011,KOR,South Korea,7713.380930999999,CHN,China,5208.548112999997,2504.8328180000017,0.32473863801191305
BPM5,goods_services_two_way_combined,Bens + serviços: exportações + importações,LBR,Liberia,2012,KOR,South Korea,4126.181857999999,CHN,China,4014.348488999999,111.83336899999995,0.027103354347596954
BPM5,goods_services_two_way_combined,Bens + serviços: exportações + importações,LBY,Libya,2005,ITA,Italy,13370.709917,DEU,Germany,5803.5105,7567.199417,0.5659534507871412
BPM5,goods_services_two_way_combined,Bens + serviços: exportações + importações,LBY,Libya,2006,ITA,Italy,15694.586501,DEU,Germany,7167.7125,8526.874001,0.5433003284576309
BPM5,goods_services_two_way_combined,Bens + serviços: exportações + importações,LBY,Libya,2007,ITA,Italy,17467.180909999985,DEU,Germany,6557.1716160000005,10910.009293999985,0.6246004635902059
BPM5,goods_services_two_way_combined,Bens + serviços: exportações + importações,LBY,Libya,2008,ITA,Italy,22820.125454000008,DEU,Germany,9021.085925000001,13799.039529000007,0.6046872773252547
BPM5,goods_services_two_way_combined,Bens + serviços: exportações + importações,LBY,Libya,2009,ITA,Italy,15675.225205,DEU,Germany,5077.806683999998,10597.418521000003,0.6760616439258362
BPM5,goods_services_two_way_combined,Bens + serviços: exportações + importações,LBY,Libya,2010,ITA,Italy,18423.071397999996,FRA,France,7901.309582000002,10521.761815999995,0.5711187667188998
BPM5,goods_services_two_way_combined,Bens + serviços: exportações + importações,LBY,Libya,2011,ITA,Italy,6556.753305000001,DEU,Germany,3419.6501100000005,3137.1031950000006,0.4784537482305048
BPM5,goods_services_two_way_combined,Bens + serviços: exportações + importações,LBY,Libya,2012,ITA,Italy,20004.941083,CHN,China,9074.995042,10929.946041000001,0.5463623209712004
BPM5,goods_services_two_way_combined,Bens + serviços: exportações + importações,LCA,St. Lucia,2005,USA,United States,459.88169800000014,GBR,United Kingdom,126.297063,333.58463500000016,0.7253705386640545
BPM5,goods_services_two_way_combined,Bens + serviços: exportações + importações,LCA,St. Lucia,2006,USA,United States,443.58958099999995,GBR,United Kingdom,180.04809999999998,263.541481,0.5941110708819827
BPM5,goods_services_two_way_combined,Bens + serviços: exportações + importações,LCA,St. Lucia,2007,BRA,Brazil,1039.247366,USA,United States,471.69695900000005,567.550407,0.5461167625417873
BPM5,goods_services_two_way_combined,Bens + serviços: exportações + importações,LCA,St. Lucia,2008,BRA,Brazil,3580.6477449999984,USA,United States,513.869669,3066.7780759999982,0.8564869527538514
BPM5,goods_services_two_way_combined,Bens + serviços: exportações + importações,LCA,St. Lucia,2009,BRA,Brazil,2444.476205999999,USA,United States,473.374402,1971.101803999999,0.806349351718746
BPM5,goods_services_two_way_combined,Bens + serviços: exportações + importações,LCA,St. Lucia,2010,BRA,Brazil,2750.682178000001,USA,United States,539.039363,2211.642815000001,0.8040342983601504
BPM5,goods_services_two_way_combined,Bens + serviços: exportações + importações,LCA,St. Lucia,2011,BRA,Brazil,2952.4681899999996,USA,United States,503.29860600000006,2449.1695839999993,0.8295329285156497
BPM5,goods_services_two_way_combined,Bens + serviços: exportações + importações,LCA,St. Lucia,2012,BRA,Brazil,1257.66699,USA,United States,455.3250919999999,802.341898,0.6379605288042107
BPM5,goods_services_two_way_combined,Bens + serviços: exportações + importações,LKA,Sri Lanka,2005,USA,United States,2977.244277999999,IND,India,2190.453316000001,786.7909619999982,0.26426819183561745
BPM5,goods_services_two_way_combined,Bens + serviços: exportações + importações,LKA,Sri Lanka,2006,USA,United States,3050.4365820000003,IND,India,2560.1254150000004,490.31116699999984,0.16073475183625366
BPM5,goods_services_two_way_combined,Bens + serviços: exportações + importações,LKA,Sri Lanka,2007,IND,India,3553.490210999999,USA,United States,3023.103881000001,530.386329999998,0.14925785594066412
BPM5,goods_services_two_way_combined,Bens + serviços: exportações + importações,LKA,Sri Lanka,2008,IND,India,3784.4340170000005,USA,United States,3016.430343,768.0036740000005,0.20293752528120784
BPM5,goods_services_two_way_combined,Bens + serviços: exportações + importações,LKA,Sri Lanka,2009,USA,United States,2573.602713,IND,India,2382.6328009999997,190.96991200000048,0.0742033380037086
BPM5,goods_services_two_way_combined,Bens + serviços: exportações + importações,LKA,Sri Lanka,2010,IND,India,3463.120224000001,USA,United States,2671.456874999999,791.6633490000022,0.228598286456717
BPM5,goods_services_two_way_combined,Bens + serviços: exportações + importações,LKA,Sri Lanka,2011,IND,India,5615.172429000001,USA,United States,3261.8533690000004,2353.3190600000007,0.41910005253731814
BPM5,goods_services_two_way_combined,Bens + serviços: exportações + importações,LKA,Sri Lanka,2012,IND,India,4632.509554000002,USA,United States,3380.918266000001,1251.591288000001,0.2701756517521476
BPM5,goods_services_two_way_combined,Bens + serviços: exportações + importações,LSO,Lesotho,2005,ZAF,South Africa,719.4839039999999,USA,United States,534.2073290000001,185.27657499999987,0.25751316182328365
BPM5,goods_services_two_way_combined,Bens + serviços: exportações + importações,LSO,Lesotho,2006,ZAF,South Africa,830.2014269999997,USA,United States,541.25374,288.94768699999975,0.34804527865500745
BPM5,goods_services_two_way_combined,Bens + serviços: exportações + importações,LSO,Lesotho,2007,ZAF,South Africa,975.643858,USA,United States,579.196906,396.446952,0.40634392227168614
BPM5,goods_services_two_way_combined,Bens + serviços: exportações + importações,LSO,Lesotho,2008,ZAF,South Africa,824.158981,USA,United States,510.62072100000006,313.53826,0.380434196833681
BPM5,goods_services_two_way_combined,Bens + serviços: exportações + importações,LSO,Lesotho,2009,ZAF,South Africa,935.6415099999999,USA,United States,462.058697,473.58281299999993,0.5061584035535148
BPM5,goods_services_two_way_combined,Bens + serviços: exportações + importações,LSO,Lesotho,2010,ZAF,South Africa,1173.9220850000002,USA,United States,475.689508,698.2325770000002,0.5947861326759178
BPM5,goods_services_two_way_combined,Bens + serviços: exportações + importações,LSO,Lesotho,2011,ZAF,South Africa,1505.199780000001,USA,United States,551.013675,954.186105000001,0.6339265509326611
BPM5,goods_services_two_way_combined,Bens + serviços: exportações + importações,LSO,Lesotho,2012,ZAF,South Africa,1499.660175,USA,United States,481.326499,1018.333676,0.6790429545146787
BPM5,goods_services_two_way_combined,Bens + serviços: exportações + importações,LTU,Lithuania,2005,RUS,Russia,5587.622382,DEU,Germany,3769.235807000001,1818.3865749999986,0.3254311853388232
BPM5,goods_services_two_way_combined,Bens + serviços: exportações + importações,LTU,Lithuania,2006,RUS,Russia,6225.695039999999,DEU,Germany,4489.515156,1736.1798839999983,0.27887326199646273
BPM5,goods_services_two_way_combined,Bens + serviços: exportações + importações,LTU,Lithuania,2007,RUS,Russia,6206.468998999999,DEU,Germany,5760.669748,445.79925099999855,0.07182816043580123
BPM5,goods_services_two_way_combined,Bens + serviços: exportações + importações,LTU,Lithuania,2008,RUS,Russia,11641.646756999995,DEU,Germany,6138.872254999999,5502.774501999996,0.47268007841684745
BPM5,goods_services_two_way_combined,Bens + serviços: exportações + importações,LTU,Lithuania,2009,RUS,Russia,7278.789316000002,DEU,Germany,4229.738535,3049.0507810000017,0.4188953201733255
BPM5,goods_services_two_way_combined,Bens + serviços: exportações + importações,LTU,Lithuania,2010,RUS,Russia,9823.861679000003,DEU,Germany,5038.17728,4785.684399000003,0.4871490006043276
BPM5,goods_services_two_way_combined,Bens + serviços: exportações + importações,LTU,Lithuania,2011,RUS,Russia,13105.262682999995,DEU,Germany,5965.684247999998,7139.578434999998,0.5447871292394147
BPM5,goods_services_two_way_combined,Bens + serviços: exportações + importações,LTU,Lithuania,2012,RUS,Russia,13520.904656000006,DEU,Germany,5851.1299020000015,7669.774754000005,0.5672530758211125
BPM5,goods_services_two_way_combined,Bens + serviços: exportações + importações,LUX,Luxembourg,2005,DEU,Germany,14792.715525,BEL,Belgium,14721.293566000002,71.42195899999751,0.00482818444519486
BPM5,goods_services_two_way_combined,Bens + serviços: exportações + importações,LUX,Luxembourg,2006,DEU,Germany,16776.038991999998,BEL,Belgium,15919.060465999999,856.978525999999,0.05108348439155792
BPM5,goods_services_two_way_combined,Bens + serviços: exportações + importações,LUX,Luxembourg,2007,DEU,Germany,18856.363831,BEL,Belgium,16263.851285000004,2592.5125459999945,0.1374874058029091
BPM5,goods_services_two_way_combined,Bens + serviços: exportações + importações,LUX,Luxembourg,2008,DEU,Germany,21409.203358,BEL,Belgium,17276.344509,4132.858849,0.1930412253034941
BPM5,goods_services_two_way_combined,Bens + serviços: exportações + importações,LUX,Luxembourg,2009,DEU,Germany,18141.975965999998,BEL,Belgium,14208.145002999998,3933.8309630000003,0.2168358601274977
BPM5,goods_services_two_way_combined,Bens + serviços: exportações + importações,LUX,Luxembourg,2010,DEU,Germany,20608.44007,BEL,Belgium,15302.138768999997,5306.301301000003,0.2574819483171102
BPM5,goods_services_two_way_combined,Bens + serviços: exportações + importações,LUX,Luxembourg,2011,DEU,Germany,25314.390891000003,BEL,Belgium,17570.66032,7743.730571000004,0.3059023068871518
BPM5,goods_services_two_way_combined,Bens + serviços: exportações + importações,LUX,Luxembourg,2012,DEU,Germany,23948.391227,BEL,Belgium,17520.722346000002,6427.668880999998,0.26839668769705444
BPM5,goods_services_two_way_combined,Bens + serviços: exportações + importações,LVA,Latvia,2005,LTU,Lithuania,2099.3514790000004,DEU,Germany,1919.819968,179.53151100000036,0.08551760522040737
BPM5,goods_services_two_way_combined,Bens + serviços: exportações + importações,LVA,Latvia,2006,LTU,Lithuania,2873.8706689999995,DEU,Germany,2598.374263999999,275.4964050000003,0.09586249234237909
BPM5,goods_services_two_way_combined,Bens + serviços: exportações + importações,LVA,Latvia,2007,LTU,Lithuania,3986.4050939999993,DEU,Germany,3220.361212,766.0438819999995,0.19216408366349524
BPM5,goods_services_two_way_combined,Bens + serviços: exportações + importações,LVA,Latvia,2008,LTU,Lithuania,4918.261716999999,DEU,Germany,3106.010789,1812.2509279999995,0.3684738698910519
BPM5,goods_services_two_way_combined,Bens + serviços: exportações + importações,LVA,Latvia,2009,LTU,Lithuania,3205.929454999999,RUS,Russia,1890.1821140000004,1315.7473409999986,0.41041057186955443
BPM5,goods_services_two_way_combined,Bens + serviços: exportações + importações,LVA,Latvia,2010,LTU,Lithuania,3587.521881999998,RUS,Russia,2308.5370089999997,1278.9848729999985,0.3565092883243908
BPM5,goods_services_two_way_combined,Bens + serviços: exportações + importações,LVA,Latvia,2011,LTU,Lithuania,5168.798632,DEU,Germany,2894.860979,2273.937653,0.4399354308217902
BPM5,goods_services_two_way_combined,Bens + serviços: exportações + importações,LVA,Latvia,2012,LTU,Lithuania,5414.183614000001,RUS,Russia,3122.8161889999988,2291.3674250000026,0.42321568464633935
BPM5,goods_services_two_way_combined,Bens + serviços: exportações + importações,MAR,Morocco,2005,FRA,France,9639.214183,ESP,Spain,5875.239534999999,3763.9746480000013,0.3904856325983768
BPM5,goods_services_two_way_combined,Bens + serviços: exportações + importações,MAR,Morocco,2006,FRA,France,10576.083195999998,ESP,Spain,6854.140361,3721.942834999998,0.351920722069176
BPM5,goods_services_two_way_combined,Bens + serviços: exportações + importações,MAR,Morocco,2007,FRA,France,12623.896189,ESP,Spain,8610.036233,4013.8599559999984,0.317957300654732
BPM5,goods_services_two_way_combined,Bens + serviços: exportações + importações,MAR,Morocco,2008,FRA,France,15033.176726999998,ESP,Spain,10290.797973999996,4742.378753000003,0.3154608529601438
BPM5,goods_services_two_way_combined,Bens + serviços: exportações + importações,MAR,Morocco,2009,FRA,France,12874.390100000002,ESP,Spain,8597.615225999998,4276.774874000004,0.33219242548817934
BPM5,goods_services_two_way_combined,Bens + serviços: exportações + importações,MAR,Morocco,2010,FRA,France,13593.814547000004,ESP,Spain,8488.822181,5104.992366000004,0.37553788514251996
BPM5,goods_services_two_way_combined,Bens + serviços: exportações + importações,MAR,Morocco,2011,FRA,France,15708.077352,ESP,Spain,10349.164230999997,5358.913121000003,0.3411565273656925
BPM5,goods_services_two_way_combined,Bens + serviços: exportações + importações,MAR,Morocco,2012,FRA,France,14064.366691,ESP,Spain,10976.008389000002,3088.358301999997,0.21958744178479675
BPM5,goods_services_two_way_combined,Bens + serviços: exportações + importações,MDA,Moldova,2005,RUS,Russia,1039.5272850000001,UKR,Ukraine,635.7117730000001,403.815512,0.3884607146218389
BPM5,goods_services_two_way_combined,Bens + serviços: exportações + importações,MDA,Moldova,2006,RUS,Russia,1036.2003539999998,UKR,Ukraine,716.8239620000002,319.37639199999967,0.3082187636465522
BPM5,goods_services_two_way_combined,Bens + serviços: exportações + importações,MDA,Moldova,2007,RUS,Russia,1386.9469760000004,UKR,Ukraine,963.0791550000004,423.86782100000005,0.30561213105813784
BPM5,goods_services_two_way_combined,Bens + serviços: exportações + importações,MDA,Moldova,2008,RUS,Russia,1835.0431539999995,UKR,Ukraine,1174.7365220000002,660.3066319999994,0.3598316642094617
BPM5,goods_services_two_way_combined,Bens + serviços: exportações + importações,MDA,Moldova,2009,RUS,Russia,1149.7044830000002,ROU,Romania,622.88222,526.8222630000002,0.4582240660881203
BPM5,goods_services_two_way_combined,Bens + serviços: exportações + importações,MDA,Moldova,2010,RUS,Russia,1530.298128,UKR,Ukraine,702.3585749999999,827.939553,0.5410315400973947
BPM5,goods_services_two_way_combined,Bens + serviços: exportações + importações,MDA,Moldova,2011,RUS,Russia,1468.1929140000002,ROU,Romania,1090.6713949999998,377.52151900000035,0.2571334566460115
BPM5,goods_services_two_way_combined,Bens + serviços: exportações + importações,MDA,Moldova,2012,RUS,Russia,1439.0160799999996,ROU,Romania,1257.500852,181.51522799999975,0.12613842925229843
BPM5,goods_services_two_way_combined,Bens + serviços: exportações + importações,MDG,Madagascar,2005,FRA,France,848.3074219999999,USA,United States,605.7624049999998,242.54501700000003,0.285916415098865
BPM5,goods_services_two_way_combined,Bens + serviços: exportações + importações,MDG,Madagascar,2006,FRA,France,907.9476349999998,USA,United States,584.60176,323.34587499999975,0.35612833002202804
BPM5,goods_services_two_way_combined,Bens + serviços: exportações + importações,MDG,Madagascar,2007,FRA,France,1296.60594,USA,United States,713.465793,583.140147,0.44974354120265714
BPM5,goods_services_two_way_combined,Bens + serviços: exportações + importações,MDG,Madagascar,2008,FRA,France,1560.9348819999998,CHN,China,978.8856249999998,582.049257,0.37288503429062336
BPM5,goods_services_two_way_combined,Bens + serviços: exportações + importações,MDG,Madagascar,2009,FRA,France,1181.194535,USA,United States,725.580459,455.61407600000007,0.38572314932019225
BPM5,goods_services_two_way_combined,Bens + serviços: exportações + importações,MDG,Madagascar,2010,FRA,France,1428.7718880000002,USA,United States,521.700184,907.0717040000002,0.6348611080735374
BPM5,goods_services_two_way_combined,Bens + serviços: exportações + importações,MDG,Madagascar,2011,FRA,France,1372.721026,ARE,United Arab Emirates,544.4632900000001,828.2577359999998,0.6033693083389835
BPM5,goods_services_two_way_combined,Bens + serviços: exportações + importações,MDG,Madagascar,2012,FRA,France,1139.227741,ARE,United Arab Emirates,637.5085089999998,501.71923200000015,0.44040292730196096
BPM5,goods_services_two_way_combined,Bens + serviços: exportações + importações,MDV,Maldives,2005,JPN,Japan,276.01705499999997,GBR,United Kingdom,265.64935800000006,10.367696999999907,0.037561798491038564
BPM5,goods_services_two_way_combined,Bens + serviços: exportações + importações,MDV,Maldives,2006,JPN,Japan,308.67564600000003,GBR,United Kingdom,287.881784,20.793862000000047,0.06736476385312253
BPM5,goods_services_two_way_combined,Bens + serviços: exportações + importações,MDV,Maldives,2007,SGP,Singapore,309.30005800000015,GBR,United Kingdom,302.399438,6.900620000000174,0.02231043875200363
BPM5,goods_services_two_way_combined,Bens + serviços: exportações + importações,MDV,Maldives,2008,SGP,Singapore,360.7748890000001,THA,Thailand,330.13825199999997,30.63663700000012,0.08491898392629015
BPM5,goods_services_two_way_combined,Bens + serviços: exportações + importações,MDV,Maldives,2009,FRA,France,389.659704,SGP,Singapore,260.30155399999995,129.35815000000002,0.3319772321132801
BPM5,goods_services_two_way_combined,Bens + serviços: exportações + importações,MDV,Maldives,2010,IND,India,338.41271400000005,GBR,United Kingdom,266.446049,71.96666500000003,0.21265945995161406
BPM5,goods_services_two_way_combined,Bens + serviços: exportações + importações,MDV,Maldives,2011,SGP,Singapore,380.50309999999973,ARE,United Arab Emirates,353.381925,27.12117499999971,0.07127714596806105
BPM5,goods_services_two_way_combined,Bens + serviços: exportações + importações,MDV,Maldives,2012,ARE,United Arab Emirates,530.1830670000003,SGP,Singapore,353.6262170000001,176.55685000000017,0.3330111068975352
BPM5,goods_services_two_way_combined,Bens + serviços: exportações + importações,MEX,Mexico,2005,USA,United States,318497.3754799999,CHN,China,19896.293470999994,298601.0820089999,0.9375307459252537
BPM5,goods_services_two_way_combined,Bens + serviços: exportações + importações,MEX,Mexico,2006,USA,United States,358762.6394069998,CHN,China,27015.344786,331747.29462099983,0.9246985560406911
BPM5,goods_services_two_way_combined,Bens + serviços: exportações + importações,MEX,Mexico,2007,USA,United States,378101.89227599994,CHN,China,29861.186860999984,348240.705415,0.9210234397896045
BPM5,goods_services_two_way_combined,Bens + serviços: exportações + importações,MEX,Mexico,2008,USA,United States,398585.70578,CHN,China,38335.87566299999,360249.83011700003,0.9038202446623624
BPM5,goods_services_two_way_combined,Bens + serviços: exportações + importações,MEX,Mexico,2009,USA,United States,317385.225567,CHN,China,36565.424002000014,280819.801565,0.8847916630754412
BPM5,goods_services_two_way_combined,Bens + serviços: exportações + importações,MEX,Mexico,2010,USA,United States,403900.22354599996,CHN,China,52060.236821,351839.98672499997,0.8711061945845373
BPM5,goods_services_two_way_combined,Bens + serviços: exportações + importações,MEX,Mexico,2011,USA,United States,468572.07868,CHN,China,60866.137975000005,407705.94070499996,0.87010293454432
BPM5,goods_services_two_way_combined,Bens + serviços: exportações + importações,MEX,Mexico,2012,USA,United States,495634.1211459999,CHN,China,65442.53248300001,430191.58866299986,0.867962011308494
BPM5,goods_services_two_way_combined,Bens + serviços: exportações + importações,MHL,Marshall Islands,2005,KOR,South Korea,1141.1810249999999,DEU,Germany,376.866,764.3150249999999,0.6697579159274927
BPM5,goods_services_two_way_combined,Bens + serviços: exportações + importações,MHL,Marshall Islands,2006,KOR,South Korea,965.6621109999998,DEU,Germany,498.50199999999995,467.1601109999998,0.4837718138451431
BPM5,goods_services_two_way_combined,Bens + serviços: exportações + importações,MHL,Marshall Islands,2007,KOR,South Korea,2278.8687569999997,JPN,Japan,605.7363379999998,1673.132419,0.734194285590445
BPM5,goods_services_two_way_combined,Bens + serviços: exportações + importações,MHL,Marshall Islands,2008,KOR,South Korea,4759.265266000001,DNK,Denmark,961.658365,3797.606901000001,0.7979397425333593
BPM5,goods_services_two_way_combined,Bens + serviços: exportações + importações,MHL,Marshall Islands,2009,KOR,South Korea,9712.042470999997,CHN,China,1366.6492970000004,8345.393173999997,0.8592830188829185
BPM5,goods_services_two_way_combined,Bens + serviços: exportações + importações,MHL,Marshall Islands,2010,KOR,South Korea,4687.167838,JPN,Japan,1994.7101630000002,2692.457675,0.5744316755998359
BPM5,goods_services_two_way_combined,Bens + serviços: exportações + importações,MHL,Marshall Islands,2011,KOR,South Korea,7112.399443999998,CHN,China,2206.5551629999986,4905.844281,0.6897593870572831
BPM5,goods_services_two_way_combined,Bens + serviços: exportações + importações,MHL,Marshall Islands,2012,KOR,South Korea,4053.8000740000007,CHN,China,1846.7757649999994,2207.0243090000013,0.544433437444355
BPM5,goods_services_two_way_combined,Bens + serviços: exportações + importações,MKD,North Macedonia,2005,DEU,Germany,847.8984359999998,SCG,Serbia and Montenegro,732.558911,115.33952499999987,0.13602988294697113
BPM5,goods_services_two_way_combined,Bens + serviços: exportações + importações,MKD,North Macedonia,2006,DEU,Germany,944.93379,GRC,Greece,667.3431779999997,277.5906120000003,0.29376726172529005
BPM5,goods_services_two_way_combined,Bens + serviços: exportações + importações,MKD,North Macedonia,2007,DEU,Germany,1236.6588199999999,GRC,Greece,911.6027109999995,325.05610900000033,0.26285027344890516
BPM5,goods_services_two_way_combined,Bens + serviços: exportações + importações,MKD,North Macedonia,2008,DEU,Germany,1463.7064750000002,GRC,Greece,1114.8499969999996,348.8564780000006,0.23833772956425608
BPM5,goods_services_two_way_combined,Bens + serviços: exportações + importações,MKD,North Macedonia,2009,DEU,Germany,1133.3840719999998,GRC,Greece,912.3787530000001,221.00531899999976,0.1949959633807169
BPM5,goods_services_two_way_combined,Bens + serviços: exportações + importações,MKD,North Macedonia,2010,DEU,Germany,1536.2979519999997,GRC,Greece,952.567573,583.7303789999996,0.37995909467957145
BPM5,goods_services_two_way_combined,Bens + serviços: exportações + importações,MKD,North Macedonia,2011,DEU,Germany,2233.3952000000004,GRC,Greece,1170.485212,1062.9099880000003,0.47591666177127995
BPM5,goods_services_two_way_combined,Bens + serviços: exportações + importações,MKD,North Macedonia,2012,DEU,Germany,2057.359995,GRC,Greece,1364.1316370000004,693.2283579999994,0.3369504411890732
BPM5,goods_services_two_way_combined,Bens + serviços: exportações + importações,MLI,Mali,2005,ZAF,South Africa,453.8048109999999,FRA,France,410.07247300000006,43.73233799999986,0.0963681674146021
