source_bpm5,metric,metric_label,iso3c,country_name,year,top1_partner_iso3_bpm5,top1_partner_name_bpm5,top1_value_musd_bpm5,top2_partner_iso3_bpm5,top2_partner_name_bpm5,top2_value_musd_bpm5,top1_top2_margin_musd_bpm5,top1_top2_margin_share_bpm5,source_bpm6,top1_partner_iso3_bpm6,top1_partner_name_bpm6,top1_value_musd_bpm6,top2_partner_iso3_bpm6,top2_partner_name_bpm6,top2_value_musd_bpm6,top1_top2_margin_musd_bpm6,top1_top2_margin_share_bpm6,present_bpm5,present_bpm6,comparison_sample,both_sources_present,top1_same,top2_ordered_same,top2_unordered_same,china_top1_bpm5,china_top1_bpm6,china_top1_status_same,china_in_top2_bpm5,china_in_top2_bpm6,china_in_top2_status_same,china_in_top2_any_source,china_top1_any_source,top1_disagreement_involves_china,top2_disagreement_involves_china,min_top1_top2_margin_share,close_top1_top2_case
BPM5,goods_services_exports_combined,Bens + serviços: exportações,AGO,Angola,2007,USA,United States,14001.237782,CHN,China,13297.965161,703.2726210000001,0.05022931771818973,BPM6,CHN,China,12965.437856,USA,United States,12954.809599,10.628257000000303,8.197376068623766e-4,TRUE,TRUE,common_bpm5_bpm6,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,8.197376068623766e-4,TRUE
BPM5,goods_services_exports_combined,Bens + serviços: exportações,ARG,Argentina,2011,BRA,Brazil,18585.851281,CHN,China,6871.912418,11713.938863,0.6302610887118719,BPM6,BRA,Brazil,18475.856313999997,USA,United States,7268.024635,11207.831678999997,0.6066204179401046,TRUE,TRUE,common_bpm5_bpm6,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,0.6066204179401046,FALSE
BPM5,goods_services_exports_combined,Bens + serviços: exportações,ARG,Argentina,2012,BRA,Brazil,17792.724398000002,CHN,China,7210.4819709999965,10582.242427000005,0.5947511010843008,BPM6,BRA,Brazil,17713.105158000002,USA,United States,7144.597510999998,10568.507647000004,0.596649065916419,TRUE,TRUE,common_bpm5_bpm6,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,0.5947511010843008,FALSE
BPM5,goods_services_exports_combined,Bens + serviços: exportações,BDI,Burundi,2011,ARE,United Arab Emirates,63.82167,FRA,France,30.868810000000003,32.952859999999994,0.5163271346550473,BPM6,ARE,United Arab Emirates,68.520322,CHN,China,36.885768,31.634553999999994,0.46168133885885704,TRUE,TRUE,common_bpm5_bpm6,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,0.46168133885885704,FALSE
BPM5,goods_services_exports_combined,Bens + serviços: exportações,BDI,Burundi,2012,ARE,United Arab Emirates,163.269547,FRA,France,31.702378,131.56716899999998,0.8058279784410745,BPM6,ARE,United Arab Emirates,164.25294799999998,CHN,China,36.706643,127.54630499999998,0.7765236883297827,TRUE,TRUE,common_bpm5_bpm6,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,0.7765236883297827,FALSE
BPM5,goods_services_exports_combined,Bens + serviços: exportações,BEN,Benin,2006,MLI,Mali,169.616523,NGA,Nigeria,119.57668099999998,50.03984200000002,0.29501749661499677,BPM6,MLI,Mali,166.753075,CHN,China,111.66611999999999,55.086955,0.3303504598041146,TRUE,TRUE,common_bpm5_bpm6,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,0.29501749661499677,FALSE
BPM5,goods_services_exports_combined,Bens + serviços: exportações,BEN,Benin,2012,CHN,China,347.01286400000004,ARE,United Arab Emirates,303.02907200000004,43.983791999999994,0.12674974493164606,BPM6,CHN,China,345.5446620000001,IND,India,280.93774899999994,64.60691300000013,0.18697123730998375,TRUE,TRUE,common_bpm5_bpm6,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0.12674974493164606,FALSE
BPM5,goods_services_exports_combined,Bens + serviços: exportações,BFA,Burkina Faso,2008,CHE,Switzerland,141.42515899999998,CHN,China,93.20611400000001,48.219044999999966,0.34095096898565247,BPM6,CHE,Switzerland,123.749957,BEL,Belgium,87.60222599999997,36.14773100000002,0.29210297826608556,TRUE,TRUE,common_bpm5_bpm6,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,0.29210297826608556,FALSE
BPM5,goods_services_exports_combined,Bens + serviços: exportações,BFA,Burkina Faso,2009,CHE,Switzerland,425.224923,FRA,France,217.265203,207.95971999999998,0.48905816369564015,BPM6,CHE,Switzerland,397.44074,CHN,China,157.19061699999997,240.25012300000003,0.6044929440298447,TRUE,TRUE,common_bpm5_bpm6,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,0.48905816369564015,FALSE
BPM5,goods_services_exports_combined,Bens + serviços: exportações,BFA,Burkina Faso,2010,CHE,Switzerland,910.3681049999999,CHN,China,173.51998600000002,736.8481189999999,0.8093957981974774,BPM6,CHE,Switzerland,838.9957279999999,ZAF,South Africa,147.488171,691.5075569999999,0.824208674635826,TRUE,TRUE,common_bpm5_bpm6,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,0.8093957981974774,FALSE
