outcome,corrected_estimate,fwl_weighted_contrast,max_abs_orthogonality
distance_china_minus_usa,-0.22233340176221164,-0.22233340160438425,6.495989857135953e-11
agreement_china_minus_usa,0.05216256248537268,0.05216256241081647,6.495989857135953e-11
